District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
GAYA	232	BELAGANJ	GAYA	HEALTH SERVICES	4
GAYA	232	BELAGANJ	GAYA	EDUCATION	3
GAYA	232	BELAGANJ	GAYA	EMPLOYMENT GROWTH	3
GAYA	232	BELAGANJ	GAYA	PUBLIC TRANSPORT	5
GAYA	232	BELAGANJ	GAYA	LAW & ORDER	4
GAYA	232	BELAGANJ	GAYA	CASTE POLARISTION	9
GAYA	232	BELAGANJ	GAYA	COMMUNAL POLARISATION	5
GAYA	232	BELAGANJ	GAYA	COMMUNAL POLARISATION	4
GAYA	229	BODH GAYA	GAYA	ELECTRICITY	9
GAYA	229	BODH GAYA	GAYA	WATER	9
GAYA	229	BODH GAYA	GAYA	ROAD	8
GAYA	229	BODH GAYA	GAYA	HEALTH SERVICES	8
GAYA	229	BODH GAYA	GAYA	EDUCATION	6
GAYA	229	BODH GAYA	GAYA	EMPLOYMENT GROWTH	6
GAYA	229	BODH GAYA	GAYA	PUBLIC TRANSPORT	7
GAYA	229	BODH GAYA	GAYA	LAW & ORDER	8
GAYA	229	BODH GAYA	GAYA	CASTE POLARISTION	9
GAYA	229	BODH GAYA	GAYA	COMMUNAL POLARISATION	0
GAYA	229	BODH GAYA	GAYA	COMMUNAL POLARISATION	7
JAMUI 	243	CHAKAI	JAMUI	ELECTRICITY	3
JAMUI 	243	CHAKAI	JAMUI	WATER	4
JAMUI 	243	CHAKAI	JAMUI	ROAD	5
JAMUI 	243	CHAKAI	JAMUI	HEALTH SERVICES	3
JAMUI 	243	CHAKAI	JAMUI	EDUCATION	3
JAMUI 	243	CHAKAI	JAMUI	EMPLOYMENT GROWTH	3
JAMUI 	243	CHAKAI	JAMUI	PUBLIC TRANSPORT	4
JAMUI 	243	CHAKAI	JAMUI	LAW & ORDER	6
JAMUI 	243	CHAKAI	JAMUI	CASTE POLARISTION	9
JAMUI 	243	CHAKAI	JAMUI	COMMUNAL POLARISATION	0
JAMUI 	243	CHAKAI	JAMUI	COMMUNAL POLARISATION	3
GAYA	230	GAYA TOWN	GAYA	ELECTRICITY	5
GAYA	230	GAYA TOWN	GAYA	WATER	3
GAYA	230	GAYA TOWN	GAYA	ROAD	6
GAYA	230	GAYA TOWN	GAYA	HEALTH SERVICES	7
GAYA	230	GAYA TOWN	GAYA	EDUCATION	6
GAYA	230	GAYA TOWN	GAYA	EMPLOYMENT GROWTH	5
GAYA	230	GAYA TOWN	GAYA	PUBLIC TRANSPORT	6
GAYA	230	GAYA TOWN	GAYA	LAW & ORDER	7
GAYA	230	GAYA TOWN	GAYA	CASTE POLARISTION	8
GAYA	230	GAYA TOWN	GAYA	COMMUNAL POLARISATION	7
GAYA	230	GAYA TOWN	GAYA	COMMUNAL POLARISATION	6
JAHANABAD 	217	GHOSI	JAHANABAD	ELECTRICITY	3
JAHANABAD 	217	GHOSI	JAHANABAD	WATER	3
JAHANABAD 	217	GHOSI	JAHANABAD	ROAD	5
JAHANABAD 	217	GHOSI	JAHANABAD	HEALTH SERVICES	3
JAHANABAD 	217	GHOSI	JAHANABAD	EDUCATION	3
JAHANABAD 	217	GHOSI	JAHANABAD	EMPLOYMENT GROWTH	3
JAHANABAD 	217	GHOSI	JAHANABAD	PUBLIC TRANSPORT	4
JAHANABAD 	217	GHOSI	JAHANABAD	LAW & ORDER	4
JAHANABAD 	217	GHOSI	JAHANABAD	CASTE POLARISTION	8
JAHANABAD 	217	GHOSI	JAHANABAD	COMMUNAL POLARISATION	0
JAHANABAD 	217	GHOSI	JAHANABAD	COMMUNAL POLARISATION	3
NAWADA 	238	GOBINDPUR	NAWADA	ELECTRICITY	3
NAWADA 	238	GOBINDPUR	NAWADA	WATER	3
NAWADA 	238	GOBINDPUR	NAWADA	ROAD	5
NAWADA 	238	GOBINDPUR	NAWADA	HEALTH SERVICES	4
NAWADA 	238	GOBINDPUR	NAWADA	EDUCATION	3
NAWADA 	238	GOBINDPUR	NAWADA	EMPLOYMENT GROWTH	3
NAWADA 	238	GOBINDPUR	NAWADA	PUBLIC TRANSPORT	5
NAWADA 	238	GOBINDPUR	NAWADA	LAW & ORDER	4
NAWADA 	238	GOBINDPUR	NAWADA	CASTE POLARISTION	9
NAWADA 	238	GOBINDPUR	NAWADA	COMMUNAL POLARISATION	0
NAWADA 	238	GOBINDPUR	NAWADA	COMMUNAL POLARISATION	3
GAYA	225	GURUA	AURANGABAD	ELECTRICITY	2
GAYA	225	GURUA	AURANGABAD	WATER	4
GAYA	225	GURUA	AURANGABAD	ROAD	5
GAYA	225	GURUA	AURANGABAD	HEALTH SERVICES	3
GAYA	225	GURUA	AURANGABAD	EDUCATION	4
GAYA	225	GURUA	AURANGABAD	EMPLOYMENT GROWTH	3
GAYA	225	GURUA	AURANGABAD	PUBLIC TRANSPORT	5
GAYA	225	GURUA	AURANGABAD	LAW & ORDER	5
GAYA	225	GURUA	AURANGABAD	CASTE POLARISTION	8
GAYA	225	GURUA	AURANGABAD	COMMUNAL POLARISATION	4
GAYA	225	GURUA	AURANGABAD	COMMUNAL POLARISATION	4
NAWADA 	236	HISUA	NAWADA	ELECTRICITY	4
NAWADA 	236	HISUA	NAWADA	WATER	4
NAWADA 	236	HISUA	NAWADA	ROAD	6
NAWADA 	236	HISUA	NAWADA	HEALTH SERVICES	5
NAWADA 	236	HISUA	NAWADA	EDUCATION	4
NAWADA 	236	HISUA	NAWADA	EMPLOYMENT GROWTH	4
NAWADA 	236	HISUA	NAWADA	PUBLIC TRANSPORT	5
NAWADA 	236	HISUA	NAWADA	LAW & ORDER	6
NAWADA 	236	HISUA	NAWADA	CASTE POLARISTION	8
NAWADA 	236	HISUA	NAWADA	COMMUNAL POLARISATION	0
NAWADA 	236	HISUA	NAWADA	COMMUNAL POLARISATION	4
GAYA	227	IMAMGANJ	AURANGABAD	ELECTRICITY	3
GAYA	227	IMAMGANJ	AURANGABAD	WATER	3
GAYA	227	IMAMGANJ	AURANGABAD	ROAD	5
GAYA	227	IMAMGANJ	AURANGABAD	HEALTH SERVICES	3
GAYA	227	IMAMGANJ	AURANGABAD	EDUCATION	3
GAYA	227	IMAMGANJ	AURANGABAD	EMPLOYMENT GROWTH	3
GAYA	227	IMAMGANJ	AURANGABAD	PUBLIC TRANSPORT	5
GAYA	227	IMAMGANJ	AURANGABAD	LAW & ORDER	3
GAYA	227	IMAMGANJ	AURANGABAD	CASTE POLARISTION	9
GAYA	227	IMAMGANJ	AURANGABAD	COMMUNAL POLARISATION	0
GAYA	227	IMAMGANJ	AURANGABAD	COMMUNAL POLARISATION	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	ELECTRICITY	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	WATER	5
JAHANABAD 	216	JEHANABAD	JAHANABAD	ROAD	5
JAHANABAD 	216	JEHANABAD	JAHANABAD	HEALTH SERVICES	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	EDUCATION	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	EMPLOYMENT GROWTH	3
JAHANABAD 	216	JEHANABAD	JAHANABAD	PUBLIC TRANSPORT	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	LAW & ORDER	4
JAHANABAD 	216	JEHANABAD	JAHANABAD	CASTE POLARISTION	8
JAHANABAD 	216	JEHANABAD	JAHANABAD	COMMUNAL POLARISATION	6
JAHANABAD 	216	JEHANABAD	JAHANABAD	COMMUNAL POLARISATION	4
JAMUI 	241	JAMUI	JAMUI	ELECTRICITY	4
JAMUI 	241	JAMUI	JAMUI	WATER	6
JAMUI 	241	JAMUI	JAMUI	ROAD	6
JAMUI 	241	JAMUI	JAMUI	HEALTH SERVICES	5
JAMUI 	241	JAMUI	JAMUI	EDUCATION	7
JAMUI 	241	JAMUI	JAMUI	EMPLOYMENT GROWTH	3
JAMUI 	241	JAMUI	JAMUI	PUBLIC TRANSPORT	6
JAMUI 	241	JAMUI	JAMUI	LAW & ORDER	6
JAMUI 	241	JAMUI	JAMUI	CASTE POLARISTION	9
JAMUI 	241	JAMUI	JAMUI	COMMUNAL POLARISATION	0
JAMUI 	241	JAMUI	JAMUI	COMMUNAL POLARISATION	4
JAMUI 	242	JHAJHA	JAMUI	ELECTRICITY	3
JAMUI 	242	JHAJHA	JAMUI	WATER	4
JAMUI 	242	JHAJHA	JAMUI	ROAD	5
JAMUI 	242	JHAJHA	JAMUI	HEALTH SERVICES	3
JAMUI 	242	JHAJHA	JAMUI	EDUCATION	3
JAMUI 	242	JHAJHA	JAMUI	EMPLOYMENT GROWTH	3
JAMUI 	242	JHAJHA	JAMUI	PUBLIC TRANSPORT	3
JAMUI 	242	JHAJHA	JAMUI	LAW & ORDER	6
JAMUI 	242	JHAJHA	JAMUI	CASTE POLARISTION	9
JAMUI 	242	JHAJHA	JAMUI	COMMUNAL POLARISATION	0
JAMUI 	242	JHAJHA	JAMUI	COMMUNAL POLARISATION	3
ARWAL 	215	KURTHA	JAHANABAD	ELECTRICITY	3
ARWAL 	215	KURTHA	JAHANABAD	WATER	4
ARWAL 	215	KURTHA	JAHANABAD	ROAD	5
ARWAL 	215	KURTHA	JAHANABAD	HEALTH SERVICES	4
ARWAL 	215	KURTHA	JAHANABAD	EDUCATION	4
ARWAL 	215	KURTHA	JAHANABAD	EMPLOYMENT GROWTH	3
ARWAL 	215	KURTHA	JAHANABAD	PUBLIC TRANSPORT	5
ARWAL 	215	KURTHA	JAHANABAD	LAW & ORDER	5
ARWAL 	215	KURTHA	JAHANABAD	CASTE POLARISTION	9
ARWAL 	215	KURTHA	JAHANABAD	COMMUNAL POLARISATION	0
ARWAL 	215	KURTHA	JAHANABAD	COMMUNAL POLARISATION	4
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	ELECTRICITY	4
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	WATER	4
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	ROAD	5
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	HEALTH SERVICES	3
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	EDUCATION	3
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	EMPLOYMENT GROWTH	3
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	PUBLIC TRANSPORT	5
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	LAW & ORDER	5
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	CASTE POLARISTION	8
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	COMMUNAL POLARISATION	0
JAHANABAD 	218	MAKHDUMPUR	JAHANABAD	COMMUNAL POLARISATION	4
NAWADA 	237	NAWADA	NAWADA	ELECTRICITY	4
NAWADA 	237	NAWADA	NAWADA	WATER	5
NAWADA 	237	NAWADA	NAWADA	ROAD	6
NAWADA 	237	NAWADA	NAWADA	HEALTH SERVICES	7
NAWADA 	237	NAWADA	NAWADA	EDUCATION	6
NAWADA 	237	NAWADA	NAWADA	EMPLOYMENT GROWTH	5
NAWADA 	237	NAWADA	NAWADA	PUBLIC TRANSPORT	6
NAWADA 	237	NAWADA	NAWADA	LAW & ORDER	7
NAWADA 	237	NAWADA	NAWADA	CASTE POLARISTION	9
NAWADA 	237	NAWADA	NAWADA	COMMUNAL POLARISATION	3
NAWADA 	237	NAWADA	NAWADA	COMMUNAL POLARISATION	4
NAWADA 	235	RAJAULI	NAWADA	ELECTRICITY	3
NAWADA 	235	RAJAULI	NAWADA	WATER	4
NAWADA 	235	RAJAULI	NAWADA	ROAD	5
NAWADA 	235	RAJAULI	NAWADA	HEALTH SERVICES	4
NAWADA 	235	RAJAULI	NAWADA	EDUCATION	4
NAWADA 	235	RAJAULI	NAWADA	EMPLOYMENT GROWTH	3
NAWADA 	235	RAJAULI	NAWADA	PUBLIC TRANSPORT	3
NAWADA 	235	RAJAULI	NAWADA	LAW & ORDER	6
NAWADA 	235	RAJAULI	NAWADA	CASTE POLARISTION	9
NAWADA 	235	RAJAULI	NAWADA	COMMUNAL POLARISATION	0
NAWADA 	235	RAJAULI	NAWADA	COMMUNAL POLARISATION	4
GAYA	226	SHERGHATI	GAYA	ELECTRICITY	3
GAYA	226	SHERGHATI	GAYA	WATER	4
GAYA	226	SHERGHATI	GAYA	ROAD	5
GAYA	226	SHERGHATI	GAYA	HEALTH SERVICES	3
GAYA	226	SHERGHATI	GAYA	EDUCATION	3
GAYA	226	SHERGHATI	GAYA	EMPLOYMENT GROWTH	3
GAYA	226	SHERGHATI	GAYA	PUBLIC TRANSPORT	4
GAYA	226	SHERGHATI	GAYA	LAW & ORDER	3
GAYA	226	SHERGHATI	GAYA	CASTE POLARISTION	8
GAYA	226	SHERGHATI	GAYA	COMMUNAL POLARISATION	8
GAYA	226	SHERGHATI	GAYA	COMMUNAL POLARISATION	4
JAMUI 	240	SIKANDRA	JAMUI	ELECTRICITY	3
JAMUI 	240	SIKANDRA	JAMUI	WATER	4
JAMUI 	240	SIKANDRA	JAMUI	ROAD	5
JAMUI 	240	SIKANDRA	JAMUI	HEALTH SERVICES	3
JAMUI 	240	SIKANDRA	JAMUI	EDUCATION	4
JAMUI 	240	SIKANDRA	JAMUI	EMPLOYMENT GROWTH	3
JAMUI 	240	SIKANDRA	JAMUI	PUBLIC TRANSPORT	5
JAMUI 	240	SIKANDRA	JAMUI	LAW & ORDER	6
JAMUI 	240	SIKANDRA	JAMUI	CASTE POLARISTION	9
JAMUI 	240	SIKANDRA	JAMUI	COMMUNAL POLARISATION	0
JAMUI 	240	SIKANDRA	JAMUI	COMMUNAL POLARISATION	3
GAYA	231	TIKARI	AURANGABAD	ELECTRICITY	3
GAYA	231	TIKARI	AURANGABAD	WATER	4
GAYA	231	TIKARI	AURANGABAD	ROAD	4
GAYA	231	TIKARI	AURANGABAD	HEALTH SERVICES	3
GAYA	231	TIKARI	AURANGABAD	EDUCATION	3
GAYA	231	TIKARI	AURANGABAD	EMPLOYMENT GROWTH	3
GAYA	231	TIKARI	AURANGABAD	PUBLIC TRANSPORT	3
GAYA	231	TIKARI	AURANGABAD	LAW & ORDER	5
GAYA	231	TIKARI	AURANGABAD	CASTE POLARISTION	8
GAYA	231	TIKARI	AURANGABAD	COMMUNAL POLARISATION	0
GAYA	231	TIKARI	AURANGABAD	COMMUNAL POLARISATION	4
NAWADA 	239	WARSALIGANJ	NAWADA	ELECTRICITY	3
NAWADA 	239	WARSALIGANJ	NAWADA	WATER	4
NAWADA 	239	WARSALIGANJ	NAWADA	ROAD	5
NAWADA 	239	WARSALIGANJ	NAWADA	HEALTH SERVICES	3
NAWADA 	239	WARSALIGANJ	NAWADA	EDUCATION	3
NAWADA 	239	WARSALIGANJ	NAWADA	EMPLOYMENT GROWTH	3
NAWADA 	239	WARSALIGANJ	NAWADA	PUBLIC TRANSPORT	4
NAWADA 	239	WARSALIGANJ	NAWADA	LAW & ORDER	6
NAWADA 	239	WARSALIGANJ	NAWADA	CASTE POLARISTION	9
NAWADA 	239	WARSALIGANJ	NAWADA	COMMUNAL POLARISATION	0
NAWADA 	239	WARSALIGANJ	NAWADA	COMMUNAL POLARISATION	3
GAYA	234	WAZIRGANJ	GAYA	ELECTRICITY	3
GAYA	234	WAZIRGANJ	GAYA	WATER	4
GAYA	234	WAZIRGANJ	GAYA	ROAD	5
GAYA	234	WAZIRGANJ	GAYA	HEALTH SERVICES	4
GAYA	234	WAZIRGANJ	GAYA	EDUCATION	3
GAYA	234	WAZIRGANJ	GAYA	EMPLOYMENT GROWTH	3
GAYA	234	WAZIRGANJ	GAYA	PUBLIC TRANSPORT	5
GAYA	234	WAZIRGANJ	GAYA	LAW & ORDER	6
GAYA	234	WAZIRGANJ	GAYA	CASTE POLARISTION	8
GAYA	234	WAZIRGANJ	GAYA	COMMUNAL POLARISATION	0
GAYA	234	WAZIRGANJ	GAYA	COMMUNAL POLARISATION	4
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	ELECTRICITY	5
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	WATER	5
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	ROAD	4
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	HEALTH SERVICES	6
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	EDUCATION	7
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	EMPLOYMENT GROWTH	5
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	PUBLIC TRANSPORT	4
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	LAW & ORDER	7
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	CASTE POLARISTION	5
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	88	GAIGHAT	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	ELECTRICITY	5
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	WATER	4
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	ROAD	4
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	HEALTH SERVICES	7
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	EDUCATION	7
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	EMPLOYMENT GROWTH	6
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	PUBLIC TRANSPORT	7
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	LAW & ORDER	5
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	CASTE POLARISTION	5
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	89	AURAI	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	90	MINAPUR	VAISHALI	ELECTRICITY	4
MUZAFFARPUR 	90	MINAPUR	VAISHALI	WATER	4
MUZAFFARPUR 	90	MINAPUR	VAISHALI	ROAD	4
MUZAFFARPUR 	90	MINAPUR	VAISHALI	HEALTH SERVICES	6
MUZAFFARPUR 	90	MINAPUR	VAISHALI	EDUCATION	7
MUZAFFARPUR 	90	MINAPUR	VAISHALI	EMPLOYMENT GROWTH	7
MUZAFFARPUR 	90	MINAPUR	VAISHALI	PUBLIC TRANSPORT	3
MUZAFFARPUR 	90	MINAPUR	VAISHALI	LAW & ORDER	6
MUZAFFARPUR 	90	MINAPUR	VAISHALI	CASTE POLARISTION	5
MUZAFFARPUR 	90	MINAPUR	VAISHALI	COMMUNAL POLARISATION	4
MUZAFFARPUR 	90	MINAPUR	VAISHALI	COMMUNAL POLARISATION	4
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	ELECTRICITY	5
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	WATER	4
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	ROAD	4
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	HEALTH SERVICES	6
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	EDUCATION	6
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	EMPLOYMENT GROWTH	3
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	PUBLIC TRANSPORT	3
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	LAW & ORDER	5
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	CASTE POLARISTION	4
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	91	BOCHAHA	MUZAFFARPUR	COMMUNAL POLARISATION	4
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	ELECTRICITY	5
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	WATER	4
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	ROAD	3
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	HEALTH SERVICES	7
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	EDUCATION	6
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	EMPLOYMENT GROWTH	4
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	PUBLIC TRANSPORT	6
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	LAW & ORDER	7
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	CASTE POLARISTION	4
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	92	SAKRA	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	ELECTRICITY	4
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	WATER	4
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	ROAD	4
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	HEALTH SERVICES	6
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	EDUCATION	6
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	EMPLOYMENT GROWTH	5
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	PUBLIC TRANSPORT	4
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	LAW & ORDER	7
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	CASTE POLARISTION	5
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	COMMUNAL POLARISATION	4
MUZAFFARPUR 	93	KURHANI	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	ELECTRICITY	5
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	WATER	4
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	ROAD	4
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	HEALTH SERVICES	8
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	EDUCATION	8
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	EMPLOYMENT GROWTH	5
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	PUBLIC TRANSPORT	4
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	LAW & ORDER	7
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	CASTE POLARISTION	5
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	94	MUZAFFARPUR	MUZAFFARPUR	COMMUNAL POLARISATION	5
MUZAFFARPUR 	95	KANTI	VAISHALI	ELECTRICITY	5
MUZAFFARPUR 	95	KANTI	VAISHALI	WATER	4
MUZAFFARPUR 	95	KANTI	VAISHALI	ROAD	3
MUZAFFARPUR 	95	KANTI	VAISHALI	HEALTH SERVICES	7
MUZAFFARPUR 	95	KANTI	VAISHALI	EDUCATION	8
MUZAFFARPUR 	95	KANTI	VAISHALI	EMPLOYMENT GROWTH	4
MUZAFFARPUR 	95	KANTI	VAISHALI	PUBLIC TRANSPORT	3
MUZAFFARPUR 	95	KANTI	VAISHALI	LAW & ORDER	7
MUZAFFARPUR 	95	KANTI	VAISHALI	CASTE POLARISTION	5
MUZAFFARPUR 	95	KANTI	VAISHALI	COMMUNAL POLARISATION	4
MUZAFFARPUR 	95	KANTI	VAISHALI	COMMUNAL POLARISATION	5
MUZAFFARPUR 	96	BARURAJ	VAISHALI	ELECTRICITY	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	WATER	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	ROAD	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	HEALTH SERVICES	6
MUZAFFARPUR 	96	BARURAJ	VAISHALI	EDUCATION	7
MUZAFFARPUR 	96	BARURAJ	VAISHALI	EMPLOYMENT GROWTH	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	PUBLIC TRANSPORT	3
MUZAFFARPUR 	96	BARURAJ	VAISHALI	LAW & ORDER	6
MUZAFFARPUR 	96	BARURAJ	VAISHALI	CASTE POLARISTION	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	COMMUNAL POLARISATION	4
MUZAFFARPUR 	96	BARURAJ	VAISHALI	COMMUNAL POLARISATION	4
MUZAFFARPUR 	97	PAROO	VAISHALI	ELECTRICITY	4
MUZAFFARPUR 	97	PAROO	VAISHALI	WATER	5
MUZAFFARPUR 	97	PAROO	VAISHALI	ROAD	4
MUZAFFARPUR 	97	PAROO	VAISHALI	HEALTH SERVICES	6
MUZAFFARPUR 	97	PAROO	VAISHALI	EDUCATION	6
MUZAFFARPUR 	97	PAROO	VAISHALI	EMPLOYMENT GROWTH	4
MUZAFFARPUR 	97	PAROO	VAISHALI	PUBLIC TRANSPORT	4
MUZAFFARPUR 	97	PAROO	VAISHALI	LAW & ORDER	7
MUZAFFARPUR 	97	PAROO	VAISHALI	CASTE POLARISTION	6
MUZAFFARPUR 	97	PAROO	VAISHALI	COMMUNAL POLARISATION	5
MUZAFFARPUR 	97	PAROO	VAISHALI	COMMUNAL POLARISATION	6
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	ELECTRICITY	4
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	WATER	4
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	ROAD	3
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	HEALTH SERVICES	5
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	EDUCATION	6
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	EMPLOYMENT GROWTH	5
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	PUBLIC TRANSPORT	3
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	LAW & ORDER	6
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	CASTE POLARISTION	4
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	COMMUNAL POLARISATION	5
MUZAFFARPUR 	98	SAHEBGANJ	VAISHALI	COMMUNAL POLARISATION	5
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	ELECTRICITY	5
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	WATER	5
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	ROAD	4
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	HEALTH SERVICES	6
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	EDUCATION	6
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	LAW & ORDER	7
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	CASTE POLARISTION	5
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	131	KALYANPUR	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	ELECTRICITY	5
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	WATER	4
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	ROAD	3
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	HEALTH SERVICES	7
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	EDUCATION	7
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	LAW & ORDER	6
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	CASTE POLARISTION	5
