"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 229-Belaganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Sl. No. of Polling Station"	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	"SURENDRA PRASAD YADAV"	""	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"233"	"32"	""	""	"2"	""	""	"545"	""	"87"	""	""	"3"	""	""	"31"	""	""	"4"	""	"0"	""	"0"	""	"1"	""	""	"705"	""	""	"0"	""	""	"705"	""	""	""	""	""	""	""	""	""
"307"	"234"	"4"	""	""	"4"	""	""	"445"	""	"7"	""	""	"0"	""	""	"4"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"465"	""	""	"0"	""	""	"465"	""	""	""	""	""	""	""	""	""
"308"	"235"	"19"	""	""	"0"	""	""	"17"	""	"710"	""	""	"3"	""	""	"0"	""	""	"2"	""	"0"	""	"0"	""	"0"	""	""	"751"	""	""	"0"	""	""	"751"	""	""	""	""	""	""	""	""	""
"309"	"236"	"17"	""	""	"6"	""	""	"278"	""	"91"	""	""	"5"	""	""	"9"	""	""	"6"	""	"8"	""	"2"	""	"8"	""	""	"430"	""	""	"0"	""	""	"430"	""	""	""	""	""	""	""	""	""
"310"	"237"	"83"	""	""	"0"	""	""	"17"	""	"253"	""	""	"0"	""	""	"1"	""	""	"3"	""	"0"	""	"0"	""	"1"	""	""	"358"	""	""	"0"	""	""	"358"	""	""	""	""	""	""	""	""	""
"311"	"238"	"8"	""	""	"39"	""	""	"180"	""	"18"	""	""	"1"	""	""	"4"	""	""	"0"	""	"3"	""	"0"	""	"3"	""	""	"256"	""	""	"0"	""	""	"256"	""	""	""	""	""	""	""	""	""
"312"	"Total"	"222"	""	""	"108"	""	""	"3794"	""	"1979"	""	""	"58"	""	""	"374"	""	""	"78"	""	"21"	""	"35"	""	"47"	""	""	"6716"	""	""	"0"	""	""	"6716"	""	""	""	""	""	""	""	""	""
"313"	"Sl. No. of Polling Station"	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"314"	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	""	"SURENDRA PRASAD YADAV"	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""	""	""	""
"316"	"239"	"6"	""	""	"5"	""	""	"807"	""	"22"	""	""	"7"	""	""	"4"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"852"	""	""	"0"	""	""	"852"	""	""	""	""	""	""	""	""	""
"317"	"240"	"28"	""	""	"4"	""	""	"152"	""	"301"	""	""	"60"	""	""	"7"	""	""	"12"	""	"0"	""	"4"	""	"19"	""	""	"587"	""	""	"0"	""	""	"587"	""	""	""	""	""	""	""	""	""
"318"	"241"	"2"	""	""	"1"	""	""	"55"	""	"32"	""	""	"73"	""	""	"7"	""	""	"8"	""	"2"	""	"2"	""	"2"	""	""	"184"	""	""	"0"	""	""	"184"	""	""	""	""	""	""	""	""	""
"319"	"242"	"2"	""	""	"2"	""	""	"520"	""	"43"	""	""	"28"	""	""	"2"	""	""	"6"	""	"3"	""	"3"	""	"0"	""	""	"609"	""	""	"0"	""	""	"609"	""	""	""	""	""	""	""	""	""
"320"	"243"	"11"	""	""	"6"	""	""	"113"	""	"63"	""	""	"6"	""	""	"0"	""	""	"7"	""	"5"	""	"2"	""	"6"	""	""	"219"	""	""	"0"	""	""	"219"	""	""	""	""	""	""	""	""	""
"321"	"244"	"2"	""	""	"5"	""	""	"603"	""	"27"	""	""	"3"	""	""	"1"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"641"	""	""	"0"	""	""	"641"	""	""	""	""	""	""	""	""	""
"322"	"245"	"17"	""	""	"5"	""	""	"97"	""	"103"	""	""	"32"	""	""	"10"	""	""	"12"	""	"6"	""	"0"	""	"8"	""	""	"290"	""	""	"0"	""	""	"290"	""	""	""	""	""	""	""	""	""
"323"	"246"	"113"	""	""	"49"	""	""	"448"	""	"49"	""	""	"25"	""	""	"1"	""	""	"4"	""	"4"	""	"4"	""	"2"	""	""	"699"	""	""	"0"	""	""	"699"	""	""	""	""	""	""	""	""	""
"324"	"Total"	"181"	""	""	"77"	""	""	"2795"	""	"640"	""	""	"234"	""	""	"32"	""	""	"50"	""	"20"	""	"15"	""	"37"	""	""	"4081"	""	""	"0"	""	""	"4081"	""	""	"0"	""	""	""	""	""	""
"325"	"Place         Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"Date          27-02-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Election to the Bihar Legislative Assembly from the 229-Belaganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	"Round No."	""	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"333"	""	""	""	"MUKESH KUMAR"	""	""	"RAMANAND UPADHAYA"	""	"SURENDRA PRASAD YADAV"	""	""	"MD. AMJAD"	""	""	"GANESH DAS"	""	""	"SUNIL KUMAR"	""	"AJAY KUMAR SINGH"	""	"MD. ABULAIS"	""	"ARVIND MISHRA"	""	"AWADHESH YADAV"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"1"	""	""	"2"	""	""	"3"	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	""	"15"	""	""	""	""
"335"	"1"	""	""	"186"	""	""	"176"	""	"2193"	""	""	"1725"	""	""	"112"	""	""	"1030"	""	"105"	""	"26"	""	"30"	""	"81"	""	""	"5664"	""	""	"0"	""	""	"5664"	""	""	""	""	""	""	""	""
"336"	"2"	""	""	"160"	""	""	"55"	""	"4150"	""	""	"1353"	""	""	"58"	""	""	"197"	""	"103"	""	"35"	""	"25"	""	"68"	""	""	"6204"	""	""	"0"	""	""	"6204"	""	""	""	""	""	""	""	""
"337"	"3"	""	""	"77"	""	""	"37"	""	"2540"	""	""	"3038"	""	""	"27"	""	""	"51"	""	"53"	""	"9"	""	"4"	""	"6"	""	""	"5842"	""	""	"0"	""	""	"5842"	""	""	""	""	""	""	""	""
"338"	"4"	""	""	"96"	""	""	"93"	""	"2678"	""	""	"2295"	""	""	"44"	""	""	"417"	""	"67"	""	"11"	""	"12"	""	"31"	""	""	"5744"	""	""	"0"	""	""	"5744"	""	""	""	""	""	""	""	""
"339"	"5"	""	""	"135"	""	""	"259"	""	"2336"	""	""	"2329"	""	""	"34"	""	""	"84"	""	"78"	""	"19"	""	"15"	""	"36"	""	""	"5325"	""	""	"0"	""	""	"5325"	""	""	""	""	""	""	""	""
"340"	"6"	""	""	"87"	""	""	"48"	""	"2942"	""	""	"1942"	""	""	"41"	""	""	"175"	""	"57"	""	"24"	""	"16"	""	"31"	""	""	"5363"	""	""	"0"	""	""	"5363"	""	""	""	""	""	""	""	""
"341"	"7"	""	""	"417"	""	""	"101"	""	"3401"	""	""	"1827"	""	""	"216"	""	""	"50"	""	"94"	""	"29"	""	"29"	""	"42"	""	""	"6206"	""	""	"0"	""	""	"6206"	""	""	""	""	""	""	""	""
"342"	"8"	""	""	"62"	""	""	"40"	""	"2845"	""	""	"2390"	""	""	"39"	""	""	"30"	""	"86"	""	"14"	""	"17"	""	"39"	""	""	"5562"	""	""	"0"	""	""	"5562"	""	""	""	""	""	""	""	""
"343"	"9"	""	""	"151"	""	""	"50"	""	"3783"	""	""	"2246"	""	""	"59"	""	""	"24"	""	"74"	""	"23"	""	"11"	""	"24"	""	""	"6445"	""	""	"0"	""	""	"6445"	""	""	""	""	""	""	""	""
"344"	"10"	""	""	"135"	""	""	"198"	""	"3524"	""	""	"2456"	""	""	"87"	""	""	"35"	""	"94"	""	"29"	""	"18"	""	"49"	""	""	"6625"	""	""	"0"	""	""	"6625"	""	""	""	""	""	""	""	""
"345"	"11"	""	""	"48"	""	""	"24"	""	"2845"	""	""	"2922"	""	""	"36"	""	""	"19"	""	"50"	""	"11"	""	"10"	""	"17"	""	""	"5982"	""	""	"0"	""	""	"5982"	""	""	""	""	""	""	""	""
"346"	"12"	""	""	"33"	""	""	"19"	""	"4456"	""	""	"1493"	""	""	"25"	""	""	"64"	""	"59"	""	"12"	""	"1"	""	"8"	""	""	"6170"	""	""	"0"	""	""	"6170"	""	""	""	""	""	""	""	""
"347"	"13"	""	""	"363"	""	""	"25"	""	"4502"	""	""	"2567"	""	""	"89"	""	""	"208"	""	"27"	""	"8"	""	"3"	""	"9"	""	""	"7801"	""	""	"0"	""	""	"7801"	""	""	""	""	""	""	""	""
"348"	"14"	""	""	"111"	""	""	"38"	""	"3382"	""	""	"1830"	""	""	"57"	""	""	"28"	""	"99"	""	"17"	""	"15"	""	"38"	""	""	"5615"	""	""	"0"	""	""	"5615"	""	""	""	""	""	""	""	""
"349"	"15"	""	""	"56"	""	""	"71"	""	"2280"	""	""	"1594"	""	""	"30"	""	""	"26"	""	"49"	""	"14"	""	"10"	""	"21"	""	""	"4151"	""	""	"0"	""	""	"4151"	""	""	""	""	""	""	""	""
"350"	"16"	""	""	"52"	""	""	"69"	""	"4706"	""	""	"1285"	""	""	"27"	""	""	"312"	""	"32"	""	"7"	""	"7"	""	"10"	""	""	"6507"	""	""	"0"	""	""	"6507"	""	""	""	""	""	""	""	""
"351"	"17"	""	""	"222"	""	""	"108"	""	"3794"	""	""	"1979"	""	""	"58"	""	""	"374"	""	"78"	""	"21"	""	"35"	""	"47"	""	""	"6716"	""	""	"0"	""	""	"6716"	""	""	""	""	""	""	""	""
"352"	"18"	""	""	"181"	""	""	"77"	""	"2795"	""	""	"640"	""	""	"234"	""	""	"32"	""	"50"	""	"20"	""	"15"	""	"37"	""	""	"4081"	""	""	"0"	""	""	"4081"	""	""	""	""	""	""	""	""
"353"	"Total no. of votes recorded at polling station"	""	""	"2572"	""	""	"1488"	""	"59152"	""	""	"35911"	""	""	"1273"	""	""	"3156"	""	"1255"	""	"329"	""	"273"	""	"594"	""	""	"106003"	""	""	"0"	""	""	"106003"	""	""	""	""	""	""	""	""
"354"	"No. of vote recorded on postal ballot papers"	""	""	"0"	""	""	"0"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"2"	""	""	"4"	""	""	"6"	""	""	""	""	""	""	""	""
"355"	"Total vote polled"	""	""	"2572"	""	""	"1488"	""	"59154"	""	""	"35911"	""	""	"1273"	""	""	"3156"	""	"1255"	""	"329"	""	"273"	""	"594"	""	""	"106005"	""	""	"4"	""	""	"106009"	""	""	""	""	""	""	""	""
"356"	"Place             Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Date              27-02-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
