"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"436"	"10"	"190"	"91"	"91"	"12"	"3"	"4"	"2"	"91"	"4"	"2"	"2"	"3"	"1"	"6"	"2"	"10"	"8"	"5"	"9"	"3"	"349"	"0"	"349"	"0"
"437"	"11"	"191"	"90"	"60"	"16"	"29"	"0"	"2"	"98"	"4"	"3"	"5"	"0"	"2"	"11"	"5"	"14"	"28"	"7"	"5"	"0"	"379"	"0"	"379"	"0"
"438"	"12"	"192"	"85"	"12"	"0"	"5"	"2"	"2"	"109"	"6"	"1"	"4"	"2"	"4"	"2"	"0"	"4"	"11"	"4"	"1"	"1"	"255"	"0"	"255"	"0"
"439"	"13"	"193"	"98"	"17"	"4"	"91"	"36"	"2"	"95"	"0"	"3"	"4"	"7"	"29"	"2"	"2"	"3"	"17"	"8"	"3"	"1"	"422"	"0"	"422"	"0"
"440"	"14"	"194"	"62"	"17"	"6"	"10"	"51"	"3"	"138"	"6"	"7"	"13"	"7"	"54"	"1"	"2"	"2"	"13"	"9"	"23"	"13"	"437"	"0"	"437"	"0"
"441"	"Total Votes Polled"	""	"2366"	"1509"	"152"	"213"	"149"	"27"	"888"	"56"	"39"	"60"	"38"	"254"	"50"	"28"	"63"	"150"	"61"	"66"	"36"	"6205"	"0"	"6205"	"0"
"442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Election to the State Legislative Assembly from the 243 - Hasua  Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"Table No."	"No. & Name of Polling Station"	"AADITYA SINGH"	"GANESH SHANKAR VIDYARTHI"	"JITENDRA KUMAR"	"BIJAY KUMAR SINHA"	"RAMESH PRASAD"	"AJAY KUMAR"	"ANIL SINGH"	"ASHOK YADAV"	"MD. KURBAN ALI"	"GIRANI CHAUDHARI"	"CHANDRASHWAR PRASAD GUPT"	"CHANDRIKA YADAV"	"TRIPIT SINGH"	"NAVIN KUMAR PASWAN"	"MANOJ KUMAR"	"SHASHIKANT SINGH"	"SATYENDRA KUMAR"	"SURENDRA PRASAD"	"SURENDRA RAJBANSHI"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"457"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"1"	"195"	"81"	"14"	"18"	"9"	"36"	"4"	"101"	"4"	"0"	"1"	"2"	"157"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"434"	"0"	"434"	"0"
"460"	"2"	"196"	"52"	"36"	"0"	"1"	"4"	"0"	"39"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"134"	"0"	"134"	"0"
"461"	"3"	"197"	"196"	"105"	"28"	"22"	"12"	"5"	"28"	"9"	"5"	"3"	"5"	"23"	"3"	"3"	"4"	"8"	"5"	"1"	"3"	"468"	"0"	"468"	"0"
"462"	"Total Votes Polled"	""	"329"	"155"	"46"	"32"	"52"	"9"	"168"	"13"	"5"	"5"	"7"	"180"	"4"	"4"	"6"	"12"	"5"	"1"	"3"	"1036"	"0"	"1036"	"0"
"463"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"464"	""	"POSTAL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"0"
"465"	""	"TOTAL"	"32354"	"15070"	"1035"	"4647"	"4227"	"407"	"14905"	"703"	"726"	"896"	"534"	"4504"	"498"	"415"	"682"	"2016"	"554"	"1408"	"437"	"86018"	"2"	"86020"	"0"
"466"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"467"	"41402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"469"	"243-Hasua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
