"FORM....20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"
"133"	"80"	""	"93"	""	"112"	""	"20"	""	"24"	""	""	"3"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"4"	""	""	"6"	""	""	"7"	""	""	"18"	""	""	""	"5"	""	""	"16"	""	""	"226"	""	""	""	"33"	""	""	""	"9"	""	""	""	"3"	""	""	"27"	""	"6"	""	"4"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	"1"	""	""	"4"	""	""	"1"	""	""	"13"	""	""	"3"	""	""	"9"	""	""	"1"	""	""	"13"	""	""	"671"	""	""	""	"671"	""	""	""	""	""	""
"134"	"81"	""	"141"	""	"454"	""	"14"	""	"13"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"7"	""	""	""	"0"	""	""	"4"	""	""	"86"	""	""	""	"6"	""	""	""	"1"	""	""	""	"2"	""	""	"19"	""	"0"	""	"0"	""	""	"3"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"18"	""	""	"3"	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"788"	""	""	""	"788"	""	""	""	""	""	""
"135"	"82"	""	"19"	""	"501"	""	"34"	""	"1"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"2"	""	""	"10"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"582"	""	""	""	"582"	""	""	""	""	""	""
"136"	"83"	""	"22"	""	"312"	""	"14"	""	"6"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"3"	""	""	"2"	""	""	"80"	""	""	""	"5"	""	""	""	"1"	""	""	""	"4"	""	""	"2"	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"3"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"462"	""	""	""	"462"	""	""	""	""	""	""
"137"	"84"	""	"11"	""	"93"	""	"4"	""	"7"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	"9"	""	""	"170"	""	""	""	"11"	""	""	""	"1"	""	""	""	"2"	""	""	"24"	""	"2"	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"0"	""	""	"1"	""	""	"8"	""	""	"1"	""	""	"1"	""	""	"6"	""	""	"2"	""	""	"368"	""	""	""	"368"	""	""	""	""	""	""
"138"	"FORM  - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"[See rule 56(7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	"(To be used for recording the result of voting at polling stations other than notified polling stations)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"142"	"Election to the Legislative assembly from the 143-KADWA constituency.                                                                 Part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"(To be used both for Parliamentary and Assembly elections                                                             Total No. of Electors in Assembly constituency/Segment .................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"146"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"85"	"9"	""	"313"	""	"24"	""	"0"	""	""	"0"	""	"1"	""	""	"3"	""	""	"4"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"3"	""	"0"	""	""	"5"	""	""	"100"	""	""	"16"	""	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"7"	""	""	"0"	""	""	"2"	""	"2"	""	""	"6"	""	""	"500"	""	""	"0"	"500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"86"	"27"	""	"138"	""	"10"	""	"46"	""	""	"3"	""	"2"	""	""	"2"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"6"	""	"3"	""	""	"19"	""	""	"206"	""	""	"31"	""	""	""	"2"	""	""	""	"3"	""	""	"16"	""	""	"5"	""	""	"2"	""	"1"	""	"1"	""	""	"0"	""	"2"	""	""	"0"	""	""	"2"	""	""	"37"	""	""	"4"	""	""	"5"	""	"2"	""	""	"14"	""	""	"598"	""	""	""	"598"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"87"	"18"	""	"364"	""	"35"	""	"6"	""	""	"1"	""	"1"	""	""	"9"	""	""	"13"	""	""	"5"	""	""	"2"	""	""	"2"	""	""	"7"	""	"3"	""	""	"7"	""	""	"106"	""	""	"17"	""	""	""	"2"	""	""	""	"3"	""	""	"5"	""	""	"2"	""	""	"10"	""	"8"	""	"1"	""	""	"1"	""	"1"	""	""	"1"	""	""	"3"	""	""	"13"	""	""	"6"	""	""	"5"	""	"10"	""	""	"8"	""	""	"675"	""	""	""	"675"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"88"	"24"	""	"212"	""	"4"	""	"2"	""	""	"2"	""	"1"	""	""	"3"	""	""	"6"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"4"	""	"3"	""	""	"9"	""	""	"137"	""	""	"26"	""	""	""	"10"	""	""	""	"12"	""	""	"5"	""	""	"3"	""	""	"1"	""	"9"	""	"4"	""	""	"3"	""	"0"	""	""	"6"	""	""	"6"	""	""	"36"	""	""	"3"	""	""	"25"	""	"15"	""	""	"21"	""	""	"600"	""	""	""	"600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"89"	"16"	""	"83"	""	"2"	""	"23"	""	""	"1"	""	"2"	""	""	"1"	""	""	"17"	""	""	"2"	""	""	"4"	""	""	"0"	""	""	"2"	""	"7"	""	""	"7"	""	""	"292"	""	""	"20"	""	""	""	"2"	""	""	""	"3"	""	""	"5"	""	""	"1"	""	""	"1"	""	"8"	""	"1"	""	""	"0"	""	"0"	""	""	"2"	""	""	"0"	""	""	"16"	""	""	"4"	""	""	"9"	""	"13"	""	""	"6"	""	""	"550"	""	""	""	"550"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"152"	"90"	"3"	""	"88"	""	"6"	""	"61"	""	""	"1"	""	"0"	""	""	"1"	""	""	"14"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"4"	""	"5"	""	""	"5"	""	""	"77"	""	""	"15"	""	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"3"	""	"1"	""	"1"	""	""	"2"	""	"0"	""	""	"1"	""	""	"5"	""	""	"55"	""	""	"4"	""	""	"4"	""	"2"	""	""	"4"	""	""	"373"	""	""	""	"373"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"91"	"8"	""	"281"	""	"122"	""	"35"	""	""	"1"	""	"1"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"72"	""	""	"3"	""	""	""	"2"	""	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	"6"	""	"3"	""	""	"1"	""	"1"	""	""	"0"	""	""	"2"	""	""	"26"	""	""	"3"	""	""	"7"	""	"3"	""	""	"1"	""	""	"582"	""	""	""	"582"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"92"	"21"	""	"375"	""	"54"	""	"32"	""	""	"8"	""	"2"	""	""	"2"	""	""	"42"	""	""	"4"	""	""	"3"	""	""	"3"	""	""	"2"	""	"4"	""	""	"2"	""	""	"194"	""	""	"4"	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"2"	""	"4"	""	"1"	""	""	"0"	""	"0"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	"2"	""	"0"	""	""	"0"	""	""	"773"	""	""	""	"773"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"93"	"9"	""	"474"	""	"124"	""	"16"	""	""	"2"	""	"3"	""	""	"1"	""	""	"5"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"5"	""	"0"	""	""	"1"	""	""	"8"	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"2"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"9"	""	""	"0"	""	""	"0"	""	"1"	""	""	"1"	""	""	"667"	""	""	""	"667"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"156"	"94"	"14"	""	"195"	""	"22"	""	"104"	""	""	"3"	""	"4"	""	""	"6"	""	""	"35"	""	""	"5"	""	""	"3"	""	""	"3"	""	""	"2"	""	"1"	""	""	"4"	""	""	"5"	""	""	"8"	""	""	""	"12"	""	""	""	"5"	""	""	"4"	""	""	"3"	""	""	"4"	""	"4"	""	"0"	""	""	"4"	""	"1"	""	""	"2"	""	""	"3"	""	""	"34"	""	""	"4"	""	""	"4"	""	"6"	""	""	"3"	""	""	"507"	""	""	""	"507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	"95"	"10"	""	"238"	""	"74"	""	"34"	""	""	"4"	""	"1"	""	""	"1"	""	""	"9"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"4"	""	"2"	""	""	"4"	""	""	"54"	""	""	"10"	""	""	""	"4"	""	""	""	"5"	""	""	"2"	""	""	"2"	""	""	"2"	""	"2"	""	"1"	""	""	"0"	""	"0"	""	""	"1"	""	""	"1"	""	""	"11"	""	""	"3"	""	""	"2"	""	"7"	""	""	"8"	""	""	"502"	""	""	""	"502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"96"	"24"	""	"6"	""	"11"	""	"203"	""	""	"8"	""	"2"	""	""	"9"	""	""	"146"	""	""	"12"	""	""	"10"	""	""	"1"	""	""	"5"	""	"4"	""	""	"12"	""	""	"8"	""	""	"36"	""	""	""	"14"	""	""	""	"5"	""	""	"18"	""	""	"6"	""	""	"4"	""	"18"	""	"3"	""	""	"5"	""	"4"	""	""	"4"	""	""	"8"	""	""	"132"	""	""	"7"	""	""	"2"	""	"15"	""	""	"2"	""	""	"744"	""	""	""	"744"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"97"	"14"	""	"5"	""	"8"	""	"319"	""	""	"2"	""	"11"	""	""	"12"	""	""	"177"	""	""	"17"	""	""	"6"	""	""	"3"	""	""	"2"	""	"3"	""	""	"8"	""	""	"4"	""	""	"17"	""	""	""	"3"	""	""	""	"2"	""	""	"3"	""	""	"7"	""	""	"3"	""	"6"	""	"0"	""	""	"2"	""	"0"	""	""	"1"	""	""	"5"	""	""	"85"	""	""	"6"	""	""	"0"	""	"10"	""	""	"10"	""	""	"751"	""	""	""	"751"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"98"	"15"	""	"44"	""	"13"	""	"373"	""	""	"15"	""	"2"	""	""	"4"	""	""	"196"	""	""	"4"	""	""	"1"	""	""	"10"	""	""	"1"	""	"3"	""	""	"6"	""	""	"4"	""	""	"4"	""	""	""	"2"	""	""	""	"5"	""	""	"0"	""	""	"7"	""	""	"3"	""	"4"	""	"1"	""	""	"1"	""	"1"	""	""	"4"	""	""	"4"	""	""	"93"	""	""	"6"	""	""	"1"	""	"11"	""	""	"13"	""	""	"851"	""	""	""	"851"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	"No. of rejected votes"	""	"TOTAL"	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"162"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"99"	"1"	""	"8"	""	"5"	""	"70"	""	""	"9"	""	""	"3"	""	""	"4"	""	""	"262"	""	"4"	""	""	"1"	""	""	"9"	""	""	"3"	""	""	"0"	""	""	"3"	""	"4"	""	""	"7"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"0"	""	"1"	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	"1"	""	""	"11"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"4"	""	""	"414"	""	"0"	""	"414"	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"100"	"23"	""	"83"	""	"2"	""	"22"	""	""	"8"	""	""	"3"	""	""	"7"	""	""	"338"	""	"11"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	"0"	""	""	"2"	""	"4"	""	""	"17"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"1"	""	"14"	""	"1"	""	""	"1"	""	""	"0"	""	""	"2"	""	"1"	""	""	"8"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"5"	""	""	"565"	""	""	""	"565"	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"101"	"10"	""	"146"	""	"42"	""	"413"	""	""	"8"	""	""	"5"	""	""	"1"	""	""	"47"	""	"2"	""	""	"5"	""	""	"7"	""	""	"2"	""	""	"4"	""	""	"5"	""	"4"	""	""	"14"	""	""	""	"4"	""	""	""	"1"	""	""	""	"2"	""	""	"11"	""	"1"	""	"4"	""	"0"	""	""	"2"	""	""	"2"	""	""	"1"	""	"1"	""	""	"75"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"10"	""	""	"834"	""	""	""	"834"	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"102"	"13"	""	"92"	""	"14"	""	"544"	""	""	"14"	""	""	"5"	""	""	"2"	""	""	"12"	""	"3"	""	""	"6"	""	""	"3"	""	""	"3"	""	""	"4"	""	""	"3"	""	"2"	""	""	"9"	""	""	""	"2"	""	""	""	"1"	""	""	""	"3"	""	""	"10"	""	"1"	""	"4"	""	"3"	""	""	"2"	""	""	"2"	""	""	"0"	""	"3"	""	""	"123"	""	""	"7"	""	""	"4"	""	""	"5"	""	""	"4"	""	""	"903"	""	""	""	"903"	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"103"	"14"	""	"13"	""	"10"	""	"575"	""	""	"31"	""	""	"4"	""	""	"1"	""	""	"13"	""	"0"	""	""	"3"	""	""	"3"	""	""	"7"	""	""	"6"	""	""	"2"	""	"4"	""	""	"6"	""	""	""	"2"	""	""	""	"5"	""	""	""	"2"	""	""	"13"	""	"0"	""	"4"	""	"0"	""	""	"6"	""	""	"1"	""	""	"1"	""	"2"	""	""	"120"	""	""	"12"	""	""	"4"	""	""	"4"	""	""	"6"	""	""	"874"	""	""	""	"874"	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"104"	"12"	""	"0"	""	"6"	""	"240"	""	""	"19"	""	""	"13"	""	""	"3"	""	""	"56"	""	"4"	""	""	"2"	""	""	"4"	""	""	"3"	""	""	"2"	""	""	"1"	""	"1"	""	""	"9"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"4"	""	"0"	""	"11"	""	"1"	""	""	"4"	""	""	"0"	""	""	"11"	""	"5"	""	""	"101"	""	""	"6"	""	""	"0"	""	""	"8"	""	""	"5"	""	""	"537"	""	""	""	"537"	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"105"	"7"	""	"90"	""	"32"	""	"70"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	"19"	""	"4"	""	""	"4"	""	""	"2"	""	""	"2"	""	""	"4"	""	""	"6"	""	"5"	""	""	"13"	""	""	""	"9"	""	""	""	"3"	""	""	""	"4"	""	""	"2"	""	"4"	""	"5"	""	"2"	""	""	"1"	""	""	"1"	""	""	"3"	""	"3"	""	""	"192"	""	""	"3"	""	""	"1"	""	""	"3"	""	""	"11"	""	""	"512"	""	""	""	"512"	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"106"	"7"	""	"224"	""	"7"	""	"93"	""	""	"4"	""	""	"6"	""	""	"3"	""	""	"36"	""	"3"	""	""	"7"	""	""	"5"	""	""	"3"	""	""	"9"	""	""	"8"	""	"5"	""	""	"15"	""	""	""	"8"	""	""	""	"9"	""	""	""	"9"	""	""	"5"	""	"7"	""	"10"	""	"3"	""	""	"2"	""	""	"1"	""	""	"2"	""	"3"	""	""	"143"	""	""	"5"	""	""	"2"	""	""	"12"	""	""	"7"	""	""	"663"	""	""	""	"663"	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"107"	"13"	""	"202"	""	"8"	""	"76"	""	""	"4"	""	""	"1"	""	""	"1"	""	""	"83"	""	"4"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	"4"	""	"10"	""	""	"10"	""	""	""	"9"	""	""	""	"6"	""	""	""	"2"	""	""	"3"	""	"2"	""	"4"	""	"1"	""	""	"1"	""	""	"1"	""	""	"0"	""	"11"	""	""	"194"	""	""	"3"	""	""	"3"	""	""	"13"	""	""	"17"	""	""	"696"	""	""	""	"696"	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"108"	"1"	""	"12"	""	"6"	""	"57"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"11"	""	"5"	""	""	"5"	""	""	"5"	""	""	"14"	""	""	"13"	""	""	"6"	""	"6"	""	""	"12"	""	""	""	"2"	""	""	""	"5"	""	""	""	"3"	""	""	"3"	""	"4"	""	"0"	""	"0"	""	""	"0"	""	""	"2"	""	""	"4"	""	"6"	""	""	"465"	""	""	"9"	""	""	"3"	""	""	"9"	""	""	"10"	""	""	"685"	""	""	""	"685"	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"109"	"2"	""	"1"	""	"3"	""	"34"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"35"	""	"1"	""	""	"0"	""	""	"2"	""	""	"3"	""	""	"0"	""	""	"1"	""	"0"	""	""	"3"	""	""	""	"5"	""	""	""	"1"	""	""	""	"2"	""	""	"5"	""	"1"	""	"4"	""	"1"	""	""	"3"	""	""	"2"	""	""	"5"	""	"4"	""	""	"188"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"311"	""	""	""	"311"	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"110"	"20"	""	"364"	""	"13"	""	"53"	""	""	"6"	""	""	"9"	""	""	"6"	""	""	"3"	""	"3"	""	""	"6"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"4"	""	"2"	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	""	"4"	""	""	"1"	""	"2"	""	"1"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"6"	""	""	"235"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"11"	""	""	"766"	""	""	""	"766"	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"111"	"8"	""	"58"	""	"12"	""	"151"	""	""	"14"	""	""	"2"	""	""	"2"	""	""	"3"	""	"2"	""	""	"2"	""	""	"3"	""	""	"4"	""	""	"8"	""	""	"4"	""	"21"	""	""	"12"	""	""	""	"4"	""	""	""	"3"	""	""	""	"2"	""	""	"4"	""	"3"	""	"1"	""	"3"	""	""	"3"	""	""	"4"	""	""	"2"	""	"5"	""	""	"130"	""	""	"5"	""	""	"2"	""	""	"4"	""	""	"18"	""	""	"499"	""	""	""	"499"	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"112"	"2"	""	"98"	""	"5"	""	"357"	""	""	"32"	""	""	"1"	""	""	"3"	""	""	"11"	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"4"	""	"2"	""	""	"6"	""	""	""	"4"	""	""	""	"5"	""	""	""	"4"	""	""	"14"	""	"3"	""	"2"	""	"2"	""	""	"1"	""	""	"9"	""	""	"2"	""	"3"	""	""	"115"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"9"	""	""	"702"	""	""	""	"702"	""	""	""	""	""	""	""	""	""	""	""	""	""
