"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"
"264"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"265"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"266"	"170(A)"	"103"	"1"	"2"	"1"	"8"	"115"	"1"	"0"	"3"	"1"	"5"	"6"	"4"	"12"	"5"	"21"	"11"	"7"	"3"	"2"	"2"	"5"	"1"	"3"	"6"	"5"	"35"	"14"	"8"	"390"	"0"	"390"	"0"
"267"	"171"	"123"	"6"	"5"	"14"	"266"	"100"	"7"	"4"	"3"	"6"	"4"	"13"	"7"	"4"	"8"	"5"	"3"	"3"	"21"	"1"	"3"	"2"	"2"	"0"	"8"	"2"	"0"	"12"	"4"	"636"	"0"	"636"	"0"
"268"	"172"	"275"	"4"	"4"	"3"	"36"	"121"	"4"	"3"	"0"	"7"	"20"	"28"	"6"	"18"	"21"	"59"	"3"	"4"	"0"	"0"	"0"	"13"	"2"	"1"	"1"	"1"	"3"	"13"	"9"	"659"	"0"	"659"	"0"
"269"	"173"	"299"	"4"	"18"	"4"	"100"	"114"	"7"	"2"	"3"	"7"	"10"	"17"	"4"	"17"	"7"	"24"	"15"	"3"	"3"	"2"	"2"	"2"	"3"	"2"	"6"	"4"	"3"	"7"	"8"	"697"	"0"	"697"	"0"
"270"	"174"	"89"	"2"	"41"	"8"	"181"	"48"	"3"	"2"	"2"	"5"	"2"	"7"	"2"	"18"	"4"	"18"	"7"	"3"	"5"	"0"	"3"	"5"	"4"	"3"	"2"	"3"	"0"	"25"	"4"	"496"	"0"	"496"	"0"
"271"	"175"	"87"	"4"	"1"	"2"	"103"	"6"	"2"	"2"	"0"	"2"	"9"	"4"	"4"	"9"	"3"	"21"	"3"	"1"	"6"	"0"	"1"	"8"	"1"	"6"	"25"	"10"	"3"	"13"	"9"	"345"	"0"	"345"	"0"
"272"	"176"	"222"	"6"	"5"	"5"	"6"	"115"	"2"	"4"	"2"	"3"	"16"	"13"	"3"	"4"	"10"	"19"	"16"	"0"	"3"	"1"	"1"	"22"	"2"	"2"	"4"	"1"	"0"	"8"	"7"	"502"	"0"	"502"	"0"
"273"	"177"	"167"	"2"	"9"	"2"	"20"	"44"	"1"	"0"	"3"	"4"	"6"	"29"	"0"	"2"	"3"	"11"	"3"	"1"	"5"	"0"	"1"	"30"	"2"	"1"	"0"	"5"	"4"	"1"	"4"	"360"	"0"	"360"	"0"
"274"	"178"	"217"	"3"	"3"	"14"	"46"	"9"	"3"	"5"	"6"	"1"	"5"	"11"	"7"	"15"	"20"	"40"	"13"	"5"	"6"	"1"	"5"	"8"	"2"	"3"	"4"	"15"	"6"	"80"	"18"	"571"	"0"	"571"	"0"
"275"	"179"	"105"	"1"	"2"	"7"	"129"	"54"	"3"	"1"	"1"	"2"	"3"	"6"	"10"	"4"	"7"	"6"	"14"	"6"	"15"	"5"	"17"	"11"	"2"	"3"	"5"	"3"	"2"	"77"	"16"	"517"	"0"	"517"	"0"
"276"	"180"	"199"	"8"	"11"	"7"	"50"	"66"	"5"	"3"	"2"	"4"	"1"	"6"	"2"	"1"	"1"	"3"	"2"	"4"	"3"	"1"	"1"	"15"	"1"	"1"	"1"	"2"	"0"	"4"	"0"	"404"	"0"	"404"	"0"
"277"	"181"	"202"	"4"	"4"	"5"	"26"	"74"	"5"	"0"	"3"	"8"	"10"	"4"	"2"	"3"	"5"	"13"	"17"	"7"	"3"	"2"	"2"	"37"	"0"	"3"	"4"	"18"	"4"	"10"	"9"	"484"	"0"	"484"	"0"
"278"	"182"	"185"	"6"	"34"	"4"	"16"	"64"	"3"	"3"	"8"	"11"	"13"	"13"	"9"	"15"	"7"	"20"	"7"	"2"	"2"	"3"	"2"	"18"	"4"	"6"	"5"	"12"	"2"	"33"	"7"	"514"	"0"	"514"	"0"
"279"	"183"	"161"	"9"	"12"	"16"	"98"	"14"	"2"	"0"	"2"	"1"	"3"	"1"	"3"	"3"	"3"	"6"	"9"	"13"	"5"	"5"	"4"	"9"	"1"	"1"	"11"	"11"	"0"	"2"	"0"	"405"	"0"	"405"	"0"
"280"	"Total Votes"	"2434"	"60"	"151"	"92"	"1085"	"944"	"48"	"29"	"38"	"62"	"107"	"158"	"63"	"125"	"104"	"266"	"123"	"59"	"80"	"23"	"44"	"185"	"27"	"35"	"82"	"92"	"62"	"299"	"103"	"6980"	"0"	"6980"	"0"
"281"	"Previo us round votes"	"25601"	"622"	"1537"	"1343"	"10914"	"18972"	"715"	"385"	"426"	"754"	"1161"	"2161"	"544"	"1920"	"1631"	"2149"	"1597"	"2172"	"2330"	"409"	"739"	"8333"	"1900"	"763"	"959"	"1325"	"578"	"4048"	"1368"	"97356"	"0"	"97356"	"0"
"282"	"Cumul ative Total Votes"	"28035"	"682"	"1688"	"1435"	"11999"	"19916"	"763"	"414"	"464"	"816"	"1268"	"2319"	"607"	"2045"	"1735"	"2415"	"1720"	"2231"	"2410"	"432"	"783"	"8518"	"1927"	"798"	"1041"	"1417"	"640"	"4347"	"1471"	"104336"	"0"	"104336"	"0"
"283"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"284"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"285"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"286"	"184"	"180"	"2"	"2"	"1"	"56"	"48"	"8"	"1"	"1"	"2"	"5"	"5"	"1"	"7"	"4"	"11"	"3"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"2"	"4"	"0"	"6"	"4"	"360"	"0"	"360"	"0"
"287"	"184(A)"	"144"	"3"	"0"	"4"	"113"	"19"	"1"	"0"	"2"	"3"	"2"	"4"	"2"	"1"	"0"	"2"	"5"	"0"	"0"	"1"	"0"	"2"	"3"	"8"	"5"	"3"	"0"	"2"	"3"	"332"	"0"	"332"	"0"
"288"	"185"	"263"	"8"	"3"	"4"	"41"	"42"	"3"	"0"	"0"	"1"	"3"	"2"	"1"	"4"	"3"	"2"	"3"	"2"	"4"	"1"	"2"	"0"	"1"	"1"	"4"	"6"	"0"	"6"	"4"	"414"	"0"	"414"	"0"
"289"	"186"	"98"	"3"	"11"	"6"	"94"	"48"	"0"	"1"	"6"	"3"	"7"	"9"	"6"	"13"	"11"	"15"	"5"	"1"	"4"	"0"	"4"	"27"	"20"	"2"	"4"	"1"	"1"	"10"	"3"	"413"	"0"	"413"	"0"
"290"	"187"	"140"	"0"	"19"	"15"	"67"	"30"	"0"	"2"	"0"	"2"	"4"	"5"	"2"	"14"	"4"	"13"	"2"	"4"	"3"	"1"	"3"	"9"	"6"	"1"	"2"	"1"	"1"	"0"	"3"	"353"	"0"	"353"	"0"
"291"	"188"	"115"	"3"	"47"	"5"	"140"	"132"	"3"	"0"	"0"	"3"	"3"	"13"	"1"	"7"	"7"	"12"	"15"	"4"	"11"	"7"	"17"	"11"	"8"	"17"	"6"	"12"	"3"	"30"	"6"	"638"	"0"	"638"	"0"
"292"	"189"	"113"	"3"	"6"	"5"	"7"	"71"	"4"	"6"	"1"	"0"	"0"	"3"	"3"	"3"	"1"	"3"	"5"	"0"	"0"	"1"	"1"	"140"	"2"	"1"	"0"	"1"	"1"	"2"	"3"	"386"	"0"	"386"	"0"
"293"	"190"	"222"	"4"	"10"	"15"	"20"	"129"	"2"	"4"	"1"	"3"	"12"	"13"	"2"	"6"	"4"	"7"	"5"	"1"	"6"	"0"	"4"	"14"	"1"	"3"	"3"	"2"	"3"	"1"	"2"	"499"	"0"	"499"	"0"
"294"	"191"	"121"	"0"	"3"	"3"	"3"	"87"	"0"	"1"	"0"	"0"	"1"	"6"	"1"	"12"	"0"	"6"	"4"	"10"	"1"	"0"	"1"	"15"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"278"	"0"	"278"	"0"
"295"	"Total Votes"	"1396"	"26"	"101"	"58"	"541"	"606"	"21"	"15"	"11"	"17"	"37"	"60"	"19"	"67"	"34"	"71"	"47"	"22"	"31"	"14"	"33"	"219"	"41"	"34"	"26"	"32"	"9"	"57"	"28"	"3673"	"0"	"3673"	"0"
"296"	"Previo us round votes"	"28035"	"682"	"1688"	"1435"	"11999"	"19916"	"763"	"414"	"464"	"816"	"1268"	"2319"	"607"	"2045"	"1735"	"2415"	"1720"	"2231"	"2410"	"432"	"783"	"8518"	"1927"	"798"	"1041"	"1417"	"640"	"4347"	"1471"	"104336"	"0"	"104336"	"0"
"297"	"Cumul ative Total Votes"	"29431"	"708"	"1789"	"1493"	"12540"	"20522"	"784"	"429"	"475"	"833"	"1305"	"2379"	"626"	"2112"	"1769"	"2486"	"1767"	"2253"	"2441"	"446"	"816"	"8737"	"1968"	"832"	"1067"	"1449"	"649"	"4404"	"1499"	"108009"	"0"	"108009"	"0"
"298"	"No. of Votes on
P. B. Papers"	"11"	"0"	"1"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"34"	"11"	"45"	"0"
"299"	"Total Votes Polled"	"29442"	"708"	"1790"	"1495"	"12555"	"20522"	"784"	"429"	"475"	"833"	"1305"	"2379"	"626"	"2113"	"1769"	"2486"	"1767"	"2253"	"2442"	"446"	"816"	"8737"	"1968"	"832"	"1067"	"1449"	"649"	"4407"	"1499"	"108043"	"11"	"108054"	"0"
"300"	"Place:- D.A.V College, Siwan"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"A.R.O                                                                        R.O                                                                           Observer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"Date.- 24.11.2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"106-Ziradei"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"106-Ziradei"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"106-Ziradei"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
