"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"
"1"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"7"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"242"	"3"	""	"164"	"1"	"154"	"61"	""	"0"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"28"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"21"	"292"	""	"292"	""	""
"243"	"4"	""	"165"	"0"	"166"	"67"	""	"1"	"5"	"9"	"1"	"1"	"0"	"0"	"1"	"3"	"2"	"2"	"4"	"18"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"100"	"389"	""	"389"	""	""
"244"	"5"	""	"166"	"3"	"151"	"181"	""	"3"	"5"	"8"	"1"	"2"	"2"	"1"	"0"	"5"	"2"	"4"	"8"	"80"	"1"	"1"	"5"	"2"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"3"	"4"	"18"	"52"	"549"	""	"549"	""	""
"245"	"6"	""	"167"	"4"	"123"	"300"	""	"2"	"4"	"3"	"1"	"2"	"1"	"0"	"0"	"2"	"5"	"3"	"3"	"140"	"0"	"2"	"4"	"0"	"0"	"3"	"2"	"0"	"0"	"1"	"1"	"9"	"3"	"2"	"7"	"627"	""	"627"	""	""
"246"	"7"	""	"168"	"5"	"113"	"251"	""	"4"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"8"	"0"	"60"	"3"	"4"	"12"	"5"	"1"	"4"	"1"	"0"	"2"	"0"	"1"	"6"	"5"	"9"	"21"	"527"	""	"527"	""	""
"247"	"8"	""	"169"	"7"	"131"	"348"	""	"8"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"8"	"2"	"6"	"8"	"72"	"8"	"9"	"5"	"2"	"2"	"6"	"5"	"1"	"1"	"2"	"1"	"10"	"5"	"7"	"41"	"712"	""	"712"	""	""
"248"	"9"	""	"170"	"0"	"115"	"257"	""	"4"	"14"	"5"	"0"	"0"	"2"	"0"	"2"	"2"	"0"	"3"	"2"	"88"	"1"	"0"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"10"	"0"	"10"	"6"	"531"	""	"531"	""	""
"249"	"10"	""	"171"	"3"	"79"	"321"	""	"2"	"10"	"0"	"0"	"5"	"0"	"0"	"2"	"1"	"4"	"1"	"1"	"184"	"0"	"5"	"6"	"2"	"0"	"5"	"2"	"1"	"3"	"2"	"4"	"12"	"2"	"6"	"5"	"668"	""	"668"	""	""
"250"	"11"	""	"172"	"3"	"135"	"106"	""	"0"	"4"	"31"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"75"	"0"	"3"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"19"	"391"	""	"391"	""	""
"251"	"12"	""	"173"	"2"	"64"	"89"	""	"1"	"3"	"17"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"46"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"2"	"26"	"271"	""	"271"	""	""
"252"	"13"	""	"174"	"8"	"47"	"225"	""	"11"	"8"	"7"	"1"	"8"	"0"	"1"	"1"	"2"	"1"	"1"	"8"	"158"	"3"	"3"	"3"	"0"	"0"	"2"	"3"	"0"	"2"	"2"	"3"	"8"	"0"	"3"	"32"	"551"	""	"551"	""	""
"253"	"14"	""	"175"	"2"	"206"	"300"	""	"7"	"12"	"50"	"0"	"16"	"3"	"0"	"0"	"4"	"4"	"6"	"2"	"70"	"3"	"7"	"6"	"2"	"3"	"4"	"3"	"0"	"4"	"5"	"3"	"20"	"10"	"12"	"21"	"785"	""	"785"	""	""
"254"	"1"	""	"176"	"2"	"124"	"158"	""	"1"	"1"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"55"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"3"	"66"	"436"	""	"436"	""	""
"255"	"2"	""	"177"	"1"	"179"	"246"	""	"2"	"3"	"38"	"0"	"12"	"1"	"3"	"2"	"2"	"2"	"8"	"0"	"44"	"2"	"2"	"7"	"2"	"0"	"4"	"1"	"2"	"1"	"1"	"4"	"8"	"9"	"7"	"14"	"607"	""	"607"	""	""
"256"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"263"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"264"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"265"	"3"	""	"178"	"2"	"180"	"139"	""	"4"	"13"	"1"	"1"	"6"	"0"	"0"	"0"	"1"	"1"	"4"	"2"	"36"	"1"	"1"	"1"	"1"	"1"	"6"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"13"	"422"	""	"422"	""	""
"266"	"4"	""	"179"	"2"	"169"	"190"	""	"4"	"13"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"14"	"5"	"9"	"6"	"1"	"3"	"7"	"2"	"0"	"1"	"1"	"0"	"6"	"0"	"7"	"5"	"456"	""	"456"	""	""
"267"	"5"	""	"180"	"1"	"25"	"220"	""	"2"	"6"	"1"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"59"	"5"	"1"	"5"	"2"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"12"	"4"	"5"	"13"	"374"	""	"374"	""	""
"268"	"6"	""	"181"	"5"	"69"	"264"	""	"2"	"16"	"28"	"1"	"4"	"2"	"0"	"2"	"2"	"4"	"6"	"1"	"92"	"4"	"6"	"9"	"3"	"0"	"8"	"3"	"0"	"0"	"0"	"0"	"9"	"5"	"4"	"7"	"556"	""	"556"	""	""
"269"	"7"	""	"182"	"4"	"285"	"50"	""	"2"	"5"	"98"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"7"	"13"	"2"	"5"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"2"	"14"	"500"	""	"500"	""	""
"270"	"8"	""	"183"	"7"	"159"	"25"	""	"1"	"7"	"144"	"2"	"2"	"1"	"0"	"5"	"2"	"0"	"1"	"5"	"33"	"2"	"10"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"8"	"3"	"4"	"14"	"444"	""	"444"	""	""
"271"	"9"	""	"184"	"2"	"253"	"119"	""	"2"	"4"	"15"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"4"	"5"	"15"	"4"	"14"	"3"	"1"	"1"	"6"	"0"	"1"	"1"	"2"	"1"	"2"	"3"	"5"	"71"	"540"	""	"540"	""	""
"272"	"10"	""	"185"	"8"	"114"	"470"	""	"13"	"11"	"50"	"2"	"8"	"1"	"0"	"3"	"4"	"3"	"6"	"0"	"23"	"7"	"4"	"6"	"1"	"0"	"6"	"0"	"0"	"1"	"3"	"0"	"4"	"1"	"8"	"76"	"833"	""	"833"	""	""
"273"	"11"	""	"186"	"0"	"80"	"209"	""	"3"	"14"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"5"	"4"	"14"	"7"	"10"	"17"	"2"	"0"	"10"	"1"	"2"	"6"	"5"	"1"	"5"	"6"	"10"	"6"	"423"	""	"423"	""	""
"274"	"12"	""	"187"	"5"	"117"	"285"	""	"6"	"19"	"4"	"0"	"1"	"1"	"1"	"1"	"2"	"6"	"5"	"10"	"11"	"3"	"3"	"3"	"1"	"0"	"6"	"1"	"1"	"0"	"3"	"1"	"5"	"1"	"3"	"1"	"506"	""	"506"	""	""
"275"	"13"	""	"188"	"2"	"66"	"334"	""	"3"	"28"	"4"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"1"	"18"	"2"	"0"	"3"	"1"	"0"	"6"	"2"	"0"	"0"	"1"	"1"	"4"	"2"	"2"	"3"	"489"	""	"489"	""	""
"276"	"14"	""	"189"	"0"	"80"	"370"	""	"6"	"32"	"2"	"0"	"2"	"3"	"0"	"3"	"0"	"7"	"0"	"1"	"78"	"1"	"1"	"11"	"3"	"0"	"5"	"0"	"0"	"1"	"3"	"3"	"13"	"1"	"5"	"16"	"647"	""	"647"	""	""
"277"	"1"	""	"190"	"3"	"142"	"164"	""	"7"	"41"	"189"	"4"	"3"	"2"	"4"	"0"	"3"	"3"	"5"	"3"	"6"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"2"	"0"	"589"	""	"589"	""	""
"278"	"2"	""	"191"	"2"	"145"	"113"	""	"2"	"6"	"120"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"2"	"0"	"3"	"2"	"0"	"0"	"6"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"2"	"7"	"423"	""	"423"	""	""
"279"	"3"	""	"192"	"2"	"213"	"264"	""	"17"	"7"	"14"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"2"	"1"	"12"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"6"	"4"	"556"	""	"556"	""	""
"280"	"4"	""	"193"	"1"	"353"	"107"	""	"2"	"13"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"16"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"8"	"4"	"531"	""	"531"	""	""
"281"	"5"	""	"194"	"5"	"356"	"88"	""	"0"	"14"	"46"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"2"	"76"	"0"	"3"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"612"	""	"612"	""	""
"282"	"6"	""	"194d"	"1"	"302"	"54"	""	"3"	"6"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"10"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"392"	""	"392"	""	""
"283"	"7"	""	"195"	"8"	"436"	"129"	""	"7"	"7"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"7"	"14"	"1"	"10"	"3"	"1"	"0"	"3"	"0"	"1"	"1"	"0"	"1"	"3"	"3"	"8"	"10"	"659"	""	"659"	""	""
"284"	"8"	""	"196"	"11"	"330"	"75"	""	"5"	"7"	"119"	"2"	"24"	"0"	"2"	"0"	"1"	"0"	"2"	"1"	"25"	"3"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"5"	"1"	"8"	"21"	"649"	""	"649"	""	""
"285"	"9"	""	"197"	"2"	"185"	"46"	""	"1"	"8"	"41"	"2"	"13"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"14"	"1"	"5"	"5"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"7"	"65"	"405"	""	"405"	""	""
"286"	"10"	""	"198"	"1"	"135"	"155"	""	"1"	"3"	"94"	"0"	"2"	"2"	"9"	"1"	"2"	"0"	"8"	"3"	"15"	"27"	"9"	"3"	"6"	"3"	"4"	"0"	"5"	"1"	"5"	"2"	"3"	"3"	"6"	"17"	"525"	""	"525"	""	""
"287"	"11"	""	"198d"	"8"	"187"	"80"	""	"3"	"4"	"39"	"2"	"5"	"2"	"3"	"2"	"1"	"2"	"2"	"3"	"9"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"12"	"376"	""	"376"	""	""
"288"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"295"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"296"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"297"	"12"	""	"199"	"5"	"11"	"296"	""	"5"	"10"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"8"	"3"	"11"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"3"	"4"	"1"	"51"	"425"	""	"425"	""	""
"298"	"13"	""	"200"	"8"	"301"	"102"	""	"5"	"10"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"3"	"2"	"3"	"21"	"7"	"0"	"1"	"5"	"1"	"5"	"7"	"1"	"0"	"3"	"3"	"3"	"11"	"519"	""	"519"	""	""
"299"	"14"	""	"201"	"5"	"35"	"181"	""	"4"	"15"	"22"	"3"	"4"	"1"	"0"	"3"	"2"	"3"	"39"	"4"	"16"	"8"	"10"	"11"	"6"	"2"	"9"	"1"	"5"	"8"	"8"	"150"	"10"	"5"	"5"	"22"	"597"	""	"597"	""	""
"300"	"1"	""	"202"	"9"	"37"	"171"	""	"4"	"10"	"43"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"7"	"1"	"17"	"7"	"3"	"4"	"3"	"5"	"5"	"2"	"1"	"2"	"8"	"23"	"14"	"5"	"5"	"8"	"401"	""	"401"	""	""
"301"	"2"	""	"203"	"5"	"58"	"285"	""	"4"	"5"	"39"	"0"	"4"	"0"	"2"	"3"	"3"	"0"	"4"	"6"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"4"	"2"	"100"	"545"	""	"545"	""	""
"302"	"3"	""	"204"	"2"	"43"	"201"	""	"5"	"5"	"1"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"32"	"311"	""	"311"	""	""
"303"	"4"	""	"205"	"5"	"97"	"321"	""	"7"	"6"	"24"	"0"	"11"	"1"	"1"	"3"	"3"	"1"	"10"	"2"	"16"	"1"	"2"	"4"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"1"	"16"	"2"	"5"	"17"	"563"	""	"563"	""	""
"304"	"5"	""	"206"	"24"	"307"	"38"	""	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"5"	"1"	"1"	"2"	"6"	"2"	"2"	"1"	"0"	"1"	"4"	"2"	"0"	"20"	"0"	"17"	"9"	"449"	""	"449"	""	""
"305"	"6"	""	"207"	"3"	"65"	"427"	""	"13"	"12"	"13"	"1"	"5"	"2"	"4"	"2"	"2"	"5"	"11"	"6"	"9"	"2"	"9"	"28"	"6"	"6"	"12"	"2"	"1"	"0"	"8"	"4"	"5"	"13"	"4"	"41"	"721"	""	"721"	""	""
"306"	"7"	""	"208"	"2"	"52"	"386"	""	"7"	"13"	"2"	"1"	"3"	"2"	"2"	"1"	"1"	"4"	"3"	"1"	"6"	"5"	"9"	"15"	"3"	"2"	"10"	"1"	"3"	"0"	"0"	"2"	"13"	"9"	"13"	"62"	"633"	""	"633"	""	""
"307"	"8"	""	"209"	"6"	"450"	"208"	""	"3"	"29"	"8"	"1"	"4"	"0"	"1"	"4"	"1"	"0"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"734"	""	"734"	""	""
"308"	"9"	""	"210"	"10"	"126"	"11"	""	"0"	"5"	"224"	"2"	"3"	"0"	"1"	"1"	"3"	"2"	"1"	"6"	"16"	"5"	"4"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"5"	"437"	""	"437"	""	""
"309"	"10"	""	"211"	"5"	"187"	"40"	""	"2"	"9"	"212"	"4"	"38"	"1"	"4"	"4"	"2"	"7"	"3"	"8"	"13"	"5"	"12"	"8"	"3"	"7"	"9"	"7"	"5"	"19"	"9"	"5"	"7"	"5"	"10"	"23"	"673"	""	"673"	""	""
"310"	"11"	""	"212"	"0"	"59"	"60"	""	"0"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"69"	"0"	"16"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"2"	"0"	"4"	"1"	"5"	"2"	"255"	""	"255"	""	""
"311"	"12"	""	"213"	"5"	"230"	"35"	""	"1"	"15"	"60"	"2"	"8"	"0"	"2"	"1"	"1"	"0"	"3"	"7"	"10"	"3"	"20"	"6"	"4"	"1"	"3"	"0"	"0"	"1"	"2"	"6"	"2"	"6"	"11"	"7"	"452"	""	"452"	""	""
"312"	"13"	""	"213d"	"4"	"134"	"21"	""	"3"	"3"	"16"	"2"	"107"	"5"	"3"	"0"	"4"	"3"	"1"	"8"	"44"	"2"	"4"	"7"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"9"	"391"	""	"391"	""	""
"313"	"14"	""	"214"	"5"	"403"	"118"	""	"2"	"3"	"7"	"0"	"23"	"0"	"2"	"0"	"2"	"115"	"1"	"5"	"5"	"1"	"6"	"6"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"1"	"3"	"0"	"4"	"14"	"731"	""	"731"	""	""
"314"	"1"	""	"215"	"8"	"308"	"100"	""	"3"	"9"	"40"	"1"	"12"	"1"	"2"	"1"	"1"	"6"	"1"	"1"	"33"	"5"	"13"	"1"	"3"	"0"	"2"	"1"	"3"	"42"	"0"	"0"	"3"	"0"	"13"	"48"	"661"	""	"661"	""	""
"315"	"2"	""	"216"	"8"	"105"	"85"	""	"3"	"14"	"113"	"1"	"6"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"4"	"7"	"10"	"2"	"1"	"2"	"2"	"0"	"0"	"4"	"1"	"0"	"5"	"1"	"6"	"5"	"389"	""	"389"	""	""
"316"	"3"	""	"217"	"13"	"236"	"68"	""	"2"	"27"	"97"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"461"	""	"461"	""	""
"317"	"4"	""	"218"	"7"	"99"	"120"	""	"4"	"1"	"7"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"4"	"2"	"24"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"9"	"0"	"3"	"5"	"0"	"1"	"2"	"295"	""	"295"	""	""
"318"	"5"	""	"219"	"7"	"141"	"182"	""	"3"	"2"	"45"	"1"	"7"	"3"	"1"	"1"	"2"	"2"	"3"	"4"	"8"	"0"	"0"	"3"	"2"	"0"	"2"	"0"	"0"	"9"	"2"	"0"	"1"	"2"	"1"	"7"	"441"	""	"441"	""	""
"319"	"6"	""	"220"	"5"	"41"	"73"	""	"1"	"2"	"129"	"2"	"3"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"3"	"0"	"1"	"8"	"0"	"1"	"29"	"1"	"0"	"2"	"1"	"0"	"4"	"315"	""	"315"	""	""
"320"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
