"Total.No..of.Electors.in.Assembly.Constituency.......216554"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"1"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 1)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"MANSA BHARTI"	"VIJAY PASWAN"	"SUCHINDR A RAM"	"Total No.     of actual Votes"	"Total No. of rejec ted Vote s"	"Total"	"No.  of Tende red Votes"	""
"430"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"ANSA BHAR"	"JAY PASWA"	"CHINDRA R"	"Total No.     of actual Votes"	"Total No. of rejec ted Vote s"	"Total"	"No.  of Tende red Votes"	""
"431"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"432"	"234"	"14"	"20"	"1"	"49"	"114"	"2"	"0"	"1"	"2"	"5"	"1"	"4"	"3"	"0"	"1"	"5"	"2"	"224"	"0"	"224"	"0"	""
"433"	"235"	"20"	"7"	"15"	"45"	"381"	"12"	"2"	"3"	"1"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"2"	"495"	"0"	"495"	"0"	""
"434"	"236"	"23"	"390"	"12"	"7"	"98"	"3"	"3"	"13"	"11"	"6"	"16"	"10"	"11"	"31"	"12"	"25"	"14"	"685"	"0"	"685"	"0"	""
"435"	"237"	"40"	"51"	"2"	"4"	"7"	"0"	"0"	"2"	"1"	"0"	"4"	"0"	"5"	"3"	"2"	"7"	"6"	"134"	"0"	"134"	"0"	""
"436"	"238"	"44"	"153"	"10"	"41"	"122"	"5"	"0"	"1"	"4"	"1"	"7"	"8"	"3"	"4"	"1"	"2"	"2"	"408"	"0"	"408"	"0"	""
"437"	"239"	"31"	"182"	"27"	"8"	"43"	"3"	"0"	"1"	"3"	"0"	"6"	"3"	"1"	"1"	"1"	"1"	"12"	"323"	"0"	"323"	"0"	""
"438"	"240"	"22"	"393"	"7"	"41"	"31"	"1"	"0"	"3"	"10"	"2"	"7"	"1"	"5"	"6"	"1"	"4"	"2"	"536"	"0"	"536"	"0"	""
"439"	"241"	"88"	"296"	"22"	"20"	"67"	"5"	"18"	"7"	"7"	"6"	"15"	"12"	"4"	"10"	"2"	"10"	"26"	"615"	"0"	"615"	"0"	""
"440"	"242"	"8"	"147"	"4"	"37"	"166"	"2"	"0"	"1"	"5"	"3"	"8"	"5"	"1"	"4"	"4"	"7"	"1"	"403"	"0"	"403"	"0"	""
"441"	"243"	"78"	"368"	"15"	"21"	"76"	"3"	"2"	"47"	"5"	"10"	"13"	"2"	"6"	"6"	"8"	"14"	"4"	"678"	"0"	"678"	"0"	""
"442"	"244"	"37"	"353"	"13"	"81"	"27"	"2"	"13"	"36"	"20"	"8"	"13"	"7"	"6"	"1"	"2"	"7"	"10"	"636"	"0"	"636"	"0"	""
"443"	"245"	"40"	"236"	"9"	"45"	"100"	"1"	"4"	"41"	"9"	"4"	"37"	"6"	"6"	"8"	"2"	"9"	"8"	"565"	"0"	"565"	"0"	""
"444"	"246"	"10"	"93"	"5"	"50"	"233"	"9"	"0"	"30"	"3"	"6"	"16"	"9"	"7"	"2"	"4"	"18"	"2"	"497"	"0"	"497"	"0"	""
"445"	"247"	"11"	"46"	"48"	"54"	"70"	"1"	"3"	"2"	"5"	"3"	"29"	"2"	"0"	"1"	"0"	"5"	"4"	"284"	"0"	"284"	"0"	""
"446"	"Total"	"466"	"2735"	"190"	"503"	"1535"	"49"	"45"	"188"	"86"	"56"	"174"	"71"	"59"	"77"	"40"	"114"	"95"	"6483"	"0"	"6483"	"0"	""
"447"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Total No. of Electors in Assembly Constituency -     216554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Final Result"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"02-Ramnagar (SC)Legislative Assembly Constituency (Round - 19)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	""	"No. of actual votes casted in favour of candidates"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	"Polling Statio n No."	"NARESH RAM"	"BHAGIRAT HI DEVI"	"LAKSHMI RAM"	"SHAMBHU RAM"	"SUBODH KUMAR"	"UDAY RARAM"	"RAMRAJ PASWAN"	"RAMESHV AR MANJHEE"	"SANKAR RAM"	"SAHODARI DEVI"	"HIRALAL RAM"	"KANCHAN BAITHA"	"NATHU RAVI"	"PARSOTT AM RAM"	"ANSA BHAR"	"JAY PASWA"	"CHINDRA R"	"Total No.     of actual Votes"	"Total No. of rejec ted Vote s"	"Total"	"No.  of Tende red Votes"	""
"456"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	""
"457"	"248"	"21"	"287"	"11"	"13"	"113"	"3"	"4"	"7"	"5"	"3"	"13"	"9"	"7"	"7"	"6"	"13"	"16"	"538"	"0"	"538"	"0"	""
"458"	"Total"	"21"	"287"	"11"	"13"	"113"	"3"	"4"	"7"	"5"	"3"	"13"	"9"	"7"	"7"	"6"	"13"	"16"	"538"	"0"	"538"	"0"	""
"459"	"Postal Ballot"	"9"	"25"	"0"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"44"	"0"	"44"	"0"	""
"460"	"Grand Total"	"22211"	"51993"	"3825"	"9080"	"20095"	"696"	"992"	"4129"	"1600"	"1038"	"1863"	"999"	"900"	"1208"	"1083"	"2048"	"1497"	"125257"	"0"	"125257"	"0"	""
"461"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"462"	"02-Ramnagar (SC)Legislative Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"463"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
