"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X233808...149...233957.32.Benipatti"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"
"1"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"2"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"234"	""	"152"	""	"30"	""	"76"	""	"7"	""	"78"	""	"3"	""	"190"	""	"9"	""	"2"	""	"8"	""	"6"	""	"4"	""	"3"	""	"9"	""	"34"	""	"3"	""	"17"	""	"2"	""	"2"	""	"0"	""	"2"	""	"10"	""	"495"	""	""	""	"495"	""	""	""
"235"	""	"153"	""	"17"	""	"89"	""	"3"	""	"17"	""	"1"	""	"212"	""	"4"	""	"5"	""	"24"	""	"4"	""	"6"	""	"0"	""	"9"	""	"7"	""	"5"	""	"12"	""	"3"	""	"1"	""	"0"	""	"6"	""	"1"	""	"426"	""	""	""	"426"	""	""	""
"236"	""	"154"	""	"58"	""	"100"	""	"7"	""	"12"	""	"13"	""	"202"	""	"8"	""	"5"	""	"14"	""	"3"	""	"1"	""	"0"	""	"3"	""	"10"	""	"2"	""	"6"	""	"15"	""	"2"	""	"3"	""	"2"	""	"4"	""	"470"	""	""	""	"470"	""	""	""
"237"	""	"155"	""	"82"	""	"41"	""	"4"	""	"24"	""	"5"	""	"84"	""	"5"	""	"6"	""	"5"	""	"3"	""	"3"	""	"3"	""	"12"	""	"6"	""	"4"	""	"10"	""	"5"	""	"2"	""	"0"	""	"6"	""	"9"	""	"319"	""	""	""	"319"	""	""	""
"238"	""	"156"	""	"68"	""	"36"	""	"3"	""	"67"	""	"2"	""	"68"	""	"2"	""	"4"	""	"5"	""	"5"	""	"2"	""	"3"	""	"1"	""	"1"	""	"0"	""	"2"	""	"6"	""	"3"	""	"0"	""	"2"	""	"5"	""	"285"	""	""	""	"285"	""	""	""
"239"	""	"157"	""	"36"	""	"90"	""	"5"	""	"78"	""	"10"	""	"195"	""	"9"	""	"4"	""	"40"	""	"3"	""	"3"	""	"4"	""	"6"	""	"6"	""	"3"	""	"4"	""	"9"	""	"7"	""	"1"	""	"10"	""	"8"	""	"531"	""	""	""	"531"	""	""	""
"240"	""	"158"	""	"28"	""	"101"	""	"5"	""	"18"	""	"3"	""	"87"	""	"4"	""	"9"	""	"85"	""	"2"	""	"3"	""	"5"	""	"2"	""	"2"	""	"0"	""	"1"	""	"7"	""	"1"	""	"3"	""	"2"	""	"4"	""	"372"	""	""	""	"372"	""	""	""
"241"	""	"159"	""	"19"	""	"6"	""	"6"	""	"161"	""	"28"	""	"41"	""	"15"	""	"16"	""	"5"	""	"13"	""	"2"	""	"7"	""	"17"	""	"6"	""	"12"	""	"10"	""	"12"	""	"7"	""	"6"	""	"49"	""	"9"	""	"447"	""	""	""	"447"	""	""	""
"242"	""	"Total RN- 12"	""	"831"	""	"945"	""	"65"	""	"1057"	""	"99"	""	"1532"	""	"80"	""	"76"	""	"240"	""	"65"	""	"50"	""	"33"	""	"409"	""	"107"	""	"50"	""	"129"	""	"116"	""	"49"	""	"26"	""	"120"	""	"108"	""	"6187"	""	"0"	""	"6187"	""	"0"	""
"243"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"245"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"246"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"247"	"Round- 13"	"B.F."	""	"7961"	""	"10164"	""	"930"	""	"10320"	""	"916"	""	"23990"	""	"949"	""	"1652"	""	"856"	""	"607"	""	"571"	""	"445"	""	"1172"	""	"1225"	""	"1194"	""	"1135"	""	"1642"	""	"919"	""	"372"	""	"1853"	""	"1077"	""	"69950"	""	"0"	""	"69950"	""	"0"	""
"248"	""	"160"	""	"40"	""	"5"	""	"1"	""	"172"	""	"13"	""	"18"	""	"4"	""	"11"	""	"4"	""	"5"	""	"0"	""	"4"	""	"0"	""	"3"	""	"2"	""	"2"	""	"19"	""	"8"	""	"6"	""	"52"	""	"12"	""	"381"	""	""	""	"381"	""	""	""
"249"	""	"161"	""	"165"	""	"23"	""	"2"	""	"155"	""	"18"	""	"56"	""	"5"	""	"11"	""	"2"	""	"5"	""	"3"	""	"4"	""	"4"	""	"5"	""	"2"	""	"2"	""	"12"	""	"1"	""	"0"	""	"39"	""	"4"	""	"518"	""	""	""	"518"	""	""	""
"250"	""	"162"	""	"53"	""	"28"	""	"3"	""	"93"	""	"18"	""	"285"	""	"9"	""	"8"	""	"5"	""	"4"	""	"4"	""	"7"	""	"9"	""	"2"	""	"5"	""	"7"	""	"14"	""	"6"	""	"9"	""	"16"	""	"18"	""	"603"	""	""	""	"603"	""	""	""
"251"	""	"163"	""	"57"	""	"7"	""	"5"	""	"266"	""	"15"	""	"183"	""	"15"	""	"11"	""	"9"	""	"13"	""	"2"	""	"15"	""	"13"	""	"7"	""	"3"	""	"13"	""	"9"	""	"2"	""	"4"	""	"25"	""	"17"	""	"691"	""	""	""	"691"	""	""	""
"252"	""	"164"	""	"18"	""	"21"	""	"4"	""	"139"	""	"7"	""	"200"	""	"8"	""	"5"	""	"2"	""	"8"	""	"4"	""	"7"	""	"6"	""	"4"	""	"3"	""	"3"	""	"14"	""	"9"	""	"3"	""	"15"	""	"10"	""	"490"	""	""	""	"490"	""	""	""
"253"	""	"165"	""	"18"	""	"28"	""	"3"	""	"124"	""	"13"	""	"92"	""	"7"	""	"5"	""	"6"	""	"6"	""	"1"	""	"4"	""	"5"	""	"1"	""	"2"	""	"0"	""	"13"	""	"14"	""	"11"	""	"37"	""	"17"	""	"407"	""	""	""	"407"	""	""	""
"254"	""	"166"	""	"54"	""	"58"	""	"5"	""	"118"	""	"21"	""	"149"	""	"10"	""	"6"	""	"7"	""	"13"	""	"9"	""	"14"	""	"8"	""	"15"	""	"6"	""	"22"	""	"13"	""	"8"	""	"7"	""	"8"	""	"38"	""	"589"	""	""	""	"589"	""	""	""
"255"	""	"167"	""	"23"	""	"93"	""	"0"	""	"5"	""	"2"	""	"95"	""	"3"	""	"0"	""	"1"	""	"3"	""	"2"	""	"4"	""	"2"	""	"2"	""	"3"	""	"1"	""	"11"	""	"2"	""	"5"	""	"5"	""	"9"	""	"271"	""	""	""	"271"	""	""	""
"256"	""	"168"	""	"172"	""	"50"	""	"5"	""	"68"	""	"6"	""	"107"	""	"6"	""	"6"	""	"2"	""	"2"	""	"2"	""	"35"	""	"4"	""	"6"	""	"3"	""	"5"	""	"4"	""	"6"	""	"1"	""	"2"	""	"9"	""	"501"	""	""	""	"501"	""	""	""
"257"	""	"169"	""	"32"	""	"34"	""	"9"	""	"87"	""	"20"	""	"82"	""	"6"	""	"7"	""	"4"	""	"10"	""	"4"	""	"3"	""	"8"	""	"46"	""	"9"	""	"16"	""	"29"	""	"20"	""	"8"	""	"9"	""	"344"	""	"787"	""	""	""	"787"	""	""	""
"258"	""	"170"	""	"24"	""	"90"	""	"11"	""	"84"	""	"12"	""	"70"	""	"14"	""	"12"	""	"13"	""	"22"	""	"9"	""	"11"	""	"10"	""	"60"	""	"9"	""	"19"	""	"32"	""	"9"	""	"10"	""	"13"	""	"260"	""	"794"	""	""	""	"794"	""	""	""
"259"	""	"171"	""	"23"	""	"27"	""	"4"	""	"42"	""	"4"	""	"74"	""	"3"	""	"0"	""	"2"	""	"5"	""	"1"	""	"3"	""	"3"	""	"41"	""	"6"	""	"10"	""	"16"	""	"7"	""	"2"	""	"3"	""	"216"	""	"492"	""	""	""	"492"	""	""	""
"260"	""	"172"	""	"10"	""	"33"	""	"1"	""	"182"	""	"7"	""	"174"	""	"10"	""	"2"	""	"4"	""	"5"	""	"0"	""	"1"	""	"4"	""	"4"	""	"1"	""	"1"	""	"2"	""	"3"	""	"0"	""	"0"	""	"24"	""	"468"	""	""	""	"468"	""	""	""
"261"	""	"173"	""	"35"	""	"22"	""	"6"	""	"192"	""	"11"	""	"88"	""	"1"	""	"13"	""	"0"	""	"9"	""	"4"	""	"39"	""	"4"	""	"3"	""	"0"	""	"5"	""	"23"	""	"6"	""	"4"	""	"86"	""	"9"	""	"560"	""	""	""	"560"	""	""	""
"262"	""	"Total RN - 13"	""	"724"	""	"519"	""	"59"	""	"1727"	""	"167"	""	"1673"	""	"101"	""	"97"	""	"61"	""	"110"	""	"45"	""	"151"	""	"80"	""	"199"	""	"54"	""	"106"	""	"211"	""	"101"	""	"70"	""	"310"	""	"987"	""	"7552"	""	"0"	""	"7552"	""	"0"	""
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"265"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"266"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"267"	"Round- 14"	"B.F."	""	"8685"	""	"10683"	""	"989"	""	"12047"	""	"1083"	""	"25663"	""	"1050"	""	"1749"	""	"917"	""	"717"	""	"616"	""	"596"	""	"1252"	""	"1424"	""	"1248"	""	"1241"	""	"1853"	""	"1020"	""	"442"	""	"2163"	""	"2064"	""	"77502"	""	"0"	""	"77502"	""	"0"	""
"268"	""	"174"	""	"16"	""	"52"	""	"6"	""	"158"	""	"13"	""	"159"	""	"12"	""	"14"	""	"7"	""	"13"	""	"8"	""	"12"	""	"28"	""	"11"	""	"6"	""	"14"	""	"4"	""	"4"	""	"1"	""	"13"	""	"8"	""	"559"	""	""	""	"559"	""	""	""
"269"	""	"175"	""	"23"	""	"67"	""	"7"	""	"173"	""	"7"	""	"185"	""	"4"	""	"8"	""	"9"	""	"6"	""	"1"	""	"5"	""	"7"	""	"1"	""	"1"	""	"0"	""	"6"	""	"2"	""	"2"	""	"6"	""	"10"	""	"530"	""	""	""	"530"	""	""	""
"270"	""	"176"	""	"16"	""	"79"	""	"4"	""	"127"	""	"10"	""	"132"	""	"5"	""	"9"	""	"2"	""	"3"	""	"4"	""	"4"	""	"6"	""	"3"	""	"4"	""	"3"	""	"9"	""	"11"	""	"1"	""	"30"	""	"8"	""	"470"	""	""	""	"470"	""	""	""
"271"	""	"177"	""	"97"	""	"27"	""	"3"	""	"46"	""	"15"	""	"142"	""	"10"	""	"22"	""	"7"	""	"3"	""	"10"	""	"10"	""	"7"	""	"5"	""	"4"	""	"28"	""	"10"	""	"3"	""	"2"	""	"27"	""	"9"	""	"487"	""	""	""	"487"	""	""	""
"272"	""	"178"	""	"12"	""	"101"	""	"4"	""	"129"	""	"8"	""	"78"	""	"8"	""	"9"	""	"21"	""	"3"	""	"3"	""	"2"	""	"8"	""	"3"	""	"5"	""	"7"	""	"13"	""	"9"	""	"10"	""	"13"	""	"19"	""	"465"	""	""	""	"465"	""	""	""
"273"	""	"179"	""	"27"	""	"72"	""	"3"	""	"84"	""	"9"	""	"188"	""	"4"	""	"4"	""	"0"	""	"2"	""	"6"	""	"4"	""	"1"	""	"2"	""	"2"	""	"2"	""	"13"	""	"5"	""	"1"	""	"15"	""	"9"	""	"453"	""	""	""	"453"	""	""	""
"274"	""	"180"	""	"5"	""	"60"	""	"2"	""	"79"	""	"9"	""	"72"	""	"4"	""	"3"	""	"7"	""	"3"	""	"0"	""	"0"	""	"2"	""	"3"	""	"1"	""	"9"	""	"4"	""	"2"	""	"1"	""	"6"	""	"7"	""	"279"	""	""	""	"279"	""	""	""
"275"	""	"181"	""	"14"	""	"46"	""	"5"	""	"121"	""	"5"	""	"183"	""	"2"	""	"6"	""	"1"	""	"2"	""	"2"	""	"1"	""	"3"	""	"3"	""	"1"	""	"2"	""	"3"	""	"2"	""	"3"	""	"3"	""	"4"	""	"412"	""	""	""	"412"	""	""	""
"276"	""	"182"	""	"13"	""	"80"	""	"5"	""	"84"	""	"9"	""	"93"	""	"10"	""	"9"	""	"14"	""	"4"	""	"7"	""	"4"	""	"9"	""	"1"	""	"1"	""	"3"	""	"1"	""	"2"	""	"1"	""	"0"	""	"6"	""	"356"	""	""	""	"356"	""	""	""
"277"	""	"183"	""	"5"	""	"147"	""	"13"	""	"77"	""	"5"	""	"7"	""	"6"	""	"2"	""	"18"	""	"0"	""	"1"	""	"2"	""	"1"	""	"4"	""	"2"	""	"0"	""	"1"	""	"5"	""	"0"	""	"2"	""	"1"	""	"299"	""	""	""	"299"	""	""	""
"278"	""	"184"	""	"18"	""	"36"	""	"3"	""	"280"	""	"13"	""	"152"	""	"10"	""	"11"	""	"4"	""	"6"	""	"4"	""	"2"	""	"3"	""	"0"	""	"1"	""	"2"	""	"2"	""	"1"	""	"2"	""	"21"	""	"6"	""	"577"	""	""	""	"577"	""	""	""
"279"	""	"185"	""	"24"	""	"15"	""	"2"	""	"496"	""	"17"	""	"79"	""	"2"	""	"4"	""	"2"	""	"4"	""	"1"	""	"1"	""	"7"	""	"1"	""	"1"	""	"2"	""	"8"	""	"5"	""	"1"	""	"16"	""	"3"	""	"691"	""	""	""	"691"	""	""	""
"280"	""	"186"	""	"12"	""	"68"	""	"5"	""	"105"	""	"7"	""	"153"	""	"1"	""	"2"	""	"2"	""	"3"	""	"3"	""	"1"	""	"9"	""	"3"	""	"1"	""	"3"	""	"11"	""	"7"	""	"4"	""	"1"	""	"7"	""	"408"	""	""	""	"408"	""	""	""
"281"	""	"187"	""	"14"	""	"95"	""	"6"	""	"120"	""	"10"	""	"160"	""	"1"	""	"1"	""	"0"	""	"7"	""	"0"	""	"3"	""	"7"	""	"3"	""	"2"	""	"4"	""	"4"	""	"3"	""	"4"	""	"4"	""	"10"	""	"458"	""	""	""	"458"	""	""	""
"282"	""	"Total RN - 14"	""	"296"	""	"945"	""	"68"	""	"2079"	""	"137"	""	"1783"	""	"79"	""	"104"	""	"94"	""	"59"	""	"50"	""	"51"	""	"98"	""	"43"	""	"32"	""	"79"	""	"89"	""	"61"	""	"33"	""	"157"	""	"107"	""	"6444"	""	"0"	""	"6444"	""	"0"	""
"283"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"285"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"286"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"287"	"Round- 15"	"B.F."	""	"8981"	""	"11628"	""	"1057"	""	"14126"	""	"1220"	""	"27446"	""	"1129"	""	"1853"	""	"1011"	""	"776"	""	"666"	""	"647"	""	"1350"	""	"1467"	""	"1280"	""	"1320"	""	"1942"	""	"1081"	""	"475"	""	"2320"	""	"2171"	""	"83946"	""	"0"	""	"83946"	""	"0"	""
"288"	""	"188"	""	"15"	""	"109"	""	"8"	""	"212"	""	"19"	""	"163"	""	"11"	""	"8"	""	"7"	""	"5"	""	"4"	""	"9"	""	"4"	""	"7"	""	"6"	""	"22"	""	"9"	""	"0"	""	"1"	""	"10"	""	"10"	""	"639"	""	""	""	"639"	""	""	""
"289"	""	"189"	""	"39"	""	"59"	""	"4"	""	"166"	""	"8"	""	"226"	""	"3"	""	"7"	""	"1"	""	"9"	""	"3"	""	"9"	""	"2"	""	"3"	""	"2"	""	"1"	""	"31"	""	"17"	""	"8"	""	"21"	""	"25"	""	"644"	""	""	""	"644"	""	""	""
"290"	""	"190"	""	"20"	""	"48"	""	"7"	""	"21"	""	"3"	""	"226"	""	"7"	""	"4"	""	"6"	""	"5"	""	"2"	""	"5"	""	"6"	""	"8"	""	"7"	""	"16"	""	"8"	""	"1"	""	"1"	""	"11"	""	"18"	""	"430"	""	""	""	"430"	""	""	""
"291"	""	"191"	""	"44"	""	"67"	""	"4"	""	"11"	""	"3"	""	"313"	""	"5"	""	"3"	""	"4"	""	"8"	""	"3"	""	"1"	""	"6"	""	"1"	""	"2"	""	"4"	""	"1"	""	"2"	""	"1"	""	"7"	""	"0"	""	"490"	""	""	""	"490"	""	""	""
"292"	""	"192"	""	"20"	""	"27"	""	"5"	""	"266"	""	"8"	""	"37"	""	"6"	""	"5"	""	"19"	""	"4"	""	"1"	""	"0"	""	"30"	""	"19"	""	"1"	""	"5"	""	"7"	""	"5"	""	"0"	""	"3"	""	"7"	""	"475"	""	""	""	"475"	""	""	""
"293"	""	"193"	""	"10"	""	"20"	""	"4"	""	"35"	""	"2"	""	"207"	""	"5"	""	"2"	""	"1"	""	"1"	""	"3"	""	"2"	""	"7"	""	"1"	""	"8"	""	"1"	""	"0"	""	"3"	""	"1"	""	"1"	""	"7"	""	"321"	""	""	""	"321"	""	""	""
"294"	""	"194"	""	"17"	""	"80"	""	"6"	""	"112"	""	"9"	""	"113"	""	"5"	""	"6"	""	"3"	""	"9"	""	"3"	""	"7"	""	"23"	""	"2"	""	"5"	""	"1"	""	"11"	""	"2"	""	"3"	""	"13"	""	"13"	""	"443"	""	""	""	"443"	""	""	""
"295"	""	"195"	""	"44"	""	"69"	""	"5"	""	"10"	""	"3"	""	"197"	""	"1"	""	"5"	""	"2"	""	"3"	""	"1"	""	"0"	""	"5"	""	"1"	""	"1"	""	"2"	""	"4"	""	"3"	""	"1"	""	"2"	""	"2"	""	"361"	""	""	""	"361"	""	""	""
"296"	""	"196"	""	"38"	""	"31"	""	"8"	""	"93"	""	"10"	""	"186"	""	"12"	""	"35"	""	"8"	""	"6"	""	"3"	""	"3"	""	"116"	""	"7"	""	"8"	""	"11"	""	"7"	""	"2"	""	"4"	""	"8"	""	"6"	""	"602"	""	""	""	"602"	""	""	""
"297"	""	"197"	""	"31"	""	"80"	""	"8"	""	"91"	""	"4"	""	"83"	""	"7"	""	"5"	""	"3"	""	"6"	""	"4"	""	"3"	""	"44"	""	"4"	""	"5"	""	"8"	""	"2"	""	"4"	""	"1"	""	"2"	""	"8"	""	"403"	""	""	""	"403"	""	""	""
"298"	""	"198"	""	"46"	""	"82"	""	"4"	""	"131"	""	"7"	""	"109"	""	"3"	""	"4"	""	"15"	""	"2"	""	"2"	""	"0"	""	"7"	""	"2"	""	"2"	""	"8"	""	"0"	""	"0"	""	"0"	""	"1"	""	"5"	""	"430"	""	""	""	"430"	""	""	""
"299"	""	"199"	""	"98"	""	"30"	""	"8"	""	"76"	""	"7"	""	"139"	""	"6"	""	"3"	""	"4"	""	"3"	""	"2"	""	"2"	""	"5"	""	"11"	""	"1"	""	"4"	""	"7"	""	"3"	""	"6"	""	"4"	""	"13"	""	"432"	""	""	""	"432"	""	""	""
"300"	""	"200"	""	"5"	""	"25"	""	"1"	""	"388"	""	"28"	""	"35"	""	"9"	""	"3"	""	"3"	""	"8"	""	"3"	""	"5"	""	"16"	""	"14"	""	"10"	""	"9"	""	"18"	""	"6"	""	"3"	""	"34"	""	"26"	""	"649"	""	""	""	"649"	""	""	""
"301"	""	"201"	""	"20"	""	"56"	""	"2"	""	"85"	""	"7"	""	"144"	""	"3"	""	"1"	""	"7"	""	"7"	""	"2"	""	"3"	""	"13"	""	"6"	""	"5"	""	"11"	""	"12"	""	"5"	""	"5"	""	"9"	""	"6"	""	"409"	""	""	""	"409"	""	""	""
"302"	""	"Total RN- 15"	""	"447"	""	"783"	""	"74"	""	"1697"	""	"118"	""	"2178"	""	"83"	""	"91"	""	"83"	""	"76"	""	"36"	""	"49"	""	"284"	""	"86"	""	"63"	""	"103"	""	"117"	""	"53"	""	"35"	""	"126"	""	"146"	""	"6728"	""	"0"	""	"6728"	""	"0"	""
"303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"305"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"306"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"307"	"Round- 16"	"B.F."	""	"9428"	""	"12411"	""	"1131"	""	"15823"	""	"1338"	""	"29624"	""	"1212"	""	"1944"	""	"1094"	""	"852"	""	"702"	""	"696"	""	"1634"	""	"1553"	""	"1343"	""	"1423"	""	"2059"	""	"1134"	""	"510"	""	"2446"	""	"2317"	""	"90674"	""	"0"	""	"90674"	""	"0"	""
"308"	""	"202"	""	"17"	""	"33"	""	"0"	""	"38"	""	"1"	""	"102"	""	"4"	""	"3"	""	"1"	""	"3"	""	"0"	""	"2"	""	"8"	""	"3"	""	"3"	""	"7"	""	"5"	""	"1"	""	"2"	""	"2"	""	"2"	""	"237"	""	""	""	"237"	""	""	""
"309"	""	"203"	""	"8"	""	"47"	""	"3"	""	"172"	""	"2"	""	"48"	""	"9"	""	"12"	""	"8"	""	"6"	""	"1"	""	"5"	""	"13"	""	"11"	""	"3"	""	"14"	""	"3"	""	"1"	""	"0"	""	"5"	""	"3"	""	"374"	""	""	""	"374"	""	""	""
"310"	""	"204"	""	"21"	""	"84"	""	"5"	""	"41"	""	"5"	""	"99"	""	"4"	""	"6"	""	"13"	""	"2"	""	"0"	""	"2"	""	"8"	""	"8"	""	"2"	""	"9"	""	"7"	""	"5"	""	"1"	""	"19"	""	"11"	""	"352"	""	""	""	"352"	""	""	""
"311"	""	"205"	""	"40"	""	"78"	""	"5"	""	"151"	""	"3"	""	"90"	""	"7"	""	"7"	""	"16"	""	"6"	""	"3"	""	"5"	""	"10"	""	"9"	""	"9"	""	"20"	""	"10"	""	"8"	""	"1"	""	"4"	""	"13"	""	"495"	""	""	""	"495"	""	""	""
