"i.z..Ik.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"1"	"[ fu; e 56 ¼7½ nsf[ k,  ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"102&  d qpk; dksV  fo/kku  l Hkk fuokZpu {ks= esa fcgkj  fo/kku l Hkk ds fy ; s fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"er nku dsUnzksa
dh dze l a0"	""	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	"i zfr {ksfi r
er ksa dh l a[ ; k"	"; ksx"
"503"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"505"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"514"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"515"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"516"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"517"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"518"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"519"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"524"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"525"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"526"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"527"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"528"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"529"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"530"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"531"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"532"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"533"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"534"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"535"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"536"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"537"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"538"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"539"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"542"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"543"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"544"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"545"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"546"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"547"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"548"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"551"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"552"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"553"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"555"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"556"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"557"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"558"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"559"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"560"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"561"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"562"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"563"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"564"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"565"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"566"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"567"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"568"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"569"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"570"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"571"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"572"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"573"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"574"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"575"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"576"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"577"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"578"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"579"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"580"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"581"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"582"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"583"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"584"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"585"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"586"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"587"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"588"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"589"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"590"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"591"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"592"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"593"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"594"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"595"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"596"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"597"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"598"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"599"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"603"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"604"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"605"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"606"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"607"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"608"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"609"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"610"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"611"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"612"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"613"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"614"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"615"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"616"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"617"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"618"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"619"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"620"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"621"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"622"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"623"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"624"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"625"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"626"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"627"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"628"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"629"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"630"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"631"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"632"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"633"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"634"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"635"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"636"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"637"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"638"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"639"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"640"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"641"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"642"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"643"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"644"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"645"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"646"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"647"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"648"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"649"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"650"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"651"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"652"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"653"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"654"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"656"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"657"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"658"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"659"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"661"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"662"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"663"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"664"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"666"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"667"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"668"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"669"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"670"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"671"	"fufonÙk
er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"672"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"673"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"674"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"675"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"676"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"677"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"678"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"679"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"680"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"681"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
