"No..and.Name.of.Assembly.Constituency...114.Manjhi."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Round No. - 01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"10"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"349"	"135"	"izkFkfed fo|ky; pkbikyh"	"10"	"190"	"32"	"28"	"7"	"104"	"9"	"1"	"1"	"85"	"3"	"9"	"7"	"16"	"17"	"2"	"10"	"18"	"4"	"3"	"3"	"13"	"13"	"585"
"350"	"136"	"pyUr ernku dsUnz] izkFkfed fo|ky; lohZ ljs;k ds izkax.k esa"	"9"	"168"	"45"	"39"	"27"	"104"	"3"	"3"	"6"	"2"	"6"	"20"	"9"	"25"	"109"	"1"	"4"	"36"	"2"	"3"	"0"	"4"	"5"	"630"
"351"	"137"	"eè; fo|ky; uoknk u;k Hkou iwohZ"	"7"	"144"	"21"	"3"	"10"	"224"	"6"	"4"	"3"	"16"	"6"	"5"	"5"	"9"	"2"	"0"	"2"	"17"	"6"	"0"	"1"	"9"	"2"	"502"
"352"	"138"	"eè; fo|ky; uoknk u;k Hkou if'peh"	"5"	"141"	"19"	"12"	"16"	"61"	"5"	"0"	"1"	"4"	"0"	"13"	"0"	"6"	"6"	"4"	"5"	"16"	"5"	"4"	"1"	"3"	"6"	"333"
"353"	"139"	"eè; fo|ky; uoknk  u;k Hkou e/;"	"5"	"166"	"53"	"2"	"3"	"49"	"7"	"9"	"6"	"11"	"10"	"35"	"10"	"6"	"27"	"3"	"7"	"14"	"6"	"6"	"3"	"2"	"23"	"463"
"354"	"140"	"mRdzfer e/; fo|ky; fd'kquiqj /kjku"	"7"	"172"	"28"	"15"	"6"	"41"	"1"	"0"	"2"	"11"	"2"	"18"	"1"	"14"	"64"	"5"	"12"	"62"	"12"	"15"	"9"	"6"	"14"	"517"
"355"	"141"	"mRØfer e/; fo|ky;] tqju Nijk"	"1"	"124"	"13"	"8"	"4"	"98"	"2"	"2"	"5"	"3"	"3"	"7"	"6"	"4"	"42"	"4"	"1"	"6"	"1"	"1"	"0"	"2"	"3"	"340"
"356"	"142"	"mRØfer e/; fo|ky;] csydq.Mk"	"5"	"188"	"42"	"24"	"6"	"98"	"0"	"3"	"25"	"1"	"5"	"27"	"6"	"6"	"29"	"9"	"5"	"10"	"7"	"8"	"3"	"10"	"14"	"531"
"357"	"143"	"mRØfer e/; fo|ky;] ekuiqj"	"13"	"258"	"50"	"27"	"4"	"110"	"14"	"1"	"1"	"52"	"8"	"3"	"3"	"4"	"6"	"0"	"5"	"8"	"0"	"1"	"0"	"4"	"0"	"572"
"358"	"144"	"iqLrdky; Hkou eduiqjk gfjtu Vksyh"	"8"	"126"	"26"	"24"	"26"	"67"	"9"	"1"	"9"	"5"	"2"	"3"	"8"	"9"	"9"	"5"	"1"	"5"	"1"	"3"	"0"	"5"	"1"	"353"
"359"	"145"	"mRØfer e/; fo|ky;] xEgfj;k dyk"	"4"	"92"	"26"	"13"	"5"	"78"	"4"	"4"	"4"	"56"	"8"	"2"	"13"	"8"	"10"	"6"	"3"	"12"	"5"	"2"	"6"	"4"	"8"	"373"
"360"	"146"	"iapk;r Hkou xEgfj;k [kwnZ"	"6"	"91"	"30"	"11"	"2"	"25"	"0"	"1"	"0"	"55"	"10"	"4"	"6"	"2"	"33"	"1"	"1"	"6"	"2"	"1"	"1"	"2"	"3"	"293"
"361"	"147"	"izkFkfed fo|ky;] caxjk if'peh] ck;k"	"10"	"113"	"27"	"11"	"8"	"75"	"4"	"2"	"5"	"50"	"4"	"4"	"5"	"3"	"15"	"6"	"3"	"13"	"3"	"0"	"0"	"2"	"0"	"363"
"362"	"Total"	""	"99"	"2144"	"504"	"257"	"139"	"1173"	"68"	"34"	"77"	"507"	"71"	"161"	"81"	"115"	"385"	"50"	"62"	"240"	"55"	"48"	"28"	"67"	"95"	"6460"
"363"	"B.F."	""	"982"	"16667"	"4473"	"1958"	"3170"	"10136"	"491"	"297"	"710"	"4911"	"811"	"3673"	"1648"	"1074"	"2325"	"440"	"969"	"6744"	"1794"	"385"	"326"	"676"	"657"	"65317"
"364"	"G.Total"	""	"1081"	"18811"	"4977"	"2215"	"3309"	"11309"	"559"	"331"	"787"	"5418"	"882"	"3834"	"1729"	"1189"	"2710"	"490"	"1031"	"6984"	"1849"	"433"	"354"	"743"	"752"	"71777"
"365"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"Round No. - 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"380"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"381"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"382"	"47 ¼d"	"½izkFkfed fo|ky;] caxjk if'peh] nk;k"	"4"	"183"	"65"	"35"	"8"	"107"	"1"	"2"	"3"	"5"	"4"	"1"	"8"	"1"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"436"
"383"	"148"	"izkFkfed f'k{kd izf'k{k.k egkfo|ky;"	"9"	"138"	"10"	"14"	"20"	"45"	"1"	"0"	"5"	"29"	"3"	"3"	"6"	"3"	"3"	"0"	"4"	"2"	"2"	"3"	"3"	"3"	"2"	"308"
"384"	"149"	"izkFkfed fo|ky; ek/kskiqj"	"23"	"221"	"118"	"22"	"7"	"194"	"7"	"2"	"8"	"14"	"9"	"9"	"0"	"0"	"11"	"5"	"5"	"10"	"7"	"6"	"6"	"10"	"1"	"695"
"385"	"150"	"mRØfer e/; fo|ky;]  feJofy;k"	"8"	"181"	"70"	"13"	"2"	"119"	"1"	"4"	"2"	"3"	"6"	"10"	"5"	"6"	"26"	"3"	"16"	"156"	"13"	"4"	"2"	"4"	"8"	"662"
"386"	"151"	"izkFkfed fo|ky; eaxksykiqj if'peh"	"3"	"164"	"33"	"10"	"15"	"37"	"2"	"2"	"2"	"1"	"8"	"2"	"8"	"7"	"68"	"7"	"16"	"73"	"4"	"8"	"5"	"10"	"18"	"503"
"387"	"152"	"izkFkfed fo|ky; eaxksykiqj iwohZ"	"12"	"201"	"43"	"12"	"1"	"60"	"1"	"2"	"2"	"1"	"6"	"2"	"2"	"5"	"62"	"0"	"12"	"39"	"6"	"6"	"2"	"6"	"5"	"488"
"388"	"153"	"izkFkfed fo|ky; tykyiqj u;k Hkou"	"7"	"141"	"77"	"15"	"6"	"50"	"0"	"7"	"2"	"1"	"5"	"5"	"8"	"7"	"50"	"2"	"45"	"181"	"6"	"15"	"14"	"9"	"20"	"673"
"389"	"154"	"eè; fo|ky; fo'kquiqjk iwohZ Hkkx"	"12"	"228"	"31"	"20"	"0"	"73"	"2"	"4"	"5"	"10"	"6"	"8"	"8"	"6"	"36"	"5"	"17"	"40"	"8"	"13"	"3"	"10"	"13"	"558"
"390"	"155"	"eè; fo|ky; fo'kquiqjk mÙkj Hkkx"	"7"	"260"	"39"	"27"	"8"	"202"	"11"	"8"	"6"	"17"	"4"	"2"	"11"	"5"	"14"	"2"	"6"	"40"	"8"	"5"	"2"	"12"	"5"	"701"
"391"	"156"	"izkFkfed fo|ky;] iVokij  mrjh Hkkx"	"11"	"203"	"55"	"8"	"5"	"26"	"23"	"4"	"3"	"2"	"6"	"5"	"7"	"4"	"15"	"3"	"3"	"63"	"5"	"4"	"1"	"3"	"4"	"463"
"392"	"157"	"izkFkfed fo|ky;] iVokij nf{k.k Hkkx"	"8"	"129"	"29"	"26"	"26"	"40"	"3"	"0"	"0"	"4"	"2"	"1"	"6"	"3"	"0"	"0"	"7"	"5"	"1"	"4"	"2"	"6"	"5"	"307"
"393"	"158"	"mRØfer e/; fo|ky;] [kksjhMhg"	"0"	"22"	"14"	"9"	"3"	"40"	"1"	"0"	"1"	"36"	"19"	"6"	"0"	"1"	"2"	"0"	"1"	"13"	"2"	"2"	"5"	"6"	"5"	"188"
"394"	"159"	"mRØfer e/; fo|ky; prjk vofLFkr"	"3"	"56"	"9"	"67"	"2"	"47"	"0"	"0"	"0"	"5"	"7"	"13"	"4"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"3"	"0"	"220"
"395"	"160"	"izkFkfed fo|ky; ifryk mrjh Hkkx"	"13"	"96"	"22"	"83"	"7"	"98"	"6"	"2"	"7"	"18"	"5"	"24"	"9"	"12"	"3"	"8"	"2"	"0"	"16"	"2"	"0"	"5"	"2"	"440"
"396"	"Total"	""	"120"	"2223"	"615"	"361"	"110"	"1138"	"59"	"37"	"46"	"146"	"90"	"91"	"82"	"60"	"292"	"36"	"136"	"625"	"80"	"72"	"45"	"89"	"89"	"6642"
"397"	"B.F"	""	"1081"	"18811"	"4977"	"2215"	"3309"	"11309"	"559"	"331"	"787"	"5418"	"882"	"3834"	"1729"	"1189"	"2710"	"490"	"1031"	"6984"	"1849"	"433"	"354"	"743"	"752"	"71777"
"398"	"G.Total"	""	"1201"	"21034"	"5592"	"2576"	"3419"	"12447"	"618"	"368"	"833"	"5564"	"972"	"3925"	"1811"	"1249"	"3002"	"526"	"1167"	"7609"	"1929"	"505"	"399"	"832"	"841"	"78419"
"399"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"Round No. - 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"414"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"415"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"416"	"161"	"izkFkfed fo|ky; ifryk nf{k.k Hkkx"	"2"	"39"	"9"	"163"	"10"	"37"	"2"	"4"	"0"	"1"	"4"	"26"	"18"	"3"	"2"	"2"	"1"	"3"	"4"	"18"	"4"	"2"	"3"	"357"
"417"	"162"	"izkFkfed fo|ky; laojh cktkj"	"7"	"179"	"127"	"14"	"13"	"164"	"2"	"1"	"4"	"4"	"17"	"12"	"8"	"11"	"12"	"9"	"28"	"38"	"13"	"15"	"6"	"18"	"16"	"718"
"418"	"163"	"eè; fo|ky; laojheB"	"41"	"336"	"41"	"18"	"23"	"73"	"0"	"1"	"4"	"4"	"13"	"3"	"5"	"11"	"13"	"4"	"17"	"35"	"6"	"3"	"3"	"6"	"7"	"667"
"419"	"164"	"eè; fo|ky; VM+ok iks>h;k mRrjh"	"13"	"154"	"7"	"117"	"15"	"153"	"4"	"1"	"4"	"110"	"77"	"4"	"17"	"4"	"12"	"5"	"0"	"3"	"3"	"0"	"2"	"3"	"3"	"711"
"420"	"165"	"eè; fo|ky;] VM+ok iks>h;k nf{k.kh]"	"5"	"41"	"14"	"107"	"9"	"75"	"4"	"0"	"1"	"24"	"98"	"5"	"6"	"4"	"2"	"3"	"2"	"5"	"4"	"5"	"1"	"9"	"0"	"424"
"421"	"65 ¼d"	"½eè; fo|ky;] VM+ok iks>h;k nf{k.kh]"	"5"	"41"	"4"	"105"	"3"	"12"	"2"	"0"	"4"	"13"	"132"	"5"	"3"	"2"	"19"	"1"	"1"	"1"	"1"	"9"	"0"	"5"	"3"	"371"
"422"	"166"	"mRØfer e/; fo|ky;] nsofj;k"	"11"	"36"	"5"	"120"	"14"	"160"	"6"	"3"	"3"	"29"	"10"	"3"	"5"	"3"	"4"	"22"	"4"	"2"	"1"	"4"	"3"	"6"	"6"	"460"
"423"	"167"	"mRØfer e/; fo|ky;] nsofj;k"	"5"	"51"	"6"	"70"	"28"	"68"	"3"	"4"	"5"	"54"	"54"	"18"	"7"	"0"	"9"	"1"	"2"	"3"	"1"	"1"	"0"	"3"	"1"	"394"
"424"	"168"	"mRØfer e/; fo|ky;] nsofj;k"	"16"	"187"	"23"	"228"	"8"	"44"	"1"	"1"	"4"	"139"	"9"	"7"	"9"	"6"	"1"	"3"	"1"	"11"	"3"	"2"	"1"	"1"	"3"	"708"
"425"	"169"	"mrØfer e/; fo|ky; lk/kiqj cyh"	"15"	"90"	"7"	"53"	"13"	"176"	"1"	"3"	"6"	"79"	"101"	"6"	"7"	"9"	"15"	"4"	"17"	"15"	"9"	"27"	"5"	"17"	"5"	"680"
"426"	"170"	"eè; fo|ky; vuoy mÙkj Hkkx"	"3"	"86"	"22"	"42"	"2"	"119"	"3"	"2"	"1"	"179"	"5"	"1"	"1"	"2"	"0"	"3"	"3"	"6"	"1"	"4"	"2"	"9"	"2"	"498"
"427"	"171"	"eè; fo|ky; vuoy nf{k.k Hkkx"	"11"	"135"	"28"	"105"	"7"	"57"	"2"	"1"	"1"	"68"	"8"	"7"	"3"	"5"	"5"	"2"	"5"	"11"	"0"	"4"	"1"	"2"	"7"	"475"
"428"	"172"	"iapk;r Hkou vuoy] fLFkr fi;uks"	"12"	"151"	"26"	"53"	"12"	"103"	"8"	"5"	"3"	"149"	"20"	"8"	"19"	"7"	"13"	"6"	"4"	"2"	"3"	"2"	"3"	"1"	"1"	"611"
"429"	"173"	"izkFkfed fo|ky; fi;uks"	"14"	"146"	"21"	"23"	"9"	"90"	"1"	"5"	"2"	"147"	"4"	"5"	"5"	"8"	"1"	"5"	"6"	"4"	"3"	"3"	"4"	"4"	"8"	"518"
"430"	"Total"	""	"160"	"1672"	"340"	"1218"	"166"	"1331"	"39"	"31"	"42"	"1000"	"552"	"110"	"113"	"75"	"108"	"70"	"91"	"139"	"52"	"97"	"35"	"86"	"65"	"7592"
"431"	"B.F."	""	"1201"	"21034"	"5592"	"2576"	"3419"	"12447"	"618"	"368"	"833"	"5564"	"972"	"3925"	"1811"	"1249"	"3002"	"526"	"1167"	"7609"	"1929"	"505"	"399"	"832"	"841"	"78419"
"432"	"G.Total"	""	"1361"	"22706"	"5932"	"3794"	"3585"	"13778"	"657"	"399"	"875"	"6564"	"1524"	"4035"	"1924"	"1324"	"3110"	"596"	"1258"	"7748"	"1981"	"602"	"434"	"918"	"906"	"86011"
"433"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"438"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"439"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"440"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"442"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"Round No. - 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"448"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"449"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"450"	"174"	"izkFkfed fo|ky;] clMhyk] cka;k Hkkx"	"3"	"45"	"13"	"89"	"17"	"61"	"7"	"3"	"3"	"22"	"4"	"6"	"8"	"1"	"34"	"1"	"3"	"39"	"3"	"3"	"3"	"2"	"3"	"373"
"451"	"74 ¼d"	"½izkFkfed fo|ky;] clMhyk] nka;k Hkkx"	"6"	"73"	"4"	"27"	"0"	"54"	"4"	"1"	"1"	"37"	"2"	"11"	"2"	"4"	"23"	"0"	"4"	"52"	"3"	"3"	"0"	"1"	"2"	"314"
"452"	"175"	"izkFkfed fo|ky; cudVk"	"10"	"42"	"4"	"442"	"8"	"44"	"4"	"2"	"7"	"1"	"1"	"6"	"11"	"3"	"1"	"0"	"7"	"3"	"5"	"24"	"3"	"2"	"3"	"633"
"453"	"176"	"izkFkfed fo|ky; cyMhgk"	"3"	"95"	"27"	"117"	"14"	"328"	"4"	"6"	"4"	"47"	"15"	"25"	"27"	"8"	"13"	"23"	"4"	"6"	"4"	"16"	"4"	"14"	"4"	"808"
"454"	"177"	"vkn'kZ eè; fo|ky; dksik"	"1"	"70"	"4"	"13"	"7"	"312"	"3"	"1"	"2"	"8"	"8"	"3"	"1"	"2"	"0"	"1"	"11"	"0"	"0"	"1"	"1"	"6"	"3"	"458"
"455"	"178"	"mRdzfer mnwZ edrc dksik u;k Hkou"	"2"	"110"	"3"	"38"	"9"	"225"	"5"	"1"	"7"	"18"	"3"	"0"	"4"	"3"	"3"	"3"	"1"	"4"	"4"	"1"	"1"	"2"	"1"	"448"
"456"	"179"	"mRdzfer mnwZ edrc dksik iqjkuk"	"5"	"56"	"3"	"15"	"5"	"241"	"1"	"10"	"0"	"0"	"3"	"1"	"2"	"0"	"1"	"1"	"8"	"12"	"1"	"4"	"1"	"15"	"4"	"389"
"457"	"180"	"mRdzfer e/; fo|ky; HkVofy;k"	"1"	"224"	"10"	"13"	"2"	"141"	"4"	"0"	"1"	"0"	"3"	"8"	"1"	"0"	"6"	"0"	"0"	"6"	"0"	"5"	"0"	"5"	"4"	"434"
"458"	"181"	"iapk;r Hkou dksik"	"4"	"125"	"10"	"51"	"9"	"266"	"4"	"6"	"0"	"8"	"14"	"3"	"8"	"3"	"3"	"1"	"10"	"3"	"8"	"4"	"3"	"12"	"4"	"559"
"459"	"182"	"xka/kh eseksfj;y mPp fo|ky; dksik"	"10"	"38"	"18"	"9"	"6"	"325"	"10"	"2"	"0"	"4"	"6"	"3"	"3"	"3"	"1"	"2"	"4"	"2"	"3"	"1"	"1"	"8"	"2"	"461"
"460"	"183"	"xka/kh eseksfj;y mPp fo|ky; dksik"	"13"	"41"	"8"	"33"	"5"	"298"	"8"	"13"	"3"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"8"	"5"	"4"	"1"	"1"	"13"	"4"	"474"
"461"	"184"	"ckfydk fcgkj Hkou prjk"	"4"	"206"	"7"	"151"	"2"	"159"	"1"	"2"	"1"	"3"	"6"	"16"	"6"	"27"	"6"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"1"	"605"
