"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"
"338"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"339"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"340"	"Round 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"168"	"48"	"16"	"71"	""	"53"	"2"	"4"	"6"	"4"	"13"	"186"	""	"4"	""	"1"	""	"3"	"0"	"0"	"6"	"4"	"0"	""	"1"	"422"	""	"422"	""	""
"342"	"169"	"225"	"5"	"78"	""	"203"	"8"	"6"	"7"	"3"	"9"	"14"	""	"3"	""	"8"	""	"14"	"9"	"7"	"18"	"8"	"0"	""	"11"	"636"	""	"636"	""	""
"343"	"170"	"378"	"15"	"52"	""	"56"	"14"	"1"	"3"	"2"	"3"	"25"	""	"6"	""	"5"	""	"1"	"15"	"4"	"11"	"3"	"0"	""	"3"	"597"	""	"597"	""	""
"344"	"171"	"162"	"13"	"56"	""	"75"	"4"	"4"	"7"	"0"	"6"	"5"	""	"0"	""	"4"	""	"3"	"1"	"1"	"11"	"7"	"4"	""	"3"	"366"	""	"366"	""	""
"345"	"172"	"172"	"1"	"202"	""	"10"	"0"	"0"	"1"	"0"	"2"	"2"	""	"1"	""	"2"	""	"2"	"2"	"0"	"1"	"6"	"0"	""	"2"	"406"	""	"406"	""	""
"346"	"173"	"117"	"1"	"228"	""	"6"	"1"	"0"	"0"	"0"	"1"	"2"	""	"0"	""	"1"	""	"1"	"4"	"2"	"5"	"2"	"0"	""	"8"	"379"	""	"379"	""	""
"347"	"174"	"31"	"1"	"7"	""	"177"	"2"	"1"	"1"	"0"	"1"	"8"	""	"0"	""	"1"	""	"0"	"1"	"1"	"1"	"2"	"14"	""	"7"	"256"	""	"256"	""	""
"348"	"175"	"10"	"1"	"20"	""	"13"	"0"	"1"	"1"	"200"	"0"	"0"	""	"0"	""	"11"	""	"0"	"0"	"0"	"3"	"0"	"0"	""	"0"	"260"	""	"260"	""	""
"349"	"176"	"31"	"0"	"16"	""	"9"	"0"	"0"	"2"	"265"	"2"	"2"	""	"1"	""	"5"	""	"1"	"0"	"0"	"3"	"2"	"0"	""	"3"	"342"	""	"342"	""	""
"350"	"177"	"37"	"4"	"70"	""	"30"	"1"	"3"	"2"	"198"	"1"	"1"	""	"1"	""	"1"	""	"0"	"0"	"0"	"0"	"1"	"5"	""	"0"	"355"	""	"355"	""	""
"351"	"178"	"48"	"1"	"36"	""	"45"	"1"	"0"	"1"	"307"	"7"	"5"	""	"1"	""	"4"	""	"5"	"3"	"6"	"5"	"1"	"3"	""	"12"	"491"	""	"491"	""	""
"352"	"179"	"46"	"1"	"13"	""	"336"	"8"	"1"	"3"	"0"	"4"	"3"	""	"1"	""	"4"	""	"0"	"0"	"0"	"1"	"5"	"50"	""	"1"	"477"	""	"477"	""	""
"353"	"180"	"176"	"2"	"10"	""	"176"	"10"	"1"	"3"	"0"	"4"	"5"	""	"5"	""	"5"	""	"3"	"8"	"3"	"7"	"1"	"26"	""	"15"	"460"	""	"460"	""	""
"354"	"181"	"63"	"2"	"32"	""	"47"	"2"	"2"	"1"	"248"	"13"	"5"	""	"3"	""	"2"	""	"0"	"2"	"6"	"19"	"7"	"3"	""	"14"	"471"	""	"471"	""	""
"355"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"358"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"359"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Total"	"1544"	"63"	"891"	""	"1236"	"53"	"24"	"38"	"1227"	"66"	"263"	""	"26"	""	"54"	""	"33"	"45"	"30"	"91"	"49"	"105"	"80"	""	"5918"	""	"5918"	""	""
"361"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"364"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"365"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"366"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"367"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"368"	"Round 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"182"	"35"	"1"	"17"	""	"13"	"2"	"0"	"3"	"267"	"4"	"11"	""	"0"	""	"1"	""	"1"	"3"	"1"	"6"	"1"	"1"	""	"4"	"371"	""	"371"	""	""
"370"	"183"	"156"	"4"	"12"	""	"182"	"6"	"3"	"6"	"2"	"0"	"11"	""	"1"	""	"3"	""	"7"	"3"	"1"	"6"	"10"	"17"	""	"21"	"451"	""	"451"	""	""
"371"	"184"	"226"	"26"	"43"	""	"32"	"3"	"3"	"4"	"2"	"3"	"23"	""	"2"	""	"2"	""	"5"	"4"	"0"	"5"	"4"	"8"	""	"51"	"446"	""	"446"	""	""
"372"	"185"	"173"	"52"	"32"	""	"25"	"5"	"2"	"3"	"6"	"9"	"55"	""	"1"	""	"2"	""	"8"	"4"	"2"	"8"	"1"	"7"	""	"34"	"429"	""	"429"	""	""
"373"	"186"	"205"	"0"	"46"	""	"34"	"0"	"0"	"2"	"1"	"1"	"3"	""	"1"	""	"0"	""	"1"	"3"	"0"	"1"	"2"	"31"	""	"32"	"363"	""	"363"	""	""
"374"	"187"	"161"	"2"	"22"	""	"35"	"0"	"1"	"0"	"1"	"0"	"5"	""	"0"	""	"0"	""	"2"	"1"	"1"	"1"	"9"	"34"	""	"120"	"395"	""	"395"	""	""
"375"	"188"	"163"	"5"	"106"	""	"82"	"2"	"4"	"2"	"1"	"0"	"4"	""	"2"	""	"0"	""	"0"	"4"	"2"	"2"	"6"	"18"	""	"6"	"409"	""	"409"	""	""
"376"	"189"	"139"	"20"	"70"	""	"50"	"2"	"3"	"2"	"2"	"5"	"6"	""	"1"	""	"1"	""	"0"	"7"	"3"	"4"	"5"	"6"	""	"5"	"331"	""	"331"	""	""
"377"	"190"	"307"	"1"	"92"	""	"15"	"0"	"0"	"2"	"0"	"1"	"1"	""	"0"	""	"0"	""	"0"	"4"	"0"	"7"	"6"	"15"	""	"0"	"451"	""	"451"	""	""
"378"	"191"	"357"	"5"	"11"	""	"93"	"2"	"2"	"5"	"115"	"6"	"2"	""	"0"	""	"3"	""	"2"	"20"	"3"	"6"	"6"	"58"	""	"3"	"699"	""	"699"	""	""
"379"	"192"	"27"	"10"	"5"	""	"341"	"1"	"7"	"3"	"0"	"0"	"1"	""	"1"	""	"3"	""	"1"	"1"	"3"	"4"	"6"	"121"	""	"5"	"540"	""	"540"	""	""
"380"	"193"	"129"	"0"	"97"	""	"12"	"2"	"0"	"0"	"12"	"0"	"1"	""	"1"	""	"0"	""	"1"	"0"	"0"	"0"	"0"	"0"	""	"0"	"255"	""	"255"	""	""
"381"	"194"	"103"	"0"	"82"	""	"3"	"0"	"0"	"1"	"0"	"0"	"0"	""	"0"	""	"0"	""	"1"	"0"	"1"	"0"	"0"	"0"	""	"0"	"191"	""	"191"	""	""
"382"	"195"	"131"	"3"	"135"	""	"6"	"0"	"0"	"3"	"2"	"2"	"0"	""	"0"	""	"1"	""	"1"	"1"	"1"	"5"	"3"	"3"	""	"2"	"299"	""	"299"	""	""
"383"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"386"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"387"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"Total"	"2312"	"129"	"770"	""	"923"	"25"	"25"	"36"	"411"	"31"	"123"	""	"10"	""	"16"	""	"30"	"55"	"18"	"55"	"59"	"319"	"283"	""	"5630"	""	"5630"	""	""
"389"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"393"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"394"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"395"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"396"	"Round 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"196"	"4"	"1"	"3"	""	"141"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""	"0"	""	"0"	"0"	"0"	"0"	"0"	"36"	""	"0"	"185"	""	"185"	""	""
"398"	"197"	"271"	"4"	"49"	""	"53"	"2"	"6"	"8"	"160"	"3"	"1"	""	"2"	""	"4"	""	"21"	"3"	"1"	"9"	"3"	"3"	""	"103"	"706"	""	"706"	""	""
"399"	"198"	"245"	"0"	"46"	""	"27"	"3"	"1"	"2"	"47"	"0"	"2"	""	"3"	""	"4"	""	"1"	"0"	"0"	"2"	"11"	"3"	""	"56"	"453"	""	"453"	""	""
"400"	"199"	"137"	"13"	"35"	""	"47"	"3"	"4"	"4"	"4"	"7"	"95"	""	"2"	""	"0"	""	"3"	"2"	"1"	"2"	"7"	"4"	""	"17"	"387"	""	"387"	""	""
"401"	"200"	"217"	"7"	"115"	""	"39"	"1"	"1"	"3"	"1"	"2"	"7"	""	"2"	""	"3"	""	"5"	"3"	"1"	"7"	"10"	"12"	""	"41"	"477"	""	"477"	""	""
"402"	"201"	"196"	"7"	"60"	""	"51"	"0"	"4"	"3"	"4"	"9"	"6"	""	"0"	""	"1"	""	"4"	"2"	"0"	"3"	"4"	"22"	""	"33"	"409"	""	"409"	""	""
"403"	"202"	"70"	"0"	"83"	""	"13"	"0"	"0"	"2"	"172"	"3"	"4"	""	"0"	""	"0"	""	"1"	"1"	"0"	"1"	"2"	"1"	""	"27"	"380"	""	"380"	""	""
"404"	"203"	"84"	"0"	"42"	""	"18"	"0"	"0"	"1"	"75"	"0"	"0"	""	"0"	""	"0"	""	"0"	"0"	"2"	"2"	"0"	"8"	""	"11"	"243"	""	"243"	""	""
"405"	"204"	"125"	"1"	"158"	""	"4"	"0"	"1"	"3"	"5"	"0"	"1"	""	"0"	""	"0"	""	"0"	"0"	"1"	"1"	"0"	"11"	""	"8"	"319"	""	"319"	""	""
"406"	"205"	"156"	"2"	"64"	""	"22"	"0"	"1"	"0"	"206"	"5"	"0"	""	"4"	""	"0"	""	"4"	"1"	"0"	"2"	"3"	"1"	""	"88"	"559"	""	"559"	""	""
"407"	"206"	"58"	"0"	"16"	""	"9"	"0"	"0"	"1"	"155"	"4"	"0"	""	"0"	""	"3"	""	"3"	"1"	"1"	"3"	"3"	"6"	""	"31"	"294"	""	"294"	""	""
"408"	"207"	"66"	"3"	"15"	""	"10"	"0"	"1"	"4"	"114"	"2"	"2"	""	"1"	""	"0"	""	"1"	"0"	"0"	"1"	"0"	"1"	""	"25"	"246"	""	"246"	""	""
"409"	"208"	"197"	"6"	"60"	""	"140"	"6"	"2"	"4"	"8"	"3"	"4"	""	"0"	""	"2"	""	"6"	"7"	"5"	"16"	"4"	"30"	""	"9"	"509"	""	"509"	""	""
"410"	"209"	"183"	"4"	"65"	""	"71"	"0"	"2"	"4"	"39"	"6"	"6"	""	"1"	""	"3"	""	"5"	"5"	"1"	"4"	"6"	"1"	""	"23"	"429"	""	"429"	""	""
"411"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"415"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"416"	"Total"	"2009"	"48"	"811"	""	"645"	"15"	"23"	"39"	"990"	"44"	"128"	""	"15"	""	"20"	""	"54"	"25"	"13"	"53"	"53"	"139"	"472"	""	"5596"	""	"5596"	""	""
"417"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"421"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"422"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"423"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"424"	"Round 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"210"	"101"	"0"	"144"	""	"21"	"2"	"0"	"0"	"16"	"2"	"2"	""	"1"	""	"1"	""	"0"	"0"	"0"	"1"	"1"	"4"	""	"5"	"301"	""	"301"	""	""
"426"	"211"	"115"	"2"	"16"	""	"24"	"0"	"0"	"6"	"124"	"2"	"0"	""	"2"	""	"2"	""	"12"	"2"	"2"	"5"	"6"	"5"	""	"65"	"390"	""	"390"	""	""
"427"	"212"	"144"	"1"	"27"	""	"12"	"0"	"0"	"4"	"36"	"13"	"1"	""	"2"	""	"2"	""	"2"	"7"	"1"	"2"	"4"	"12"	""	"28"	"298"	""	"298"	""	""
"428"	"213"	"78"	"0"	"51"	""	"12"	"0"	"1"	"0"	"49"	"4"	"2"	""	"1"	""	"0"	""	"1"	"3"	"2"	"5"	"0"	"1"	""	"15"	"225"	""	"225"	""	""
"429"	"214"	"208"	"0"	"29"	""	"26"	"0"	"2"	"2"	"28"	"1"	"2"	""	"0"	""	"10"	""	"2"	"3"	"1"	"6"	"1"	"4"	""	"72"	"397"	""	"397"	""	""
"430"	"215"	"253"	"1"	"35"	""	"60"	"1"	"0"	"2"	"29"	"7"	"19"	""	"4"	""	"5"	""	"10"	"5"	"7"	"15"	"1"	"2"	""	"63"	"519"	""	"519"	""	""
"431"	"216"	"40"	"0"	"13"	""	"308"	"5"	"7"	"5"	"3"	"1"	"5"	""	"8"	""	"9"	""	"16"	"4"	"2"	"10"	"3"	"1"	""	"21"	"461"	""	"461"	""	""
"432"	"217"	"116"	"1"	"198"	""	"30"	"0"	"2"	"1"	"1"	"0"	"2"	""	"0"	""	"0"	""	"3"	"2"	"1"	"2"	"2"	"3"	""	"54"	"418"	""	"418"	""	""
"433"	"218"	"244"	"3"	"77"	""	"22"	"2"	"2"	"2"	"99"	"3"	"2"	""	"1"	""	"11"	""	"4"	"0"	"0"	"2"	"5"	"4"	""	"41"	"524"	""	"524"	""	""
"434"	"219"	"243"	"2"	"28"	""	"18"	"2"	"2"	"1"	"95"	"2"	"2"	""	"0"	""	"11"	""	"2"	"0"	"1"	"1"	"5"	"13"	""	"5"	"433"	""	"433"	""	""
"435"	"220"	"229"	"3"	"17"	""	"25"	"1"	"0"	"4"	"205"	"4"	"4"	""	"3"	""	"6"	""	"2"	"2"	"5"	"11"	"9"	"0"	""	"27"	"557"	""	"557"	""	""
"436"	"221"	"145"	"1"	"34"	""	"27"	"0"	"2"	"2"	"29"	"2"	"3"	""	"0"	""	"3"	""	"3"	"2"	"1"	"5"	"4"	"1"	""	"142"	"406"	""	"406"	""	""
"437"	"222"	"133"	"1"	"26"	""	"11"	"0"	"1"	"3"	"17"	"3"	"2"	""	"1"	""	"1"	""	"7"	"1"	"3"	"3"	"2"	"0"	""	"143"	"358"	""	"358"	""	""
"438"	"223"	"202"	"2"	"50"	""	"34"	"0"	"2"	"1"	"21"	"1"	"6"	""	"1"	""	"2"	""	"17"	"5"	"3"	"11"	"13"	"3"	""	"228"	"602"	""	"602"	""	""
"439"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"440"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"442"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"443"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"Total"	"2251"	"17"	"745"	""	"630"	"13"	"21"	"33"	"752"	"45"	"52"	""	"24"	""	"63"	""	"81"	"36"	"29"	"79"	"56"	"53"	"909"	""	"5889"	""	"5889"	""	""
"445"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"449"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
