"fuokZpuksa..dk..l.apky.u..fu..e...1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"1"	"ºd kuwuh  fu; e  vkSj  vkns' kΩ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"i z: i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"øfu; e  56xº2ΩºxΩnsf[ k, ¿"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"112&egkj kt xat   fo/kku  l Hkk  fuokZpu  {ks=  esa  fcgkj  fo/kku  l Hkk  d s  fy ; s  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"pÿ  l a0&01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"347"	"153"	"7"	"2"	"139"	"84"	"100"	"3"	"5"	"8"	"3"	"1"	"9"	"10"	"9"	"18"	"5"	"69"	"7"	"1"	"11"	"17"	"508"	""	"508"	""
"348"	"; ksx"	"60"	"18"	"997"	"504"	"372"	"13"	"16"	"48"	"17"	"16"	"55"	"42"	"59"	"78"	"49"	"288"	"37"	"17"	"133"	"90"	"2909"	"0"	"2909"	"0"
"349"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2429"	"732"	"27758"	"12295"	"5054"	"483"	"427"	"795"	"729"	"361"	"2720"	"1047"	"1082"	"1336"	"1560"	"4248"	"1453"	"803"	"1790"	"5653"	"72755"	"0"	"72755"	"0"
"350"	"dqy  ; ksx"	"2489"	"750"	"28755"	"12799"	"5426"	"496"	"443"	"843"	"746"	"377"	"2775"	"1089"	"1141"	"1414"	"1609"	"4536"	"1490"	"820"	"1923"	"5743"	"75664"	"0"	"75664"	"0"
"351"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"Page 20 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"pÿ  l a0&21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"358"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"359"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"360"	"154"	"20"	"4"	"74"	"133"	"8"	"1"	"4"	"3"	"1"	"1"	"2"	"2"	"7"	"3"	"4"	"270"	"32"	"9"	"13"	"13"	"604"	""	"604"	""
"361"	"155"	"10"	"1"	"90"	"59"	"58"	"0"	"2"	"9"	"6"	"0"	"4"	"4"	"9"	"4"	"10"	"423"	"10"	"3"	"1"	"11"	"714"	""	"714"	""
"362"	"156"	"4"	"3"	"219"	"28"	"20"	"2"	"4"	"7"	"2"	"1"	"1"	"3"	"3"	"6"	"3"	"24"	"12"	"15"	"39"	"11"	"407"	""	"407"	""
"363"	"157"	"24"	"6"	"124"	"59"	"113"	"1"	"3"	"3"	"4"	"2"	"3"	"7"	"4"	"4"	"3"	"6"	"1"	"3"	"9"	"5"	"384"	""	"384"	""
"364"	"158"	"15"	"0"	"119"	"89"	"47"	"1"	"2"	"8"	"1"	"1"	"1"	"6"	"4"	"8"	"6"	"62"	"2"	"5"	"12"	"9"	"398"	""	"398"	""
"365"	"159"	"15"	"11"	"277"	"135"	"13"	"3"	"4"	"18"	"6"	"1"	"19"	"15"	"8"	"13"	"13"	"186"	"7"	"3"	"14"	"38"	"799"	""	"799"	""
"366"	"160"	"19"	"6"	"228"	"63"	"12"	"1"	"0"	"3"	"1"	"0"	"2"	"4"	"2"	"1"	"3"	"107"	"5"	"1"	"6"	"8"	"472"	""	"472"	""
"367"	"161"	"0"	"0"	"7"	"4"	"148"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"165"	""	"165"	""
"368"	"; ksx"	"107"	"31"	"1138"	"570"	"419"	"9"	"19"	"52"	"21"	"6"	"33"	"41"	"37"	"40"	"42"	"1080"	"70"	"39"	"94"	"95"	"3943"	"0"	"3943"	"0"
"369"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2489"	"750"	"28755"	"12799"	"5426"	"496"	"443"	"843"	"746"	"377"	"2775"	"1089"	"1141"	"1414"	"1609"	"4536"	"1490"	"820"	"1923"	"5743"	"75664"	"0"	"75664"	"0"
"370"	"dqy  ; ksx"	"2596"	"781"	"29893"	"13369"	"5845"	"505"	"462"	"895"	"767"	"383"	"2808"	"1130"	"1178"	"1454"	"1651"	"5616"	"1560"	"859"	"2017"	"5838"	"79607"	"0"	"79607"	"0"
"371"	"Page 21 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"pÿ  l a0&22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"374"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"375"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"376"	"162"	"32"	"5"	"68"	"73"	"2"	"0"	"2"	"13"	"1"	"2"	"28"	"6"	"11"	"10"	"12"	"14"	"0"	"0"	"59"	"23"	"361"	""	"361"	""
"377"	"163"	"7"	"3"	"134"	"114"	"63"	"5"	"3"	"5"	"4"	"2"	"2"	"11"	"7"	"12"	"11"	"13"	"4"	"3"	"5"	"19"	"427"	""	"427"	""
"378"	"164"	"21"	"1"	"41"	"4"	"27"	"4"	"3"	"0"	"1"	"2"	"3"	"6"	"2"	"4"	"7"	"12"	"1"	"2"	"4"	"8"	"153"	""	"153"	""
"379"	"165"	"7"	"4"	"117"	"77"	"34"	"2"	"2"	"4"	"2"	"1"	"1"	"4"	"2"	"4"	"1"	"3"	"7"	"10"	"9"	"4"	"295"	""	"295"	""
"380"	"166"	"22"	"8"	"221"	"125"	"25"	"2"	"3"	"2"	"3"	"4"	"7"	"4"	"3"	"1"	"2"	"55"	"3"	"10"	"4"	"11"	"515"	""	"515"	""
"381"	"167"	"13"	"11"	"137"	"190"	"9"	"3"	"1"	"10"	"3"	"1"	"3"	"7"	"3"	"3"	"9"	"75"	"18"	"34"	"18"	"32"	"580"	""	"580"	""
"382"	"168"	"4"	"1"	"75"	"18"	"12"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"2"	"0"	"3"	"1"	"2"	"44"	"4"	"6"	"178"	""	"178"	""
"383"	"169"	"13"	"4"	"112"	"43"	"6"	"0"	"1"	"4"	"7"	"1"	"2"	"4"	"4"	"1"	"5"	"3"	"7"	"33"	"6"	"20"	"276"	""	"276"	""
"384"	"; ksx"	"119"	"37"	"905"	"644"	"178"	"16"	"15"	"38"	"23"	"14"	"48"	"43"	"34"	"35"	"50"	"176"	"42"	"136"	"109"	"123"	"2785"	"0"	"2785"	"0"
"385"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2596"	"781"	"29893"	"13369"	"5845"	"505"	"462"	"895"	"767"	"383"	"2808"	"1130"	"1178"	"1454"	"1651"	"5616"	"1560"	"859"	"2017"	"5838"	"79607"	"0"	"79607"	"0"
"386"	"dqy  ; ksx"	"2715"	"818"	"30798"	"14013"	"6023"	"521"	"477"	"933"	"790"	"397"	"2856"	"1173"	"1212"	"1489"	"1701"	"5792"	"1602"	"995"	"2126"	"5961"	"82392"	"0"	"82392"	"0"
"387"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Page 22 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"pÿ  l a0&23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"392"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"393"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"394"	"170"	"25"	"4"	"160"	"169"	"25"	"2"	"1"	"0"	"8"	"2"	"4"	"3"	"1"	"5"	"3"	"61"	"25"	"54"	"21"	"33"	"606"	""	"606"	""
"395"	"171"	"3"	"2"	"231"	"93"	"22"	"1"	"0"	"5"	"1"	"2"	"2"	"0"	"1"	"4"	"1"	"2"	"9"	"11"	"39"	"6"	"435"	""	"435"	""
"396"	"172"	"24"	"1"	"149"	"322"	"25"	"5"	"1"	"17"	"5"	"5"	"4"	"5"	"1"	"1"	"1"	"43"	"8"	"22"	"5"	"4"	"648"	""	"648"	""
"397"	"173"	"2"	"1"	"110"	"81"	"12"	"0"	"0"	"2"	"2"	"1"	"4"	"3"	"3"	"1"	"3"	"9"	"6"	"3"	"3"	"19"	"265"	""	"265"	""
"398"	"174"	"13"	"7"	"310"	"161"	"53"	"0"	"0"	"71"	"3"	"4"	"6"	"7"	"5"	"2"	"6"	"25"	"22"	"20"	"15"	"19"	"749"	""	"749"	""
"399"	"175"	"4"	"2"	"193"	"82"	"4"	"0"	"0"	"3"	"0"	"3"	"2"	"3"	"1"	"0"	"1"	"29"	"6"	"11"	"11"	"19"	"374"	""	"374"	""
"400"	"176"	"5"	"7"	"224"	"116"	"26"	"4"	"8"	"18"	"6"	"5"	"11"	"16"	"16"	"12"	"10"	"26"	"2"	"31"	"11"	"14"	"568"	""	"568"	""
"401"	"177"	"11"	"1"	"163"	"85"	"36"	"3"	"0"	"0"	"7"	"1"	"6"	"3"	"2"	"6"	"7"	"2"	"7"	"105"	"18"	"5"	"468"	""	"468"	""
"402"	"; ksx"	"87"	"25"	"1540"	"1109"	"203"	"15"	"10"	"116"	"32"	"23"	"39"	"40"	"30"	"31"	"32"	"197"	"85"	"257"	"123"	"119"	"4113"	"0"	"4113"	"0"
"403"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2715"	"818"	"30798"	"14013"	"6023"	"521"	"477"	"933"	"790"	"397"	"2856"	"1173"	"1212"	"1489"	"1701"	"5792"	"1602"	"995"	"2126"	"5961"	"82392"	"0"	"82392"	"0"
"404"	"dqy  ; ksx"	"2802"	"843"	"32338"	"15122"	"6226"	"536"	"487"	"1049"	"822"	"420"	"2895"	"1213"	"1242"	"1520"	"1733"	"5989"	"1687"	"1252"	"2249"	"6080"	"86505"	"0"	"86505"	"0"
"405"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"Page 23 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"409"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"410"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"411"	"178"	"6"	"3"	"112"	"20"	"175"	"6"	"2"	"1"	"3"	"2"	"0"	"3"	"1"	"1"	"1"	"84"	"9"	"5"	"2"	"8"	"444"	""	"444"	""
"412"	"179"	"7"	"3"	"138"	"35"	"145"	"3"	"4"	"3"	"9"	"108"	"5"	"11"	"10"	"8"	"5"	"10"	"1"	"22"	"1"	"9"	"537"	""	"537"	""
"413"	"180"	"14"	"7"	"197"	"118"	"17"	"0"	"0"	"2"	"2"	"4"	"2"	"4"	"6"	"2"	"12"	"36"	"20"	"6"	"4"	"51"	"504"	""	"504"	""
"414"	"181"	"16"	"11"	"203"	"63"	"162"	"0"	"10"	"7"	"9"	"5"	"4"	"10"	"3"	"10"	"7"	"84"	"21"	"62"	"28"	"46"	"761"	""	"761"	""
"415"	"182"	"5"	"3"	"49"	"47"	"61"	"2"	"0"	"3"	"1"	"1"	"1"	"1"	"4"	"3"	"11"	"1"	"1"	"6"	"4"	"38"	"242"	""	"242"	""
"416"	"183"	"15"	"6"	"127"	"128"	"66"	"2"	"0"	"2"	"5"	"0"	"7"	"8"	"6"	"6"	"9"	"60"	"2"	"4"	"16"	"13"	"482"	""	"482"	""
"417"	"184"	"3"	"0"	"4"	"143"	"2"	"1"	"0"	"2"	"0"	"0"	"3"	"2"	"6"	"1"	"2"	"8"	"5"	"2"	"4"	"6"	"194"	""	"194"	""
"418"	"185"	"5"	"2"	"192"	"278"	"43"	"1"	"3"	"7"	"2"	"3"	"25"	"6"	"19"	"5"	"4"	"6"	"3"	"0"	"8"	"15"	"627"	""	"627"	""
"419"	"; ksx"	"71"	"35"	"1022"	"832"	"671"	"15"	"19"	"27"	"31"	"123"	"47"	"45"	"55"	"36"	"51"	"289"	"62"	"107"	"67"	"186"	"3791"	"0"	"3791"	"0"
"420"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2802"	"843"	"32338"	"15122"	"6226"	"536"	"487"	"1049"	"822"	"420"	"2895"	"1213"	"1242"	"1520"	"1733"	"5989"	"1687"	"1252"	"2249"	"6080"	"86505"	"0"	"86505"	"0"
"421"	"dqy  ; ksx"	"2873"	"878"	"33360"	"15954"	"6897"	"551"	"506"	"1076"	"853"	"543"	"2942"	"1258"	"1297"	"1556"	"1784"	"6278"	"1749"	"1359"	"2316"	"6266"	"90296"	"0"	"90296"	"0"
"422"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"Page 24 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"426"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"427"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"428"	"186"	"8"	"2"	"102"	"105"	"5"	"3"	"3"	"5"	"1"	"0"	"21"	"6"	"4"	"4"	"4"	"5"	"6"	"14"	"6"	"24"	"328"	""	"328"	""
"429"	"187"	"15"	"3"	"208"	"163"	"118"	"4"	"1"	"3"	"2"	"17"	"1"	"2"	"1"	"4"	"28"	"8"	"10"	"20"	"4"	"118"	"730"	""	"730"	""
"430"	"188"	"18"	"8"	"244"	"89"	"132"	"0"	"1"	"7"	"1"	"2"	"3"	"10"	"4"	"9"	"8"	"2"	"6"	"8"	"4"	"37"	"593"	""	"593"	""
"431"	"189"	"2"	"1"	"135"	"132"	"2"	"1"	"2"	"2"	"3"	"0"	"1"	"5"	"2"	"5"	"8"	"5"	"5"	"6"	"5"	"40"	"362"	""	"362"	""
"432"	"190"	"5"	"5"	"56"	"135"	"86"	"3"	"4"	"11"	"5"	"5"	"4"	"6"	"5"	"0"	"19"	"10"	"1"	"5"	"6"	"66"	"437"	""	"437"	""
"433"	"191"	"12"	"6"	"27"	"99"	"36"	"1"	"2"	"1"	"3"	"1"	"9"	"2"	"0"	"2"	"9"	"3"	"3"	"37"	"4"	"16"	"273"	""	"273"	""
"434"	"192"	"20"	"6"	"103"	"98"	"17"	"4"	"2"	"3"	"2"	"0"	"6"	"7"	"2"	"2"	"6"	"5"	"0"	"22"	"0"	"50"	"355"	""	"355"	""
"435"	"192d"	"3"	"8"	"121"	"109"	"7"	"0"	"3"	"6"	"1"	"1"	"5"	"6"	"5"	"7"	"4"	"8"	"4"	"17"	"3"	"12"	"330"	""	"330"	""
"436"	"; ksx"	"83"	"39"	"996"	"930"	"403"	"16"	"18"	"38"	"18"	"26"	"50"	"44"	"23"	"33"	"86"	"46"	"35"	"129"	"32"	"363"	"3408"	"0"	"3408"	"0"
"437"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2873"	"878"	"33360"	"15954"	"6897"	"551"	"506"	"1076"	"853"	"543"	"2942"	"1258"	"1297"	"1556"	"1784"	"6278"	"1749"	"1359"	"2316"	"6266"	"90296"	"0"	"90296"	"0"
"438"	"dqy  ; ksx"	"2956"	"917"	"34356"	"16884"	"7300"	"567"	"524"	"1114"	"871"	"569"	"2992"	"1302"	"1320"	"1589"	"1870"	"6324"	"1784"	"1488"	"2348"	"6629"	"93704"	"0"	"93704"	"0"
"439"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"440"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"Page 25 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"442"	"pÿ  l a0&26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"444"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"445"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"446"	"193"	"11"	"2"	"111"	"17"	"58"	"2"	"2"	"7"	"2"	"3"	"20"	"5"	"2"	"0"	"9"	"4"	"18"	"10"	"5"	"15"	"303"	""	"303"	""
"447"	"194"	"12"	"12"	"135"	"47"	"18"	"2"	"1"	"57"	"4"	"1"	"3"	"1"	"0"	"0"	"19"	"5"	"8"	"22"	"5"	"168"	"520"	""	"520"	""
"448"	"195"	"16"	"4"	"114"	"88"	"101"	"3"	"3"	"12"	"6"	"4"	"8"	"3"	"3"	"2"	"7"	"4"	"0"	"0"	"0"	"26"	"404"	""	"404"	""
"449"	"196"	"21"	"2"	"146"	"64"	"92"	"3"	"5"	"4"	"4"	"5"	"17"	"4"	"5"	"5"	"18"	"4"	"2"	"3"	"3"	"34"	"441"	""	"441"	""
"450"	"197"	"8"	"7"	"90"	"82"	"67"	"0"	"2"	"5"	"1"	"5"	"14"	"11"	"2"	"12"	"30"	"13"	"0"	"4"	"18"	"79"	"450"	""	"450"	""
"451"	"198"	"15"	"4"	"212"	"33"	"28"	"3"	"2"	"3"	"0"	"5"	"13"	"9"	"9"	"18"	"8"	"8"	"6"	"6"	"7"	"6"	"395"	""	"395"	""
"452"	"199"	"3"	"7"	"108"	"83"	"5"	"4"	"3"	"8"	"5"	"2"	"12"	"11"	"12"	"16"	"44"	"22"	"6"	"1"	"4"	"61"	"417"	""	"417"	""
"453"	"200"	"24"	"4"	"129"	"10"	"38"	"1"	"3"	"2"	"3"	"5"	"46"	"6"	"5"	"10"	"21"	"41"	"4"	"9"	"3"	"65"	"429"	""	"429"	""
"454"	"; ksx"	"110"	"42"	"1045"	"424"	"407"	"18"	"21"	"98"	"25"	"30"	"133"	"50"	"38"	"63"	"156"	"101"	"44"	"55"	"45"	"454"	"3359"	"0"	"3359"	"0"
"455"	"fi Nys pdzksa ds er ksa dk
; ksx"	"2956"	"917"	"34356"	"16884"	"7300"	"567"	"524"	"1114"	"871"	"569"	"2992"	"1302"	"1320"	"1589"	"1870"	"6324"	"1784"	"1488"	"2348"	"6629"	"93704"	"0"	"93704"	"0"
"456"	"dqy  ; ksx"	"3066"	"959"	"35401"	"17308"	"7707"	"585"	"545"	"1212"	"896"	"599"	"3125"	"1352"	"1358"	"1652"	"2026"	"6425"	"1828"	"1543"	"2393"	"7083"	"97063"	"0"	"97063"	"0"
"457"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"458"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"Page 26 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"460"	"pÿ  l a0&27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"461"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"462"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
