"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"417"	"207"	"168"	"22"	"270"	"6"	"3"	""	"3"	"3"	"3"	"5"	"4"	""	"23"	"7"	"31"	"548"	"0"	"548"	""	"0"	""	""	""	""	""	""	""
"418"	"208"	"228"	"15"	"66"	"9"	"1"	""	"1"	"0"	"2"	"1"	"2"	""	"0"	"1"	"3"	"329"	"0"	"329"	""	"0"	""	""	""	""	""	""	""
"419"	"209"	"105"	"27"	"540"	"11"	"6"	""	"4"	"4"	"0"	"3"	"4"	""	"17"	"14"	"32"	"767"	"0"	"767"	""	"0"	""	""	""	""	""	""	""
"420"	"210"	"105"	"7"	"109"	"1"	"0"	""	"1"	"0"	"0"	"1"	"3"	""	"10"	"2"	"17"	"256"	"0"	"256"	""	"0"	""	""	""	""	""	""	""
"421"	"Total"	"3440"	"354"	"2785"	"134"	"36"	""	"27"	"20"	"21"	"35"	"41"	""	"108"	"51"	"219"	"7271"	"0"	"7271"	""	"0"	""	""	""	""	""	""	""
"422"	"B.F."	"38691"	"5358"	"32024"	"2105"	"1569"	""	"891"	"330"	"378"	"626"	"637"	""	"1731"	"1002"	"4270"	"89612"	"0"	"89612"	""	"0"	""	""	""	""	""	""	""
"423"	"G. Total"	"42131"	"5712"	"34809"	"2239"	"1605"	""	"918"	"350"	"399"	"661"	"678"	""	"1839"	"1053"	"4489"	"96883"	"0"	"96883"	""	"0"	""	""	""	""	""	""	""
"424"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"428"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"429"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"430"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"431"	"Name of the Assembly/segment - 111- GOREYAKOTHI
(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	"Round No       16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"432"	"Serial No. of Polling"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	"Total of valid"	""	""	""	""	"No. of rejected"	""	"Total"	""	"No. of tendered"	""	""	""	""	""	""
"433"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"434"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"435"	"211"	"216"	"36"	"95"	"8"	"18"	""	"0"	"1"	"3"	"3"	"3"	""	"6"	"4"	"18"	"411"	"0"	"411"	""	"0"	""	""	""	""	""	""	""
"436"	"212"	"63"	"26"	"64"	"15"	"190"	""	"8"	"11"	"11"	"27"	"13"	""	"10"	"13"	"39"	"490"	"0"	"490"	""	"0"	""	""	""	""	""	""	""
"437"	"213"	"310"	"86"	"29"	"2"	"4"	""	"1"	"2"	"2"	"8"	"4"	""	"1"	"2"	"24"	"475"	"0"	"475"	""	"0"	""	""	""	""	""	""	""
"438"	"214"	"371"	"120"	"69"	"2"	"2"	""	"3"	"4"	"2"	"1"	"2"	""	"7"	"2"	"6"	"591"	"0"	"591"	""	"0"	""	""	""	""	""	""	""
"439"	"215"	"88"	"10"	"49"	"1"	"0"	""	"0"	"0"	"0"	"0"	"0"	""	"4"	"1"	"5"	"158"	"0"	"158"	""	"0"	""	""	""	""	""	""	""
"440"	"216"	"516"	"76"	"20"	"9"	"3"	""	"1"	"2"	"4"	"0"	"5"	""	"11"	"3"	"17"	"667"	"0"	"667"	""	"0"	""	""	""	""	""	""	""
"441"	"217"	"80"	"31"	"71"	"3"	"1"	""	"1"	"1"	"1"	"2"	"3"	""	"8"	"4"	"13"	"219"	"0"	"219"	""	"0"	""	""	""	""	""	""	""
"442"	"218"	"158"	"228"	"205"	"17"	"9"	""	"9"	"6"	"5"	"5"	"1"	""	"10"	"9"	"25"	"687"	"0"	"687"	""	"0"	""	""	""	""	""	""	""
"443"	"219"	"42"	"222"	"242"	"9"	"1"	""	"1"	"1"	"2"	"1"	"1"	""	"8"	"3"	"19"	"552"	"0"	"552"	""	"0"	""	""	""	""	""	""	""
"444"	"220"	"30"	"80"	"327"	"2"	"3"	""	"1"	"1"	"3"	"6"	"2"	""	"50"	"4"	"28"	"537"	"0"	"537"	""	"0"	""	""	""	""	""	""	""
"445"	"221"	"37"	"37"	"143"	"9"	"0"	""	"1"	"0"	"0"	"1"	"0"	""	"1"	"0"	"3"	"232"	"0"	"232"	""	"0"	""	""	""	""	""	""	""
"446"	"222"	"261"	"35"	"115"	"7"	"6"	""	"2"	"3"	"0"	"5"	"2"	""	"6"	"8"	"25"	"475"	"0"	"475"	""	"0"	""	""	""	""	""	""	""
"447"	"223"	"190"	"26"	"167"	"2"	"12"	""	"1"	"2"	"1"	"3"	"2"	""	"11"	"1"	"8"	"426"	"0"	"426"	""	"0"	""	""	""	""	""	""	""
"448"	"224"	"180"	"46"	"209"	"6"	"3"	""	"1"	"1"	"0"	"1"	"3"	""	"14"	"2"	"9"	"475"	"0"	"475"	""	"0"	""	""	""	""	""	""	""
"449"	"Total"	"2542"	"1059"	"1805"	"92"	"252"	""	"30"	"35"	"34"	"63"	"41"	""	"147"	"56"	"239"	"6395"	"0"	"6395"	""	"0"	""	""	""	""	""	""	""
"450"	"B.F."	"42131"	"5712"	"34809"	"2239"	"1605"	""	"918"	"350"	"399"	"661"	"678"	""	"1839"	"1053"	"4489"	"96883"	"0"	"96883"	""	"0"	""	""	""	""	""	""	""
"451"	"G. Total"	"44673"	"6771"	"36614"	"2331"	"1857"	""	"948"	"385"	"433"	"724"	"719"	""	"1986"	"1109"	"4728"	"103278"	"0"	"103278"	""	"0"	""	""	""	""	""	""	""
"452"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"457"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"458"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"Name of the Assembly/segment - 111- GOREYAKOTHI
(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	"Round No        17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"460"	"Serial No. of Polling"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	"Total of valid"	""	""	""	""	"No. of rejected"	""	"Total"	""	"No. of tendered"	""	""	""	""	""	""
"461"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"462"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"463"	"225"	"146"	"38"	"120"	"9"	"14"	""	"1"	"2"	"4"	"1"	"1"	""	"6"	"7"	"22"	"371"	"0"	"371"	""	"0"	""	""	""	""	""	""	""
"464"	"226"	"201"	"23"	"343"	"19"	"1"	""	"4"	"0"	"3"	"1"	"4"	""	"8"	"7"	"27"	"641"	"0"	"641"	""	"0"	""	""	""	""	""	""	""
"465"	"227"	"254"	"55"	"117"	"31"	"8"	""	"3"	"1"	"3"	"4"	"1"	""	"10"	"9"	"22"	"518"	"0"	"518"	""	"0"	""	""	""	""	""	""	""
"466"	"228"	"195"	"120"	"160"	"8"	"13"	""	"2"	"5"	"5"	"5"	"1"	""	"9"	"6"	"28"	"557"	"0"	"557"	""	"0"	""	""	""	""	""	""	""
"467"	"229"	"150"	"91"	"132"	"0"	"2"	""	"2"	"2"	"2"	"3"	"4"	""	"11"	"11"	"37"	"447"	"0"	"447"	""	"0"	""	""	""	""	""	""	""
"468"	"230"	"131"	"102"	"175"	"13"	"5"	""	"5"	"4"	"2"	"2"	"1"	""	"8"	"3"	"18"	"469"	"0"	"469"	""	"0"	""	""	""	""	""	""	""
"469"	"231"	"42"	"186"	"284"	"7"	"6"	""	"2"	"1"	"1"	"4"	"1"	""	"7"	"4"	"7"	"552"	"0"	"552"	""	"0"	""	""	""	""	""	""	""
"470"	"232"	"96"	"31"	"110"	"3"	"1"	""	"4"	"1"	"0"	"8"	"4"	""	"13"	"5"	"40"	"316"	"0"	"316"	""	"0"	""	""	""	""	""	""	""
"471"	"233"	"9"	"69"	"411"	"5"	"6"	""	"3"	"2"	"2"	"4"	"2"	""	"19"	"9"	"35"	"576"	"0"	"576"	""	"0"	""	""	""	""	""	""	""
"472"	"234"	"172"	"275"	"74"	"8"	"10"	""	"6"	"1"	"4"	"4"	"4"	""	"4"	"5"	"15"	"582"	"0"	"582"	""	"0"	""	""	""	""	""	""	""
"473"	"235"	"64"	"264"	"181"	"11"	"4"	""	"4"	"5"	"6"	"6"	"6"	""	"10"	"6"	"20"	"587"	"0"	"587"	""	"0"	""	""	""	""	""	""	""
"474"	"236"	"4"	"33"	"144"	"0"	"0"	""	"0"	"0"	"1"	"1"	"0"	""	"1"	"0"	"4"	"188"	"0"	"188"	""	"0"	""	""	""	""	""	""	""
"475"	"237"	"37"	"273"	"263"	"19"	"46"	""	"9"	"3"	"4"	"5"	"9"	""	"10"	"8"	"33"	"719"	"0"	"719"	""	"0"	""	""	""	""	""	""	""
"476"	"238"	"88"	"242"	"191"	"4"	"9"	""	"6"	"6"	"4"	"12"	"18"	""	"15"	"48"	"0"	"643"	"0"	"643"	""	"0"	""	""	""	""	""	""	""
"477"	"Total"	"1589"	"1802"	"2705"	"137"	"125"	""	"51"	"33"	"41"	"60"	"56"	""	"131"	"128"	"308"	"7166"	"0"	"7166"	""	"0"	""	""	""	""	""	""	""
"478"	"B.F."	"44673"	"6771"	"36614"	"2331"	"1857"	""	"948"	"385"	"433"	"724"	"719"	""	"1986"	"1109"	"4728"	"103278"	"0"	"103278"	""	"0"	""	""	""	""	""	""	""
"479"	"G. Total"	"46262"	"8573"	"39319"	"2468"	"1982"	""	"999"	"418"	"474"	"784"	"775"	""	"2117"	"1237"	"5036"	"110444"	"0"	"110444"	""	"0"	""	""	""	""	""	""	""
"480"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"482"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"483"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"484"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"485"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"486"	"Total No. of Electors in Assembly Constituency/Segment- 232819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"487"	"Name of the Assembly/segment - 111- GOREYAKOTHI
(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	"Round No        18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"488"	"Serial No. of Polling"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	"Total of valid"	""	""	""	""	"No. of rejected"	""	"Total"	""	"No. of tendered"	""	""	""	""	""	""
"489"	"Station"	"Umashank er Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	""	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	""	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	"Votes"	"Votes"	""	""	"Votes"	""	""	""	""	""	""	""
"490"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	""	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""	""
"491"	"239"	"81"	"176"	"66"	"2"	"2"	""	"0"	"2"	"1"	"5"	"9"	""	"11"	"21"	"42"	"418"	"0"	"418"	""	"0"	""	""	""	""	""	""	""
"492"	"240"	"111"	"163"	"110"	"3"	"1"	""	"2"	"1"	"4"	"4"	"4"	""	"8"	"8"	"15"	"434"	"0"	"434"	""	"0"	""	""	""	""	""	""	""
"493"	"Total"	"192"	"339"	"176"	"5"	"3"	""	"2"	"3"	"5"	"9"	"13"	""	"19"	"29"	"57"	"852"	"0"	"852"	""	"0"	""	""	""	""	""	""	""
"494"	"B.F."	"46262"	"8573"	"39319"	"2468"	"1982"	""	"999"	"418"	"474"	"784"	"775"	""	"2117"	"1237"	"5036"	"110444"	"0"	"110444"	""	"0"	""	""	""	""	""	""	""
"495"	"G. Total"	"46454"	"8912"	"39495"	"2473"	"1985"	""	"1001"	"421"	"479"	"793"	"788"	""	"2136"	"1266"	"5093"	"111296"	"0"	"111296"	""	"0"	""	""	""	""	""	""	""
"496"	"Place-  BAZAR SAMATI, SANDHA, CHAPRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"497"	"Date - 16-05-2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"498"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
