"X."	"X.U.092E..U.0924..U.0926..U.093E..U.0928...U.0915..U.0947......U.0915....U.0938..U.0902.0"	"X..U.0928...U.0928...U.0932.f..U.0916..U.0924...U.0915..U.0947....U.092A....U.092E.....U.0926..U.092F..U.0947...U.0917..U.090F....U.0935...U.0927..U.092E..U.093E...U.092F...U.092E..U.0924....U.0915....U.0938..U.0902...U.092F..U.093E."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X.U.0915..U.0941...U.0932....U.0935...U.0927..U.092E..U.093E....U.092F...U.092E..U.0924."	"X...U.0924...U.0947...U.092A..U.0924...U.092E..U.0924..U.094B...U.0915....U.0938..U.0902...U.092F..U.093E."	"X.U.092F..U.094B..U.0917."	"X..U.0928...U.0935..U.0926..U.0924...U.092E..U.0924..U.094B...U.0915....U.0938..U.0902...U.092F..U.093E."	"X17..U.0938..U.0940...U.092E..U.0947...U.0939...U.0924..U.093E...U.0930...U.0915..U.0947...U.092C..U.093E..U.0926...U.092E..U.0924..U.0926..U.093E..U.0928...U.0938..U.0947...U.0907..U.0928..U.0915..U.093E..U.0930...U.0915..U.0930..U.0928..U.0947...U.0935..U.093E..U.0932....U.0915...U.0938..U.0902...U.092F..U.093E."
"240"	""	"<U+092E><U+0924><U+0926><U+093E><U+0928> <U+0915><U+0947>   
<U+0915>  <U+0938><U+0902>0"	" <U+0928> <U+0928> <U+0932>f'<U+0916><U+0924> <U+0915><U+0947>  <U+092A>  <U+092E>   <U+0926><U+092F><U+0947> <U+0917><U+090F>  <U+0935> <U+0927><U+092E><U+093E> <U+092F> <U+092E><U+0924>  <U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"<U+0915><U+0941> <U+0932>
 <U+0935> <U+0927><U+092E><U+093E>
 <U+092F> <U+092E><U+0924>"	"  <U+0924> <U+0947> <U+092A><U+0924> <U+092E><U+0924><U+094B>
<U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	"<U+092F><U+094B><U+0917>"	" <U+0928> <U+0935><U+0926><U+0924> <U+092E><U+0924><U+094B> <U+0915> 
<U+0938><U+0902> <U+092F><U+093E>"	"17 <U+0938><U+0940> <U+092E><U+0947> <U+0939> <U+0924><U+093E> <U+0930> <U+0915><U+0947>
<U+092C><U+093E><U+0926> <U+092E><U+0924><U+0926><U+093E><U+0928> <U+0938><U+0947> <U+0907><U+0928><U+0915><U+093E><U+0930>
<U+0915><U+0930><U+0928><U+0947> <U+0935><U+093E><U+0932>  <U+0915> <U+0938><U+0902> <U+092F><U+093E>"
"241"	""	""	"<U+0905><U+0935><U+0927><U+0947><U+0936>
<U+0915><U+0941> <U+092E><U+093E><U+0930>  <U+0938><U+0902><U+0939>"	"<U+0909><U+092A><U+0947>  
<U+0915><U+0941> <U+092E><U+093E><U+0930> <U+0936><U+092E><U+093E> "	"<U+0915><U+093E><U+0902> <U+0924>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0939><U+093E><U+092C><U+0932> 
 <U+0938><U+0902><U+0939>"	"<U+0905><U+091C><U+092F> <U+0915><U+0941> <U+092E><U+093E><U+0930>"	" <U+092F><U+094B> <U+0924> <U+0930><U+093F> <U+092E>"	"<U+092E><U+0941>  <U+0915><U+093E> <U+092F><U+093E><U+0926><U+0935>"	"<U+0930><U+093E><U+091C>
 <U+0915><U+0936><U+094B><U+0930>
 <U+092E> "	"<U+0930><U+093E><U+091C><U+093E> <U+0930><U+093E><U+092E>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0941>0 <U+0936><U+092E><U+0940><U+0909> <U+0932><U+093E><U+0939>
<U+092E><U+0902><U+0938><U+0942><U+0930> "	"<U+0908>0 <U+0905> <U+0926><U+0941><U+0932> <U+0938><U+0924><U+093E><U+0930>"	"<U+0905><U+092E><U+093E><U+0935><U+0938> <U+0930><U+093E><U+092E>"	" <U+094B>0 <U+0915><U+093E><U+092E><U+0924><U+093E>
 <U+0938><U+093E><U+0926> <U+092F><U+093E><U+0926><U+0935>"	" <U+0917> <U+0930><U+0936> <U+0928><U+093E><U+0930><U+093E><U+092F><U+0923>
 <U+0938><U+0902><U+0939>"	"<U+0938><U+0924><U+0940><U+0936> <U+092A><U+093E> <U+0921><U+0947><U+092F>"	"<U+0939> <U+0930>
 <U+0938><U+093E><U+0926>
 <U+0938><U+0902><U+0939>"	""	""	""	""	""
"242"	""	"202"	"54"	"39"	"37"	"103"	"0"	"1"	"0"	"1"	"2"	"2"	"4"	"2"	"2"	"5"	"1"	"11"	"264"	""	"264"	""	""
"243"	""	"203"	"42"	"43"	"30"	"115"	"4"	"1"	"1"	"3"	"0"	"2"	"3"	"3"	"2"	"4"	"3"	"4"	"260"	""	"260"	""	""
"244"	""	"204"	"10"	"11"	"49"	"81"	"4"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"164"	""	"164"	""	""
"245"	""	"205"	"49"	"24"	"24"	"168"	"5"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"4"	"2"	"3"	"287"	""	"287"	""	""
"246"	""	"206"	"89"	"8"	"378"	"47"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"1"	"1"	"4"	"538"	""	"538"	""	""
"247"	""	"207"	"273"	"67"	"68"	"45"	"1"	"6"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"1"	"471"	""	"471"	""	""
"248"	""	"208"	"57"	"0"	"3"	"183"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"248"	""	"248"	""	""
"249"	""	"209"	"144"	"31"	"111"	"137"	"12"	"3"	"0"	"3"	"9"	"3"	"9"	"0"	"5"	"6"	"2"	"10"	"485"	""	"485"	""	""
"250"	""	"210"	"395"	"3"	"20"	"50"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"472"	""	"472"	""	""
"251"	"<U+092F><U+094B><U+0917>"	""	"1574"	"714"	"983"	"1467"	"42"	"53"	"4"	"16"	"38"	"10"	"27"	"9"	"24"	"36"	"26"	"50"	"5073"	"0"	"5073"	"0"	"0"
"252"	""	"211"	"135"	"6"	"115"	"48"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"4"	"3"	"0"	"2"	"319"	""	"319"	""	""
"253"	""	"212"	"53"	"81"	"26"	"87"	"1"	"5"	"1"	"3"	"1"	"5"	"2"	"1"	"2"	"4"	"4"	"7"	"283"	""	"283"	""	""
"254"	""	"213"	"47"	"5"	"43"	"130"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"233"	""	"233"	""	""
"255"	""	"214"	"56"	"15"	"79"	"95"	"0"	"10"	"1"	"0"	"0"	"4"	"2"	"0"	"3"	"0"	"0"	"0"	"265"	""	"265"	""	""
"256"	""	"215"	"67"	"93"	"101"	"89"	"4"	"3"	"1"	"0"	"1"	"0"	"3"	"0"	"6"	"1"	"3"	"5"	"377"	""	"377"	""	""
"257"	""	"216"	"84"	"49"	"47"	"69"	"2"	"3"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"3"	"264"	""	"264"	""	""
"258"	""	"217"	"99"	"71"	"59"	"123"	"2"	"1"	"1"	"1"	"7"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"371"	""	"371"	""	""
"259"	""	"218"	"226"	"17"	"46"	"130"	"1"	"5"	"0"	"2"	"1"	"1"	"2"	"0"	"5"	"1"	"2"	"5"	"444"	""	"444"	""	""
"260"	""	"<U+092E><U+0924><U+0926><U+093E><U+0928> <U+0915><U+0947>   
<U+0915>  <U+0938><U+0902>0"	" <U+0928> <U+0928> <U+0932>f'<U+0916><U+0924> <U+0915><U+0947>  <U+092A>  <U+092E>   <U+0926><U+092F><U+0947> <U+0917><U+090F>  <U+0935> <U+0927><U+092E><U+093E> <U+092F> <U+092E><U+0924>  <U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"<U+0915><U+0941> <U+0932>
 <U+0935> <U+0927><U+092E><U+093E>
 <U+092F> <U+092E><U+0924>"	"  <U+0924> <U+0947> <U+092A><U+0924> <U+092E><U+0924><U+094B>
<U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	"<U+092F><U+094B><U+0917>"	" <U+0928> <U+0935><U+0926><U+0924> <U+092E><U+0924><U+094B> <U+0915> 
<U+0938><U+0902> <U+092F><U+093E>"	"17 <U+0938><U+0940> <U+092E><U+0947> <U+0939> <U+0924><U+093E> <U+0930> <U+0915><U+0947>
<U+092C><U+093E><U+0926> <U+092E><U+0924><U+0926><U+093E><U+0928> <U+0938><U+0947> <U+0907><U+0928><U+0915><U+093E><U+0930>
<U+0915><U+0930><U+0928><U+0947> <U+0935><U+093E><U+0932>  <U+0915> <U+0938><U+0902> <U+092F><U+093E>"
"261"	""	""	"<U+0905><U+0935><U+0927><U+0947><U+0936>
<U+0915><U+0941> <U+092E><U+093E><U+0930>  <U+0938><U+0902><U+0939>"	"<U+0909><U+092A><U+0947>  
<U+0915><U+0941> <U+092E><U+093E><U+0930> <U+0936><U+092E><U+093E> "	"<U+0915><U+093E><U+0902> <U+0924>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0939><U+093E><U+092C><U+0932> 
 <U+0938><U+0902><U+0939>"	"<U+0905><U+091C><U+092F> <U+0915><U+0941> <U+092E><U+093E><U+0930>"	" <U+092F><U+094B> <U+0924> <U+0930><U+093F> <U+092E>"	"<U+092E><U+0941>  <U+0915><U+093E> <U+092F><U+093E><U+0926><U+0935>"	"<U+0930><U+093E><U+091C>
 <U+0915><U+0936><U+094B><U+0930>
 <U+092E> "	"<U+0930><U+093E><U+091C><U+093E> <U+0930><U+093E><U+092E>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0941>0 <U+0936><U+092E><U+0940><U+0909> <U+0932><U+093E><U+0939>
<U+092E><U+0902><U+0938><U+0942><U+0930> "	"<U+0908>0 <U+0905> <U+0926><U+0941><U+0932> <U+0938><U+0924><U+093E><U+0930>"	"<U+0905><U+092E><U+093E><U+0935><U+0938> <U+0930><U+093E><U+092E>"	" <U+094B>0 <U+0915><U+093E><U+092E><U+0924><U+093E>
 <U+0938><U+093E><U+0926> <U+092F><U+093E><U+0926><U+0935>"	" <U+0917> <U+0930><U+0936> <U+0928><U+093E><U+0930><U+093E><U+092F><U+0923>
 <U+0938><U+0902><U+0939>"	"<U+0938><U+0924><U+0940><U+0936> <U+092A><U+093E> <U+0921><U+0947><U+092F>"	"<U+0939> <U+0930>
 <U+0938><U+093E><U+0926>
 <U+0938><U+0902><U+0939>"	""	""	""	""	""
"262"	""	"219"	"22"	"86"	"256"	"202"	"3"	"5"	"1"	"3"	"4"	"2"	"10"	"2"	"7"	"14"	"3"	"5"	"625"	""	"625"	""	""
"263"	""	"220"	"19"	"8"	"200"	"249"	"9"	"33"	"2"	"2"	"2"	"5"	"7"	"2"	"7"	"5"	"2"	"11"	"563"	""	"563"	""	""
"264"	""	"221"	"53"	"4"	"106"	"142"	"3"	"11"	"1"	"1"	"2"	"5"	"4"	"1"	"7"	"6"	"2"	"4"	"352"	""	"352"	""	""
"265"	""	"222"	"3"	"0"	"72"	"112"	"2"	"3"	"2"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"200"	""	"200"	""	""
"266"	""	"223"	"15"	"40"	"72"	"218"	"7"	"78"	"3"	"7"	"13"	"3"	"10"	"5"	"14"	"7"	"3"	"25"	"520"	""	"520"	""	""
"267"	""	"224"	"26"	"37"	"61"	"252"	"4"	"26"	"1"	"0"	"3"	"0"	"5"	"2"	"5"	"1"	"4"	"3"	"430"	""	"430"	""	""
"268"	"<U+092F><U+094B><U+0917>"	""	"905"	"512"	"1283"	"1946"	"41"	"187"	"15"	"21"	"37"	"27"	"52"	"15"	"62"	"44"	"26"	"73"	"5246"	"0"	"5246"	"0"	"0"
"269"	""	"225"	"60"	"83"	"141"	"216"	"8"	"8"	"8"	"8"	"10"	"7"	"8"	"7"	"8"	"4"	"7"	"12"	"595"	""	"595"	""	""
"270"	""	"226"	"15"	"34"	"118"	"230"	"12"	"5"	"2"	"5"	"3"	"3"	"8"	"1"	"8"	"3"	"2"	"3"	"452"	""	"452"	""	""
"271"	""	"227"	"74"	"11"	"12"	"98"	"3"	"3"	"0"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"2"	"8"	"219"	""	"219"	""	""
"272"	""	"228"	"72"	"270"	"40"	"119"	"3"	"8"	"2"	"3"	"7"	"2"	"2"	"0"	"4"	"3"	"4"	"4"	"543"	""	"543"	""	""
"273"	""	"229"	"11"	"1"	"283"	"48"	"3"	"3"	"0"	"1"	"2"	"2"	"0"	"0"	"3"	"0"	"2"	"2"	"361"	""	"361"	""	""
"274"	""	"230"	"19"	"71"	"44"	"172"	"1"	"6"	"1"	"0"	"2"	"0"	"5"	"1"	"1"	"2"	"2"	"1"	"328"	""	"328"	""	""
"275"	""	"231"	"19"	"11"	"158"	"178"	"5"	"14"	"0"	"2"	"2"	"2"	"4"	"1"	"3"	"1"	"1"	"5"	"406"	""	"406"	""	""
"276"	""	"232"	"10"	"1"	"76"	"133"	"1"	"2"	"1"	"1"	"1"	"2"	"5"	"2"	"1"	"3"	"0"	"3"	"242"	""	"242"	""	""
"277"	""	"233"	"21"	"18"	"64"	"173"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"283"	""	"283"	""	""
"278"	""	"234"	"11"	"3"	"213"	"178"	"6"	"6"	"1"	"0"	"5"	"2"	"5"	"2"	"4"	"2"	"1"	"6"	"445"	""	"445"	""	""
"279"	""	"235"	"16"	"1"	"17"	"126"	"4"	"25"	"5"	"4"	"1"	"0"	"1"	"2"	"3"	"1"	"3"	"4"	"213"	""	"213"	""	""
"280"	""	"<U+092E><U+0924><U+0926><U+093E><U+0928> <U+0915><U+0947>   
<U+0915>  <U+0938><U+0902>0"	" <U+0928> <U+0928> <U+0932>f'<U+0916><U+0924> <U+0915><U+0947>  <U+092A>  <U+092E>   <U+0926><U+092F><U+0947> <U+0917><U+090F>  <U+0935> <U+0927><U+092E><U+093E> <U+092F> <U+092E><U+0924>  <U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"<U+0915><U+0941> <U+0932>
 <U+0935> <U+0927><U+092E><U+093E>
 <U+092F> <U+092E><U+0924>"	"  <U+0924> <U+0947> <U+092A><U+0924> <U+092E><U+0924><U+094B>
<U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	"<U+092F><U+094B><U+0917>"	" <U+0928> <U+0935><U+0926><U+0924> <U+092E><U+0924><U+094B> <U+0915> 
<U+0938><U+0902> <U+092F><U+093E>"	"17 <U+0938><U+0940> <U+092E><U+0947> <U+0939> <U+0924><U+093E> <U+0930> <U+0915><U+0947>
<U+092C><U+093E><U+0926> <U+092E><U+0924><U+0926><U+093E><U+0928> <U+0938><U+0947> <U+0907><U+0928><U+0915><U+093E><U+0930>
<U+0915><U+0930><U+0928><U+0947> <U+0935><U+093E><U+0932>  <U+0915> <U+0938><U+0902> <U+092F><U+093E>"
"281"	""	""	"<U+0905><U+0935><U+0927><U+0947><U+0936>
<U+0915><U+0941> <U+092E><U+093E><U+0930>  <U+0938><U+0902><U+0939>"	"<U+0909><U+092A><U+0947>  
<U+0915><U+0941> <U+092E><U+093E><U+0930> <U+0936><U+092E><U+093E> "	"<U+0915><U+093E><U+0902> <U+0924>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0939><U+093E><U+092C><U+0932> 
 <U+0938><U+0902><U+0939>"	"<U+0905><U+091C><U+092F> <U+0915><U+0941> <U+092E><U+093E><U+0930>"	" <U+092F><U+094B> <U+0924> <U+0930><U+093F> <U+092E>"	"<U+092E><U+0941>  <U+0915><U+093E> <U+092F><U+093E><U+0926><U+0935>"	"<U+0930><U+093E><U+091C>
 <U+0915><U+0936><U+094B><U+0930>
 <U+092E> "	"<U+0930><U+093E><U+091C><U+093E> <U+0930><U+093E><U+092E>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0941>0 <U+0936><U+092E><U+0940><U+0909> <U+0932><U+093E><U+0939>
<U+092E><U+0902><U+0938><U+0942><U+0930> "	"<U+0908>0 <U+0905> <U+0926><U+0941><U+0932> <U+0938><U+0924><U+093E><U+0930>"	"<U+0905><U+092E><U+093E><U+0935><U+0938> <U+0930><U+093E><U+092E>"	" <U+094B>0 <U+0915><U+093E><U+092E><U+0924><U+093E>
 <U+0938><U+093E><U+0926> <U+092F><U+093E><U+0926><U+0935>"	" <U+0917> <U+0930><U+0936> <U+0928><U+093E><U+0930><U+093E><U+092F><U+0923>
 <U+0938><U+0902><U+0939>"	"<U+0938><U+0924><U+0940><U+0936> <U+092A><U+093E> <U+0921><U+0947><U+092F>"	"<U+0939> <U+0930>
 <U+0938><U+093E><U+0926>
 <U+0938><U+0902><U+0939>"	""	""	""	""	""
"282"	""	"236"	"42"	"1"	"17"	"61"	"1"	"3"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"128"	""	"128"	""	""
"283"	""	"237"	"15"	"57"	"75"	"274"	"2"	"5"	"0"	"1"	"3"	"3"	"21"	"3"	"7"	"4"	"3"	"2"	"475"	""	"475"	""	""
"284"	""	"238"	"142"	"61"	"176"	"129"	"4"	"22"	"4"	"4"	"3"	"6"	"11"	"3"	"12"	"4"	"2"	"20"	"603"	""	"603"	""	""
"285"	"<U+092F><U+094B><U+0917>"	""	"527"	"623"	"1434"	"2135"	"53"	"111"	"24"	"29"	"42"	"30"	"75"	"22"	"60"	"28"	"30"	"70"	"5293"	"0"	"5293"	"0"	"0"
"286"	""	"239"	"64"	"10"	"124"	"116"	"5"	"7"	"1"	"0"	"2"	"2"	"10"	"1"	"4"	"4"	"3"	"9"	"362"	""	"362"	""	""
"287"	""	"240"	"13"	"9"	"85"	"72"	"5"	"2"	"2"	"3"	"1"	"2"	"7"	"3"	"1"	"3"	"4"	"9"	"221"	""	"221"	""	""
"288"	""	"241"	"29"	"77"	"123"	"221"	"1"	"1"	"2"	"3"	"6"	"2"	"7"	"1"	"6"	"1"	"7"	"8"	"495"	""	"495"	""	""
"289"	""	"242"	"18"	"19"	"123"	"134"	"2"	"3"	"2"	"0"	"5"	"5"	"3"	"0"	"3"	"1"	"1"	"1"	"320"	""	"320"	""	""
"290"	""	"242A"	"32"	"46"	"60"	"120"	"0"	"1"	"0"	"2"	"3"	"5"	"2"	"0"	"4"	"2"	"2"	"5"	"284"	""	"284"	""	""
"291"	""	"243"	"121"	"12"	"131"	"213"	"8"	"5"	"0"	"0"	"4"	"2"	"7"	"1"	"4"	"1"	"0"	"2"	"511"	""	"511"	""	""
"292"	""	"244"	"22"	"3"	"36"	"280"	"5"	"0"	"3"	"2"	"2"	"2"	"7"	"0"	"3"	"4"	"3"	"1"	"373"	""	"373"	""	""
"293"	""	"245"	"18"	"3"	"84"	"303"	"4"	"1"	"1"	"3"	"1"	"1"	"8"	"0"	"0"	"2"	"1"	"0"	"430"	""	"430"	""	""
"294"	""	"246"	"17"	"2"	"35"	"388"	"6"	"5"	"2"	"3"	"3"	"8"	"18"	"3"	"2"	"2"	"0"	"7"	"501"	""	"501"	""	""
"295"	""	"247"	"657"	"1"	"7"	"35"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"701"	""	"701"	""	""
"296"	""	"248"	"62"	"16"	"153"	"285"	"22"	"5"	"3"	"6"	"9"	"4"	"12"	"3"	"4"	"4"	"5"	"24"	"617"	""	"617"	""	""
"297"	""	"249"	"15"	"36"	"30"	"93"	"6"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"0"	"0"	"2"	"195"	""	"195"	""	""
"298"	""	"250"	"72"	"23"	"187"	"79"	"5"	"7"	"2"	"3"	"2"	"0"	"9"	"2"	"3"	"5"	"4"	"12"	"415"	""	"415"	""	""
"299"	""	"251"	"27"	"1"	"20"	"58"	"2"	"2"	"0"	"3"	"0"	"0"	"3"	"0"	"2"	"2"	"1"	"5"	"126"	""	"126"	""	""
"300"	""	"<U+092E><U+0924><U+0926><U+093E><U+0928> <U+0915><U+0947>   
<U+0915>  <U+0938><U+0902>0"	" <U+0928> <U+0928> <U+0932>f'<U+0916><U+0924> <U+0915><U+0947>  <U+092A>  <U+092E>   <U+0926><U+092F><U+0947> <U+0917><U+090F>  <U+0935> <U+0927><U+092E><U+093E> <U+092F> <U+092E><U+0924>  <U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"<U+0915><U+0941> <U+0932>
 <U+0935> <U+0927><U+092E><U+093E>
 <U+092F> <U+092E><U+0924>"	"  <U+0924> <U+0947> <U+092A><U+0924> <U+092E><U+0924><U+094B>
<U+0915>  <U+0938><U+0902> <U+092F><U+093E>"	"<U+092F><U+094B><U+0917>"	" <U+0928> <U+0935><U+0926><U+0924> <U+092E><U+0924><U+094B> <U+0915> 
<U+0938><U+0902> <U+092F><U+093E>"	"17 <U+0938><U+0940> <U+092E><U+0947> <U+0939> <U+0924><U+093E> <U+0930> <U+0915><U+0947>
<U+092C><U+093E><U+0926> <U+092E><U+0924><U+0926><U+093E><U+0928> <U+0938><U+0947> <U+0907><U+0928><U+0915><U+093E><U+0930>
<U+0915><U+0930><U+0928><U+0947> <U+0935><U+093E><U+0932>  <U+0915> <U+0938><U+0902> <U+092F><U+093E>"
"301"	""	""	"<U+0905><U+0935><U+0927><U+0947><U+0936>
<U+0915><U+0941> <U+092E><U+093E><U+0930>  <U+0938><U+0902><U+0939>"	"<U+0909><U+092A><U+0947>  
<U+0915><U+0941> <U+092E><U+093E><U+0930> <U+0936><U+092E><U+093E> "	"<U+0915><U+093E><U+0902> <U+0924>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0939><U+093E><U+092C><U+0932> 
 <U+0938><U+0902><U+0939>"	"<U+0905><U+091C><U+092F> <U+0915><U+0941> <U+092E><U+093E><U+0930>"	" <U+092F><U+094B> <U+0924> <U+0930><U+093F> <U+092E>"	"<U+092E><U+0941>  <U+0915><U+093E> <U+092F><U+093E><U+0926><U+0935>"	"<U+0930><U+093E><U+091C>
 <U+0915><U+0936><U+094B><U+0930>
 <U+092E> "	"<U+0930><U+093E><U+091C><U+093E> <U+0930><U+093E><U+092E>
 <U+0938><U+0902><U+0939>"	"<U+092E><U+0941>0 <U+0936><U+092E><U+0940><U+0909> <U+0932><U+093E><U+0939>
<U+092E><U+0902><U+0938><U+0942><U+0930> "	"<U+0908>0 <U+0905> <U+0926><U+0941><U+0932> <U+0938><U+0924><U+093E><U+0930>"	"<U+0905><U+092E><U+093E><U+0935><U+0938> <U+0930><U+093E><U+092E>"	" <U+094B>0 <U+0915><U+093E><U+092E><U+0924><U+093E>
 <U+0938><U+093E><U+0926> <U+092F><U+093E><U+0926><U+0935>"	" <U+0917> <U+0930><U+0936> <U+0928><U+093E><U+0930><U+093E><U+092F><U+0923>
 <U+0938><U+0902><U+0939>"	"<U+0938><U+0924><U+0940><U+0936> <U+092A><U+093E> <U+0921><U+0947><U+092F>"	"<U+0939> <U+0930>
 <U+0938><U+093E><U+0926>
 <U+0938><U+0902><U+0939>"	""	""	""	""	""
"302"	"<U+092F><U+094B><U+0917>"	""	"1167"	"258"	"1198"	"2397"	"71"	"42"	"20"	"29"	"40"	"34"	"95"	"15"	"38"	"31"	"31"	"85"	"5551"	"0"	"5551"	"0"	"0"
"303"	""	"252"	"24"	"19"	"47"	"107"	"12"	"3"	"2"	"5"	"1"	"5"	"7"	"4"	"1"	"2"	"2"	"4"	"245"	""	"245"	""	""
"304"	""	"253"	"50"	"29"	"75"	"49"	"2"	"2"	"2"	"1"	"4"	"0"	"3"	"0"	"2"	"2"	"1"	"1"	"223"	""	"223"	""	""
"305"	""	"254"	"68"	"9"	"57"	"120"	"1"	"2"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"264"	""	"264"	""	""
"306"	"<U+092F><U+094B><U+0917>"	""	"142"	"57"	"179"	"276"	"15"	"7"	"4"	"7"	"6"	"7"	"10"	"5"	"3"	"5"	"4"	"5"	"732"	"0"	"732"	"0"	"0"
