"X36...Parliamentary..Constituency"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"
"325"	"Total"	"605"	"2185"	"271"	"2153"	"47"	"39"	"20"	"92"	"17"	"25"	"11"	"12"	"14"	"27"	"20"	"74"	"74"	"23"	"41"	"20"	"13"	"7"	"7"	"10"	"21"	"5828"	""	"5828"	""
"326"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"Round 18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"329"	"239"	"28"	"270"	"14"	"26"	"3"	"2"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"4"	"11"	"12"	"7"	"6"	"5"	"2"	"1"	"3"	"5"	"412"	""	"412"	""
"330"	"240"	"30"	"212"	"17"	"181"	"4"	"5"	"2"	"37"	"4"	"7"	"10"	"0"	"4"	"6"	"10"	"16"	"21"	"15"	"9"	"5"	"1"	"1"	"4"	"2"	"7"	"610"	""	"610"	""
"331"	"241"	"52"	"647"	"6"	"30"	"0"	"1"	"2"	"26"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"770"	""	"770"	""
"332"	"242"	"35"	"154"	"3"	"26"	"1"	"4"	"2"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"240"	""	"240"	""
"333"	"243"	"15"	"147"	"4"	"112"	"4"	"3"	"1"	"41"	"5"	"1"	"0"	"0"	"1"	"1"	"2"	"5"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"346"	""	"346"	""
"334"	"244"	"103"	"75"	"5"	"181"	"6"	"5"	"0"	"132"	"7"	"4"	"0"	"1"	"1"	"0"	"3"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"544"	""	"544"	""
"335"	"245"	"42"	"105"	"13"	"33"	"4"	"7"	"2"	"66"	"4"	"1"	"2"	"2"	"1"	"1"	"4"	"11"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"4"	"305"	""	"305"	""
"336"	"246"	"50"	"31"	"2"	"113"	"6"	"1"	"3"	"67"	"3"	"1"	"3"	"1"	"4"	"0"	"1"	"14"	"10"	"1"	"1"	"3"	"0"	"2"	"1"	"1"	"2"	"321"	""	"321"	""
"337"	"247"	"30"	"60"	"24"	"56"	"1"	"2"	"0"	"4"	"2"	"1"	"0"	"1"	"1"	"0"	"3"	"10"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"202"	""	"202"	""
"338"	"248"	"58"	"266"	"11"	"49"	"3"	"2"	"3"	"66"	"4"	"0"	"0"	"0"	"3"	"1"	"4"	"11"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"485"	""	"485"	""
"339"	"249"	"258"	"51"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"321"	""	"321"	""
"340"	"250"	"159"	"78"	"1"	"66"	"0"	"1"	"1"	"7"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"320"	""	"320"	""
"341"	"251"	"50"	"20"	"0"	"129"	"5"	"1"	"4"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"5"	"1"	"3"	"0"	"1"	"1"	"1"	"0"	"0"	"234"	""	"234"	""
"342"	"252"	"24"	"18"	"0"	"122"	"1"	"3"	"1"	"32"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"211"	""	"211"	""
"343"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Total"	"934"	"2134"	"101"	"1133"	"38"	"37"	"22"	"490"	"32"	"17"	"18"	"7"	"17"	"13"	"33"	"105"	"62"	"33"	"23"	"17"	"9"	"10"	"7"	"8"	"21"	"5321"	""	"5321"	""
"345"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"Round 19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"348"	"253"	"45"	"156"	"34"	"132"	"6"	"3"	"2"	"17"	"5"	"2"	"0"	"1"	"2"	"4"	"7"	"20"	"15"	"4"	"5"	"3"	"2"	"2"	"2"	"3"	"10"	"482"	""	"482"	""
"349"	"254"	"8"	"54"	"23"	"185"	"4"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"6"	"3"	"0"	"1"	"3"	"0"	"0"	"0"	"3"	"5"	"304"	""	"304"	""
"350"	"255"	"46"	"292"	"92"	"12"	"2"	"0"	"0"	"3"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"6"	"2"	"1"	"1"	"6"	"2"	"0"	"2"	"0"	"475"	""	"475"	""
"351"	"256"	"13"	"89"	"20"	"22"	"1"	"3"	"2"	"41"	"4"	"2"	"1"	"1"	"1"	"5"	"4"	"6"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"3"	"0"	"224"	""	"224"	""
"352"	"257"	"1"	"17"	"48"	"238"	"2"	"0"	"0"	"6"	"4"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"327"	""	"327"	""
"353"	"258"	"13"	"162"	"73"	"72"	"2"	"3"	"3"	"25"	"1"	"1"	"2"	"2"	"3"	"3"	"2"	"9"	"4"	"0"	"1"	"2"	"3"	"1"	"1"	"0"	"1"	"389"	""	"389"	""
"354"	"259"	"4"	"71"	"4"	"149"	"3"	"5"	"2"	"20"	"0"	"1"	"2"	"2"	"4"	"1"	"0"	"7"	"5"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"284"	""	"284"	""
"355"	"260"	"3"	"332"	"16"	"58"	"3"	"2"	"0"	"26"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"5"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"455"	""	"455"	""
"356"	"261"	"7"	"99"	"11"	"207"	"4"	"0"	"1"	"4"	"2"	"0"	"1"	"1"	"2"	"5"	"3"	"11"	"2"	"12"	"4"	"7"	"1"	"1"	"1"	"2"	"4"	"392"	""	"392"	""
"357"	"262"	"13"	"44"	"2"	"127"	"3"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"6"	"3"	"0"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"212"	""	"212"	""
"358"	"263"	"7"	"26"	"6"	"207"	"7"	"0"	"0"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"274"	""	"274"	""
"359"	"264"	"2"	"59"	"5"	"494"	"3"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"570"	""	"570"	""
"360"	"265"	"24"	"3"	"0"	"446"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"484"	""	"484"	""
"361"	"266"	"0"	"16"	"2"	"470"	"3"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"505"	""	"505"	""
"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"Total"	"186"	"1420"	"336"	"2819"	"45"	"17"	"10"	"164"	"21"	"7"	"9"	"11"	"15"	"24"	"25"	"83"	"41"	"23"	"18"	"31"	"20"	"8"	"6"	"17"	"21"	"5377"	""	"5377"	""
"364"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"Round 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"Name of Candidate"	"Dr. Arun Kumar"	"Jagdish Sharma"	"Ramadhar Sharma"	"Surendra Prasad Yadav"	"Ayasha Khatun"	"Prof. Jai Ram Prasad Singh"	"Tara Gupta"	"Mahanand Prasad"	"Ramasray Prasad Singh"	"Md. Shahabubin Jahan"	"Shravan kumar"	"Sadhu Sinha"	"Syed Akber Imam"	"Ajay Kumar Verma"	"Abhay Kumar Anil"	"Dr. Arbind Kumar"	"Arvind Prasad Singh"	"Upendra Prasad"	"Jagdish Yadav"	"Prikshit Singh"	"Prabhat Kumar Ranjan"	"Ranjit Sharma"	"Rakeshwar Kishor"	"Siya Ram Prasad"	"Sumirak Singh"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"
"367"	"267"	"0"	"14"	"0"	"238"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"261"	""	"261"	""
"368"	"268"	"16"	"14"	"4"	"258"	"6"	"4"	"2"	"1"	"2"	"0"	"1"	"4"	"14"	"2"	"0"	"6"	"7"	"0"	"0"	"2"	"1"	"2"	"0"	"1"	"2"	"349"	""	"349"	""
"369"	"269"	"3"	"13"	"4"	"101"	"6"	"0"	"1"	"17"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"11"	"3"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"3"	"173"	""	"173"	""
"370"	"270"	"8"	"90"	"1"	"40"	"1"	"2"	"1"	"123"	"6"	"3"	"1"	"0"	"2"	"1"	"2"	"9"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"4"	"1"	"300"	""	"300"	""
"371"	"271"	"16"	"211"	"11"	"187"	"3"	"7"	"1"	"8"	"0"	"0"	"0"	"1"	"2"	"2"	"3"	"7"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"464"	""	"464"	""
"372"	"Total"	"43"	"342"	"20"	"824"	"17"	"15"	"5"	"149"	"8"	"4"	"3"	"7"	"21"	"5"	"8"	"33"	"11"	"3"	"1"	"6"	"4"	"3"	"1"	"6"	"8"	"1547"	""	"1547"	""
"373"	"Signature of ARO                                                                                          Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"Grand Total"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"11718   38238 3363     32156   739   595   336 5062   351   308   196   190   350   304   400 1882   938   535   481   430   280   139   125   217   383    99716           0       99716           0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
