"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:- 255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"451"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"454"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"455"	"225"	"175"	"106"	"23"	""	"4"	"2"	"2"	"0"	"1"	"1"	"1"	"5"	"5"	"4"	"4"	"1"	"1"	"335"	"0"	"335"	"0"
"456"	"226"	"317"	"129"	"31"	""	"2"	"2"	"1"	"0"	"1"	"1"	"9"	"0"	"2"	"0"	"1"	"1"	"3"	"500"	"0"	"500"	"0"
"457"	"227"	"257"	"94"	"40"	""	"4"	"2"	"7"	"0"	"1"	"1"	"2"	"3"	"1"	"2"	"0"	"2"	"1"	"417"	"0"	"417"	"0"
"458"	"228"	"234"	"82"	"28"	""	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"5"	"358"	"0"	"358"	"0"
"459"	"229"	"286"	"130"	"32"	""	"4"	"0"	"2"	"0"	"1"	"4"	"4"	"0"	"2"	"3"	"2"	"3"	"7"	"480"	"0"	"480"	"0"
"460"	"230"	"190"	"157"	"32"	""	"2"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"34"	"0"	"0"	"2"	"1"	"426"	"0"	"426"	"0"
"461"	"231"	"164"	"49"	"11"	""	"0"	"1"	"2"	"0"	"0"	"1"	"8"	"1"	"4"	"0"	"0"	"1"	"1"	"243"	"0"	"243"	"0"
"462"	"232"	"179"	"117"	"47"	""	"4"	"1"	"1"	"0"	"1"	"2"	"8"	"0"	"4"	"1"	"1"	"3"	"2"	"371"	"0"	"371"	"0"
"463"	"233"	"184"	"72"	"43"	""	"5"	"1"	"3"	"2"	"1"	"0"	"5"	"0"	"5"	"1"	"0"	"0"	"2"	"324"	"0"	"324"	"0"
"464"	"234"	"230"	"49"	"35"	""	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"1"	"4"	"1"	"0"	"1"	"1"	"330"	"0"	"330"	"0"
"465"	"235"	"245"	"100"	"31"	""	"4"	"2"	"3"	"0"	"0"	"1"	"1"	"0"	"12"	"1"	"2"	"3"	"5"	"410"	"0"	"410"	"0"
"466"	"236"	"117"	"36"	"26"	""	"3"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"1"	"1"	"0"	"195"	"0"	"195"	"0"
"467"	"237"	"278"	"110"	"50"	""	"4"	"6"	"5"	"0"	"4"	"3"	"1"	"2"	"5"	"3"	"2"	"3"	"8"	"484"	"0"	"484"	"0"
"468"	"238"	"134"	"89"	"35"	""	"1"	"1"	"3"	"1"	"0"	"2"	"1"	"2"	"4"	"1"	"0"	"1"	"0"	"275"	"0"	"275"	"0"
"469"	"Total :-"	"2990"	"1320"	"464"	""	"39"	"24"	"35"	"6"	"11"	"18"	"45"	"15"	"90"	"18"	"13"	"23"	"37"	"5148"	"0"	"5148"	"0"
"470"	"Total upto Last Round:-"	"40595"	"30942"	"4699"	""	"1322"	"329"	"413"	"152"	"156"	"243"	"671"	"172"	"575"	"426"	"403"	"879"	"1225"	"83202"	"0"	"83202"	"0"
"471"	"Grand Total :-"	"43585"	"32262"	"5163"	""	"1361"	"353"	"448"	"158"	"167"	"261"	"716"	"187"	"665"	"444"	"416"	"902"	"1262"	"88350"	"0"	"88350"	"0"
"472"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"473"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"474"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"ROUND  18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"481"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"482"	"239"	"236"	"194"	"60"	""	"3"	"2"	"2"	"1"	"1"	"1"	"5"	"2"	"11"	"2"	"1"	"2"	"5"	"528"	"0"	"528"	"0"
"483"	"240"	"258"	"71"	"36"	""	"2"	"0"	"4"	"3"	"1"	"2"	"7"	"0"	"5"	"1"	"1"	"1"	"3"	"395"	"0"	"395"	"0"
"484"	"241"	"338"	"90"	"17"	""	"1"	"3"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"458"	"0"	"458"	"0"
"485"	"242"	"237"	"27"	"24"	""	"1"	"5"	"1"	"1"	"1"	"0"	"6"	"0"	"1"	"1"	"0"	"1"	"0"	"306"	"0"	"306"	"0"
"486"	"243"	"200"	"305"	"14"	""	"2"	"1"	"2"	"1"	"0"	"1"	"4"	"2"	"2"	"1"	"1"	"1"	"7"	"544"	"0"	"544"	"0"
"487"	"244"	"144"	"314"	"15"	""	"6"	"2"	"1"	"1"	"1"	"2"	"2"	"3"	"1"	"1"	"6"	"11"	"7"	"517"	"0"	"517"	"0"
"488"	"245"	"254"	"175"	"13"	""	"3"	"4"	"6"	"1"	"1"	"0"	"3"	"4"	"19"	"3"	"5"	"3"	"8"	"502"	"0"	"502"	"0"
"489"	"246"	"115"	"142"	"9"	""	"12"	"4"	"2"	"0"	"0"	"3"	"3"	"1"	"7"	"5"	"3"	"0"	"3"	"309"	"0"	"309"	"0"
"490"	"247"	"23"	"185"	"12"	""	"24"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"4"	"7"	"5"	"268"	"0"	"268"	"0"
"491"	"248"	"172"	"128"	"13"	""	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"2"	"3"	"3"	"330"	"0"	"330"	"0"
"492"	"249"	"239"	"158"	"29"	""	"4"	"3"	"5"	"0"	"0"	"6"	"14"	"3"	"7"	"2"	"3"	"6"	"4"	"483"	"0"	"483"	"0"
"493"	"250"	"74"	"308"	"16"	""	"1"	"3"	"1"	"0"	"0"	"0"	"2"	"1"	"8"	"1"	"0"	"0"	"3"	"418"	"0"	"418"	"0"
"494"	"251"	"28"	"146"	"37"	""	"0"	"0"	"0"	"1"	"0"	"1"	"11"	"0"	"4"	"0"	"0"	"0"	"2"	"230"	"0"	"230"	"0"
"495"	"252"	"26"	"103"	"10"	""	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"143"	"0"	"143"	"0"
"496"	"Total :-"	"2344"	"2346"	"305"	""	"61"	"29"	"29"	"9"	"5"	"20"	"59"	"18"	"72"	"21"	"27"	"36"	"50"	"5431"	"0"	"5431"	"0"
"497"	"Total upto Last Round:-"	"43585"	"32262"	"5163"	""	"1361"	"353"	"448"	"158"	"167"	"261"	"716"	"187"	"665"	"444"	"416"	"902"	"1262"	"88350"	"0"	"88350"	"0"
"498"	"Grand Total :-"	"45929"	"34608"	"5468"	""	"1422"	"382"	"477"	"167"	"172"	"281"	"775"	"205"	"737"	"465"	"443"	"938"	"1312"	"93781"	"0"	"93781"	"0"
"499"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"500"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"501"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"502"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"503"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"504"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"505"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"506"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	"Total No. of electors in Assembly Constituency/Segment:-255665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	"ROUND  19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-DANAPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"514"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	""	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"515"	"253"	"187"	"62"	"13"	""	"6"	"6"	"4"	"1"	"0"	"2"	"4"	"1"	"6"	"0"	"2"	"1"	"5"	"300"	"0"	"300"	"0"
"516"	"254"	"343"	"26"	"10"	""	"2"	"1"	"2"	"0"	"0"	"2"	"4"	"2"	"10"	"6"	"0"	"1"	"16"	"425"	"0"	"425"	"0"
"517"	"255"	"188"	"12"	"6"	""	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"1"	"0"	"0"	"1"	"215"	"0"	"215"	"0"
"518"	"256"	"282"	"65"	"5"	""	"8"	"0"	"3"	"2"	"2"	"2"	"3"	"1"	"4"	"3"	"5"	"3"	"1"	"389"	"0"	"389"	"0"
"519"	"257"	"115"	"32"	"6"	""	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"3"	"165"	"0"	"165"	"0"
"520"	"Total :-"	"1115"	"197"	"40"	""	"16"	"8"	"10"	"3"	"3"	"6"	"15"	"5"	"25"	"12"	"8"	"5"	"26"	"1494"	"0"	"1494"	"0"
"521"	"Total upto Last Round:-"	"45929"	"34608"	"5468"	""	"1422"	"382"	"477"	"167"	"172"	"281"	"775"	"205"	"737"	"465"	"443"	"938"	"1312"	"93781"	"0"	"93781"	"0"
"522"	"Grand Total :-"	"47044"	"34805"	"5508"	""	"1438"	"390"	"487"	"170"	"175"	"287"	"790"	"210"	"762"	"477"	"451"	"943"	"1338"	"95275"	"0"	"95275"	"0"
"523"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"524"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"525"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"526"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"527"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
