state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	BHOJPUR	ROHTAS 	213	10.4.2010  10:40:48 AM	Karakat 	1	1	1	1	1	1	1	2	1	1	1	1	11	4	10	6	8	9	8	0	2	5	2	5	1	55	5	2	2	4	Brahmin	2	2	2	2	7	8	7	8	7	8	10	0	6	0	1	1	2	6	9	3	2
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	2	4	0	2	1	5	7	5	8	10	1	35	3	8	1	5	Muslim	2	4	4	4	3	1	1	10	7	10	10	3	5	10	1	1	2	1	3	3	3
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	2	2	1	1	1	1			1	1	1	12	0	10			10			10				1	21	4	8	4	3	Yadav	4		2		--	--	--	--	--	--	--	--	--	--	1	1	2	4	--	--	--
Bihar	PATNA	PATNA	180	10.4.2010  3:26:10 PM	Bakhtiarpur 	1	2	2	1	1	1	3	3	1	1	2	1	12	2	4	4	2	2	3	9	10	10	10	8	1	47	6	6	1	3	Yadav		4	4		8	9	4	10	4	3	2	8	4	2	1	1	2	6	1	4	1
Bihar	MAGADH	MUNGER	166	10.5.2010  11:40:33 AM	Jamalpur 	1	3	3	2	3	2	2	3	3	2	2	2	12	3	3	3	3	3	2	10	10	10	10	10	1	25	5	3	0	3	Yadav	4	4	4	4	2	2	5	5	3	4	4	10	0	0	2	0	3	4	9	4	2
Bihar	MAGADH	GAYA	227	10.4.2010  10:34:17 AM	Imamganj (SC) 	3	3	3	3	3	3	1	2	3	3	3	1	12	1	8	0	6	10	6	10	10	10	10	10	1	22	4	8	4	3	Yadav	4	6	6	6	7	8	6	8		7	6	8	4	0	2	0	1	6	1	4	3
Bihar	MITHLANCHAL	KATIHAR 	67	10.5.2010  10:36:18 AM	Manihari (ST) 	2	1	1	1	1	1	1	1	1	1	1	2	0	3	2	0	10	0	10	8	10	10	0	10	1	32	5	1	1	3	Yadav	2	4	2	6	10	10	5	10	10	7	6	8	0	0	1	1	2	5	9	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	88	10.4.2010  10:54:43 AM	Gaighat 	1	3	3	3	1	3	3	2	1	3	2	1	12	1	5	5	0	0	0	10	10	10	10	10	1	22	3	8	4	3	Yadav	4	4	5	4	5	5	5	10	5	5	5	5	0	10	3	1	4	5		4	3
Bihar	PATNA	PATNA	180	10.4.2010  3:26:10 PM	Bakhtiarpur 	1	2	1	3	1	1	1	2	2	1	1	3	12	2	7	6	2	2	6	5	8	5	6	8	1	25	2	8	3	3	Yadav	4	4	1		2	8	6	10	4	5	5	2	0	2	1	2	1	9	3	0	3
Bihar	BHOJPUR	SIWAN	111	10.4.2010  2:27:39 PM	Goriakothi 	1	1	1	3	1	2	1	2	1	3	2	6	17	3	0	0	0	10	0	10	10	10	9	10	1	40	6	7	5	3	Yadav	4	4	4	4	5	5		5	0	3	3	5	0	10	2	0	4	4		0	3
Bihar	MITHLANCHAL	KATIHAR 	68	10.5.2010  10:14:20 AM	Barari 	1	1	1	1	1	1	3	1	1	1	1	4	11	4	10	10	8	8	6	8	8	7	9	9	1	26	6	8	2	3	Yadav	1	4	5	4	9	10	8	10	5	6	9	8	5	5	2	2	1	6	3	3	2
Bihar	MAGADH	NAWADA 	237	10.4.2010  12:00:44 PM	Nawada 	1	2	2	3	1	1	3	1	2	3	1	1	11	1	10	10	5	5	0	10	10	10	10	5	1	33	5	6	4	3	Yadav		4		6	5	5	5	8	0	5	10	10	5	5	1	1	2	0	3	7	1
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	2	2	1	1	1	1	3	1	1	1	4	11	5	10	5	10	8	5	5	9	8	9	10	1	25	5	7	2	3	Yadav	4	4	4		8	10	9	9	9	10	10	5	5	0	2	0	1	0	9	7	3
Bihar	MITHLANCHAL	SITAMARHI 	27	10.4.2010  3:59:14 PM	Bajpatti 	2	3	3	3	3	3	3	1	3	3	3	1	12	1	5	6	4	5	8	8	10	7	7	7	1	30	1	9	1	3	Yadav	2	4	2	4	7	6	5	9	5	8	10	2	1	1	3	0	4	6		4	3
Bihar	MITHLANCHAL	MADHEPURA 	72	10.4.2010  12:02:37 PM	Singheshwar (SC) 	3	1	3	3	1	1	3	3	1	3	3	1	12	1	4	3	0	5	5	7	10	4	5	6	1	30	6	8	1	3	Yadav	2	4	2	4	8	8	6	8	3	6	5	6	0	2	2	1	1	5	14	4	3
Bihar	MAGADH	BHAGALPUR 	153	10.4.2010  2:56:40 PM	Gopalpur 	1	1	1	1	1	1	1	1	1	1	1	4	11	0	8	6	8	9		6	8	6	8		1	25	3	3	1	3	Yadav	2	4	2		10	8	8	6	7	10	10	5	8	0	2	1	2	1	8	3	1
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	1	2	1	1	1	1	1	1	2	1	4	11	0	5	10	10	10		5	8	8			1	24	4	7	4	3	Yadav	4	4	4	4	10						10	8		0	1	1	2	6	3	6	1
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	3	3	1	1	1	1	1	3	1	1	0	12	3	8	7	6	10	6	9	8	5	9	5	1	18	5	1	3	3	Yadav	4	4			5	8	7	9	5	10	9	8	7	6	1	1	2	8	14	1	3
Bihar	#N/A	BHAGALPUR 		#N/A	<--Select-->	1	1	1	1	1	1	3	1	1		1	1	12	0	1	10	1	0	3	10	10	10	10	10	1	32	2	9	2	3	Yadav		4		4	10	10	5	10	5	2	0	10	3	4	3	1	2	0	8	4	1
Bihar	PATNA	NALANDA 	176	10.6.2010  2:10:31 PM	Nalanda 	1	1	2	2	2	3	3	2		1	3	6	12	2	0	0	2	0	4	10	10	10	10	4	1	22	3	3	0	3	Yadav	2	4	2		0	5		5	10	6	0	10	0	0	1	0	2	1	4	7	2
Bihar	BHOJPUR	SARAN	122	10.5.2010  10:48:43 AM	Sonepur 	1	3	3	3	3	2	1	3	1	3	2	4	12	0	0	0	4	2	3	10	10	10	10	10	1	40	5	3	2	3	Yadav	2	4	4	4	10	10		10	0	2	4	10	10	0	2	0	4	6	14	4	2
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	2	2	3	2	3	1		1	3	2	1	12	3	4	6	4	4	2	10	10	8	8	8	1	23	4	1	2	3	Yadav		4	7		4	4		4	6	3	3	6	2	8	1	2	2	4	3	4	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	2	1	3	1	1	3	1	2	3	1	5	12	1	4	6	3	6	0	6	7	7	6	7	1	45	5	8	4	3	Yadav	4	4	4	4	7	8	5	8	7	5	4	5	6	5	1	1	2	0	14	4	1
Bihar	MITHLANCHAL	SAMASTIPUR	135	10.4.2010  11:06:38 AM	Morwa 	1	2	3	3	1	3	3	3	3	3	1	2	12	1	2	2	2	2	2	10	10	10	10	10	1	35	4	0	4	3	Yadav	4	4	4	4	10	10	2	10	2	3	2	8	2	9	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	191	10.4.2010  5:29:18 PM	Bikram 	1	3	3	3	1	1	3	1	3	1	1	0	12	1	5	3	6	5	5	6	9	8	9	9	1	36	5	1	0	3	Yadav	4	4	4	4	5	10	4	10	3	4	5		1	0	1	1	2	0	9	4	3
Bihar	BHOJPUR	Saran 	117	10.6.2010  11:19:31 AM	Marhaura 	1	2	3	1	1	3	3	3	3	3	2	1	12	2	5	0	0	5	2	9	8	10	10	9	1	24	3	8	3	3	Yadav	2	4	2	4	8	10		10	5	5	5	10	0	0	3	0	3	4	9	0	1
Bihar	PATNA	PATNA	180	10.4.2010  3:26:10 PM	Bakhtiarpur 	1	2	2	1	1	1	3	3	1	1	2	1	12	2	4	4	2	2	3	9	10	10	10	8	1	47	6	6	1	3	Yadav		4	4		8	9	4	10	4	3	2	8	4	2	1	1	2	6	1	4	1
Bihar	MAGADH	MUNGER	166	10.5.2010  11:40:33 AM	Jamalpur 	1	3	3	2	3	2	2	3	3	2	2	2	12	3	3	3	3	3	2	10	10	10	10	10	1	25	5	3	0	3	Yadav	4	4	4	4	2	2	5	5	3	4	4	10	0	0	2	0	3	4	9	4	2
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	1	3	1	1	1	3	3	3	1	1	2	12	3	4	6	8	10	10	10	8	10	10	9	1	30	2	8	1	5	Muslim		4	4	4	0	4	4	6	5	10	7	8	10	10	1	1	2	0	9	3	1
Bihar	MAGADH	JAHANABAD 	218	10.4.2010  2:34:05 PM	Makhdumpur (SC) 	1	2	2	3	1	1	3	2	3	1	1	1	11	3	6	2	3	4	4	4	6	7	6	6	1	48	3	8	5	5	Muslim	4	4	4	4	0	9	4		4	8	8	10	0	9	1	1	2	9	3	3	2
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	mahuwa	1	2	3	1	1	1	1	3	3	2	2	0	12	6	10	0	10	0	10	10	10	100	10	10	1	33	3	8	4	5	Muslim	4	4	4	6	10	10	0	10	0	10	10	0	0	0	2	0	1	1	9	4	1
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	2	3	3	1	3	1	1	1	2	3	2	1	15	2	5	10	5	5	3	4	4	4	8	8	1	45	3	3	2	5	Muslim	4	5	4	5	9	10		10	7	10	7	6	8	0	2	1	2	4	4	6	2
Bihar	BHOJPUR	SUPAUL	17	10.4.2010  4:54:09 PM	Pipra 	1	3	3	3	3	3	3		3	3	3	1	12	0											1	55	0	3	2	5	Muslim	4	4	6	5											3	0	4	4	8	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	1	1	1	1	1	2	1	1	4	11	0	10	6	10	10	8	8	6	10	10	10	2	24	3	2	4	5	Muslim	4	4			5	8	8	8	5	7	9	9	9	9	3	1	2	0	3	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	1	1	1	1	3	2	1	3	3	3	0	12	3	0	0	0	0	0	10	10	10	10	10	1	55	4	7	3	5	Muslim		4			0	0	3	0	0	0	1	10	0	0	3	1	3	--	3	4	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	3	1	1	1	3	3	1	1	1	12	0	5	4	4	4	4	6	6	6	6	6	1	55	3	3	2	5	Muslim	4	4	4	4	7	9	8	9	5	7	4	6	4	3	1	1	2	0	8	7	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	2	3	1	1	1	3	2	1	3	2	1	15	6	7	8	5	4	6	8	10	5	8	7	1	31	5	7	4	5	Muslim	4	4		6	6	7	2	8	8	7	7	1	5	5	1	1	2	9	14	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	3	3	3	3	3	3	3	3	0	12	1	5	1	5	2		10	10	10	8		1	46	5	3	0	5	Muslim	2	4	4	6	5	5	2	10	6	0	0	5	0	0	3	0	4	0		0	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	1	3	1	1	12	5	8	4	5	6	8	4	10	3	4	4	1	38	5	3	2	5	Muslim	2	4	2	4	5	6	4	8	9	8	10	4	1	4	2	1	2	5	3	6	1
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	3	3	1	1	1	1	1	1	1	1	1	12	1	6	5	8	6	5	8	9	7	6	10	1	23	5	8	4	5	Muslim	6	4	6	4	8	9	5	8	0	7	6	8	9	0	1	1	2	4	14	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	1	2	2	3	3	1	3	2	2	2	3	4	12	0	0	0	5	2	2	10	10	10	10	10	1	35	4	7	4	5	Muslim	4	4	5	4	7	10		8	0	5	5	10	0	10	1	0	3	1	9	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	2	2	3	3	3	2	3	3	3	3	2	1	12	3	0	0	0	0	0	10	10	10	10	10	1	42	5	7	3	5	Muslim	4	4	5		0	0	0	0	0		0	10	0	10	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	2	3	3	1	1	3	3	2	3	2	3	2	12	2	7	4	3	4	3	6	8	5	7	7	--	22	7	1	5	5	khan	2	4	2	2	5	7	2	8	1	5	5	5	3	1	3	3	1	6	1	1	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	6	5	2	0	1	10	9	9	9	10	1	35	3	8	1	5	Muslim	2	4	4	4	3	1	1	10	7	10	10	3	5	10	1	1	2	1	3	3	3
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	1	3	1	1	1	3	3	3	1	1	2	12	3	4	6	8	10	10	10	8	10	10	9	1	30	2	8	1	5	Muslim		4	4	4	0	4	4	6	5	10	7	8	10	10	1	1	2	0	9	3	1
Bihar	MAGADH	JAHANABAD 	218	10.4.2010  2:34:05 PM	Makhdumpur (SC) 	1	2	2	3	1	1	3	2	3	1	1	1	11	3	6	2	3	4	4	4	6	7	6	6	1	48	3	8	5	5	Muslim	4	4	4	4	0	9	4		4	8	8	10	0	9	1	1	2	9	3	3	2
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	mahuwa	1	2	3	1	1	1	1	3	3	2	2	0	12	6	10	0	10	0	10	10	10	10	10	10	1	33	3	8	4	5	Muslim	4	4	4	6	10	10	0	10	0	10	10	0	0	0	2	0	1	1	9	4	1
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	2	3	3	1	3	1	1	1	2	3	2	1	15	2	5	10	5	5	3	4	4	4	8	8	1	45	3	3	2	5	Muslim	4	5	4	5	9	10		10	7	10	7	6	8	0	2	1	2	4	4	6	2
Bihar	BHOJPUR	SUPAUL	17	10.4.2010  4:54:09 PM	Pipra 	1	3	3	3	3	3	3		3	3	3	1	12	0											1	55	0	3	2	5	Muslim	4	6	6	5											3	0	4	4	8	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	1	1	1	1	1	2	1	1	4	11	0	10	6	10	10	8	8	6	10	10	10	2	24	3	2	4	5	Muslim	4	4			5	8	8	8	5	7	9	9	9	9	3	1	2	0	3	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	1	1	1	1	3	2	1	3	3	3	0	12	3	0	0	0	0	0	10	10	10	10	10	1	55	4	7	3	5	Muslim		4			0	0	3	0	0	0	1	10	0	0	3	1	3	--	3	4	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	3	1	1	1	3	3	1	1	1	12	0	5	4	4	4	4	6	6	6	6	6	1	55	3	3	2	5	Muslim	4	4	4	4	7	9	8	9	5	7	4	6	4	3	1	1	2	0	8	7	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	2	3	1	1	1	3	2	1	3	2	1	15	6	7	8	5	4	6	8	10	5	8	7	1	31	5	7	4	5	Muslim	4	4		6	6	7	2	8	8	7	7	1	5	5	1	1	2	9	14	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	3	3	3	3	3	3	3	3	0	12	1	5	1	5	2		10	10	10	8		1	46	5	3	0	5	Muslim	2	4	4	6	5	5	2	10	6	0	0	5	0	0	3	0	4	0		0	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	1	3	1	1	12	5	8	4	5	6	8	4	10	3	4	4	1	38	5	3	2	5	Muslim	2	4	2	4	5	6	4	8	9	8	10	4	1	4	2	1	2	5	3	6	1
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	3	3	1	1	1	1	1	1	1	1	1	12	1	6	5	8	6	5	8	9	7	6	10	1	23	5	8	4	5	Muslim	6	4	6	4	8	9	5	8	0	7	6	8	9	0	1	1	2	4	14	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	1	2	2	3	3	1	3	2	2	2	3	4	12	0	0	0	5	2	2	10	10	10	10	10	1	35	4	7	4	5	Muslim	4	7	5	4	7	10		8	0	5	5	10	0	10	1	0	3	1	9	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	2	2	3	3	3	2	3	3	3	3	2	1	12	3	0	0	0	0	0	10	10	10	10	10	1	42	5	7	3	5	Muslim	4	4	5		0	0	0	0	0		0	10	0	10	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	2	3	3	1	1	3	3	2	3	2	3	2	12	2	7	4	3	4	3	6	8	5	7	7	--	22	7	1	5	5	khan	2	4	2	2	5	7	2	8	1	5	5	5	3	1	3	3	1	6	1	1	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	2	3	1	0	2	8	9	6	9	10	1	35	3	8	1	5	Muslim	2	4	4	4	3	1	1	10	7	10	10	3	5	10	1	1	2	1	3	3	3
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	1	3	1	1	1	3	3	3	1	1	2	12	3	4	6	8	10	10	10	8	10	10	9	1	30	2	8	1	5	Muslim		4	4	4	0	4	4	6	5	10	7	8	10	10	1	1	2	0	9	3	1
Bihar	MAGADH	JAHANABAD 	218	10.4.2010  2:34:05 PM	Makhdumpur (SC) 	1	2	2	3	1	1	3	2	3	1	1	1	11	3	6	2	3	4	4	4	6	7	6	6	1	48	3	8	5	5	Muslim	4	4	4	4	0	9	4		4	8	8	10	0	9	1	1	2	9	3	3	2
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	mahuwa	1	2	3	1	1	1	1	3	3	2	2	0	12	6	10	0	10	0	10	10	10	0	10	10	1	33	3	8	4	5	Muslim	4	4	4	6	10	10	0	10	0	10	10	0	0	0	2	0	1	1	9	4	1
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	2	3	3	1	3	1	1	1	2	3	2	1	15	2	5	10	5	5	3	4	4	4	8	8	1	45	3	3	2	5	Muslim	4	5	4	5	9	10		10	7	10	7	6	8	0	2	1	2	4	4	6	2
Bihar	BHOJPUR	SUPAUL	17	10.4.2010  4:54:09 PM	Pipra 	1	3	3	3	3	3	3		3	3	3	1	12	0											1	55	0	3	2	5	Muslim	4	7	6	5											3	0	4	4	8	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	1	1	1	1	1	2	1	1	4	11	0	10	6	10	10	8	8	6	10	10	10	2	24	3	2	4	5	Muslim	4	4			5	8	8	8	5	7	9	9	9	9	3	1	2	0	3	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	1	1	1	1	3	2	1	3	3	3	0	12	3	0	0	0	0	0	10	10	10	10	10	1	55	4	7	3	5	Muslim		4			0	0	3	0	0	0	1	10	0	0	3	1	3	--	3	4	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	3	1	1	1	3	3	1	1	1	12	0	5	4	4	4	4	6	6	6	6	6	1	55	3	3	2	5	Muslim	4	4	4	4	7	9	8	9	5	7	4	6	4	3	1	1	2	0	8	7	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	2	3	1	1	1	3	2	1	3	2	1	15	6	7	8	5	4	6	8	10	5	8	7	1	31	5	7	4	5	Muslim	4	4		6	6	7	2	8	8	7	7	1	5	5	1	1	2	9	14	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	3	3	3	3	3	3	3	3	0	12	1	5	1	5	2		10	10	10	8		1	46	5	3	0	5	Muslim	2	6	4	6	5	5	2	10	6	0	0	5	0	0	3	0	4	0		0	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	1	3	1	1	12	5	8	4	5	6	8	4	10	3	4	4	1	38	5	3	2	5	Muslim	2	4	2	4	5	6	4	8	9	8	10	4	1	4	2	1	2	5	3	6	1
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	3	3	1	1	1	1	1	1	1	1	1	12	1	6	5	8	6	5	8	9	7	6	10	1	23	5	8	4	5	Muslim	6	4	6	4	8	9	5	8	0	7	6	8	9	0	1	1	2	4	14	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	1	2	2	3	3	1	3	2	2	2	3	4	12	0	0	0	5	2	2	10	10	10	10	10	1	35	4	7	4	5	Muslim	4	4	5	4	7	10		8	0	5	5	10	0	10	1	0	3	1	9	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	2	2	3	3	3	2	3	3	3	3	2	1	12	3	0	0	0	0	0	10	10	10	10	10	1	42	5	7	3	5	Muslim	4	4	5		0	0	0	0	0		0	10	0	10	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	2	3	3	1	1	3	3	2	3	2	3	2	12	2	7	4	3	4	3	6	8	5	7	7	--	22	7	1	5	5	khan	2	4	2	2	5	7	2	8	1	5	5	5	3	1	3	3	1	6	1	1	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	3	2	0	1	2	10	7	5	6	10	1	35	3	8	1	5	Muslim	2	4	4	4	3	1	1	10	7	10	10	3	5	10	1	1	2	1	3	3	3
Bihar	#N/A	#N/A	#N/A	#N/A	#N/A	1	1	3	1	1	1	3	3	3	1	1	2	12	3	4	6	8	10	10	10	8	10	10	9	1	30	2	8	1	5	Muslim		4	4	4	0	4	4	6	5	10	7	8	10	10	1	1	2	0	9	3	1
Bihar	MAGADH	JAHANABAD 	218	10.4.2010  2:34:05 PM	Makhdumpur (SC) 	1	2	2	3	1	1	3	2	3	1	1	1	11	3	6	2	3	4	4	4	6	7	6	6	1	48	3	8	5	5	Muslim	4	4	4	4	0	9	4		4	8	8	10	0	9	1	1	2	9	3	3	2
Bihar	MITHLANCHAL	MUZAFFARPUR 	97	10.4.2010  5:07:03 PM	mahuwa	1	2	3	1	1	1	1	3	3	2	2	0	12	6	10	0	10	0	10	10	10	0	10	10	1	33	3	8	4	5	Muslim	4	4	4	6	10	10	0	10	0	10	10	0	0	0	2	0	1	1	9	4	1
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	2	3	3	1	3	1	1	1	2	3	2	1	15	2	5	10	5	5	3	4	4	4	8	8	1	45	3	3	2	5	Muslim	4	5	4	5	9	10		10	7	10	7	6	8	0	2	1	2	4	4	6	2
Bihar	BHOJPUR	SUPAUL	17	10.4.2010  4:54:09 PM	Pipra 	1	3	3	3	3	3	3		3	3	3	1	12	0											1	55	0	3	2	5	Muslim	4	4	6	5											3	0	4	4	8	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	1	1	1	1	1	2	1	1	4	11	0	10	6	10	10	8	8	6	10	10	10	2	24	3	2	4	5	Muslim	4	4			5	8	8	8	5	7	9	9	9	9	3	1	2	0	3	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	1	1	1	1	3	2	1	3	3	3	0	12	3	0	0	0	0	0	10	10	10	10	10	1	55	4	7	3	5	Muslim		4			0	0	3	0	0	0	1	10	0	0	3	1	3	--	3	4	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	3	1	1	1	3	3	1	1	1	12	0	5	4	4	4	4	6	6	6	6	6	1	55	3	3	2	5	Muslim	4	4	4	4	7	9	8	9	5	7	4	6	4	3	1	1	2	0	8	7	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	2	3	1	1	1	3	2	1	3	2	1	15	6	7	8	5	4	6	8	10	5	8	7	1	31	5	7	4	5	Muslim	4	4		6	6	7	2	8	8	7	7	1	5	5	1	1	2	9	14	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	3	3	3	3	3	3	3	3	0	12	1	5	1	5	2		10	10	10	8		1	46	5	3	0	5	Muslim	2	4	4	6	5	5	2	10	6	0	0	5	0	0	3	0	4	0		0	1
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	1	3	1	1	12	5	8	4	5	6	8	4	10	3	4	4	1	38	5	3	2	5	Muslim	2	4	2	4	5	6	4	8	9	8	10	4	1	4	2	1	2	5	3	6	1
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	3	3	1	1	1	1	1	1	1	1	1	12	1	6	5	8	6	5	8	9	7	6	10	1	23	5	8	4	5	Muslim	6	4	6	4	8	9	5	8	0	7	6	8	9	0	1	1	2	4	14	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	1	2	2	3	3	1	3	2	2	2	3	4	12	0	0	0	5	2	2	10	10	10	10	10	1	35	4	7	4	5	Muslim	4	4	5	4	7	10		8	0	5	5	10	0	10	1	0	3	1	9	4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	89	10.4.2010  4:19:28 PM	Aurai 	2	2	3	3	3	2	3	3	3	3	2	1	12	3	0	0	0	0	0	10	10	10	10	10	1	42	5	7	3	5	Muslim	4	4	5		0	0	0	0	0		0	10	0	10	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	2	3	3	1	1	3	3	2	3	2	3	2	12	2	7	4	3	4	3	6	8	5	7	7	--	22	7	1	5	5	khan	2	4	2	2	5	7	2	8	1	5	5	5	3	1	3	3	1	6	1	1	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	98	10.6.2010  11:13:44 AM	Sahebganj 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	2	1	3	2	1	7	8	8	8	10	1	35	3	8	1	5	Muslim	2	4	4	4	3	1	1	10	7	10	10	3	5	10	1	1	2	1	3	3	3
