"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 235-Bodh Gaya (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No"	""	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"6"	""	""	""	""	""	""	"NAWAL KUMAR"	""	""	"PHOOL CHAND MANJHI"	""	"SHARMILA BHARTI"	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWAR
RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"4"	"130"	""	""	""	"74"	""	""	""	"139"	""	""	"12"	""	""	""	""	"132"	""	""	""	"9"	""	""	""	""	"6"	""	""	""	"10"	""	""	"5"	""	""	""	""	"23"	""	""	"410"	""	""	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""	""	""
"241"	"5"	"131"	""	""	""	"14"	""	""	""	"35"	""	""	"4"	""	""	""	""	"62"	""	""	""	"5"	""	""	""	""	"1"	""	""	""	"2"	""	""	"3"	""	""	""	""	"1"	""	""	"127"	""	""	""	""	"0"	""	""	""	"127"	""	""	""	""	""	""	""	""	""
"242"	"6"	"132"	""	""	""	"44"	""	""	""	"77"	""	""	"4"	""	""	""	""	"19"	""	""	""	"4"	""	""	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	""	""	"8"	""	""	"158"	""	""	""	""	"0"	""	""	""	"158"	""	""	""	""	""	""	""	""	""
"243"	"7"	"133"	""	""	""	"36"	""	""	""	"71"	""	""	"5"	""	""	""	""	"167"	""	""	""	"14"	""	""	""	""	"6"	""	""	""	"7"	""	""	"13"	""	""	""	""	"33"	""	""	"352"	""	""	""	""	"0"	""	""	""	"352"	""	""	""	""	""	""	""	""	""
"244"	"8"	"134"	""	""	""	"47"	""	""	""	"138"	""	""	"15"	""	""	""	""	"69"	""	""	""	"12"	""	""	""	""	"7"	""	""	""	"13"	""	""	"18"	""	""	""	""	"26"	""	""	"345"	""	""	""	""	"0"	""	""	""	"345"	""	""	""	""	""	""	""	""	""
"245"	"9"	"135"	""	""	""	"42"	""	""	""	"57"	""	""	"14"	""	""	""	""	"293"	""	""	""	"3"	""	""	""	""	"0"	""	""	""	"6"	""	""	"2"	""	""	""	""	"2"	""	""	"419"	""	""	""	""	"0"	""	""	""	"419"	""	""	""	""	""	""	""	""	""
"246"	"10"	"136"	""	""	""	"76"	""	""	""	"94"	""	""	"74"	""	""	""	""	"198"	""	""	""	"14"	""	""	""	""	"7"	""	""	""	"7"	""	""	"5"	""	""	""	""	"19"	""	""	"494"	""	""	""	""	"0"	""	""	""	"494"	""	""	""	""	""	""	""	""	""
"247"	"11"	"137"	""	""	""	"52"	""	""	""	"106"	""	""	"15"	""	""	""	""	"171"	""	""	""	"4"	""	""	""	""	"5"	""	""	""	"11"	""	""	"5"	""	""	""	""	"8"	""	""	"377"	""	""	""	""	"0"	""	""	""	"377"	""	""	""	""	""	""	""	""	""
"248"	"12"	"138"	""	""	""	"70"	""	""	""	"95"	""	""	"44"	""	""	""	""	"169"	""	""	""	"8"	""	""	""	""	"7"	""	""	""	"9"	""	""	"7"	""	""	""	""	"18"	""	""	"427"	""	""	""	""	"0"	""	""	""	"427"	""	""	""	""	""	""	""	""	""
"249"	"13"	"139"	""	""	""	"75"	""	""	""	"115"	""	""	"9"	""	""	""	""	"52"	""	""	""	"1"	""	""	""	""	"0"	""	""	""	"6"	""	""	"4"	""	""	""	""	"13"	""	""	"275"	""	""	""	""	"0"	""	""	""	"275"	""	""	""	""	""	""	""	""	""
"250"	"14"	"140"	""	""	""	"57"	""	""	""	"104"	""	""	"5"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	""	"172"	""	""	""	""	"0"	""	""	""	"172"	""	""	""	""	""	""	""	""	""
"251"	"Total"	""	""	""	""	"775"	""	""	""	"1218"	""	""	"230"	""	""	""	""	"1526"	""	""	""	"90"	""	""	""	""	"53"	""	""	""	"90"	""	""	"77"	""	""	""	""	"187"	""	""	"4246"	""	""	""	""	"0"	""	""	""	"4246"	""	""	""	""	""	""	""	""	""
"252"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"256"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"258"	"1"	"140A"	""	""	""	"57"	""	""	""	"147"	""	""	"0"	""	""	""	""	"22"	""	""	""	"2"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"4"	""	""	"233"	""	""	""	""	"0"	""	""	""	"233"	""	""	""	""	""	""	""	""	""
"259"	"2"	"141"	""	""	""	"29"	""	""	""	"99"	""	""	"41"	""	""	""	""	"208"	""	""	""	"4"	""	""	""	""	"2"	""	""	""	"2"	""	""	"4"	""	""	""	""	"3"	""	""	"392"	""	""	""	""	"0"	""	""	""	"392"	""	""	""	""	""	""	""	""	""
"260"	"3"	"142"	""	""	""	"23"	""	""	""	"83"	""	""	"7"	""	""	""	""	"207"	""	""	""	"4"	""	""	""	""	"6"	""	""	""	"9"	""	""	"8"	""	""	""	""	"14"	""	""	"361"	""	""	""	""	"0"	""	""	""	"361"	""	""	""	""	""	""	""	""	""
"261"	"4"	"143"	""	""	""	"23"	""	""	""	"46"	""	""	"3"	""	""	""	""	"393"	""	""	""	"1"	""	""	""	""	"2"	""	""	""	"2"	""	""	"1"	""	""	""	""	"2"	""	""	"473"	""	""	""	""	"0"	""	""	""	"473"	""	""	""	""	""	""	""	""	""
"262"	"5"	"144"	""	""	""	"6"	""	""	""	"30"	""	""	"2"	""	""	""	""	"442"	""	""	""	"4"	""	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"4"	""	""	"488"	""	""	""	""	"0"	""	""	""	"488"	""	""	""	""	""	""	""	""	""
"263"	"6"	"145"	""	""	""	"35"	""	""	""	"129"	""	""	"12"	""	""	""	""	"174"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	"1"	""	""	"7"	""	""	""	""	"7"	""	""	"370"	""	""	""	""	"0"	""	""	""	"370"	""	""	""	""	""	""	""	""	""
"264"	"7"	"146"	""	""	""	"20"	""	""	""	"80"	""	""	"8"	""	""	""	""	"82"	""	""	""	"0"	""	""	""	""	"6"	""	""	""	"3"	""	""	"3"	""	""	""	""	"10"	""	""	"212"	""	""	""	""	"0"	""	""	""	"212"	""	""	""	""	""	""	""	""	""
"265"	"8"	"146A"	""	""	""	"1"	""	""	""	"5"	""	""	"0"	""	""	""	""	"23"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	"29"	""	""	""	""	"0"	""	""	""	"29"	""	""	""	""	""	""	""	""	""
"266"	"9"	"147"	""	""	""	"35"	""	""	""	"11"	""	""	"12"	""	""	""	""	"177"	""	""	""	"5"	""	""	""	""	"4"	""	""	""	"8"	""	""	"1"	""	""	""	""	"2"	""	""	"255"	""	""	""	""	"0"	""	""	""	"255"	""	""	""	""	""	""	""	""	""
"267"	"10"	"148"	""	""	""	"57"	""	""	""	"213"	""	""	"13"	""	""	""	""	"169"	""	""	""	"6"	""	""	""	""	"7"	""	""	""	"10"	""	""	"1"	""	""	""	""	"24"	""	""	"500"	""	""	""	""	"0"	""	""	""	"500"	""	""	""	""	""	""	""	""	""
"268"	"11"	"149"	""	""	""	"12"	""	""	""	"35"	""	""	"11"	""	""	""	""	"308"	""	""	""	"1"	""	""	""	""	"6"	""	""	""	"1"	""	""	"3"	""	""	""	""	"12"	""	""	"389"	""	""	""	""	"0"	""	""	""	"389"	""	""	""	""	""	""	""	""	""
"269"	"12"	"150"	""	""	""	"35"	""	""	""	"139"	""	""	"2"	""	""	""	""	"96"	""	""	""	"0"	""	""	""	""	"1"	""	""	""	"0"	""	""	"3"	""	""	""	""	"3"	""	""	"279"	""	""	""	""	"0"	""	""	""	"279"	""	""	""	""	""	""	""	""	""
"270"	"13"	"150A"	""	""	""	"27"	""	""	""	"150"	""	""	"6"	""	""	""	""	"18"	""	""	""	"2"	""	""	""	""	"0"	""	""	""	"2"	""	""	"1"	""	""	""	""	"1"	""	""	"207"	""	""	""	""	"0"	""	""	""	"207"	""	""	""	""	""	""	""	""	""
"271"	"14"	"151"	""	""	""	"46"	""	""	""	"234"	""	""	"9"	""	""	""	""	"48"	""	""	""	"0"	""	""	""	""	"2"	""	""	""	"3"	""	""	"1"	""	""	""	""	"10"	""	""	"353"	""	""	""	""	"0"	""	""	""	"353"	""	""	""	""	""	""	""	""	""
"272"	"Total"	""	""	""	""	"406"	""	""	""	"1401"	""	""	"126"	""	""	""	""	"2367"	""	""	""	"31"	""	""	""	""	"39"	""	""	""	"42"	""	""	"33"	""	""	""	""	"96"	""	""	"4541"	""	""	""	""	"0"	""	""	""	"4541"	""	""	""	""	""	""	""	""	""
"273"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"277"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"279"	"1"	"152"	""	""	""	"44"	""	""	""	"170"	""	""	"9"	""	""	""	""	"14"	""	""	""	"2"	""	""	""	""	"4"	""	""	""	"4"	""	""	"2"	""	""	""	""	"8"	""	""	"257"	""	""	""	""	"0"	""	""	""	"257"	""	""	""	""	""	""	""	""	""
"280"	"2"	"153"	""	""	""	"24"	""	""	""	"159"	""	""	"4"	""	""	""	""	"41"	""	""	""	"0"	""	""	""	""	"1"	""	""	""	"1"	""	""	"4"	""	""	""	""	"1"	""	""	"235"	""	""	""	""	"0"	""	""	""	"235"	""	""	""	""	""	""	""	""	""
"281"	"3"	"154"	""	""	""	"29"	""	""	""	"69"	""	""	"13"	""	""	""	""	"183"	""	""	""	"9"	""	""	""	""	"13"	""	""	""	"8"	""	""	"8"	""	""	""	""	"12"	""	""	"344"	""	""	""	""	"0"	""	""	""	"344"	""	""	""	""	""	""	""	""	""
"282"	"4"	"155"	""	""	""	"77"	""	""	""	"52"	""	""	"12"	""	""	""	""	"238"	""	""	""	"1"	""	""	""	""	"10"	""	""	""	"7"	""	""	"4"	""	""	""	""	"12"	""	""	"413"	""	""	""	""	"0"	""	""	""	"413"	""	""	""	""	""	""	""	""	""
"283"	"5"	"156"	""	""	""	"18"	""	""	""	"54"	""	""	"21"	""	""	""	""	"130"	""	""	""	"7"	""	""	""	""	"5"	""	""	""	"14"	""	""	"5"	""	""	""	""	"24"	""	""	"278"	""	""	""	""	"0"	""	""	""	"278"	""	""	""	""	""	""	""	""	""
"284"	"6"	"157"	""	""	""	"28"	""	""	""	"94"	""	""	"13"	""	""	""	""	"131"	""	""	""	"5"	""	""	""	""	"4"	""	""	""	"9"	""	""	"2"	""	""	""	""	"11"	""	""	"297"	""	""	""	""	"0"	""	""	""	"297"	""	""	""	""	""	""	""	""	""
"285"	"7"	"158"	""	""	""	"149"	""	""	""	"103"	""	""	"10"	""	""	""	""	"100"	""	""	""	"7"	""	""	""	""	"7"	""	""	""	"8"	""	""	"3"	""	""	""	""	"18"	""	""	"405"	""	""	""	""	"0"	""	""	""	"405"	""	""	""	""	""	""	""	""	""
"286"	"8"	"159"	""	""	""	"19"	""	""	""	"41"	""	""	"32"	""	""	""	""	"43"	""	""	""	"1"	""	""	""	""	"5"	""	""	""	"3"	""	""	"19"	""	""	""	""	"0"	""	""	"163"	""	""	""	""	"0"	""	""	""	"163"	""	""	""	""	""	""	""	""	""
"287"	"9"	"160"	""	""	""	"93"	""	""	""	"100"	""	""	"12"	""	""	""	""	"138"	""	""	""	"9"	""	""	""	""	"12"	""	""	""	"7"	""	""	"7"	""	""	""	""	"17"	""	""	"395"	""	""	""	""	"0"	""	""	""	"395"	""	""	""	""	""	""	""	""	""
"288"	"10"	"161"	""	""	""	"87"	""	""	""	"171"	""	""	"35"	""	""	""	""	"102"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"10"	""	""	"8"	""	""	""	""	"21"	""	""	"449"	""	""	""	""	"0"	""	""	""	"449"	""	""	""	""	""	""	""	""	""
"289"	"11"	"162"	""	""	""	"38"	""	""	""	"68"	""	""	"11"	""	""	""	""	"175"	""	""	""	"15"	""	""	""	""	"9"	""	""	""	"9"	""	""	"19"	""	""	""	""	"33"	""	""	"377"	""	""	""	""	"0"	""	""	""	"377"	""	""	""	""	""	""	""	""	""
"290"	"12"	"163"	""	""	""	"41"	""	""	""	"113"	""	""	"12"	""	""	""	""	"28"	""	""	""	"7"	""	""	""	""	"7"	""	""	""	"7"	""	""	"9"	""	""	""	""	"6"	""	""	"230"	""	""	""	""	"0"	""	""	""	"230"	""	""	""	""	""	""	""	""	""
"291"	"13"	"164"	""	""	""	"113"	""	""	""	"103"	""	""	"9"	""	""	""	""	"33"	""	""	""	"2"	""	""	""	""	"8"	""	""	""	"11"	""	""	"12"	""	""	""	""	"34"	""	""	"325"	""	""	""	""	"0"	""	""	""	"325"	""	""	""	""	""	""	""	""	""
"292"	"14"	"165"	""	""	""	"34"	""	""	""	"151"	""	""	"28"	""	""	""	""	"120"	""	""	""	"6"	""	""	""	""	"5"	""	""	""	"8"	""	""	"6"	""	""	""	""	"32"	""	""	"390"	""	""	""	""	"0"	""	""	""	"390"	""	""	""	""	""	""	""	""	""
"293"	"Total"	""	""	""	""	"794"	""	""	""	"1448"	""	""	"221"	""	""	""	""	"1476"	""	""	""	"78"	""	""	""	""	"98"	""	""	""	"106"	""	""	"108"	""	""	""	""	"229"	""	""	"4558"	""	""	""	""	"0"	""	""	""	"4558"	""	""	""	""	""	""	""	""	""
"294"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""
"298"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	"RAMKESHWA R RAM"	""	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""
"300"	"1"	"166"	""	""	""	"36"	""	""	""	"122"	""	""	"5"	""	""	""	""	"40"	""	""	""	"4"	""	""	""	""	"14"	""	""	""	"10"	""	""	"8"	""	""	""	""	"19"	""	""	"258"	""	""	""	""	"0"	""	""	""	"258"	""	""	""	""	""	""	""	""	""
"301"	"2"	"167"	""	""	""	"117"	""	""	""	"112"	""	""	"12"	""	""	""	""	"10"	""	""	""	"7"	""	""	""	""	"13"	""	""	""	"5"	""	""	"9"	""	""	""	""	"26"	""	""	"311"	""	""	""	""	"0"	""	""	""	"311"	""	""	""	""	""	""	""	""	""
"302"	"3"	"168"	""	""	""	"19"	""	""	""	"199"	""	""	"22"	""	""	""	""	"9"	""	""	""	"7"	""	""	""	""	"3"	""	""	""	"12"	""	""	"12"	""	""	""	""	"25"	""	""	"308"	""	""	""	""	"0"	""	""	""	"308"	""	""	""	""	""	""	""	""	""
"303"	"4"	"169"	""	""	""	"41"	""	""	""	"224"	""	""	"18"	""	""	""	""	"25"	""	""	""	"5"	""	""	""	""	"7"	""	""	""	"8"	""	""	"8"	""	""	""	""	"10"	""	""	"346"	""	""	""	""	"0"	""	""	""	"346"	""	""	""	""	""	""	""	""	""
"304"	"5"	"170"	""	""	""	"24"	""	""	""	"359"	""	""	"11"	""	""	""	""	"29"	""	""	""	"5"	""	""	""	""	"2"	""	""	""	"2"	""	""	"6"	""	""	""	""	"4"	""	""	"442"	""	""	""	""	"0"	""	""	""	"442"	""	""	""	""	""	""	""	""	""
"305"	"6"	"171"	""	""	""	"120"	""	""	""	"231"	""	""	"32"	""	""	""	""	"135"	""	""	""	"5"	""	""	""	""	"11"	""	""	""	"19"	""	""	"7"	""	""	""	""	"43"	""	""	"603"	""	""	""	""	"0"	""	""	""	"603"	""	""	""	""	""	""	""	""	""
"306"	"7"	"172"	""	""	""	"22"	""	""	""	"228"	""	""	"36"	""	""	""	""	"25"	""	""	""	"3"	""	""	""	""	"5"	""	""	""	"8"	""	""	"2"	""	""	""	""	"9"	""	""	"338"	""	""	""	""	"0"	""	""	""	"338"	""	""	""	""	""	""	""	""	""
"307"	"8"	"173"	""	""	""	"37"	""	""	""	"161"	""	""	"2"	""	""	""	""	"55"	""	""	""	"1"	""	""	""	""	"6"	""	""	""	"2"	""	""	"1"	""	""	""	""	"6"	""	""	"271"	""	""	""	""	"0"	""	""	""	"271"	""	""	""	""	""	""	""	""	""
"308"	"9"	"173A"	""	""	""	"19"	""	""	""	"87"	""	""	"11"	""	""	""	""	"53"	""	""	""	"3"	""	""	""	""	"4"	""	""	""	"5"	""	""	"7"	""	""	""	""	"27"	""	""	"216"	""	""	""	""	"0"	""	""	""	"216"	""	""	""	""	""	""	""	""	""
"309"	"10"	"174"	""	""	""	"53"	""	""	""	"175"	""	""	"32"	""	""	""	""	"182"	""	""	""	"5"	""	""	""	""	"18"	""	""	""	"11"	""	""	"11"	""	""	""	""	"13"	""	""	"500"	""	""	""	""	"0"	""	""	""	"500"	""	""	""	""	""	""	""	""	""
"310"	"11"	"175"	""	""	""	"41"	""	""	""	"77"	""	""	"4"	""	""	""	""	"39"	""	""	""	"5"	""	""	""	""	"6"	""	""	""	"6"	""	""	"6"	""	""	""	""	"12"	""	""	"196"	""	""	""	""	"0"	""	""	""	"196"	""	""	""	""	""	""	""	""	""
"311"	"12"	"176"	""	""	""	"57"	""	""	""	"51"	""	""	"12"	""	""	""	""	"166"	""	""	""	"9"	""	""	""	""	"10"	""	""	""	"15"	""	""	"3"	""	""	""	""	"16"	""	""	"339"	""	""	""	""	"0"	""	""	""	"339"	""	""	""	""	""	""	""	""	""
"312"	"13"	"177"	""	""	""	"56"	""	""	""	"47"	""	""	"3"	""	""	""	""	"13"	""	""	""	"2"	""	""	""	""	"6"	""	""	""	"12"	""	""	"6"	""	""	""	""	"19"	""	""	"164"	""	""	""	""	"0"	""	""	""	"164"	""	""	""	""	""	""	""	""	""
"313"	"14"	"178"	""	""	""	"134"	""	""	""	"142"	""	""	"11"	""	""	""	""	"13"	""	""	""	"5"	""	""	""	""	"3"	""	""	""	"7"	""	""	"4"	""	""	""	""	"5"	""	""	"324"	""	""	""	""	"0"	""	""	""	"324"	""	""	""	""	""	""	""	""	""
"314"	"Total"	""	""	""	""	"776"	""	""	""	"2215"	""	""	"211"	""	""	""	""	"794"	""	""	""	"66"	""	""	""	""	"108"	""	""	""	"122"	""	""	"90"	""	""	""	""	"234"	""	""	"4616"	""	""	""	""	"0"	""	""	""	"4616"	""	""	""	""	""	""	""	""	""
"315"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Table No"	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"319"	""	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWA R RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
