"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"430"	"4"	"161"	"13"	"1"	"74"	"7"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"3"	"2"	"0"	"3"	"234"	"0"	"0"	"1"	"342"	"0"	"342"	"0"
"431"	"5"	"161A"	"15"	"2"	"40"	"4"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"73"	"0"	"0"	"0"	"139"	"0"	"139"	"0"
"432"	"6"	"162"	"15"	"0"	"150"	"2"	"0"	"5"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"168"	"0"	"0"	"0"	"347"	"0"	"347"	"0"
"433"	"7"	"163"	"18"	"7"	"220"	"241"	"6"	"11"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"118"	"0"	"1"	"0"	"634"	"0"	"634"	"0"
"434"	"8"	"164"	"26"	"18"	"163"	"164"	"3"	"6"	"2"	"1"	"1"	"2"	"1"	"3"	"2"	"0"	"0"	"41"	"3"	"2"	"3"	"441"	"0"	"441"	"0"
"435"	"9"	"165"	"0"	"0"	"63"	"152"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"68"	"0"	"0"	"1"	"286"	"0"	"286"	"0"
"436"	"10"	"165AR"	"2"	"0"	"91"	"89"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"56"	"1"	"0"	"8"	"249"	"0"	"249"	"0"
"437"	"11"	"166"	"9"	"0"	"24"	"40"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"377"	"0"	"0"	"1"	"455"	"0"	"455"	"0"
"438"	"12"	"167"	"7"	"3"	"135"	"232"	"2"	"1"	"0"	"3"	"0"	"0"	"1"	"2"	"2"	"5"	"2"	"56"	"0"	"0"	"0"	"451"	"0"	"451"	"0"
"439"	"13"	"168"	"7"	"18"	"134"	"79"	"1"	"4"	"1"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"35"	"2"	"0"	"3"	"290"	"0"	"290"	"0"
"440"	"14"	"169"	"11"	"1"	"191"	"148"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"37"	"0"	"1"	"4"	"399"	"0"	"399"	"0"
"441"	"Total Votes Polled"	""	"196"	"55"	"1587"	"1368"	"19"	"41"	"17"	"13"	"7"	"10"	"5"	"13"	"13"	"16"	"23"	"1645"	"10"	"9"	"45"	"5092"	"0"	"5092"	"0"
"442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"443"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"444"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"457"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"1"	"170"	"3"	"1"	"277"	"193"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"24"	"1"	"0"	"2"	"512"	"0"	"512"	"0"
"460"	"2"	"171"	"10"	"4"	"26"	"33"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"4"	"3"	"285"	"0"	"0"	"0"	"371"	"0"	"371"	"0"
"461"	"3"	"172"	"8"	"3"	"70"	"136"	"1"	"3"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"3"	"237"	"2"	"1"	"4"	"472"	"0"	"472"	"0"
"462"	"4"	"173"	"3"	"1"	"94"	"101"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"35"	"1"	"2"	"0"	"243"	"0"	"243"	"0"
"463"	"5"	"173A"	"1"	"2"	"45"	"85"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"44"	"0"	"0"	"0"	"180"	"0"	"180"	"0"
"464"	"6"	"174"	"16"	"2"	"117"	"163"	"2"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"1"	"2"	"164"	"0"	"0"	"0"	"475"	"0"	"475"	"0"
"465"	"7"	"175"	"2"	"0"	"45"	"65"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"226"	"0"	"0"	"0"	"341"	"0"	"341"	"0"
"466"	"8"	"176"	"8"	"7"	"111"	"103"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"208"	"0"	"1"	"0"	"446"	"0"	"446"	"0"
"467"	"9"	"177"	"21"	"1"	"56"	"124"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"84"	"3"	"0"	"7"	"305"	"0"	"305"	"0"
"468"	"10"	"178"	"20"	"7"	"118"	"62"	"2"	"3"	"2"	"1"	"1"	"3"	"1"	"3"	"0"	"3"	"1"	"122"	"1"	"0"	"2"	"352"	"0"	"352"	"0"
"469"	"11"	"179"	"5"	"2"	"119"	"5"	"2"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"5"	"1"	"3"	"145"	"2"	"0"	"2"	"296"	"0"	"296"	"0"
"470"	"12"	"180"	"6"	"1"	"36"	"51"	"3"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"125"	"0"	"0"	"2"	"231"	"0"	"231"	"0"
"471"	"13"	"181"	"4"	"1"	"50"	"91"	"4"	"1"	"0"	"0"	"3"	"0"	"0"	"3"	"2"	"1"	"0"	"120"	"0"	"0"	"6"	"286"	"0"	"286"	"0"
"472"	"14"	"181A"	"12"	"2"	"41"	"89"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"0"	"98"	"5"	"0"	"3"	"259"	"0"	"259"	"0"
"473"	"Total Votes Polled"	""	"119"	"34"	"1205"	"1301"	"26"	"16"	"5"	"5"	"13"	"9"	"8"	"12"	"19"	"14"	"19"	"1917"	"15"	"4"	"28"	"4769"	"0"	"4769"	"0"
"474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"482"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"483"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"484"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"485"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"486"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"487"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"488"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"489"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"490"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"491"	"1"	"182"	"68"	"4"	"42"	"3"	"1"	"4"	"1"	"0"	"0"	"2"	"0"	"3"	"7"	"5"	"2"	"255"	"0"	"1"	"2"	"400"	"0"	"400"	"0"
"492"	"2"	"183"	"39"	"0"	"49"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"128"	"4"	"3"	"2"	"228"	"0"	"228"	"0"
"493"	"3"	"184"	"14"	"2"	"86"	"250"	"2"	"1"	"2"	"1"	"1"	"0"	"2"	"2"	"4"	"0"	"4"	"22"	"0"	"0"	"0"	"393"	"0"	"393"	"0"
"494"	"4"	"185"	"158"	"1"	"68"	"4"	"1"	"5"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"0"	"0"	"80"	"2"	"0"	"2"	"328"	"0"	"328"	"0"
"495"	"5"	"186"	"40"	"2"	"95"	"76"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"2"	"125"	"8"	"2"	"6"	"365"	"0"	"365"	"0"
"496"	"6"	"187"	"25"	"3"	"79"	"68"	"0"	"5"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"0"	"42"	"5"	"1"	"5"	"241"	"0"	"241"	"0"
"497"	"7"	"187A"	"21"	"1"	"55"	"93"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"59"	"0"	"2"	"1"	"240"	"0"	"240"	"0"
"498"	"8"	"188"	"56"	"0"	"113"	"7"	"1"	"2"	"2"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"3"	"80"	"1"	"0"	"10"	"281"	"0"	"281"	"0"
"499"	"9"	"189"	"36"	"1"	"61"	"9"	"0"	"4"	"3"	"0"	"0"	"1"	"2"	"2"	"1"	"2"	"4"	"169"	"0"	"0"	"0"	"295"	"0"	"295"	"0"
"500"	"10"	"190R"	"66"	"1"	"171"	"4"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"29"	"4"	"1"	"13"	"298"	"0"	"298"	"0"
"501"	"11"	"191R"	"109"	"0"	"140"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"1"	"29"	"6"	"0"	"4"	"298"	"0"	"298"	"0"
"502"	"12"	"192"	"28"	"0"	"143"	"9"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"215"	"0"	"0"	"4"	"409"	"0"	"409"	"0"
"503"	"13"	"193"	"32"	"0"	"119"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"364"	"0"	"0"	"0"	"522"	"0"	"522"	"0"
"504"	"14"	"194"	"3"	"1"	"140"	"8"	"0"	"0"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"337"	"0"	"0"	"0"	"500"	"0"	"500"	"0"
"505"	"Total Votes Polled"	""	"695"	"16"	"1361"	"535"	"10"	"33"	"12"	"4"	"7"	"9"	"10"	"14"	"23"	"21"	"25"	"1934"	"30"	"10"	"49"	"4798"	"0"	"4798"	"0"
"506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"514"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"515"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"516"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"517"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"518"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"519"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"520"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"521"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"523"	"1"	"195"	"28"	"3"	"122"	"24"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"76"	"3"	"1"	"4"	"269"	"0"	"269"	"0"
"524"	"2"	"195A"	"29"	"3"	"113"	"12"	"4"	"7"	"0"	"0"	"1"	"2"	"3"	"2"	"9"	"8"	"11"	"200"	"3"	"0"	"3"	"410"	"0"	"410"	"0"
"525"	"3"	"196"	"0"	"0"	"5"	"99"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"285"	"0"	"0"	"0"	"392"	"0"	"392"	"0"
"526"	"4"	"197"	"12"	"6"	"219"	"24"	"2"	"4"	"0"	"1"	"0"	"2"	"3"	"4"	"6"	"5"	"14"	"172"	"4"	"1"	"5"	"484"	"0"	"484"	"0"
"527"	"5"	"198"	"23"	"28"	"94"	"13"	"4"	"2"	"2"	"2"	"1"	"3"	"2"	"3"	"4"	"9"	"10"	"173"	"4"	"5"	"14"	"396"	"0"	"396"	"0"
"528"	"6"	"199"	"62"	"4"	"150"	"64"	"6"	"1"	"4"	"3"	"1"	"3"	"1"	"6"	"4"	"12"	"9"	"281"	"8"	"2"	"2"	"623"	"0"	"623"	"0"
"529"	"7"	"200"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"385"	"0"	"1"	"1"	"389"	"0"	"389"	"0"
"530"	"8"	"201"	"11"	"1"	"118"	"47"	"2"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"7"	"4"	"133"	"1"	"0"	"1"	"335"	"0"	"335"	"0"
"531"	"9"	"202"	"23"	"4"	"90"	"59"	"0"	"1"	"2"	"3"	"2"	"2"	"2"	"3"	"4"	"11"	"13"	"247"	"6"	"3"	"10"	"485"	"0"	"485"	"0"
"532"	"10"	"203"	"30"	"7"	"152"	"233"	"4"	"4"	"0"	"0"	"1"	"1"	"1"	"3"	"3"	"7"	"1"	"55"	"8"	"1"	"5"	"516"	"0"	"516"	"0"
"533"	"11"	"204"	"2"	"0"	"65"	"375"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"443"	"0"	"443"	"0"
"534"	"12"	"205"	"4"	"3"	"134"	"67"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"98"	"0"	"0"	"0"	"313"	"0"	"313"	"0"
"535"	"13"	"206"	"5"	"2"	"72"	"35"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"160"	"0"	"0"	"0"	"284"	"0"	"284"	"0"
"536"	"14"	"206A"	"11"	"1"	"148"	"12"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"5"	"6"	"3"	"123"	"0"	"0"	"0"	"318"	"0"	"318"	"0"
"537"	"Total Votes Polled"	""	"240"	"62"	"1483"	"1064"	"24"	"32"	"11"	"12"	"9"	"14"	"15"	"27"	"40"	"71"	"68"	"2389"	"37"	"14"	"45"	"5657"	"0"	"5657"	"0"
"538"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"539"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"542"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"543"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"544"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"545"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"546"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"547"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"548"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"551"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"552"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"553"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"555"	"1"	"207"	"1"	"1"	"56"	"9"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"121"	"0"	"0"	"0"	"199"	"0"	"199"	"0"
"556"	"2"	"207A"	"10"	"1"	"141"	"14"	"1"	"3"	"1"	"0"	"0"	"0"	"2"	"2"	"5"	"3"	"10"	"276"	"3"	"0"	"1"	"473"	"0"	"473"	"0"
"557"	"3"	"208"	"10"	"4"	"115"	"145"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"5"	"2"	"106"	"0"	"2"	"5"	"404"	"0"	"404"	"0"
"558"	"4"	"209"	"17"	"2"	"154"	"25"	"3"	"5"	"3"	"4"	"3"	"2"	"3"	"1"	"8"	"9"	"12"	"281"	"2"	"2"	"5"	"541"	"0"	"541"	"0"
"559"	"5"	"210"	"7"	"3"	"156"	"18"	"1"	"2"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"3"	"0"	"139"	"0"	"0"	"7"	"343"	"0"	"343"	"0"
"560"	"6"	"211"	"88"	"3"	"29"	"116"	"3"	"0"	"3"	"2"	"0"	"0"	"0"	"3"	"5"	"4"	"4"	"150"	"3"	"0"	"8"	"421"	"0"	"421"	"0"
"561"	"7"	"211A"	"8"	"2"	"104"	"43"	"1"	"2"	"2"	"0"	"1"	"1"	"1"	"3"	"5"	"10"	"1"	"55"	"3"	"3"	"1"	"246"	"0"	"246"	"0"
"562"	"8"	"212"	"217"	"3"	"54"	"4"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"5"	"2"	"5"	"2"	"184"	"0"	"1"	"1"	"485"	"0"	"485"	"0"
"563"	"9"	"213"	"14"	"6"	"463"	"23"	"3"	"3"	"0"	"0"	"0"	"5"	"1"	"2"	"8"	"11"	"7"	"149"	"3"	"1"	"7"	"706"	"0"	"706"	"0"
"564"	"10"	"214"	"139"	"5"	"217"	"8"	"3"	"1"	"4"	"2"	"0"	"2"	"1"	"6"	"4"	"8"	"10"	"237"	"4"	"0"	"9"	"660"	"0"	"660"	"0"
"565"	"11"	"215"	"6"	"3"	"70"	"264"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"2"	"3"	"2"	"360"	"0"	"360"	"0"
"566"	"12"	"216"	"14"	"3"	"209"	"5"	"1"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"2"	"71"	"0"	"0"	"0"	"314"	"0"	"314"	"0"
"567"	"13"	"217"	"29"	"5"	"73"	"99"	"3"	"3"	"3"	"4"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"59"	"1"	"1"	"4"	"291"	"0"	"291"	"0"
"568"	"14"	"218"	"14"	"4"	"154"	"21"	"1"	"3"	"1"	"0"	"1"	"0"	"5"	"2"	"5"	"1"	"3"	"112"	"2"	"0"	"16"	"345"	"0"	"345"	"0"
"569"	"Total Votes Polled"	""	"574"	"45"	"1995"	"794"	"25"	"32"	"22"	"17"	"10"	"18"	"15"	"27"	"49"	"65"	"54"	"1944"	"23"	"13"	"66"	"5788"	"0"	"5788"	"0"
"570"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"571"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"572"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"573"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"574"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
