"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 234-Gurua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	""	""	"ANWAR ALI KHAN"	""	"BIRBHADRA YASHRAJ"	""	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"250"	"1"	"146"	""	""	"49"	""	""	"181"	""	"14"	""	""	"12"	""	""	""	"2"	""	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"5"	""	""	""	"268"	""	""	""	""	"0"	""	""	""	"268"	""	""	""	""	""	""	""	""	""
"251"	"2"	"147"	""	""	"66"	""	""	"77"	""	"114"	""	""	"38"	""	""	""	"2"	""	""	""	"3"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"8"	""	""	""	"310"	""	""	""	""	"0"	""	""	""	"310"	""	""	""	""	""	""	""	""	""
"252"	"3"	"148"	""	""	"95"	""	""	"90"	""	"355"	""	""	"13"	""	""	""	"2"	""	""	""	"3"	""	""	"0"	""	""	"2"	""	""	""	"1"	""	""	"3"	""	""	""	"564"	""	""	""	""	"0"	""	""	""	"564"	""	""	""	""	""	""	""	""	""
"253"	"4"	"149"	""	""	"142"	""	""	"121"	""	"159"	""	""	"45"	""	""	""	"6"	""	""	""	"5"	""	""	"4"	""	""	"4"	""	""	""	"5"	""	""	"11"	""	""	""	"502"	""	""	""	""	"0"	""	""	""	"502"	""	""	""	""	""	""	""	""	""
"254"	"5"	"150"	""	""	"216"	""	""	"100"	""	"32"	""	""	"54"	""	""	""	"2"	""	""	""	"9"	""	""	"3"	""	""	"1"	""	""	""	"6"	""	""	"7"	""	""	""	"430"	""	""	""	""	"0"	""	""	""	"430"	""	""	""	""	""	""	""	""	""
"255"	"6"	"151"	""	""	"174"	""	""	"161"	""	"99"	""	""	"15"	""	""	""	"0"	""	""	""	"4"	""	""	"2"	""	""	"1"	""	""	""	"5"	""	""	"5"	""	""	""	"466"	""	""	""	""	"0"	""	""	""	"466"	""	""	""	""	""	""	""	""	""
"256"	"7"	"152"	""	""	"147"	""	""	"102"	""	"110"	""	""	"22"	""	""	""	"3"	""	""	""	"5"	""	""	"7"	""	""	"6"	""	""	""	"7"	""	""	"20"	""	""	""	"429"	""	""	""	""	"0"	""	""	""	"429"	""	""	""	""	""	""	""	""	""
"257"	"8"	"153"	""	""	"153"	""	""	"33"	""	"120"	""	""	"12"	""	""	""	"5"	""	""	""	"3"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"4"	""	""	""	"331"	""	""	""	""	"0"	""	""	""	"331"	""	""	""	""	""	""	""	""	""
"258"	"9"	"154"	""	""	"52"	""	""	"83"	""	"90"	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	"1"	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	"241"	""	""	""	""	"0"	""	""	""	"241"	""	""	""	""	""	""	""	""	""
"259"	"10"	"154A"	""	""	"114"	""	""	"7"	""	"257"	""	""	"5"	""	""	""	"2"	""	""	""	"3"	""	""	"2"	""	""	"6"	""	""	""	"2"	""	""	"12"	""	""	""	"410"	""	""	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""	""	""
"260"	"11"	"155"	""	""	"149"	""	""	"13"	""	"77"	""	""	"10"	""	""	""	"0"	""	""	""	"6"	""	""	"5"	""	""	"1"	""	""	""	"0"	""	""	"8"	""	""	""	"269"	""	""	""	""	"0"	""	""	""	"269"	""	""	""	""	""	""	""	""	""
"261"	"12"	"156"	""	""	"103"	""	""	"5"	""	"112"	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"3"	""	""	""	"233"	""	""	""	""	"0"	""	""	""	"233"	""	""	""	""	""	""	""	""	""
"262"	"13"	"157"	""	""	"270"	""	""	"8"	""	"88"	""	""	"2"	""	""	""	"2"	""	""	""	"7"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"11"	""	""	""	"392"	""	""	""	""	"0"	""	""	""	"392"	""	""	""	""	""	""	""	""	""
"263"	"14"	"158"	""	""	"110"	""	""	"148"	""	"163"	""	""	"7"	""	""	""	"5"	""	""	""	"2"	""	""	"6"	""	""	"8"	""	""	""	"7"	""	""	"8"	""	""	""	"464"	""	""	""	""	"0"	""	""	""	"464"	""	""	""	""	""	""	""	""	""
"264"	"Total"	""	""	""	"1840"	""	""	"1129"	""	"1790"	""	""	"238"	""	""	""	"32"	""	""	""	"57"	""	""	"35"	""	""	"35"	""	""	""	"43"	""	""	"110"	""	""	""	"5309"	""	""	""	""	"0"	""	""	""	"5309"	""	""	""	""	""	""	""	""	""
"265"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"269"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"271"	"1"	"159"	""	""	"51"	""	""	"312"	""	"109"	""	""	"8"	""	""	""	"7"	""	""	""	"5"	""	""	"5"	""	""	"6"	""	""	""	"9"	""	""	"14"	""	""	""	"526"	""	""	""	""	"0"	""	""	""	"526"	""	""	""	""	""	""	""	""	""
"272"	"2"	"160"	""	""	"136"	""	""	"148"	""	"147"	""	""	"25"	""	""	""	"7"	""	""	""	"10"	""	""	"5"	""	""	"11"	""	""	""	"8"	""	""	"13"	""	""	""	"510"	""	""	""	""	"0"	""	""	""	"510"	""	""	""	""	""	""	""	""	""
"273"	"3"	"161"	""	""	"168"	""	""	"59"	""	"102"	""	""	"7"	""	""	""	"3"	""	""	""	"7"	""	""	"8"	""	""	"5"	""	""	""	"7"	""	""	"15"	""	""	""	"381"	""	""	""	""	"0"	""	""	""	"381"	""	""	""	""	""	""	""	""	""
"274"	"4"	"162"	""	""	"15"	""	""	"68"	""	"87"	""	""	"27"	""	""	""	"5"	""	""	""	"7"	""	""	"1"	""	""	"3"	""	""	""	"4"	""	""	"7"	""	""	""	"224"	""	""	""	""	"0"	""	""	""	"224"	""	""	""	""	""	""	""	""	""
"275"	"5"	"163"	""	""	"106"	""	""	"53"	""	"78"	""	""	"13"	""	""	""	"5"	""	""	""	"15"	""	""	"4"	""	""	"5"	""	""	""	"7"	""	""	"22"	""	""	""	"308"	""	""	""	""	"0"	""	""	""	"308"	""	""	""	""	""	""	""	""	""
"276"	"6"	"164"	""	""	"51"	""	""	"140"	""	"87"	""	""	"14"	""	""	""	"8"	""	""	""	"6"	""	""	"2"	""	""	"3"	""	""	""	"5"	""	""	"16"	""	""	""	"332"	""	""	""	""	"0"	""	""	""	"332"	""	""	""	""	""	""	""	""	""
"277"	"7"	"165"	""	""	"83"	""	""	"82"	""	"43"	""	""	"5"	""	""	""	"2"	""	""	""	"2"	""	""	"0"	""	""	"2"	""	""	""	"3"	""	""	"11"	""	""	""	"233"	""	""	""	""	"0"	""	""	""	"233"	""	""	""	""	""	""	""	""	""
"278"	"8"	"166"	""	""	"81"	""	""	"159"	""	"51"	""	""	"9"	""	""	""	"1"	""	""	""	"5"	""	""	"0"	""	""	"2"	""	""	""	"2"	""	""	"9"	""	""	""	"319"	""	""	""	""	"0"	""	""	""	"319"	""	""	""	""	""	""	""	""	""
"279"	"9"	"166A"	""	""	"69"	""	""	"39"	""	"224"	""	""	"17"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"8"	""	""	""	"362"	""	""	""	""	"0"	""	""	""	"362"	""	""	""	""	""	""	""	""	""
"280"	"10"	"167"	""	""	"15"	""	""	"85"	""	"134"	""	""	"4"	""	""	""	"2"	""	""	""	"4"	""	""	"1"	""	""	"4"	""	""	""	"5"	""	""	"6"	""	""	""	"260"	""	""	""	""	"0"	""	""	""	"260"	""	""	""	""	""	""	""	""	""
"281"	"11"	"168"	""	""	"42"	""	""	"22"	""	"206"	""	""	"5"	""	""	""	"0"	""	""	""	"5"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"5"	""	""	""	"287"	""	""	""	""	"0"	""	""	""	"287"	""	""	""	""	""	""	""	""	""
"282"	"12"	"169"	""	""	"53"	""	""	"93"	""	"257"	""	""	"10"	""	""	""	"7"	""	""	""	"7"	""	""	"3"	""	""	"3"	""	""	""	"6"	""	""	"9"	""	""	""	"448"	""	""	""	""	"0"	""	""	""	"448"	""	""	""	""	""	""	""	""	""
"283"	"13"	"170"	""	""	"35"	""	""	"83"	""	"69"	""	""	"6"	""	""	""	"4"	""	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	"2"	""	""	""	"203"	""	""	""	""	"0"	""	""	""	"203"	""	""	""	""	""	""	""	""	""
"284"	"14"	"171"	""	""	"48"	""	""	"4"	""	"112"	""	""	"10"	""	""	""	"5"	""	""	""	"1"	""	""	"3"	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	""	"192"	""	""	""	""	"0"	""	""	""	"192"	""	""	""	""	""	""	""	""	""
"285"	"Total"	""	""	""	"953"	""	""	"1347"	""	"1706"	""	""	"160"	""	""	""	"59"	""	""	""	"75"	""	""	"33"	""	""	"48"	""	""	""	"63"	""	""	"141"	""	""	""	"4585"	""	""	""	""	"0"	""	""	""	"4585"	""	""	""	""	""	""	""	""	""
"286"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"290"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"292"	"1"	"172"	""	""	"79"	""	""	"101"	""	"80"	""	""	"8"	""	""	""	"3"	""	""	""	"7"	""	""	"2"	""	""	"3"	""	""	""	"2"	""	""	"25"	""	""	""	"310"	""	""	""	""	"0"	""	""	""	"310"	""	""	""	""	""	""	""	""	""
"293"	"2"	"173"	""	""	"156"	""	""	"24"	""	"96"	""	""	"20"	""	""	""	"5"	""	""	""	"12"	""	""	"3"	""	""	"2"	""	""	""	"3"	""	""	"5"	""	""	""	"326"	""	""	""	""	"0"	""	""	""	"326"	""	""	""	""	""	""	""	""	""
"294"	"3"	"174"	""	""	"132"	""	""	"170"	""	"109"	""	""	"26"	""	""	""	"5"	""	""	""	"7"	""	""	"3"	""	""	"5"	""	""	""	"7"	""	""	"16"	""	""	""	"480"	""	""	""	""	"0"	""	""	""	"480"	""	""	""	""	""	""	""	""	""
"295"	"4"	"175"	""	""	"190"	""	""	"89"	""	"135"	""	""	"11"	""	""	""	"4"	""	""	""	"6"	""	""	"0"	""	""	"7"	""	""	""	"7"	""	""	"15"	""	""	""	"464"	""	""	""	""	"0"	""	""	""	"464"	""	""	""	""	""	""	""	""	""
"296"	"5"	"176"	""	""	"84"	""	""	"27"	""	"151"	""	""	"25"	""	""	""	"12"	""	""	""	"7"	""	""	"6"	""	""	"6"	""	""	""	"6"	""	""	"18"	""	""	""	"342"	""	""	""	""	"0"	""	""	""	"342"	""	""	""	""	""	""	""	""	""
"297"	"6"	"177"	""	""	"95"	""	""	"118"	""	"99"	""	""	"16"	""	""	""	"5"	""	""	""	"13"	""	""	"1"	""	""	"7"	""	""	""	"13"	""	""	"16"	""	""	""	"383"	""	""	""	""	"0"	""	""	""	"383"	""	""	""	""	""	""	""	""	""
"298"	"7"	"178"	""	""	"152"	""	""	"26"	""	"100"	""	""	"8"	""	""	""	"1"	""	""	""	"6"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"4"	""	""	""	"300"	""	""	""	""	"0"	""	""	""	"300"	""	""	""	""	""	""	""	""	""
"299"	"8"	"179"	""	""	"125"	""	""	"239"	""	"75"	""	""	"33"	""	""	""	"4"	""	""	""	"7"	""	""	"2"	""	""	"2"	""	""	""	"5"	""	""	"21"	""	""	""	"513"	""	""	""	""	"0"	""	""	""	"513"	""	""	""	""	""	""	""	""	""
"300"	"9"	"180"	""	""	"38"	""	""	"68"	""	"134"	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	""	"256"	""	""	""	""	"0"	""	""	""	"256"	""	""	""	""	""	""	""	""	""
"301"	"10"	"181"	""	""	"160"	""	""	"28"	""	"108"	""	""	"23"	""	""	""	"7"	""	""	""	"16"	""	""	"10"	""	""	"18"	""	""	""	"14"	""	""	"42"	""	""	""	"426"	""	""	""	""	"0"	""	""	""	"426"	""	""	""	""	""	""	""	""	""
"302"	"11"	"182"	""	""	"143"	""	""	"101"	""	"139"	""	""	"17"	""	""	""	"6"	""	""	""	"10"	""	""	"4"	""	""	"3"	""	""	""	"5"	""	""	"12"	""	""	""	"440"	""	""	""	""	"0"	""	""	""	"440"	""	""	""	""	""	""	""	""	""
"303"	"12"	"183"	""	""	"90"	""	""	"30"	""	"44"	""	""	"2"	""	""	""	"1"	""	""	""	"4"	""	""	"2"	""	""	"0"	""	""	""	"3"	""	""	"9"	""	""	""	"185"	""	""	""	""	"0"	""	""	""	"185"	""	""	""	""	""	""	""	""	""
"304"	"13"	"184"	""	""	"225"	""	""	"56"	""	"105"	""	""	"10"	""	""	""	"8"	""	""	""	"15"	""	""	"8"	""	""	"5"	""	""	""	"10"	""	""	"38"	""	""	""	"480"	""	""	""	""	"0"	""	""	""	"480"	""	""	""	""	""	""	""	""	""
"305"	"14"	"185"	""	""	"164"	""	""	"1"	""	"39"	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"5"	""	""	""	"213"	""	""	""	""	"0"	""	""	""	"213"	""	""	""	""	""	""	""	""	""
"306"	"Total"	""	""	""	"1833"	""	""	"1078"	""	"1414"	""	""	"201"	""	""	""	"64"	""	""	""	"114"	""	""	"42"	""	""	"63"	""	""	""	"79"	""	""	"230"	""	""	""	"5118"	""	""	""	""	"0"	""	""	""	"5118"	""	""	""	""	""	""	""	""	""
"307"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"308"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"309"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"311"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"313"	"1"	"185A"	""	""	"186"	""	""	"2"	""	"32"	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	"226"	""	""	""	"0"	""	""	""	"226"	""	""	""	""	""	""	""	""	""
"314"	"2"	"186"	""	""	"96"	""	""	"41"	""	"159"	""	""	"26"	""	""	""	"4"	""	""	""	"17"	""	""	"1"	""	""	"2"	""	""	""	"5"	""	""	""	"6"	""	""	""	"357"	""	""	""	"0"	""	""	""	"357"	""	""	""	""	""	""	""	""	""
"315"	"3"	"187"	""	""	"49"	""	""	"159"	""	"118"	""	""	"7"	""	""	""	"2"	""	""	""	"3"	""	""	"0"	""	""	"3"	""	""	""	"1"	""	""	""	"8"	""	""	""	"350"	""	""	""	"0"	""	""	""	"350"	""	""	""	""	""	""	""	""	""
"316"	"4"	"188"	""	""	"76"	""	""	"19"	""	"164"	""	""	"11"	""	""	""	"4"	""	""	""	"2"	""	""	"1"	""	""	"7"	""	""	""	"3"	""	""	""	"6"	""	""	""	"293"	""	""	""	"0"	""	""	""	"293"	""	""	""	""	""	""	""	""	""
"317"	"5"	"189"	""	""	"140"	""	""	"12"	""	"142"	""	""	"25"	""	""	""	"9"	""	""	""	"6"	""	""	"8"	""	""	"11"	""	""	""	"8"	""	""	""	"17"	""	""	""	"378"	""	""	""	"0"	""	""	""	"378"	""	""	""	""	""	""	""	""	""
"318"	"6"	"190"	""	""	"105"	""	""	"23"	""	"214"	""	""	"12"	""	""	""	"3"	""	""	""	"8"	""	""	"2"	""	""	"3"	""	""	""	"2"	""	""	""	"15"	""	""	""	"387"	""	""	""	"0"	""	""	""	"387"	""	""	""	""	""	""	""	""	""
"319"	"7"	"191"	""	""	"172"	""	""	"94"	""	"121"	""	""	"5"	""	""	""	"2"	""	""	""	"3"	""	""	"1"	""	""	"4"	""	""	""	"2"	""	""	""	"17"	""	""	""	"421"	""	""	""	"0"	""	""	""	"421"	""	""	""	""	""	""	""	""	""
"320"	"8"	"192"	""	""	"86"	""	""	"45"	""	"154"	""	""	"10"	""	""	""	"2"	""	""	""	"5"	""	""	"2"	""	""	"1"	""	""	""	"2"	""	""	""	"7"	""	""	""	"314"	""	""	""	"0"	""	""	""	"314"	""	""	""	""	""	""	""	""	""
"321"	"9"	"193"	""	""	"87"	""	""	"46"	""	"176"	""	""	"2"	""	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"9"	""	""	""	"324"	""	""	""	"0"	""	""	""	"324"	""	""	""	""	""	""	""	""	""
"322"	"10"	"194"	""	""	"240"	""	""	"51"	""	"173"	""	""	"18"	""	""	""	"6"	""	""	""	"8"	""	""	"12"	""	""	"7"	""	""	""	"10"	""	""	""	"44"	""	""	""	"569"	""	""	""	"0"	""	""	""	"569"	""	""	""	""	""	""	""	""	""
"323"	"11"	"195"	""	""	"42"	""	""	"187"	""	"91"	""	""	"1"	""	""	""	"3"	""	""	""	"12"	""	""	"4"	""	""	"5"	""	""	""	"4"	""	""	""	"5"	""	""	""	"354"	""	""	""	"0"	""	""	""	"354"	""	""	""	""	""	""	""	""	""
"324"	"12"	"195A"	""	""	"85"	""	""	"88"	""	"80"	""	""	"35"	""	""	""	"6"	""	""	""	"5"	""	""	"3"	""	""	"5"	""	""	""	"7"	""	""	""	"8"	""	""	""	"322"	""	""	""	"0"	""	""	""	"322"	""	""	""	""	""	""	""	""	""
"325"	"13"	"196"	""	""	"48"	""	""	"10"	""	"223"	""	""	"26"	""	""	""	"6"	""	""	""	"3"	""	""	"4"	""	""	"5"	""	""	""	"8"	""	""	""	"7"	""	""	""	"340"	""	""	""	"0"	""	""	""	"340"	""	""	""	""	""	""	""	""	""
"326"	"14"	"197"	""	""	"80"	""	""	"41"	""	"84"	""	""	"5"	""	""	""	"3"	""	""	""	"7"	""	""	"4"	""	""	"5"	""	""	""	"8"	""	""	""	"13"	""	""	""	"250"	""	""	""	"0"	""	""	""	"250"	""	""	""	""	""	""	""	""	""
"327"	"Total"	""	""	""	"1492"	""	""	"818"	""	"1931"	""	""	"183"	""	""	""	"53"	""	""	""	"83"	""	""	"42"	""	""	"59"	""	""	""	"60"	""	""	""	"164"	""	""	""	"4885"	""	""	""	"0"	""	""	""	"4885"	""	""	""	""	""	""	""	""	""
"328"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
