"FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.195.PALIGANJ.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Serial no. of polling station"	""	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""
"184"	"103"	"277"	""	""	""	"47"	""	""	""	"2"	""	""	"187"	""	""	""	""	"8"	""	""	"0"	""	""	""	"5"	""	""	""	""	"0"	""	""	"25"	""	""	""	""	"13"	""	""	"5"	""	""	""	"2"	""	""	""	"6"	""	""	""	"1"	""	""	"578"	""	""	""	""	""	""	"578"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"104"	"239"	""	""	""	"24"	""	""	""	"1"	""	""	"74"	""	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"2"	""	""	""	""	"6"	""	""	"1"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	"352"	""	""	""	""	""	""	"352"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"Total"	"2648"	""	""	""	"1239"	""	""	""	"82"	""	""	"2124"	""	""	""	""	"145"	""	""	"47"	""	""	""	"25"	""	""	""	""	"16"	""	""	"66"	""	""	""	""	"174"	""	""	"82"	""	""	""	"46"	""	""	""	"48"	""	""	""	"80"	""	""	"6822"	""	""	""	""	""	""	"6822"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"187"	"Till last
round"	"10282"	""	""	""	"9219"	""	""	""	"435"	""	""	"12491"	""	""	""	""	"995"	""	""	"203"	""	""	""	"175"	""	""	""	""	"214"	""	""	"415"	""	""	""	""	"1044"	""	""	"525"	""	""	""	"307"	""	""	""	"340"	""	""	""	"644"	""	""	"37289"	""	""	"0"	""	""	""	"37289"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"188"	"Grand
Total"	"12930"	""	""	""	"10458"	""	""	""	"517"	""	""	"14615"	""	""	""	""	"1140"	""	""	"250"	""	""	""	"200"	""	""	""	""	"230"	""	""	"481"	""	""	""	""	"1218"	""	""	"607"	""	""	""	"353"	""	""	""	"388"	""	""	""	"724"	""	""	"44111"	""	""	"0"	""	""	""	"44111"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"189"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-9
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"196"	"105"	"114"	""	""	""	"3"	""	""	""	"0"	""	""	""	"48"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	"169"	""	""	""	""	""	""	""	"169"	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"106"	"94"	""	""	""	"45"	""	""	""	"31"	""	""	""	"209"	""	""	""	"29"	""	""	""	"3"	""	""	"8"	""	""	""	""	"6"	""	""	""	"6"	""	""	""	"19"	""	""	""	"10"	""	""	"2"	""	""	""	"4"	""	""	""	"6"	""	""	"472"	""	""	""	""	""	""	""	"472"	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"107"	"279"	""	""	""	"39"	""	""	""	"3"	""	""	""	"79"	""	""	""	"6"	""	""	""	"1"	""	""	"2"	""	""	""	""	"4"	""	""	""	"4"	""	""	""	"15"	""	""	""	"5"	""	""	"1"	""	""	""	"2"	""	""	""	"10"	""	""	"450"	""	""	""	""	""	""	""	"450"	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"108"	"238"	""	""	""	"52"	""	""	""	"1"	""	""	""	"79"	""	""	""	"3"	""	""	""	"19"	""	""	"1"	""	""	""	""	"6"	""	""	""	"14"	""	""	""	"11"	""	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	""	"4"	""	""	"430"	""	""	""	""	""	""	""	"430"	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"109"	"135"	""	""	""	"88"	""	""	""	"3"	""	""	""	"81"	""	""	""	"5"	""	""	""	"2"	""	""	"2"	""	""	""	""	"3"	""	""	""	"11"	""	""	""	"11"	""	""	""	"3"	""	""	"4"	""	""	""	"2"	""	""	""	"10"	""	""	"360"	""	""	""	""	""	""	""	"360"	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"110"	"216"	""	""	""	"18"	""	""	""	"2"	""	""	""	"97"	""	""	""	"5"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	"3"	""	""	""	"0"	""	""	""	"5"	""	""	"355"	""	""	""	""	""	""	""	"355"	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"111"	"139"	""	""	""	"87"	""	""	""	"3"	""	""	""	"167"	""	""	""	"15"	""	""	""	"2"	""	""	"2"	""	""	""	""	"3"	""	""	""	"7"	""	""	""	"13"	""	""	""	"10"	""	""	"6"	""	""	""	"5"	""	""	""	"4"	""	""	"463"	""	""	""	""	""	""	""	"463"	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"112"	"93"	""	""	""	"72"	""	""	""	"4"	""	""	""	"245"	""	""	""	"18"	""	""	""	"2"	""	""	"2"	""	""	""	""	"5"	""	""	""	"2"	""	""	""	"15"	""	""	""	"5"	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	"468"	""	""	""	""	""	""	""	"468"	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"113"	"42"	""	""	""	"78"	""	""	""	"2"	""	""	""	"130"	""	""	""	"4"	""	""	""	"2"	""	""	"6"	""	""	""	""	"1"	""	""	""	"4"	""	""	""	"12"	""	""	""	"3"	""	""	"5"	""	""	""	"0"	""	""	""	"10"	""	""	"299"	""	""	""	""	""	""	""	"299"	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"114"	"73"	""	""	""	"76"	""	""	""	"6"	""	""	""	"184"	""	""	""	"13"	""	""	""	"2"	""	""	"6"	""	""	""	""	"7"	""	""	""	"5"	""	""	""	"22"	""	""	""	"10"	""	""	"4"	""	""	""	"7"	""	""	""	"10"	""	""	"425"	""	""	""	""	""	""	""	"425"	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"115"	"112"	""	""	""	"89"	""	""	""	"9"	""	""	""	"349"	""	""	""	"16"	""	""	""	"1"	""	""	"4"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"25"	""	""	""	"12"	""	""	"3"	""	""	""	"9"	""	""	""	"13"	""	""	"655"	""	""	""	""	""	""	""	"655"	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"116"	"125"	""	""	""	"53"	""	""	""	"6"	""	""	""	"172"	""	""	""	"3"	""	""	""	"2"	""	""	"2"	""	""	""	""	"4"	""	""	""	"4"	""	""	""	"13"	""	""	""	"3"	""	""	"4"	""	""	""	"4"	""	""	""	"5"	""	""	"400"	""	""	""	""	""	""	""	"400"	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"117"	"18"	""	""	""	"518"	""	""	""	"1"	""	""	""	"37"	""	""	""	"2"	""	""	""	"4"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"3"	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	"586"	""	""	""	""	""	""	""	"586"	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"118"	"365"	""	""	""	"42"	""	""	""	"6"	""	""	""	"174"	""	""	""	"13"	""	""	""	"2"	""	""	"0"	""	""	""	""	"2"	""	""	""	"4"	""	""	""	"12"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	"622"	""	""	""	""	""	""	""	"622"	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Total"	"2043"	""	""	""	"1260"	""	""	""	"77"	""	""	""	"2051"	""	""	""	"133"	""	""	""	"43"	""	""	"36"	""	""	""	""	"48"	""	""	""	"72"	""	""	""	"172"	""	""	""	"65"	""	""	"35"	""	""	""	"38"	""	""	""	"81"	""	""	"6154"	""	""	""	""	""	""	""	"6154"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"211"	"Till last
round"	"12930"	""	""	""	"10458"	""	""	""	"517"	""	""	""	"14615"	""	""	""	"1140"	""	""	""	"250"	""	""	"200"	""	""	""	""	"230"	""	""	""	"481"	""	""	""	"1218"	""	""	""	"607"	""	""	"353"	""	""	""	"388"	""	""	""	"724"	""	""	"44111"	""	""	""	"0"	""	""	""	"44111"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"212"	"Grand
Total"	"14973"	""	""	""	"11718"	""	""	""	"594"	""	""	""	"16666"	""	""	""	"1273"	""	""	""	"293"	""	""	"236"	""	""	""	""	"278"	""	""	""	"553"	""	""	""	"1390"	""	""	""	"672"	""	""	"388"	""	""	""	"426"	""	""	""	"805"	""	""	"50265"	""	""	""	"0"	""	""	""	"50265"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"213"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-10
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"220"	"119"	"79"	""	""	""	"443"	""	""	""	"10"	""	""	""	"121"	""	""	""	"5"	""	""	""	"7"	""	""	"3"	""	""	""	""	"4"	""	""	""	"2"	""	""	""	"17"	""	""	""	"8"	""	""	"4"	""	""	""	"5"	""	""	""	"11"	""	""	"719"	""	""	""	""	""	""	""	"719"	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"120"	"74"	""	""	""	"23"	""	""	""	"0"	""	""	""	"211"	""	""	""	"9"	""	""	""	"4"	""	""	"0"	""	""	""	""	"1"	""	""	""	"5"	""	""	""	"14"	""	""	""	"8"	""	""	"1"	""	""	""	"2"	""	""	""	"8"	""	""	"360"	""	""	""	""	""	""	""	"360"	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"121"	"48"	""	""	""	"122"	""	""	""	"0"	""	""	""	"42"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"4"	""	""	""	"4"	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	"224"	""	""	""	""	""	""	""	"224"	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"122"	"201"	""	""	""	"142"	""	""	""	"2"	""	""	""	"25"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"2"	""	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"378"	""	""	""	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"123"	"400"	""	""	""	"9"	""	""	""	"5"	""	""	""	"230"	""	""	""	"11"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	""	""	"2"	""	""	""	"20"	""	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	"685"	""	""	""	""	""	""	""	"685"	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"124"	"219"	""	""	""	"30"	""	""	""	"0"	""	""	""	"273"	""	""	""	"5"	""	""	""	"2"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"12"	""	""	""	"2"	""	""	"9"	""	""	""	"0"	""	""	""	"0"	""	""	"552"	""	""	""	""	""	""	""	"552"	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"125"	"47"	""	""	""	"135"	""	""	""	"7"	""	""	""	"120"	""	""	""	"6"	""	""	""	"4"	""	""	"6"	""	""	""	""	"3"	""	""	""	"4"	""	""	""	"16"	""	""	""	"20"	""	""	"7"	""	""	""	"8"	""	""	""	"10"	""	""	"393"	""	""	""	""	""	""	""	"393"	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"125A"	"75"	""	""	""	"87"	""	""	""	"7"	""	""	""	"95"	""	""	""	"9"	""	""	""	"2"	""	""	"1"	""	""	""	""	"3"	""	""	""	"4"	""	""	""	"26"	""	""	""	"13"	""	""	"6"	""	""	""	"14"	""	""	""	"21"	""	""	"363"	""	""	""	""	""	""	""	"363"	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"126"	"45"	""	""	""	"165"	""	""	""	"8"	""	""	""	"222"	""	""	""	"13"	""	""	""	"4"	""	""	"2"	""	""	""	""	"1"	""	""	""	"3"	""	""	""	"20"	""	""	""	"2"	""	""	"2"	""	""	""	"6"	""	""	""	"6"	""	""	"499"	""	""	""	""	""	""	""	"499"	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"127"	"173"	""	""	""	"15"	""	""	""	"10"	""	""	""	"185"	""	""	""	"7"	""	""	""	"1"	""	""	"1"	""	""	""	""	"3"	""	""	""	"6"	""	""	""	"15"	""	""	""	"8"	""	""	"4"	""	""	""	"1"	""	""	""	"11"	""	""	"440"	""	""	""	""	""	""	""	"440"	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"128"	"106"	""	""	""	"100"	""	""	""	"6"	""	""	""	"95"	""	""	""	"9"	""	""	""	"1"	""	""	"1"	""	""	""	""	"2"	""	""	""	"3"	""	""	""	"11"	""	""	""	"7"	""	""	"2"	""	""	""	"1"	""	""	""	"8"	""	""	"352"	""	""	""	""	""	""	""	"352"	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"129"	"441"	""	""	""	"35"	""	""	""	"0"	""	""	""	"19"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	"501"	""	""	""	""	""	""	""	"501"	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"130"	"63"	""	""	""	"112"	""	""	""	"19"	""	""	""	"97"	""	""	""	"45"	""	""	""	"0"	""	""	"5"	""	""	""	""	"3"	""	""	""	"5"	""	""	""	"19"	""	""	""	"12"	""	""	"7"	""	""	""	"9"	""	""	""	"28"	""	""	"424"	""	""	""	""	""	""	""	"424"	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"131"	"37"	""	""	""	"34"	""	""	""	"2"	""	""	""	"4"	""	""	""	"4"	""	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	""	""	"215"	""	""	""	"1"	""	""	""	"4"	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	"308"	""	""	""	""	""	""	""	"308"	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Total"	"2008"	""	""	""	"1452"	""	""	""	"76"	""	""	""	"1739"	""	""	""	"124"	""	""	""	"27"	""	""	"20"	""	""	""	""	"23"	""	""	""	"255"	""	""	""	"175"	""	""	""	"91"	""	""	"45"	""	""	""	"51"	""	""	""	"112"	""	""	"6198"	""	""	""	""	""	""	""	"6198"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"235"	"Till last
round"	"14973"	""	""	""	"11718"	""	""	""	"594"	""	""	""	"16666"	""	""	""	"1273"	""	""	""	"293"	""	""	"236"	""	""	""	""	"278"	""	""	""	"553"	""	""	""	"1390"	""	""	""	"672"	""	""	"388"	""	""	""	"426"	""	""	""	"805"	""	""	"50265"	""	""	""	"0"	""	""	""	"50265"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"236"	"Grand
Total"	"16981"	""	""	""	"13170"	""	""	""	"670"	""	""	""	"18405"	""	""	""	"1397"	""	""	""	"320"	""	""	"256"	""	""	""	""	"301"	""	""	""	"808"	""	""	""	"1565"	""	""	""	"763"	""	""	"433"	""	""	""	"477"	""	""	""	"917"	""	""	"56463"	""	""	""	"0"	""	""	""	"56463"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"237"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-11
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	"NAND KUMAR NANDA"	""	""	""	""	"SHAMSHIR ALAM"	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	"AJAY KUMAR"	""	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"244"	"132"	"228"	""	""	""	"28"	""	""	""	"1"	""	""	"11"	""	""	""	""	"18"	""	""	"0"	""	""	""	"0"	""	""	""	""	"1"	""	""	"22"	""	""	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	""	"0"	""	""	""	"5"	""	""	"320"	""	""	""	""	""	""	"320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
