"301"	"9"	"206"	""	"125"	""	""	"13"	""	""	"30"	""	""	""	""	"83"	""	""	""	"18"	""	""	""	"4"	""	""	""	"2"	""	""	""	"4"	""	""	""	"279"	""	""	""	"0"	""	""	""	"279"	""	""	""	""	""	""	""	""
"302"	"10"	"207"	""	"17"	""	""	"5"	""	""	"75"	""	""	""	""	"74"	""	""	""	"9"	""	""	""	"5"	""	""	""	"1"	""	""	""	"1"	""	""	""	"187"	""	""	""	"0"	""	""	""	"187"	""	""	""	""	""	""	""	""
"303"	"11"	"208"	""	"121"	""	""	"0"	""	""	"4"	""	""	""	""	"187"	""	""	""	"13"	""	""	""	"1"	""	""	""	"1"	""	""	""	"3"	""	""	""	"330"	""	""	""	"0"	""	""	""	"330"	""	""	""	""	""	""	""	""
"304"	"12"	"209"	""	"39"	""	""	"1"	""	""	"23"	""	""	""	""	"9"	""	""	""	"1"	""	""	""	"34"	""	""	""	"3"	""	""	""	"1"	""	""	""	"111"	""	""	""	"0"	""	""	""	"111"	""	""	""	""	""	""	""	""
"305"	"13"	"209A"	""	"101"	""	""	"8"	""	""	"21"	""	""	""	""	"29"	""	""	""	"8"	""	""	""	"99"	""	""	""	"6"	""	""	""	"2"	""	""	""	"274"	""	""	""	"0"	""	""	""	"274"	""	""	""	""	""	""	""	""
"306"	"14"	"210"	""	"108"	""	""	"25"	""	""	"148"	""	""	""	""	"75"	""	""	""	"8"	""	""	""	"64"	""	""	""	"9"	""	""	""	"9"	""	""	""	"446"	""	""	""	"0"	""	""	""	"446"	""	""	""	""	""	""	""	""
"307"	"Total"	""	""	"1400"	""	""	"101"	""	""	"679"	""	""	""	""	"1223"	""	""	""	"141"	""	""	""	"256"	""	""	""	"54"	""	""	""	"53"	""	""	""	"3907"	""	""	""	"0"	""	""	""	"3907"	""	""	""	""	""	""	""	""
"308"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"309"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"311"	"1"	"211"	""	"3"	""	""	"0"	""	""	"112"	""	""	""	""	"29"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	"146"	""	""	""	"0"	""	""	""	"146"	""	""	""	""	""	""	""	""
"312"	"2"	"211A"	""	"0"	""	""	"0"	""	""	"167"	""	""	""	""	"104"	""	""	""	"0"	""	""	""	"0"	""	""	""	"10"	""	""	""	"5"	""	""	""	"286"	""	""	""	"0"	""	""	""	"286"	""	""	""	""	""	""	""	""
"313"	"3"	"212"	""	"150"	""	""	"7"	""	""	"25"	""	""	""	""	"11"	""	""	""	"5"	""	""	""	"19"	""	""	""	"8"	""	""	""	"10"	""	""	""	"235"	""	""	""	"0"	""	""	""	"235"	""	""	""	""	""	""	""	""
"314"	"4"	"213"	""	"121"	""	""	"5"	""	""	"65"	""	""	""	""	"33"	""	""	""	"10"	""	""	""	"30"	""	""	""	"4"	""	""	""	"8"	""	""	""	"276"	""	""	""	"0"	""	""	""	"276"	""	""	""	""	""	""	""	""
"315"	"5"	"214"	""	"38"	""	""	"9"	""	""	"8"	""	""	""	""	"93"	""	""	""	"15"	""	""	""	"164"	""	""	""	"4"	""	""	""	"10"	""	""	""	"341"	""	""	""	"0"	""	""	""	"341"	""	""	""	""	""	""	""	""
"316"	"6"	"215"	""	"57"	""	""	"8"	""	""	"7"	""	""	""	""	"5"	""	""	""	"5"	""	""	""	"231"	""	""	""	"14"	""	""	""	"29"	""	""	""	"356"	""	""	""	"0"	""	""	""	"356"	""	""	""	""	""	""	""	""
"317"	"7"	"215A"	""	"21"	""	""	"3"	""	""	"2"	""	""	""	""	"32"	""	""	""	"4"	""	""	""	"4"	""	""	""	"0"	""	""	""	"6"	""	""	""	"72"	""	""	""	"0"	""	""	""	"72"	""	""	""	""	""	""	""	""
"318"	"8"	"216"	""	"37"	""	""	"1"	""	""	"1"	""	""	""	""	"12"	""	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	""	"6"	""	""	""	"63"	""	""	""	"0"	""	""	""	"63"	""	""	""	""	""	""	""	""
"319"	"9"	"216A"	""	"200"	""	""	"7"	""	""	"6"	""	""	""	""	"24"	""	""	""	"6"	""	""	""	"5"	""	""	""	"2"	""	""	""	"8"	""	""	""	"258"	""	""	""	"0"	""	""	""	"258"	""	""	""	""	""	""	""	""
"320"	"10"	"217"	""	"292"	""	""	"16"	""	""	"0"	""	""	""	""	"50"	""	""	""	"15"	""	""	""	"31"	""	""	""	"4"	""	""	""	"20"	""	""	""	"428"	""	""	""	"0"	""	""	""	"428"	""	""	""	""	""	""	""	""
"321"	"11"	"218"	""	"56"	""	""	"18"	""	""	"6"	""	""	""	""	"31"	""	""	""	"9"	""	""	""	"63"	""	""	""	"10"	""	""	""	"13"	""	""	""	"206"	""	""	""	"0"	""	""	""	"206"	""	""	""	""	""	""	""	""
"322"	"12"	"219"	""	"67"	""	""	"9"	""	""	"20"	""	""	""	""	"96"	""	""	""	"8"	""	""	""	"18"	""	""	""	"2"	""	""	""	"7"	""	""	""	"227"	""	""	""	"0"	""	""	""	"227"	""	""	""	""	""	""	""	""
"323"	"13"	"220"	""	"153"	""	""	"2"	""	""	"6"	""	""	""	""	"74"	""	""	""	"6"	""	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	""	"245"	""	""	""	"0"	""	""	""	"245"	""	""	""	""	""	""	""	""
"324"	"14"	"221"	""	"16"	""	""	"3"	""	""	"1"	""	""	""	""	"2"	""	""	""	"2"	""	""	""	"9"	""	""	""	"1"	""	""	""	"4"	""	""	""	"38"	""	""	""	"0"	""	""	""	"38"	""	""	""	""	""	""	""	""
"325"	"Total"	""	""	"1211"	""	""	"88"	""	""	"426"	""	""	""	""	"596"	""	""	""	"87"	""	""	""	"577"	""	""	""	"62"	""	""	""	"130"	""	""	""	"3177"	""	""	""	"0"	""	""	""	"3177"	""	""	""	""	""	""	""	""
"326"	"Table No"	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""
"327"	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"329"	"1"	"222"	""	"148"	""	""	"14"	""	""	"5"	""	""	""	""	"19"	""	""	""	"8"	""	""	""	"113"	""	""	""	"12"	""	""	""	"29"	""	""	""	"348"	""	""	""	"0"	""	""	""	"348"	""	""	""	""	""	""	""	""
"330"	"2"	"223"	""	"196"	""	""	"11"	""	""	"12"	""	""	""	""	"58"	""	""	""	"7"	""	""	""	"11"	""	""	""	"9"	""	""	""	"7"	""	""	""	"311"	""	""	""	"0"	""	""	""	"311"	""	""	""	""	""	""	""	""
"331"	"3"	"224"	""	"69"	""	""	"15"	""	""	"10"	""	""	""	""	"58"	""	""	""	"7"	""	""	""	"10"	""	""	""	"1"	""	""	""	"1"	""	""	""	"171"	""	""	""	"0"	""	""	""	"171"	""	""	""	""	""	""	""	""
"332"	"4"	"225"	""	"45"	""	""	"8"	""	""	"118"	""	""	""	""	"36"	""	""	""	"7"	""	""	""	"8"	""	""	""	"6"	""	""	""	"6"	""	""	""	"234"	""	""	""	"0"	""	""	""	"234"	""	""	""	""	""	""	""	""
"333"	"5"	"226"	""	"183"	""	""	"13"	""	""	"13"	""	""	""	""	"3"	""	""	""	"2"	""	""	""	"5"	""	""	""	"8"	""	""	""	"25"	""	""	""	"252"	""	""	""	"0"	""	""	""	"252"	""	""	""	""	""	""	""	""
"334"	"6"	"226A"	""	"101"	""	""	"12"	""	""	"9"	""	""	""	""	"9"	""	""	""	"3"	""	""	""	"18"	""	""	""	"5"	""	""	""	"4"	""	""	""	"161"	""	""	""	"0"	""	""	""	"161"	""	""	""	""	""	""	""	""
"335"	"7"	"227"	""	"103"	""	""	"13"	""	""	"13"	""	""	""	""	"131"	""	""	""	"28"	""	""	""	"21"	""	""	""	"4"	""	""	""	"13"	""	""	""	"326"	""	""	""	"0"	""	""	""	"326"	""	""	""	""	""	""	""	""
"336"	"8"	"228"	""	"164"	""	""	"17"	""	""	"9"	""	""	""	""	"132"	""	""	""	"11"	""	""	""	"12"	""	""	""	"3"	""	""	""	"14"	""	""	""	"362"	""	""	""	"0"	""	""	""	"362"	""	""	""	""	""	""	""	""
"337"	"9"	"229"	""	"172"	""	""	"15"	""	""	"24"	""	""	""	""	"12"	""	""	""	"8"	""	""	""	"13"	""	""	""	"3"	""	""	""	"12"	""	""	""	"259"	""	""	""	"0"	""	""	""	"259"	""	""	""	""	""	""	""	""
"338"	"10"	"230"	""	"100"	""	""	"24"	""	""	"24"	""	""	""	""	"50"	""	""	""	"19"	""	""	""	"6"	""	""	""	"10"	""	""	""	"13"	""	""	""	"246"	""	""	""	"0"	""	""	""	"246"	""	""	""	""	""	""	""	""
"339"	"11"	"231"	""	"46"	""	""	"9"	""	""	"41"	""	""	""	""	"115"	""	""	""	"35"	""	""	""	"40"	""	""	""	"14"	""	""	""	"29"	""	""	""	"329"	""	""	""	"0"	""	""	""	"329"	""	""	""	""	""	""	""	""
"340"	"12"	"232"	""	"181"	""	""	"8"	""	""	"16"	""	""	""	""	"60"	""	""	""	"19"	""	""	""	"17"	""	""	""	"7"	""	""	""	"11"	""	""	""	"319"	""	""	""	"0"	""	""	""	"319"	""	""	""	""	""	""	""	""
"341"	"13"	"233"	""	"54"	""	""	"1"	""	""	"8"	""	""	""	""	"41"	""	""	""	"5"	""	""	""	"31"	""	""	""	"6"	""	""	""	"4"	""	""	""	"150"	""	""	""	"0"	""	""	""	"150"	""	""	""	""	""	""	""	""
"342"	"14"	"234"	""	"52"	""	""	"8"	""	""	"4"	""	""	""	""	"15"	""	""	""	"2"	""	""	""	"3"	""	""	""	"3"	""	""	""	"6"	""	""	""	"93"	""	""	""	"0"	""	""	""	"93"	""	""	""	""	""	""	""	""
"343"	"Total"	""	""	"1614"	""	""	"168"	""	""	"306"	""	""	""	""	"739"	""	""	""	"161"	""	""	""	"308"	""	""	""	"91"	""	""	""	"174"	""	""	""	"3561"	""	""	""	"0"	""	""	""	"3561"	""	""	""	""	""	""	""	""
"344"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""
"345"	""	""	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	""	"BARHO RAJVANSHI"	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHARY"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANANJ AY  PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	""	"5"	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""
"347"	"1"	"235"	""	""	"56"	""	""	"7"	""	""	""	"49"	""	""	""	"70"	""	""	""	"10"	""	""	""	"14"	""	""	""	"2"	""	""	""	"8"	""	""	""	"216"	""	""	""	"0"	""	""	""	"216"	""	""	""	""	""	""	""
"348"	"2"	"236"	""	""	"92"	""	""	"4"	""	""	""	"7"	""	""	""	"42"	""	""	""	"17"	""	""	""	"91"	""	""	""	"9"	""	""	""	"12"	""	""	""	"274"	""	""	""	"0"	""	""	""	"274"	""	""	""	""	""	""	""
"349"	"Total"	""	""	""	"148"	""	""	"11"	""	""	""	"56"	""	""	""	"112"	""	""	""	"27"	""	""	""	"105"	""	""	""	"11"	""	""	""	"20"	""	""	""	"490"	""	""	""	"0"	""	""	""	"490"	""	""	""	"0"	""	""	""
"350"	"Place Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Election to the Bihar Legislative Assembly from the  237-Fatehpur  Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Round No."	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"358"	""	""	"AJAY PASWAN"	""	""	"CHANDRA MANJHI"	""	""	"BARHO RAJVANSHI"	""	""	""	"SHYAMDEO PASWAN"	""	""	""	"BIJAY CHAUDHAR Y"	""	""	""	"RAJ KUMAR MANJHI"	""	""	""	"CHANDRA BHAN PASWAN"	""	""	""	"DHANANAN JAY PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"1"	""	"2"	""	""	"3"	""	""	"4"	""	""	""	"5"	""	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	""	""	""
"360"	"1"	""	"1345"	""	""	"104"	""	""	"327"	""	""	""	"1026"	""	""	""	"115"	""	""	""	"211"	""	""	""	"30"	""	""	""	"72"	""	""	""	"3230"	""	""	""	"0"	""	""	""	"3230"	""	""	""	""	""	""	""	""	""	""
"361"	"2"	""	"1293"	""	""	"163"	""	""	"632"	""	""	""	"2141"	""	""	""	"212"	""	""	""	"122"	""	""	""	"74"	""	""	""	"130"	""	""	""	"4767"	""	""	""	"0"	""	""	""	"4767"	""	""	""	""	""	""	""	""	""	""
"362"	"3"	""	"1092"	""	""	"192"	""	""	"1290"	""	""	""	"692"	""	""	""	"113"	""	""	""	"62"	""	""	""	"65"	""	""	""	"88"	""	""	""	"3594"	""	""	""	"0"	""	""	""	"3594"	""	""	""	""	""	""	""	""	""	""
"363"	"4"	""	"949"	""	""	"72"	""	""	"1102"	""	""	""	"1606"	""	""	""	"134"	""	""	""	"112"	""	""	""	"48"	""	""	""	"89"	""	""	""	"4112"	""	""	""	"0"	""	""	""	"4112"	""	""	""	""	""	""	""	""	""	""
"364"	"5"	""	"1557"	""	""	"80"	""	""	"493"	""	""	""	"1754"	""	""	""	"170"	""	""	""	"146"	""	""	""	"38"	""	""	""	"71"	""	""	""	"4309"	""	""	""	"0"	""	""	""	"4309"	""	""	""	""	""	""	""	""	""	""
"365"	"6"	""	"1792"	""	""	"94"	""	""	"120"	""	""	""	"1162"	""	""	""	"204"	""	""	""	"446"	""	""	""	"54"	""	""	""	"93"	""	""	""	"3965"	""	""	""	"0"	""	""	""	"3965"	""	""	""	""	""	""	""	""	""	""
"366"	"7"	""	"1515"	""	""	"95"	""	""	"256"	""	""	""	"1410"	""	""	""	"178"	""	""	""	"247"	""	""	""	"58"	""	""	""	"118"	""	""	""	"3877"	""	""	""	"0"	""	""	""	"3877"	""	""	""	""	""	""	""	""	""	""
"367"	"8"	""	"2602"	""	""	"167"	""	""	"96"	""	""	""	"1438"	""	""	""	"207"	""	""	""	"296"	""	""	""	"34"	""	""	""	"80"	""	""	""	"4920"	""	""	""	"0"	""	""	""	"4920"	""	""	""	""	""	""	""	""	""	""
"368"	"9"	""	"1430"	""	""	"138"	""	""	"172"	""	""	""	"1513"	""	""	""	"161"	""	""	""	"348"	""	""	""	"52"	""	""	""	"93"	""	""	""	"3907"	""	""	""	"0"	""	""	""	"3907"	""	""	""	""	""	""	""	""	""	""
"369"	"10"	""	"1822"	""	""	"154"	""	""	"170"	""	""	""	"1547"	""	""	""	"280"	""	""	""	"844"	""	""	""	"77"	""	""	""	"159"	""	""	""	"5053"	""	""	""	"0"	""	""	""	"5053"	""	""	""	""	""	""	""	""	""	""
"370"	"11"	""	"1652"	""	""	"116"	""	""	"171"	""	""	""	"1159"	""	""	""	"198"	""	""	""	"830"	""	""	""	"78"	""	""	""	"170"	""	""	""	"4374"	""	""	""	"0"	""	""	""	"4374"	""	""	""	""	""	""	""	""	""	""
"371"	"12"	""	"1358"	""	""	"101"	""	""	"234"	""	""	""	"2405"	""	""	""	"208"	""	""	""	"552"	""	""	""	"63"	""	""	""	"103"	""	""	""	"5024"	""	""	""	"0"	""	""	""	"5024"	""	""	""	""	""	""	""	""	""	""
"372"	"13"	""	"720"	""	""	"108"	""	""	"457"	""	""	""	"2502"	""	""	""	"202"	""	""	""	"345"	""	""	""	"53"	""	""	""	"87"	""	""	""	"4474"	""	""	""	"0"	""	""	""	"4474"	""	""	""	""	""	""	""	""	""	""
"373"	"14"	""	"1861"	""	""	"122"	""	""	"757"	""	""	""	"1159"	""	""	""	"135"	""	""	""	"135"	""	""	""	"57"	""	""	""	"123"	""	""	""	"4349"	""	""	""	"0"	""	""	""	"4349"	""	""	""	""	""	""	""	""	""	""
"374"	"15"	""	"2522"	""	""	"173"	""	""	"789"	""	""	""	"876"	""	""	""	"184"	""	""	""	"70"	""	""	""	"79"	""	""	""	"167"	""	""	""	"4860"	""	""	""	"0"	""	""	""	"4860"	""	""	""	""	""	""	""	""	""	""
"375"	"16"	""	"1400"	""	""	"101"	""	""	"679"	""	""	""	"1223"	""	""	""	"141"	""	""	""	"256"	""	""	""	"54"	""	""	""	"53"	""	""	""	"3907"	""	""	""	"0"	""	""	""	"3907"	""	""	""	""	""	""	""	""	""	""
"376"	"17"	""	"1211"	""	""	"88"	""	""	"426"	""	""	""	"596"	""	""	""	"87"	""	""	""	"577"	""	""	""	"62"	""	""	""	"130"	""	""	""	"3177"	""	""	""	"0"	""	""	""	"3177"	""	""	""	""	""	""	""	""	""	""
"377"	"18"	""	"1614"	""	""	"168"	""	""	"306"	""	""	""	"739"	""	""	""	"161"	""	""	""	"308"	""	""	""	"91"	""	""	""	"174"	""	""	""	"3561"	""	""	""	"0"	""	""	""	"3561"	""	""	""	""	""	""	""	""	""	""
"378"	"19"	""	"148"	""	""	"11"	""	""	"56"	""	""	""	"112"	""	""	""	"27"	""	""	""	"105"	""	""	""	"11"	""	""	""	"20"	""	""	""	"490"	""	""	""	"0"	""	""	""	"490"	""	""	""	""	""	""	""	""	""	""
"379"	"Total no. of votes recorded at polling station"	""	"27883"	""	""	"2247"	""	""	"8533"	""	""	""	"25060"	""	""	""	"3117"	""	""	""	"6012"	""	""	""	"1078"	""	""	""	"2020"	""	""	""	"75950"	""	""	""	"0"	""	""	""	"75950"	""	""	""	""	""	""	""	""	""	""
"380"	"No. of vote recorded on postal ballot papers"	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""
"381"	"Total vote polled"	""	"27883"	""	""	"2247"	""	""	"8533"	""	""	""	"25060"	""	""	""	"3117"	""	""	""	"6012"	""	""	""	"1078"	""	""	""	"2020"	""	""	""	"75950"	""	""	""	"0"	""	""	""	"75950"	""	""	""	""	""	""	""	""	""	""
"382"	"Place            Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Date             22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
