"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 231-Gaya Moffassil Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency                                                                                                                                                       Round No. ……            1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""
"5"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	""	"JITENDRA RAM"	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	""	""	"MAHESH SINGH YADAV"	""	"YOGENDRA DAS"	""	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	""	"SAHABUDDIN"	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"188"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"190"	"1"	""	"130"	""	"41"	""	""	"123"	""	"5"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	"7"	""	""	""	"1"	""	"0"	""	""	"0"	""	""	"9"	""	""	"0"	""	""	""	"1"	""	""	"190"	""	""	""	"0"	""	""	""	""	"190"	""	""	""	""	""	""	""	""	""	""
"191"	"2"	""	"130A"	""	"66"	""	""	"305"	""	"5"	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	"5"	""	""	""	"0"	""	"0"	""	""	"0"	""	""	"12"	""	""	"1"	""	""	""	"1"	""	""	"399"	""	""	""	"0"	""	""	""	""	"399"	""	""	""	""	""	""	""	""	""	""
"192"	"3"	""	"131"	""	"91"	""	""	"50"	""	"119"	""	"4"	""	""	"2"	""	""	"4"	""	""	"0"	""	""	""	"2"	""	""	"7"	""	"8"	""	""	""	"7"	""	"3"	""	""	"3"	""	""	"51"	""	""	"6"	""	""	""	"10"	""	""	"367"	""	""	""	"0"	""	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""
"193"	"4"	""	"131A"	""	"57"	""	""	"14"	""	"178"	""	"5"	""	""	"4"	""	""	"3"	""	""	"7"	""	""	""	"4"	""	""	"1"	""	"1"	""	""	""	"7"	""	"1"	""	""	"5"	""	""	"30"	""	""	"8"	""	""	""	"6"	""	""	"331"	""	""	""	"0"	""	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""
"194"	"5"	""	"132"	""	"28"	""	""	"41"	""	"29"	""	"11"	""	""	"0"	""	""	"6"	""	""	"2"	""	""	""	"0"	""	""	"4"	""	"5"	""	""	""	"3"	""	"0"	""	""	"1"	""	""	"91"	""	""	"7"	""	""	""	"2"	""	""	"230"	""	""	""	"0"	""	""	""	""	"230"	""	""	""	""	""	""	""	""	""	""
"195"	"6"	""	"132A"	""	"107"	""	""	"76"	""	"76"	""	"13"	""	""	"2"	""	""	"5"	""	""	"3"	""	""	""	"4"	""	""	"1"	""	"6"	""	""	""	"6"	""	"3"	""	""	"1"	""	""	"87"	""	""	"7"	""	""	""	"5"	""	""	"402"	""	""	""	"0"	""	""	""	""	"402"	""	""	""	""	""	""	""	""	""	""
"196"	"7"	""	"133"	""	"31"	""	""	"44"	""	"24"	""	"25"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"3"	""	""	"4"	""	"7"	""	""	""	"3"	""	"3"	""	""	"9"	""	""	"250"	""	""	"10"	""	""	""	"19"	""	""	"436"	""	""	""	"0"	""	""	""	""	"436"	""	""	""	""	""	""	""	""	""	""
"197"	"8"	""	"133A"	""	"7"	""	""	"24"	""	"20"	""	"2"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"8"	""	""	""	"5"	""	"3"	""	""	"4"	""	""	"96"	""	""	"5"	""	""	""	"7"	""	""	"183"	""	""	""	"0"	""	""	""	""	"183"	""	""	""	""	""	""	""	""	""	""
"198"	"9"	""	"134"	""	"60"	""	""	"281"	""	"14"	""	"8"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	""	"5"	""	""	"5"	""	"8"	""	""	""	"6"	""	"2"	""	""	"8"	""	""	"134"	""	""	"5"	""	""	""	"3"	""	""	"544"	""	""	""	"0"	""	""	""	""	"544"	""	""	""	""	""	""	""	""	""	""
"199"	"10"	""	"135"	""	"365"	""	""	"74"	""	"4"	""	"0"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"3"	""	""	"1"	""	"2"	""	""	""	"3"	""	"5"	""	""	"3"	""	""	"103"	""	""	"13"	""	""	""	"28"	""	""	"609"	""	""	""	"0"	""	""	""	""	"609"	""	""	""	""	""	""	""	""	""	""
"200"	"11"	""	"136"	""	"69"	""	""	"51"	""	"58"	""	"1"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	""	"3"	""	""	"1"	""	"9"	""	""	""	"1"	""	"2"	""	""	"3"	""	""	"256"	""	""	"2"	""	""	""	"9"	""	""	"471"	""	""	""	"0"	""	""	""	""	"471"	""	""	""	""	""	""	""	""	""	""
"201"	"12"	""	"137"	""	"79"	""	""	"5"	""	"21"	""	"9"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	"1"	""	"1"	""	""	""	"0"	""	"4"	""	""	"4"	""	""	"146"	""	""	"6"	""	""	""	"6"	""	""	"286"	""	""	""	"0"	""	""	""	""	"286"	""	""	""	""	""	""	""	""	""	""
"202"	"13"	""	"138"	""	"30"	""	""	"49"	""	"14"	""	"1"	""	""	"1"	""	""	"8"	""	""	"4"	""	""	""	"12"	""	""	"3"	""	"44"	""	""	""	"12"	""	"6"	""	""	"13"	""	""	"170"	""	""	"11"	""	""	""	"19"	""	""	"397"	""	""	""	"0"	""	""	""	""	"397"	""	""	""	""	""	""	""	""	""	""
"203"	"14"	""	"139"	""	"150"	""	""	"112"	""	"56"	""	"12"	""	""	"1"	""	""	"7"	""	""	"5"	""	""	""	"6"	""	""	"3"	""	"9"	""	""	""	"3"	""	"1"	""	""	"5"	""	""	"20"	""	""	"8"	""	""	""	"14"	""	""	"412"	""	""	""	"0"	""	""	""	""	"412"	""	""	""	""	""	""	""	""	""	""
"204"	"Total"	""	""	""	"1181"	""	""	"1249"	""	"623"	""	"92"	""	""	"19"	""	""	"43"	""	""	"27"	""	""	""	"47"	""	""	"33"	""	"120"	""	""	""	"57"	""	"33"	""	""	"59"	""	""	"1455"	""	""	"89"	""	""	""	"130"	""	""	"5257"	""	""	""	"0"	""	""	""	""	"5257"	""	""	""	""	""	""	""	""	""	""
"205"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendere d  votes"	""	""	""	""	""	""
"206"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"208"	"1"	""	"140"	""	"150"	""	""	"99"	""	"52"	""	"1"	""	""	"2"	""	""	"5"	""	""	"0"	""	""	""	"2"	""	""	"1"	""	"4"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"65"	""	""	"2"	""	""	""	"5"	""	""	"391"	""	""	""	"0"	""	""	""	""	"391"	""	""	""	""	""	""	""	""	""	""
"209"	"2"	""	"141"	""	"194"	""	""	"72"	""	"13"	""	"5"	""	""	"0"	""	""	"4"	""	""	"1"	""	""	""	"4"	""	""	"3"	""	"16"	""	""	""	"3"	""	"4"	""	""	"7"	""	""	"208"	""	""	"9"	""	""	""	"20"	""	""	"563"	""	""	""	"0"	""	""	""	""	"563"	""	""	""	""	""	""	""	""	""	""
"210"	"3"	""	"142"	""	"83"	""	""	"137"	""	"29"	""	"3"	""	""	"3"	""	""	"0"	""	""	"2"	""	""	""	"4"	""	""	"2"	""	"10"	""	""	""	"0"	""	"2"	""	""	"0"	""	""	"36"	""	""	"1"	""	""	""	"4"	""	""	"316"	""	""	""	"0"	""	""	""	""	"316"	""	""	""	""	""	""	""	""	""	""
"211"	"4"	""	"142A"	""	"25"	""	""	"235"	""	"11"	""	"6"	""	""	"4"	""	""	"2"	""	""	"1"	""	""	""	"8"	""	""	"4"	""	"15"	""	""	""	"1"	""	"2"	""	""	"4"	""	""	"73"	""	""	"12"	""	""	""	"2"	""	""	"405"	""	""	""	"0"	""	""	""	""	"405"	""	""	""	""	""	""	""	""	""	""
"212"	"5"	""	"143"	""	"47"	""	""	"34"	""	"16"	""	"5"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	""	"5"	""	""	"2"	""	"5"	""	""	""	"3"	""	"2"	""	""	"9"	""	""	"277"	""	""	"11"	""	""	""	"24"	""	""	"445"	""	""	""	"0"	""	""	""	""	"445"	""	""	""	""	""	""	""	""	""	""
"213"	"6"	""	"144"	""	"74"	""	""	"68"	""	"9"	""	"3"	""	""	"2"	""	""	"2"	""	""	"4"	""	""	""	"3"	""	""	"5"	""	"62"	""	""	""	"3"	""	"2"	""	""	"1"	""	""	"112"	""	""	"6"	""	""	""	"9"	""	""	"365"	""	""	""	"0"	""	""	""	""	"365"	""	""	""	""	""	""	""	""	""	""
"214"	"7"	""	"145"	""	"86"	""	""	"14"	""	"109"	""	"4"	""	""	"3"	""	""	"6"	""	""	"4"	""	""	""	"8"	""	""	"2"	""	"79"	""	""	""	"5"	""	"3"	""	""	"2"	""	""	"28"	""	""	"4"	""	""	""	"5"	""	""	"362"	""	""	""	"0"	""	""	""	""	"362"	""	""	""	""	""	""	""	""	""	""
"215"	"8"	""	"146"	""	"481"	""	""	"16"	""	"3"	""	"1"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"0"	""	"16"	""	""	""	"3"	""	"5"	""	""	"3"	""	""	"56"	""	""	"14"	""	""	""	"0"	""	""	"601"	""	""	""	"0"	""	""	""	""	"601"	""	""	""	""	""	""	""	""	""	""
"216"	"9"	""	"147"	""	"151"	""	""	"6"	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"6"	""	""	""	"0"	""	"1"	""	""	"0"	""	""	"13"	""	""	"1"	""	""	""	"3"	""	""	"181"	""	""	""	"0"	""	""	""	""	"181"	""	""	""	""	""	""	""	""	""	""
"217"	"10"	""	"148"	""	"42"	""	""	"63"	""	"8"	""	"5"	""	""	"1"	""	""	"8"	""	""	"4"	""	""	""	"1"	""	""	"9"	""	"324"	""	""	""	"15"	""	"8"	""	""	"5"	""	""	"46"	""	""	"6"	""	""	""	"12"	""	""	"557"	""	""	""	"0"	""	""	""	""	"557"	""	""	""	""	""	""	""	""	""	""
"218"	"11"	""	"149"	""	"46"	""	""	"47"	""	"87"	""	"4"	""	""	"4"	""	""	"2"	""	""	"3"	""	""	""	"2"	""	""	"4"	""	"26"	""	""	""	"1"	""	"5"	""	""	"8"	""	""	"172"	""	""	"6"	""	""	""	"13"	""	""	"430"	""	""	""	"0"	""	""	""	""	"430"	""	""	""	""	""	""	""	""	""	""
"219"	"12"	""	"150"	""	"80"	""	""	"126"	""	"56"	""	"7"	""	""	"1"	""	""	"5"	""	""	"1"	""	""	""	"6"	""	""	"4"	""	"7"	""	""	""	"2"	""	"6"	""	""	"9"	""	""	"103"	""	""	"9"	""	""	""	"19"	""	""	"441"	""	""	""	"0"	""	""	""	""	"441"	""	""	""	""	""	""	""	""	""	""
"220"	"13"	""	"151"	""	"73"	""	""	"127"	""	"6"	""	"22"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	"10"	""	""	""	"1"	""	"0"	""	""	"4"	""	""	"42"	""	""	"3"	""	""	""	"2"	""	""	"293"	""	""	""	"0"	""	""	""	""	"293"	""	""	""	""	""	""	""	""	""	""
"221"	"14"	""	"152"	""	"372"	""	""	"47"	""	"4"	""	"2"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	""	"3"	""	""	"2"	""	"24"	""	""	""	"0"	""	"4"	""	""	"3"	""	""	"20"	""	""	"10"	""	""	""	"29"	""	""	"524"	""	""	""	"0"	""	""	""	""	"524"	""	""	""	""	""	""	""	""	""	""
"222"	"Total"	""	""	""	"1904"	""	""	"1091"	""	"403"	""	"68"	""	""	"23"	""	""	"37"	""	""	"27"	""	""	""	"47"	""	""	"39"	""	"604"	""	""	""	"39"	""	"44"	""	""	"56"	""	""	"1251"	""	""	"94"	""	""	""	"147"	""	""	"5874"	""	""	""	"0"	""	""	""	""	"5874"	""	""	""	""	""	""	""	""	""	""
"223"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"224"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"226"	"1"	""	"153"	""	"60"	""	""	"190"	""	"90"	""	"8"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	""	"10"	""	""	"5"	""	"15"	""	""	""	"6"	""	"6"	""	""	"17"	""	""	"140"	""	""	"21"	""	""	""	"24"	""	""	"600"	""	""	""	"0"	""	""	""	""	"600"	""	""	""	""	""	""	""	""	""	""
"227"	"2"	""	"154"	""	"100"	""	""	"19"	""	"6"	""	"1"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"2"	""	"8"	""	""	""	"1"	""	"1"	""	""	"7"	""	""	"297"	""	""	"2"	""	""	""	"2"	""	""	"449"	""	""	""	"0"	""	""	""	""	"449"	""	""	""	""	""	""	""	""	""	""
"228"	"3"	""	"155"	""	"55"	""	""	"18"	""	"11"	""	"3"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"2"	""	"5"	""	""	""	"3"	""	"1"	""	""	"5"	""	""	"205"	""	""	"7"	""	""	""	"16"	""	""	"334"	""	""	""	"0"	""	""	""	""	"334"	""	""	""	""	""	""	""	""	""	""
"229"	"4"	""	"156"	""	"260"	""	""	"24"	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"3"	""	""	""	"4"	""	"1"	""	""	"2"	""	""	"22"	""	""	"2"	""	""	""	"5"	""	""	"328"	""	""	""	"0"	""	""	""	""	"328"	""	""	""	""	""	""	""	""	""	""
"230"	"5"	""	"157"	""	"183"	""	""	"360"	""	"14"	""	"0"	""	""	"3"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	"8"	""	""	""	"0"	""	"2"	""	""	"5"	""	""	"116"	""	""	"18"	""	""	""	"23"	""	""	"735"	""	""	""	"0"	""	""	""	""	"735"	""	""	""	""	""	""	""	""	""	""
"231"	"6"	""	"158"	""	"97"	""	""	"157"	""	"26"	""	"6"	""	""	"3"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	"6"	""	"26"	""	""	""	"3"	""	"5"	""	""	"9"	""	""	"96"	""	""	"12"	""	""	""	"10"	""	""	"462"	""	""	""	"0"	""	""	""	""	"462"	""	""	""	""	""	""	""	""	""	""
"232"	"7"	""	"159"	""	"62"	""	""	"12"	""	"15"	""	"6"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"4"	""	""	"0"	""	"23"	""	""	""	"2"	""	"2"	""	""	"7"	""	""	"158"	""	""	"7"	""	""	""	"10"	""	""	"312"	""	""	""	"0"	""	""	""	""	"312"	""	""	""	""	""	""	""	""	""	""
"233"	"8"	""	"160"	""	"340"	""	""	"54"	""	"6"	""	"7"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	"3"	""	""	""	"0"	""	"3"	""	""	"0"	""	""	"27"	""	""	"3"	""	""	""	"5"	""	""	"454"	""	""	""	"0"	""	""	""	""	"454"	""	""	""	""	""	""	""	""	""	""
"234"	"9"	""	"161"	""	"276"	""	""	"38"	""	"4"	""	"6"	""	""	"0"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"1"	""	"2"	""	""	""	"2"	""	"1"	""	""	"3"	""	""	"169"	""	""	"4"	""	""	""	"9"	""	""	"523"	""	""	""	"0"	""	""	""	""	"523"	""	""	""	""	""	""	""	""	""	""
"235"	"10"	""	"162"	""	"159"	""	""	"39"	""	"14"	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	"16"	""	""	""	"1"	""	"0"	""	""	"3"	""	""	"39"	""	""	"3"	""	""	""	"8"	""	""	"285"	""	""	""	"0"	""	""	""	""	"285"	""	""	""	""	""	""	""	""	""	""
"236"	"11"	""	"163"	""	"39"	""	""	"89"	""	"44"	""	"4"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"6"	""	"3"	""	""	""	"2"	""	"2"	""	""	"15"	""	""	"223"	""	""	"10"	""	""	""	"13"	""	""	"456"	""	""	""	"0"	""	""	""	""	"456"	""	""	""	""	""	""	""	""	""	""
"237"	"12"	""	"164"	""	"204"	""	""	"57"	""	"21"	""	"5"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	""	"3"	""	""	"2"	""	"15"	""	""	""	"4"	""	"3"	""	""	"8"	""	""	"168"	""	""	"3"	""	""	""	"11"	""	""	"507"	""	""	""	"0"	""	""	""	""	"507"	""	""	""	""	""	""	""	""	""	""
"238"	"13"	""	"165"	""	"150"	""	""	"133"	""	"1"	""	"16"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	""	"0"	""	""	"2"	""	"4"	""	""	""	"1"	""	"2"	""	""	"0"	""	""	"43"	""	""	"4"	""	""	""	"16"	""	""	"378"	""	""	""	"0"	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""
"239"	"14"	""	"166"	""	"220"	""	""	"48"	""	"4"	""	"0"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"2"	""	"7"	""	""	""	"2"	""	"0"	""	""	"3"	""	""	"41"	""	""	"5"	""	""	""	"4"	""	""	"340"	""	""	""	"0"	""	""	""	""	"340"	""	""	""	""	""	""	""	""	""	""
"240"	"Total"	""	""	""	"2205"	""	""	"1238"	""	"256"	""	"62"	""	""	"21"	""	""	"18"	""	""	"23"	""	""	""	"26"	""	""	"31"	""	"138"	""	""	""	"31"	""	"29"	""	""	"84"	""	""	"1744"	""	""	"101"	""	""	""	"156"	""	""	"6163"	""	""	""	"0"	""	""	""	""	"6163"	""	""	""	""	""	""	""	""	""	""
"241"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"242"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"244"	"1"	""	"167"	""	"108"	""	""	"113"	""	"35"	""	"13"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	"2"	""	"5"	""	""	""	"0"	""	"0"	""	""	"2"	""	""	"57"	""	""	"2"	""	""	""	"7"	""	""	"353"	""	""	""	"0"	""	""	""	""	"353"	""	""	""	""	""	""	""	""	""	""
"245"	"2"	""	"168"	""	"129"	""	""	"136"	""	"6"	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"0"	""	"4"	""	""	""	"2"	""	"2"	""	""	"0"	""	""	"111"	""	""	"4"	""	""	""	"11"	""	""	"408"	""	""	""	"0"	""	""	""	""	"408"	""	""	""	""	""	""	""	""	""	""
"246"	"3"	""	"169"	""	"48"	""	""	"10"	""	"2"	""	"2"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	"3"	""	""	""	"0"	""	"0"	""	""	"0"	""	""	"27"	""	""	"3"	""	""	""	"3"	""	""	"102"	""	""	""	"0"	""	""	""	""	"102"	""	""	""	""	""	""	""	""	""	""
"247"	"4"	""	"170"	""	"83"	""	""	"31"	""	"10"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"1"	""	""	""	"0"	""	"0"	""	""	"1"	""	""	"99"	""	""	"3"	""	""	""	"10"	""	""	"241"	""	""	""	"0"	""	""	""	""	"241"	""	""	""	""	""	""	""	""	""	""
"248"	"5"	""	"171"	""	"111"	""	""	"4"	""	"2"	""	"1"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	"2"	""	""	""	"0"	""	"0"	""	""	"1"	""	""	"15"	""	""	"1"	""	""	""	"2"	""	""	"140"	""	""	""	"0"	""	""	""	""	"140"	""	""	""	""	""	""	""	""	""	""
