"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"534"	"12"	"205"	"73"	"151"	"1"	"7"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"25"	"2"	"6"	"272"	"0"	"272"	"0"
"535"	"13"	"206"	"36"	"18"	"4"	"11"	"3"	"1"	"0"	"1"	"2"	"2"	"6"	"229"	"8"	"6"	"327"	"0"	"327"	"0"
"536"	"14"	"207"	"26"	"35"	"10"	"11"	"2"	"0"	"3"	"1"	"7"	"0"	"11"	"204"	"6"	"12"	"328"	"0"	"328"	"0"
"537"	"Total Votes Polled"	""	"356"	"1800"	"79"	"163"	"23"	"250"	"33"	"24"	"32"	"17"	"66"	"2914"	"63"	"86"	"5906"	"0"	"5906"	"0"
"538"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"539"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"542"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"543"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"544"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"545"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"546"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"547"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"548"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"551"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"552"	"Table No."	"No. & Name of Polling Station"	"AJAY KUMAR RAVIKANT"	"ARUNA DEVI"	"JAGDISH PRASAD CHAUHAN"	"LALIT KUMAR"	"SONA MIYAN"	"ATA KARIM"	"ARVIND YADAV"	"ARJUN PRASAD"	"ARTI SINHA"	"JAINATH PASWAN"	"TANIK MOCHI"	"PRADEEP KUMAR"	"SIYA SARAN SINGH"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"553"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"555"	"1"	"208"	"3"	"34"	"5"	"9"	"0"	"2"	"2"	"2"	"2"	"0"	"6"	"170"	"5"	"2"	"242"	"0"	"242"	"0"
"556"	"2"	"209"	"1"	"3"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"549"	"0"	"0"	"560"	"0"	"560"	"0"
"557"	"3"	"210"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"0"	"0"	"160"	"0"	"160"	"0"
"558"	"Total Votes Polled"	""	"5"	"38"	"6"	"14"	"0"	"7"	"2"	"2"	"2"	"0"	"7"	"872"	"5"	"2"	"962"	"0"	"962"	"0"
"559"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"560"	""	"POSTAL"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"
"561"	""	"TOTAL"	"3478"	"36851"	"1570"	"2370"	"398"	"1364"	"228"	"297"	"731"	"323"	"1046"	"37406"	"969"	"1421"	"88452"	"5"	"88457"	"0"
"562"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"563"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"564"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"565"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
