"Round.Total"	"X12"	"X11A"	"X."	"X11"	"X10"	"X..1"	"X9"	"X8"	"X7"	"X..2"	"X6"	"X5"	"X..3"	"X4"	"X3"	"X..4"	"X2"	"X1A"	"X..5"	"X1"	"ROUND..I"	"ernku.dsUnz.dh.la..k"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"337"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"338"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"339"	NA	NA	NA	"32122"	NA	NA	""	1597	NA	NA	"4081"	NA	NA	"37136"	NA	NA	"1563"	NA	NA	"10960"	NA	"654"	""	"768"	"806"	""	""	"816"	"2007"	"92510"	"0"	"0"	"92510"
"340"	NA	NA	NA	"83"	NA	NA	""	0	NA	NA	"6"	NA	NA	"146"	NA	NA	"1"	NA	NA	"36"	NA	"0"	""	"0"	"3"	""	""	"1"	"3"	"279"	""	""	"279"
"341"	205	NA	NA	"197"	NA	NA	""	4	NA	NA	"19"	NA	NA	"79"	NA	NA	"3"	NA	NA	"90"	NA	"1"	""	"0"	"1"	""	""	"3"	"4"	"401"	""	""	"401"
"342"	206	NA	NA	"29"	NA	NA	""	0	NA	NA	"0"	NA	NA	"113"	NA	NA	"3"	NA	NA	"16"	NA	"0"	""	"0"	"1"	""	""	"1"	"2"	"165"	""	""	"165"
"343"	NA	NA	NA	"27"	NA	NA	""	2	NA	NA	"1"	NA	NA	"121"	NA	NA	"2"	NA	NA	"16"	NA	"0"	""	"1"	"0"	""	""	"0"	"0"	"170"	""	""	"170"
"344"	207	NA	NA	"207"	NA	NA	""	50	NA	NA	"29"	NA	NA	"142"	NA	NA	"6"	NA	NA	"88"	NA	"2"	""	"3"	"6"	""	""	"7"	"11"	"551"	""	""	"551"
"345"	208	NA	NA	"28"	NA	NA	""	0	NA	NA	"1"	NA	NA	"111"	NA	NA	"3"	NA	NA	"15"	NA	"0"	""	"1"	"0"	""	""	"1"	"0"	"160"	""	""	"160"
"346"	209	NA	NA	"417"	NA	NA	""	14	NA	NA	"8"	NA	NA	"53"	NA	NA	"3"	NA	NA	"7"	NA	"1"	""	"0"	"1"	""	""	"4"	"33"	"541"	""	""	"541"
"347"	210	NA	NA	"287"	NA	NA	""	11	NA	NA	"5"	NA	NA	"35"	NA	NA	"1"	NA	NA	"7"	NA	"0"	""	"1"	"3"	""	""	"2"	"13"	"365"	""	""	"365"
"348"	211	NA	NA	"20"	NA	NA	""	3	NA	NA	"14"	NA	NA	"317"	NA	NA	"5"	NA	NA	"35"	NA	"1"	""	"2"	"0"	""	""	"1"	"3"	"401"	""	""	"401"
"349"	212	NA	NA	"72"	NA	NA	""	6	NA	NA	"16"	NA	NA	"273"	NA	NA	"4"	NA	NA	"60"	NA	"1"	""	"2"	"3"	""	""	"4"	"3"	"444"	""	""	"444"
"350"	213	NA	NA	"119"	NA	NA	""	6	NA	NA	"167"	NA	NA	"174"	NA	NA	"9"	NA	NA	"24"	NA	"1"	""	"7"	"7"	""	""	"3"	"15"	"532"	""	""	"532"
"351"	214	NA	NA	"6"	NA	NA	""	6	NA	NA	"25"	NA	NA	"138"	NA	NA	"3"	NA	NA	"12"	NA	"2"	""	"2"	"2"	""	""	"0"	"6"	"202"	""	""	"202"
"352"	215	NA	NA	"71"	NA	NA	""	5	NA	NA	"371"	NA	NA	"106"	NA	NA	"7"	NA	NA	"16"	NA	"0"	""	"8"	"8"	""	""	"3"	"5"	"600"	""	""	"600"
"353"	216	NA	NA	"73"	NA	NA	""	4	NA	NA	"118"	NA	NA	"51"	NA	NA	"9"	NA	NA	"92"	NA	"1"	""	"5"	"11"	""	""	"3"	"9"	"376"	""	""	"376"
"354"	NA	NA	NA	"1636"	NA	NA	""	111	NA	NA	"780"	NA	NA	"1859"	NA	NA	"59"	NA	NA	"514"	NA	"10"	""	"32"	"46"	""	""	"33"	"107"	"5187"	"0"	"0"	"5187"
"355"	NA	NA	NA	"33758"	NA	NA	""	1708	NA	NA	"4861"	NA	NA	"38995"	NA	NA	"1622"	NA	NA	"11474"	NA	"664"	""	"800"	"852"	""	""	"849"	"2114"	"97697"	"0"	"0"	"97697"
"356"	NA	NA	NA	"fuEufyf[kr vH;fFkZ;ks ds Ik{k esa fn, x, fof/kekU; erksa dh la[;k"	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"357"	NA	NA	NA	"MkŒ  vCnqqyqqy  xQqqjqqj"	NA	NA	""	NA	NA	NA	"ekssŒssŒ  ehj  gkfle"	NA	NA	"laataatho  dqqeqqekj  >k"	NA	NA	"fcgkjh  lknk"	NA	NA	"'kaadaadj  izzlzzlkn  Vssdssdjhoky"	NA	"f'ko  dqqeqqekj  flaagaag"	""	"jÙku  ikloku"	"jktssUssUnzzzz jke"	""	""	"fojssaanssaanzzzz ;kno"	"gfjukjk;.k  flaagaag"	"dqqyqqy  fof/kekU;  er"	"fufonr  erkssss dh  laa[aa[;k"	"izzfzzfr{kssfssfir  eri=kssaassaa dh  laa-aa-"	"dqqyqqy  fof/kekU;  ,oaaaa izzfzzfr{kssfssfir  erkssss dh  laa[aa[;k"
"358"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"359"	NA	NA	NA	"33758"	NA	NA	""	1708	NA	NA	"4861"	NA	NA	"38995"	NA	NA	"1622"	NA	NA	"11474"	NA	"664"	""	"800"	"852"	""	""	"849"	"2114"	"97697"	"0"	"0"	"97697"
"360"	NA	NA	NA	"52"	NA	NA	""	2	NA	NA	"222"	NA	NA	"31"	NA	NA	"5"	NA	NA	"13"	NA	"2"	""	"2"	"7"	""	""	"2"	"7"	"345"	""	""	"345"
"361"	217	NA	NA	"40"	NA	NA	""	3	NA	NA	"41"	NA	NA	"155"	NA	NA	"7"	NA	NA	"11"	NA	"1"	""	"3"	"2"	""	""	"2"	"2"	"267"	""	""	"267"
"362"	218	NA	NA	"117"	NA	NA	""	3	NA	NA	"255"	NA	NA	"17"	NA	NA	"4"	NA	NA	"66"	NA	"0"	""	"1"	"6"	""	""	"3"	"14"	"486"	""	""	"486"
"363"	219	NA	NA	"33"	NA	NA	""	1	NA	NA	"4"	NA	NA	"406"	NA	NA	"1"	NA	NA	"61"	NA	"1"	""	"1"	"1"	""	""	"3"	"0"	"512"	""	""	"512"
"364"	220	NA	NA	"6"	NA	NA	""	1	NA	NA	"0"	NA	NA	"216"	NA	NA	"2"	NA	NA	"5"	NA	"0"	""	"1"	"1"	""	""	"3"	"1"	"236"	""	""	"236"
"365"	221	NA	NA	"98"	NA	NA	""	8	NA	NA	"82"	NA	NA	"302"	NA	NA	"19"	NA	NA	"201"	NA	"13"	""	"15"	"10"	""	""	"3"	"26"	"777"	""	""	"777"
"366"	222	NA	NA	"36"	NA	NA	""	1	NA	NA	"57"	NA	NA	"199"	NA	NA	"10"	NA	NA	"170"	NA	"8"	""	"3"	"10"	""	""	"4"	"9"	"507"	""	""	"507"
"367"	223	NA	NA	"65"	NA	NA	""	1	NA	NA	"81"	NA	NA	"195"	NA	NA	"5"	NA	NA	"124"	NA	"3"	""	"0"	"1"	""	""	"4"	"4"	"483"	""	""	"483"
"368"	224	NA	NA	"97"	NA	NA	""	7	NA	NA	"493"	NA	NA	"20"	NA	NA	"13"	NA	NA	"13"	NA	"3"	""	"3"	"13"	""	""	"5"	"5"	"672"	""	""	"672"
"369"	225	NA	NA	"40"	NA	NA	""	7	NA	NA	"368"	NA	NA	"18"	NA	NA	"12"	NA	NA	"5"	NA	"1"	""	"3"	"7"	""	""	"2"	"6"	"469"	""	""	"469"
"370"	226	NA	NA	"33"	NA	NA	""	7	NA	NA	"370"	NA	NA	"12"	NA	NA	"9"	NA	NA	"6"	NA	"6"	""	"4"	"6"	""	""	"3"	"8"	"464"	""	""	"464"
"371"	227	NA	NA	"22"	NA	NA	""	5	NA	NA	"118"	NA	NA	"140"	NA	NA	"12"	NA	NA	"111"	NA	"4"	""	"3"	"11"	""	""	"3"	"18"	"447"	""	""	"447"
"372"	228	NA	NA	"92"	NA	NA	""	7	NA	NA	"112"	NA	NA	"102"	NA	NA	"17"	NA	NA	"284"	NA	"10"	""	"9"	"8"	""	""	"9"	"17"	"667"	""	""	"667"
"373"	229	NA	NA	"168"	NA	NA	""	10	NA	NA	"51"	NA	NA	"8"	NA	NA	"3"	NA	NA	"44"	NA	"5"	""	"3"	"4"	""	""	"4"	"7"	"307"	""	""	"307"
"374"	NA	NA	NA	"899"	NA	NA	""	63	NA	NA	"2254"	NA	NA	"1821"	NA	NA	"119"	NA	NA	"1114"	NA	"57"	""	"51"	"87"	""	""	"50"	"124"	"6639"	"0"	"0"	"6639"
"375"	NA	NA	NA	"0"	NA	NA	""	0	NA	NA	"0"	NA	NA	"0"	NA	NA	"0"	NA	NA	"0"	NA	"0"	""	"0"	"0"	""	""	"0"	"0"	"0"	"0"	"0"	"0"
"376"	NA	NA	NA	"34657"	NA	NA	""	1771	NA	NA	"7115"	NA	NA	"40816"	NA	NA	"1741"	NA	NA	"12588"	NA	"721"	""	"851"	"939"	""	""	"899"	"2238"	"104336"	"0"	"0"	"104336"
"377"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"378"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"379"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"380"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"381"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"382"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"383"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"384"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"385"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"386"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"387"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"388"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"389"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"390"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"391"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"392"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
"393"	NA	NA	NA	""	NA	NA	""	NA	NA	NA	""	NA	NA	""	NA	NA	""	NA	NA	""	NA	""	""	""	""	""	""	""	""	""	""	""	""
