"pÿ..1"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"353"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"354"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"355"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"356"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"357"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"358"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"359"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"360"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"361"	";ksx"	"7"	""	""	"156"	""	"1"	""	"64"	""	"4"	""	"1"	""	"3"	""	"4"	""	"4"	""	"3"	""	"1"	"86"	""	"7"	"341"	""	""	""	""	""	""	""	""
"362"	"ºvfUre i`\"BΩ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"pdzokj erksa dh x.kuk ds izR;sd pdz dk ;ksx"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"364"	"fuokZpdksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"izR;sd"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"fu;e 59 , ds v/khu fofufnZ\"V fuokZpu {ks= ds ernku dsUnzksa ij ernku ifj.kke dks vfHkfyf[kr djus ds fy, mi;ksx fd, tkus grs  q"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"vH;FkhZ  ds  Ik{k  esa  fn,  x,  erksa  dh  la[;k  ,oa  vH;fFkZ;ksa  ds  uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"pdz dk"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"lkjka'k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"ckcqnhu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"jkts'k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"jkeujs'k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"jkelsod"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"jkey[ku"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"larks\"k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"lqjsUnz jke  vykuqj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"d`\".kk"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"tyhy"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"jkts'k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"jsuq nsoh"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"gjsjke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"oS/k erksa"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"vLohdr`"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"erksa"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	";ksx"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"fufonr erksa"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	""	""	"[kk°"	""	""	"dq0 flg"	""	"izlkn"	""	"flg"	""	"izlkn"	""	"pkS/kjh"	""	""	""	""	""	"lkgh"	""	"fe;k°"	"izlkn"	""	""	"flg"	""	"dk ;ksx"	""	"dh la[;k"	""	""	""	"dh la[;k"	""
"388"	"1"	""	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	"12"	""	"13"	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""
"389"	"izFke pd"	""	""	"985"	""	"1571"	""	"122"	""	"1674"	""	"125"	""	"31"	""	"76"	""	"54"	""	"67"	""	"44"	"65"	""	"514"	"190"	""	"5518"	""	"0"	""	""	""	""	""
"390"	"}rh; pd"	""	""	"1110"	""	"1552"	""	"155"	""	"1227"	""	"85"	""	"47"	""	"76"	""	"51"	""	"67"	""	"50"	"80"	""	"996"	"168"	""	"5664"	""	""	""	""	""	""	""
"391"	"`rh; pdz"	""	""	"2155"	""	"662"	""	"92"	""	"1118"	""	"35"	""	"64"	""	"66"	""	"56"	""	"56"	""	"35"	"46"	""	"1313"	"209"	""	"5907"	""	""	""	""	""	""	""
"392"	"prqFkZ pd"	""	""	"2047"	""	"724"	""	"84"	""	"1359"	""	"39"	""	"33"	""	"32"	""	"32"	""	"32"	""	"20"	"43"	""	"537"	"157"	""	"5139"	""	""	""	""	""	""	""
"393"	"iape pd"	""	""	"1567"	""	"1295"	""	"371"	""	"1389"	""	"67"	""	"23"	""	"70"	""	"54"	""	"63"	""	"41"	"77"	""	"562"	"237"	""	"5816"	""	""	""	""	""	""	""
"394"	"\"k\"Ve pd"	""	""	"1352"	""	"968"	""	"1015"	""	"2624"	""	"85"	""	"45"	""	"119"	""	"78"	""	"97"	""	"78"	"191"	""	"473"	"238"	""	"7363"	""	""	""	""	""	""	""
"395"	"lIre pd"	""	""	"1527"	""	"670"	""	"355"	""	"1768"	""	"192"	""	"43"	""	"72"	""	"61"	""	"50"	""	"55"	"85"	""	"336"	"203"	""	"5417"	""	""	""	""	""	""	""
"396"	"v\"Ve pd"	""	""	"1975"	""	"688"	""	"206"	""	"1671"	""	"66"	""	"37"	""	"64"	""	"99"	""	"38"	""	"47"	"46"	""	"175"	"173"	""	"5285"	""	""	""	""	""	""	""
"397"	"uoe pd"	""	""	"972"	""	"439"	""	"114"	""	"1020"	""	"114"	""	"42"	""	"78"	""	"827"	""	"37"	""	"30"	"48"	""	"186"	"155"	""	"4062"	""	""	""	""	""	""	""
"398"	"nle pd"	""	""	"1200"	""	"689"	""	"155"	""	"2857"	""	"168"	""	"304"	""	"105"	""	"58"	""	"46"	""	"50"	"58"	""	"233"	"166"	""	"6089"	""	""	""	""	""	""	""
"399"	";kjgok° p"	""	""	"1213"	""	"470"	""	"140"	""	"3429"	""	"87"	""	"274"	""	"174"	""	"76"	""	"48"	""	"40"	"66"	""	"203"	"137"	""	"6357"	""	""	""	""	""	""	""
"400"	"kjgokW p"	""	""	"1723"	""	"907"	""	"199"	""	"1998"	""	"70"	""	"82"	""	"82"	""	"58"	""	"42"	""	"49"	"58"	""	"405"	"171"	""	"5844"	""	""	""	""	""	""	""
"401"	"sjgokW p"	""	""	"1241"	""	"813"	""	"230"	""	"1724"	""	"103"	""	"77"	""	"79"	""	"66"	""	"68"	""	"44"	"74"	""	"590"	"214"	""	"5323"	""	""	""	""	""	""	""
"402"	"kSngokW p"	""	""	"1322"	""	"978"	""	"213"	""	"2240"	""	"105"	""	"128"	""	"102"	""	"67"	""	"51"	""	"46"	"60"	""	"281"	"187"	""	"5780"	""	""	""	""	""	""	""
"403"	"njgokW p"	""	""	"1626"	""	"495"	""	"170"	""	"2417"	""	"102"	""	"149"	""	"93"	""	"65"	""	"86"	""	"46"	"65"	""	"668"	"214"	""	"6196"	""	""	""	""	""	""	""
"404"	"ksygokW p"	""	""	"1113"	""	"544"	""	"120"	""	"2169"	""	"81"	""	"122"	""	"59"	""	"66"	""	"94"	""	"64"	"57"	""	"904"	"217"	""	"5610"	""	""	""	""	""	""	""
"405"	"=gokW p"	""	""	"7"	""	"156"	""	"1"	""	"64"	""	"4"	""	"1"	""	"3"	""	"4"	""	"4"	""	"3"	"1"	""	"86"	"7"	""	"341"	""	""	""	""	""	""	""
"406"	";ksx"	""	""	"23135"	""	"13621"	""	"3742"	""	"30748"	""	"1528"	""	"1502"	""	"1350"	""	"1772"	""	"946"	""	"742"	"1120"	""	"8462"	"3043"	""	"91711"	""	""	""	""	""	""	""
