"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 232-Gaya Town Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"6"	""	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"9"	"147"	""	"4"	""	""	"95"	""	""	"67"	""	""	"49"	""	""	"3"	""	""	"5"	""	""	"5"	""	""	""	"3"	""	""	"5"	""	""	"236"	""	""	"0"	""	""	""	"236"	""	""	""	""	""	""	""
"293"	"10"	"147A"	""	"7"	""	""	"130"	""	""	"27"	""	""	"63"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"230"	""	""	"0"	""	""	""	"230"	""	""	""	""	""	""	""
"294"	"11"	"148"	""	"4"	""	""	"381"	""	""	"61"	""	""	"85"	""	""	"1"	""	""	"6"	""	""	"1"	""	""	""	"3"	""	""	"6"	""	""	"548"	""	""	"0"	""	""	""	"548"	""	""	""	""	""	""	""
"295"	"12"	"149"	""	"2"	""	""	"237"	""	""	"115"	""	""	"87"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	""	"2"	""	""	"2"	""	""	"451"	""	""	"0"	""	""	""	"451"	""	""	""	""	""	""	""
"296"	"13"	"150"	""	"6"	""	""	"133"	""	""	"38"	""	""	"131"	""	""	"2"	""	""	"1"	""	""	"4"	""	""	""	"0"	""	""	"7"	""	""	"322"	""	""	"0"	""	""	""	"322"	""	""	""	""	""	""	""
"297"	"14"	"150A"	""	"7"	""	""	"100"	""	""	"33"	""	""	"85"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"4"	""	""	"234"	""	""	"0"	""	""	""	"234"	""	""	""	""	""	""	""
"298"	"Total"	""	""	"73"	""	""	"2027"	""	""	"457"	""	""	"1476"	""	""	"43"	""	""	"38"	""	""	"27"	""	""	""	"18"	""	""	"56"	""	""	"4215"	""	""	"0"	""	""	""	"4215"	""	""	""	""	""	""	""
"299"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"300"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"302"	"1"	"151"	""	"10"	""	""	"366"	""	""	"32"	""	""	"72"	""	""	"3"	""	""	"3"	""	""	"0"	""	""	""	"2"	""	""	"1"	""	""	"489"	""	""	"0"	""	""	""	"489"	""	""	""	""	""	""	""
"303"	"2"	"151A"	""	"4"	""	""	"251"	""	""	"28"	""	""	"60"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	"3"	""	""	"350"	""	""	"0"	""	""	""	"350"	""	""	""	""	""	""	""
"304"	"3"	"152"	""	"12"	""	""	"250"	""	""	"22"	""	""	"85"	""	""	"3"	""	""	"4"	""	""	"3"	""	""	""	"4"	""	""	"4"	""	""	"387"	""	""	"0"	""	""	""	"387"	""	""	""	""	""	""	""
"305"	"4"	"152A"	""	"1"	""	""	"175"	""	""	"8"	""	""	"62"	""	""	"0"	""	""	"5"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"252"	""	""	"0"	""	""	""	"252"	""	""	""	""	""	""	""
"306"	"5"	"153"	""	"26"	""	""	"153"	""	""	"36"	""	""	"172"	""	""	"6"	""	""	"8"	""	""	"4"	""	""	""	"6"	""	""	"25"	""	""	"436"	""	""	"0"	""	""	""	"436"	""	""	""	""	""	""	""
"307"	"6"	"153A"	""	"4"	""	""	"281"	""	""	"14"	""	""	"89"	""	""	"2"	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	"5"	""	""	"402"	""	""	"0"	""	""	""	"402"	""	""	""	""	""	""	""
"308"	"7"	"154"	""	"14"	""	""	"193"	""	""	"48"	""	""	"230"	""	""	"3"	""	""	"7"	""	""	"6"	""	""	""	"3"	""	""	"4"	""	""	"508"	""	""	"0"	""	""	""	"508"	""	""	""	""	""	""	""
"309"	"8"	"155"	""	"10"	""	""	"249"	""	""	"31"	""	""	"73"	""	""	"4"	""	""	"3"	""	""	"0"	""	""	""	"3"	""	""	"5"	""	""	"378"	""	""	"0"	""	""	""	"378"	""	""	""	""	""	""	""
"310"	"9"	"155A"	""	"7"	""	""	"191"	""	""	"18"	""	""	"73"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	""	"7"	""	""	"3"	""	""	"306"	""	""	"0"	""	""	""	"306"	""	""	""	""	""	""	""
"311"	"10"	"156"	""	"36"	""	""	"141"	""	""	"48"	""	""	"215"	""	""	"9"	""	""	"7"	""	""	"2"	""	""	""	"2"	""	""	"10"	""	""	"470"	""	""	"0"	""	""	""	"470"	""	""	""	""	""	""	""
"312"	"11"	"157"	""	"17"	""	""	"301"	""	""	"19"	""	""	"96"	""	""	"7"	""	""	"2"	""	""	"4"	""	""	""	"1"	""	""	"6"	""	""	"453"	""	""	"0"	""	""	""	"453"	""	""	""	""	""	""	""
"313"	"12"	"158"	""	"10"	""	""	"192"	""	""	"6"	""	""	"36"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"4"	""	""	"21"	""	""	"272"	""	""	"0"	""	""	""	"272"	""	""	""	""	""	""	""
"314"	"13"	"158A"	""	"4"	""	""	"175"	""	""	"6"	""	""	"21"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"1"	""	""	"211"	""	""	"0"	""	""	""	"211"	""	""	""	""	""	""	""
"315"	"14"	"159"	""	"11"	""	""	"194"	""	""	"13"	""	""	"98"	""	""	"2"	""	""	"4"	""	""	"2"	""	""	""	"3"	""	""	"7"	""	""	"334"	""	""	"0"	""	""	""	"334"	""	""	""	""	""	""	""
"316"	"Total"	""	""	"166"	""	""	"3112"	""	""	"329"	""	""	"1382"	""	""	"46"	""	""	"50"	""	""	"28"	""	""	""	"40"	""	""	"95"	""	""	"5248"	""	""	"0"	""	""	""	"5248"	""	""	""	""	""	""	""
"317"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"318"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"320"	"1"	"159A"	""	"5"	""	""	"107"	""	""	"10"	""	""	"81"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	""	"3"	""	""	"2"	""	""	"215"	""	""	"0"	""	""	""	"215"	""	""	""	""	""	""	""
"321"	"2"	"160"	""	"4"	""	""	"142"	""	""	"15"	""	""	"21"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	"185"	""	""	"0"	""	""	""	"185"	""	""	""	""	""	""	""
"322"	"3"	"160A"	""	"4"	""	""	"88"	""	""	"26"	""	""	"102"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"4"	""	""	"231"	""	""	"0"	""	""	""	"231"	""	""	""	""	""	""	""
"323"	"4"	"161"	""	"6"	""	""	"86"	""	""	"32"	""	""	"215"	""	""	"11"	""	""	"5"	""	""	"4"	""	""	""	"5"	""	""	"16"	""	""	"380"	""	""	"0"	""	""	""	"380"	""	""	""	""	""	""	""
"324"	"5"	"162"	""	"18"	""	""	"132"	""	""	"182"	""	""	"202"	""	""	"5"	""	""	"9"	""	""	"6"	""	""	""	"6"	""	""	"9"	""	""	"569"	""	""	"0"	""	""	""	"569"	""	""	""	""	""	""	""
"325"	"6"	"163"	""	"5"	""	""	"165"	""	""	"42"	""	""	"87"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	""	"2"	""	""	"4"	""	""	"311"	""	""	"0"	""	""	""	"311"	""	""	""	""	""	""	""
"326"	"7"	"164"	""	"2"	""	""	"226"	""	""	"10"	""	""	"22"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"266"	""	""	"0"	""	""	""	"266"	""	""	""	""	""	""	""
"327"	"8"	"164A"	""	"3"	""	""	"103"	""	""	"3"	""	""	"26"	""	""	"0"	""	""	"0"	""	""	"3"	""	""	""	"0"	""	""	"4"	""	""	"142"	""	""	"0"	""	""	""	"142"	""	""	""	""	""	""	""
"328"	"9"	"165"	""	"16"	""	""	"223"	""	""	"41"	""	""	"94"	""	""	"4"	""	""	"2"	""	""	"1"	""	""	""	"5"	""	""	"7"	""	""	"393"	""	""	"0"	""	""	""	"393"	""	""	""	""	""	""	""
"329"	"10"	"166"	""	"5"	""	""	"242"	""	""	"110"	""	""	"40"	""	""	"3"	""	""	"4"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"409"	""	""	"0"	""	""	""	"409"	""	""	""	""	""	""	""
"330"	"11"	"167"	""	"2"	""	""	"282"	""	""	"6"	""	""	"56"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"3"	""	""	"352"	""	""	"0"	""	""	""	"352"	""	""	""	""	""	""	""
"331"	"12"	"167A"	""	"0"	""	""	"195"	""	""	"14"	""	""	"54"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"2"	""	""	"268"	""	""	"0"	""	""	""	"268"	""	""	""	""	""	""	""
"332"	"13"	"168"	""	"3"	""	""	"298"	""	""	"11"	""	""	"89"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	"9"	""	""	"414"	""	""	"0"	""	""	""	"414"	""	""	""	""	""	""	""
"333"	"14"	"169"	""	"3"	""	""	"98"	""	""	"13"	""	""	"134"	""	""	"0"	""	""	"2"	""	""	"3"	""	""	""	"0"	""	""	"12"	""	""	"265"	""	""	"0"	""	""	""	"265"	""	""	""	""	""	""	""
"334"	"Total"	""	""	"76"	""	""	"2387"	""	""	"515"	""	""	"1223"	""	""	"36"	""	""	"35"	""	""	"28"	""	""	""	"24"	""	""	"76"	""	""	"4400"	""	""	"0"	""	""	""	"4400"	""	""	""	""	""	""	""
"335"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"336"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"338"	"1"	"170"	""	"3"	""	""	"106"	""	""	"5"	""	""	"88"	""	""	"5"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	"2"	""	""	"212"	""	""	"0"	""	""	""	"212"	""	""	""	""	""	""	""
"339"	"2"	"170A"	""	"2"	""	""	"103"	""	""	"7"	""	""	"89"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"2"	""	""	"208"	""	""	"0"	""	""	""	"208"	""	""	""	""	""	""	""
"340"	"3"	"171"	""	"8"	""	""	"185"	""	""	"159"	""	""	"59"	""	""	"3"	""	""	"4"	""	""	"4"	""	""	""	"3"	""	""	"8"	""	""	"433"	""	""	"0"	""	""	""	"433"	""	""	""	""	""	""	""
"341"	"4"	"172"	""	"0"	""	""	"173"	""	""	"17"	""	""	"69"	""	""	"1"	""	""	"4"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"266"	""	""	"0"	""	""	""	"266"	""	""	""	""	""	""	""
"342"	"5"	"172A"	""	"1"	""	""	"99"	""	""	"8"	""	""	"32"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	"147"	""	""	"0"	""	""	""	"147"	""	""	""	""	""	""	""
"343"	"6"	"173"	""	"8"	""	""	"152"	""	""	"11"	""	""	"121"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	""	"4"	""	""	"9"	""	""	"309"	""	""	"0"	""	""	""	"309"	""	""	""	""	""	""	""
"344"	"7"	"173A"	""	"3"	""	""	"146"	""	""	"6"	""	""	"37"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	""	"1"	""	""	"7"	""	""	"204"	""	""	"0"	""	""	""	"204"	""	""	""	""	""	""	""
"345"	"8"	"174"	""	"0"	""	""	"77"	""	""	"7"	""	""	"112"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"197"	""	""	"0"	""	""	""	"197"	""	""	""	""	""	""	""
"346"	"9"	"174A"	""	"7"	""	""	"67"	""	""	"1"	""	""	"48"	""	""	"1"	""	""	"4"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	"131"	""	""	"0"	""	""	""	"131"	""	""	""	""	""	""	""
"347"	"10"	"175"	""	"6"	""	""	"237"	""	""	"29"	""	""	"103"	""	""	"8"	""	""	"1"	""	""	"9"	""	""	""	"5"	""	""	"31"	""	""	"429"	""	""	"0"	""	""	""	"429"	""	""	""	""	""	""	""
"348"	"11"	"176"	""	"13"	""	""	"69"	""	""	"24"	""	""	"120"	""	""	"1"	""	""	"1"	""	""	"4"	""	""	""	"3"	""	""	"10"	""	""	"245"	""	""	"0"	""	""	""	"245"	""	""	""	""	""	""	""
"349"	"12"	"176A"	""	"3"	""	""	"167"	""	""	"18"	""	""	"62"	""	""	"2"	""	""	"4"	""	""	"4"	""	""	""	"5"	""	""	"11"	""	""	"276"	""	""	"0"	""	""	""	"276"	""	""	""	""	""	""	""
"350"	"13"	"177"	""	"19"	""	""	"258"	""	""	"14"	""	""	"93"	""	""	"3"	""	""	"1"	""	""	"3"	""	""	""	"3"	""	""	"0"	""	""	"394"	""	""	"0"	""	""	""	"394"	""	""	""	""	""	""	""
"351"	"14"	"178"	""	"3"	""	""	"178"	""	""	"6"	""	""	"52"	""	""	"0"	""	""	"4"	""	""	"0"	""	""	""	"1"	""	""	"2"	""	""	"246"	""	""	"0"	""	""	""	"246"	""	""	""	""	""	""	""
"352"	"Total"	""	""	"76"	""	""	"2017"	""	""	"312"	""	""	"1085"	""	""	"31"	""	""	"30"	""	""	"32"	""	""	""	"27"	""	""	"87"	""	""	"3697"	""	""	"0"	""	""	""	"3697"	""	""	""	""	""	""	""
"353"	"Table No."	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""
"354"	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"1"	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""
"356"	"1"	"178A"	""	"1"	""	""	"181"	""	""	"3"	""	""	"41"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"3"	""	""	"232"	""	""	"0"	""	""	""	"232"	""	""	""	""	""	""	""
"357"	"2"	"179"	""	"0"	""	""	"197"	""	""	"9"	""	""	"50"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"262"	""	""	"0"	""	""	""	"262"	""	""	""	""	""	""	""
"358"	"3"	"179A"	""	"1"	""	""	"197"	""	""	"9"	""	""	"37"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"247"	""	""	"0"	""	""	""	"247"	""	""	""	""	""	""	""
"359"	"4"	"180"	""	"8"	""	""	"439"	""	""	"17"	""	""	"63"	""	""	"2"	""	""	"2"	""	""	"2"	""	""	""	"4"	""	""	"8"	""	""	"545"	""	""	"0"	""	""	""	"545"	""	""	""	""	""	""	""
"360"	"5"	"181"	""	"1"	""	""	"209"	""	""	"4"	""	""	"92"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"312"	""	""	"0"	""	""	""	"312"	""	""	""	""	""	""	""
"361"	"6"	"182"	""	"0"	""	""	"169"	""	""	"7"	""	""	"25"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"207"	""	""	"0"	""	""	""	"207"	""	""	""	""	""	""	""
"362"	"7"	"182A"	""	"0"	""	""	"133"	""	""	"3"	""	""	"19"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"155"	""	""	"0"	""	""	""	"155"	""	""	""	""	""	""	""
"363"	"8"	"183"	""	"3"	""	""	"138"	""	""	"3"	""	""	"33"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"177"	""	""	"0"	""	""	""	"177"	""	""	""	""	""	""	""
"364"	"9"	"183A"	""	"0"	""	""	"95"	""	""	"0"	""	""	"10"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"106"	""	""	"0"	""	""	""	"106"	""	""	""	""	""	""	""
"365"	"10"	"184"	""	"1"	""	""	"345"	""	""	"2"	""	""	"13"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"363"	""	""	"0"	""	""	""	"363"	""	""	""	""	""	""	""
"366"	"11"	"184A"	""	"0"	""	""	"280"	""	""	"1"	""	""	"15"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"300"	""	""	"0"	""	""	""	"300"	""	""	""	""	""	""	""
"367"	"12"	"185"	""	"20"	""	""	"78"	""	""	"33"	""	""	"76"	""	""	"4"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	"10"	""	""	"229"	""	""	"0"	""	""	""	"229"	""	""	""	""	""	""	""
"368"	"Total"	""	""	"35"	""	""	"2461"	""	""	"91"	""	""	"474"	""	""	"14"	""	""	"14"	""	""	"6"	""	""	""	"8"	""	""	"32"	""	""	"3135"	""	""	"0"	""	""	""	"3135"	""	""	"0"	""	""	""	""
"369"	"Place         Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"Date          22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"Election to the Bihar Legislative Assembly from the 232-Gaya Town Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Round No."	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""
"377"	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	"RAJIV KUMAR SINHA"	""	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"1"	""	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"12"	""	""	"13"	""	""	""	"14"	""	""	"15"	""	""	""	""	""
"379"	"1"	""	"158"	""	""	"2129"	""	""	"677"	""	""	"852"	""	""	"43"	""	""	"43"	""	""	"53"	""	""	"32"	""	""	""	"74"	""	""	"4061"	""	""	"0"	""	""	""	"4061"	""	""	""	""	""	""	""	""
"380"	"2"	""	"138"	""	""	"2529"	""	""	"489"	""	""	"770"	""	""	"29"	""	""	"39"	""	""	"26"	""	""	"20"	""	""	""	"60"	""	""	"4100"	""	""	"0"	""	""	""	"4100"	""	""	""	""	""	""	""	""
"381"	"3"	""	"78"	""	""	"1321"	""	""	"615"	""	""	"1192"	""	""	"55"	""	""	"27"	""	""	"37"	""	""	"19"	""	""	""	"93"	""	""	"3437"	""	""	"0"	""	""	""	"3437"	""	""	""	""	""	""	""	""
"382"	"4"	""	"53"	""	""	"3084"	""	""	"311"	""	""	"1028"	""	""	"21"	""	""	"36"	""	""	"24"	""	""	"15"	""	""	""	"50"	""	""	"4622"	""	""	"0"	""	""	""	"4622"	""	""	""	""	""	""	""	""
"383"	"5"	""	"120"	""	""	"2589"	""	""	"303"	""	""	"791"	""	""	"35"	""	""	"25"	""	""	"26"	""	""	"17"	""	""	""	"56"	""	""	"3962"	""	""	"0"	""	""	""	"3962"	""	""	""	""	""	""	""	""
"384"	"6"	""	"46"	""	""	"3426"	""	""	"226"	""	""	"1147"	""	""	"57"	""	""	"8"	""	""	"12"	""	""	"16"	""	""	""	"28"	""	""	"4966"	""	""	"0"	""	""	""	"4966"	""	""	""	""	""	""	""	""
"385"	"7"	""	"110"	""	""	"3238"	""	""	"148"	""	""	"792"	""	""	"28"	""	""	"14"	""	""	"6"	""	""	"12"	""	""	""	"44"	""	""	"4392"	""	""	"0"	""	""	""	"4392"	""	""	""	""	""	""	""	""
"386"	"8"	""	"33"	""	""	"2017"	""	""	"147"	""	""	"1254"	""	""	"22"	""	""	"4"	""	""	"28"	""	""	"5"	""	""	""	"89"	""	""	"3599"	""	""	"0"	""	""	""	"3599"	""	""	""	""	""	""	""	""
"387"	"9"	""	"45"	""	""	"2978"	""	""	"209"	""	""	"906"	""	""	"17"	""	""	"14"	""	""	"21"	""	""	"20"	""	""	""	"85"	""	""	"4295"	""	""	"0"	""	""	""	"4295"	""	""	""	""	""	""	""	""
"388"	"10"	""	"30"	""	""	"783"	""	""	"121"	""	""	"2155"	""	""	"37"	""	""	"11"	""	""	"11"	""	""	"10"	""	""	""	"82"	""	""	"3240"	""	""	"0"	""	""	""	"3240"	""	""	""	""	""	""	""	""
"389"	"11"	""	"46"	""	""	"907"	""	""	"265"	""	""	"2335"	""	""	"43"	""	""	"15"	""	""	"22"	""	""	"13"	""	""	""	"44"	""	""	"3690"	""	""	"0"	""	""	""	"3690"	""	""	""	""	""	""	""	""
