"386"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"174"	""	"8"	"5"	"60"	""	"122"	""	"57"	""	"3"	""	"6"	""	"5"	""	"10"	""	"3"	""	"10"	""	"289"	""	""	"0"	""	""	"289"	""	""	"0"	""	""	""	""
"388"	"175"	""	"2"	"0"	"9"	""	"65"	""	"82"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	""	"7"	""	"170"	""	""	"0"	""	""	"170"	""	""	"0"	""	""	""	""
"389"	"176"	""	"0"	"1"	"6"	""	"94"	""	"171"	""	"6"	""	"2"	""	"2"	""	"2"	""	"3"	""	"3"	""	"290"	""	""	"0"	""	""	"290"	""	""	"0"	""	""	""	""
"390"	"177"	""	"3"	"0"	"16"	""	"55"	""	"111"	""	"5"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"192"	""	""	"0"	""	""	"192"	""	""	"0"	""	""	""	""
"391"	"178"	""	"5"	"2"	"48"	""	"50"	""	"92"	""	"4"	""	"0"	""	"0"	""	"2"	""	"1"	""	"2"	""	"206"	""	""	"0"	""	""	"206"	""	""	"0"	""	""	""	""
"392"	"179"	""	"12"	"45"	"63"	""	"75"	""	"196"	""	"12"	""	"9"	""	"8"	""	"11"	""	"12"	""	"23"	""	"466"	""	""	"0"	""	""	"466"	""	""	"0"	""	""	""	""
"393"	"180"	""	"8"	"2"	"54"	""	"271"	""	"73"	""	"17"	""	"6"	""	"8"	""	"9"	""	"6"	""	"23"	""	"477"	""	""	"0"	""	""	"477"	""	""	"0"	""	""	""	""
"394"	"181"	""	"29"	"48"	"88"	""	"164"	""	"57"	""	"8"	""	"1"	""	"8"	""	"8"	""	"5"	""	"19"	""	"435"	""	""	"0"	""	""	"435"	""	""	"0"	""	""	""	""
"395"	"182"	""	"3"	"2"	"10"	""	"58"	""	"101"	""	"9"	""	"0"	""	"0"	""	"0"	""	"3"	""	"2"	""	"188"	""	""	"0"	""	""	"188"	""	""	"0"	""	""	""	""
"396"	"183"	""	"15"	"2"	"63"	""	"284"	""	"55"	""	"14"	""	"12"	""	"15"	""	"9"	""	"4"	""	"25"	""	"498"	""	""	"0"	""	""	"498"	""	""	"0"	""	""	""	""
"397"	"183A"	""	"12"	"4"	"28"	""	"227"	""	"22"	""	"4"	""	"2"	""	"11"	""	"3"	""	"1"	""	"11"	""	"325"	""	""	"0"	""	""	"325"	""	""	"0"	""	""	""	""
"398"	"184"	""	"10"	"5"	"22"	""	"129"	""	"108"	""	"8"	""	"6"	""	"4"	""	"2"	""	"8"	""	"18"	""	"320"	""	""	"0"	""	""	"320"	""	""	"0"	""	""	""	""
"399"	"185"	""	"12"	"7"	"3"	""	"198"	""	"13"	""	"4"	""	"6"	""	"3"	""	"2"	""	"4"	""	"12"	""	"264"	""	""	"0"	""	""	"264"	""	""	"0"	""	""	""	""
"400"	"185A"	""	"22"	"4"	"8"	""	"201"	""	"12"	""	"2"	""	"8"	""	"10"	""	"1"	""	"5"	""	"15"	""	"288"	""	""	"0"	""	""	"288"	""	""	"0"	""	""	""	""
"401"	"Total"	""	"141"	"127"	"478"	""	"1993"	""	"1150"	""	"97"	""	"60"	""	"75"	""	"60"	""	"56"	""	"171"	""	"4408"	""	""	"0"	""	""	"4408"	""	""	"0"	""	""	""	""
"402"	"Till last Round"	""	"2276"	"8639"	"5035"	""	"16346"	""	"27304"	""	"1368"	""	"817"	""	"745"	""	"771"	""	"769"	""	"1687"	""	"65757"	""	""	"0"	""	""	"65757"	""	""	"0"	""	""	""	""
"403"	"Grand Total"	""	"2417"	"8766"	"5513"	""	"18339"	""	"28454"	""	"1465"	""	"877"	""	"820"	""	"831"	""	"825"	""	"1858"	""	"70165"	""	""	"0"	""	""	"70165"	""	""	"0"	""	""	""	""
"404"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"ROUND - 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"413"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"186"	""	"9"	"2"	"25"	""	"186"	""	"68"	""	"4"	""	"4"	""	"7"	""	"3"	""	"5"	""	"17"	""	"330"	""	""	"0"	""	""	"330"	""	""	"0"	""	""	""	""
"415"	"186A"	""	"9"	"2"	"9"	""	"177"	""	"51"	""	"3"	""	"6"	""	"6"	""	"3"	""	"4"	""	"2"	""	"272"	""	""	"0"	""	""	"272"	""	""	"0"	""	""	""	""
"416"	"187"	""	"100"	"15"	"34"	""	"234"	""	"129"	""	"14"	""	"14"	""	"12"	""	"10"	""	"7"	""	"15"	""	"584"	""	""	"0"	""	""	"584"	""	""	"0"	""	""	""	""
"417"	"188"	""	"4"	"5"	"15"	""	"273"	""	"42"	""	"5"	""	"2"	""	"3"	""	"4"	""	"2"	""	"4"	""	"359"	""	""	"0"	""	""	"359"	""	""	"0"	""	""	""	""
"418"	"188A"	""	"5"	"1"	"20"	""	"217"	""	"24"	""	"0"	""	"2"	""	"3"	""	"0"	""	"0"	""	"3"	""	"275"	""	""	"0"	""	""	"275"	""	""	"0"	""	""	""	""
"419"	"189"	""	"31"	"14"	"49"	""	"421"	""	"51"	""	"13"	""	"8"	""	"5"	""	"6"	""	"3"	""	"22"	""	"623"	""	""	"0"	""	""	"623"	""	""	"0"	""	""	""	""
"420"	"190"	""	"2"	"1"	"14"	""	"138"	""	"35"	""	"1"	""	"1"	""	"4"	""	"3"	""	"14"	""	"1"	""	"214"	""	""	"0"	""	""	"214"	""	""	"0"	""	""	""	""
"421"	"191"	""	"15"	"17"	"14"	""	"408"	""	"54"	""	"11"	""	"11"	""	"18"	""	"8"	""	"13"	""	"20"	""	"589"	""	""	"0"	""	""	"589"	""	""	"0"	""	""	""	""
"422"	"192"	""	"30"	"10"	"40"	""	"421"	""	"121"	""	"12"	""	"7"	""	"20"	""	"8"	""	"11"	""	"19"	""	"699"	""	""	"0"	""	""	"699"	""	""	"0"	""	""	""	""
"423"	"193"	""	"3"	"4"	"72"	""	"61"	""	"189"	""	"6"	""	"5"	""	"2"	""	"2"	""	"4"	""	"12"	""	"360"	""	""	"0"	""	""	"360"	""	""	"0"	""	""	""	""
"424"	"194"	""	"10"	"7"	"59"	""	"236"	""	"281"	""	"21"	""	"7"	""	"5"	""	"5"	""	"12"	""	"31"	""	"674"	""	""	"0"	""	""	"674"	""	""	"0"	""	""	""	""
"425"	"195"	""	"4"	"8"	"11"	""	"69"	""	"247"	""	"10"	""	"4"	""	"2"	""	"1"	""	"1"	""	"3"	""	"360"	""	""	"0"	""	""	"360"	""	""	"0"	""	""	""	""
"426"	"195A"	""	"7"	"13"	"6"	""	"46"	""	"222"	""	"7"	""	"7"	""	"1"	""	"1"	""	"1"	""	"3"	""	"314"	""	""	"0"	""	""	"314"	""	""	"0"	""	""	""	""
"427"	"196"	""	"4"	"16"	"23"	""	"52"	""	"264"	""	"17"	""	"3"	""	"2"	""	"1"	""	"1"	""	"4"	""	"387"	""	""	"0"	""	""	"387"	""	""	"0"	""	""	""	""
"428"	"Total"	""	"233"	"115"	"391"	""	"2939"	""	"1778"	""	"124"	""	"81"	""	"90"	""	"55"	""	"78"	""	"156"	""	"6040"	""	""	"0"	""	""	"6040"	""	""	"0"	""	""	""	""
"429"	"Till last Round"	""	"2417"	"8766"	"5513"	""	"18339"	""	"28454"	""	"1465"	""	"877"	""	"820"	""	"831"	""	"825"	""	"1858"	""	"70165"	""	""	"0"	""	""	"70165"	""	""	"0"	""	""	""	""
"430"	"Grand Total"	""	"2650"	"8881"	"5904"	""	"21278"	""	"30232"	""	"1589"	""	"958"	""	"910"	""	"886"	""	"903"	""	"2014"	""	"76205"	""	""	"0"	""	""	"76205"	""	""	"0"	""	""	""	""
"431"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"432"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"438"	"ROUND - 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"439"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"440"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"441"	"197"	""	"11"	"21"	"11"	""	"81"	""	"439"	""	"10"	""	"3"	""	"4"	""	"1"	""	"3"	""	"4"	""	"588"	""	""	"0"	""	""	"588"	""	""	"0"	""	""	""	""
"442"	"198"	""	"6"	"23"	"93"	""	"77"	""	"399"	""	"19"	""	"8"	""	"3"	""	"10"	""	"5"	""	"15"	""	"658"	""	""	"0"	""	""	"658"	""	""	"0"	""	""	""	""
"443"	"199"	""	"3"	"23"	"20"	""	"21"	""	"336"	""	"13"	""	"5"	""	"2"	""	"7"	""	"4"	""	"7"	""	"441"	""	""	"0"	""	""	"441"	""	""	"0"	""	""	""	""
"444"	"199A"	""	"1"	"9"	"4"	""	"16"	""	"237"	""	"8"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"277"	""	""	"0"	""	""	"277"	""	""	"0"	""	""	""	""
"445"	"200"	""	"9"	"6"	"5"	""	"130"	""	"253"	""	"8"	""	"6"	""	"5"	""	"1"	""	"0"	""	"3"	""	"426"	""	""	"0"	""	""	"426"	""	""	"0"	""	""	""	""
"446"	"200A"	""	"1"	"11"	"7"	""	"157"	""	"96"	""	"4"	""	"1"	""	"3"	""	"2"	""	"2"	""	"0"	""	"284"	""	""	"0"	""	""	"284"	""	""	"0"	""	""	""	""
"447"	"201"	""	"25"	"10"	"9"	""	"129"	""	"236"	""	"14"	""	"4"	""	"6"	""	"7"	""	"7"	""	"17"	""	"464"	""	""	"0"	""	""	"464"	""	""	"0"	""	""	""	""
"448"	"201A"	""	"4"	"6"	"7"	""	"178"	""	"70"	""	"3"	""	"2"	""	"4"	""	"3"	""	"1"	""	"6"	""	"284"	""	""	"0"	""	""	"284"	""	""	"0"	""	""	""	""
"449"	"202"	""	"5"	"7"	"40"	""	"101"	""	"260"	""	"10"	""	"4"	""	"5"	""	"2"	""	"4"	""	"8"	""	"446"	""	""	"0"	""	""	"446"	""	""	"0"	""	""	""	""
"450"	"203"	""	"8"	"20"	"91"	""	"72"	""	"197"	""	"13"	""	"5"	""	"1"	""	"8"	""	"1"	""	"8"	""	"424"	""	""	"0"	""	""	"424"	""	""	"0"	""	""	""	""
"451"	"204"	""	"43"	"6"	"56"	""	"195"	""	"213"	""	"7"	""	"8"	""	"3"	""	"8"	""	"2"	""	"13"	""	"554"	""	""	"0"	""	""	"554"	""	""	"0"	""	""	""	""
"452"	"205"	""	"19"	"7"	"54"	""	"177"	""	"166"	""	"12"	""	"11"	""	"7"	""	"11"	""	"7"	""	"9"	""	"480"	""	""	"0"	""	""	"480"	""	""	"0"	""	""	""	""
"453"	"206"	""	"8"	"3"	"17"	""	"64"	""	"189"	""	"5"	""	"3"	""	"4"	""	"1"	""	"4"	""	"6"	""	"304"	""	""	"0"	""	""	"304"	""	""	"0"	""	""	""	""
"454"	"207"	""	"115"	"5"	"86"	""	"214"	""	"66"	""	"5"	""	"9"	""	"6"	""	"6"	""	"7"	""	"19"	""	"538"	""	""	"0"	""	""	"538"	""	""	"0"	""	""	""	""
"455"	"Total"	""	"258"	"157"	"500"	""	"1612"	""	"3157"	""	"131"	""	"70"	""	"53"	""	"67"	""	"47"	""	"116"	""	"6168"	""	""	"0"	""	""	"6168"	""	""	"0"	""	""	""	""
"456"	"Till last Round"	""	"2650"	"8881"	"5904"	""	"21278"	""	"30232"	""	"1589"	""	"958"	""	"910"	""	"886"	""	"903"	""	"2014"	""	"76205"	""	""	"0"	""	""	"76205"	""	""	"0"	""	""	""	""
"457"	"Grand Total"	""	"2908"	"9038"	"6404"	""	"22890"	""	"33389"	""	"1720"	""	"1028"	""	"963"	""	"953"	""	"950"	""	"2130"	""	"82373"	""	""	"0"	""	""	"82373"	""	""	"0"	""	""	""	""
"458"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"460"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"461"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"462"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"463"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"464"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"465"	"ROUND - 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"466"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"467"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"208"	""	"1"	"2"	"20"	""	"100"	""	"338"	""	"5"	""	"7"	""	"1"	""	"1"	""	"2"	""	"7"	""	"484"	""	""	"0"	""	""	"484"	""	""	"0"	""	""	""	""
"469"	"209"	""	"1"	"4"	"22"	""	"144"	""	"270"	""	"9"	""	"1"	""	"1"	""	"3"	""	"2"	""	"9"	""	"466"	""	""	"0"	""	""	"466"	""	""	"0"	""	""	""	""
"470"	"210"	""	"82"	"28"	"28"	""	"59"	""	"195"	""	"7"	""	"2"	""	"4"	""	"5"	""	"4"	""	"12"	""	"426"	""	""	"0"	""	""	"426"	""	""	"0"	""	""	""	""
"471"	"211"	""	"45"	"3"	"7"	""	"55"	""	"153"	""	"7"	""	"3"	""	"0"	""	"0"	""	"0"	""	"4"	""	"277"	""	""	"0"	""	""	"277"	""	""	"0"	""	""	""	""
"472"	"212"	""	"8"	"4"	"25"	""	"253"	""	"47"	""	"5"	""	"1"	""	"6"	""	"3"	""	"5"	""	"7"	""	"364"	""	""	"0"	""	""	"364"	""	""	"0"	""	""	""	""
"473"	"213"	""	"7"	"5"	"69"	""	"132"	""	"19"	""	"4"	""	"4"	""	"8"	""	"6"	""	"0"	""	"4"	""	"258"	""	""	"0"	""	""	"258"	""	""	"0"	""	""	""	""
"474"	"214"	""	"14"	"23"	"34"	""	"242"	""	"24"	""	"5"	""	"5"	""	"10"	""	"7"	""	"3"	""	"18"	""	"385"	""	""	"0"	""	""	"385"	""	""	"0"	""	""	""	""
"475"	"214A"	""	"5"	"12"	"5"	""	"152"	""	"27"	""	"5"	""	"3"	""	"9"	""	"3"	""	"4"	""	"8"	""	"233"	""	""	"0"	""	""	"233"	""	""	"0"	""	""	""	""
"476"	"215"	""	"26"	"14"	"114"	""	"260"	""	"80"	""	"9"	""	"6"	""	"6"	""	"9"	""	"5"	""	"23"	""	"552"	""	""	"0"	""	""	"552"	""	""	"0"	""	""	""	""
"477"	"216"	""	"10"	"64"	"19"	""	"13"	""	"176"	""	"7"	""	"10"	""	"6"	""	"6"	""	"13"	""	"25"	""	"349"	""	""	"0"	""	""	"349"	""	""	"0"	""	""	""	""
"478"	"217"	""	"8"	"15"	"110"	""	"51"	""	"176"	""	"4"	""	"10"	""	"7"	""	"12"	""	"7"	""	"13"	""	"413"	""	""	"0"	""	""	"413"	""	""	"0"	""	""	""	""
"479"	"218"	""	"10"	"70"	"104"	""	"162"	""	"74"	""	"6"	""	"9"	""	"11"	""	"10"	""	"3"	""	"10"	""	"469"	""	""	"0"	""	""	"469"	""	""	"0"	""	""	""	""
"480"	"219"	""	"5"	"2"	"37"	""	"142"	""	"12"	""	"4"	""	"4"	""	"8"	""	"8"	""	"5"	""	"10"	""	"237"	""	""	"0"	""	""	"237"	""	""	"0"	""	""	""	""
"481"	"220"	""	"15"	"9"	"95"	""	"159"	""	"126"	""	"11"	""	"4"	""	"11"	""	"24"	""	"14"	""	"43"	""	"511"	""	""	"0"	""	""	"511"	""	""	"0"	""	""	""	""
"482"	"Total"	""	"237"	"255"	"689"	""	"1924"	""	"1717"	""	"88"	""	"69"	""	"88"	""	"97"	""	"67"	""	"193"	""	"5424"	""	""	"0"	""	""	"5424"	""	""	"0"	""	""	""	""
"483"	"Till last Round"	""	"2908"	"9038"	"6404"	""	"22890"	""	"33389"	""	"1720"	""	"1028"	""	"963"	""	"953"	""	"950"	""	"2130"	""	"82373"	""	""	"0"	""	""	"82373"	""	""	"0"	""	""	""	""
"484"	"Grand Total"	""	"3145"	"9293"	"7093"	""	"24814"	""	"35106"	""	"1808"	""	"1097"	""	"1051"	""	"1050"	""	"1017"	""	"2323"	""	"87797"	""	""	"0"	""	""	"87797"	""	""	"0"	""	""	""	""
"485"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"486"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"487"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"488"	"Signature & Seal"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"489"	"[ FORM 20 ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"490"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"491"	"[ See rule 56 C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"492"	"ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 186 FATWA ASSEMBLY CONSTITUNECY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"493"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"494"	"(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"495"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 186-FATWA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"496"	"FINAL ROUND"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"497"	"Serial no. of polling station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""
"498"	""	""	"Tllkeshwar Choudhary"	"Nageshwar Paswan"	"Punit Rai"	""	"Sanjeev Prasad Tony"	""	"Saryug Paswan"	""	"Ashok Prabhakar"	""	"Bhagwan Das"	""	"Yogendra Paswan"	""	"Ramesh Paswan"	""	"Suresh Choudhary"	""	"Sudarshan Ram"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"499"	"221"	""	"21"	"5"	"11"	""	"252"	""	"24"	""	"2"	""	"9"	""	"8"	""	"3"	""	"5"	""	"12"	""	"352"	""	""	"0"	""	""	"352"	""	""	"0"	""	""	""	""
"500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"503"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"505"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"Total"	""	"21"	"5"	"11"	""	"252"	""	"24"	""	"2"	""	"9"	""	"8"	""	"3"	""	"5"	""	"12"	""	"352"	""	""	"0"	""	""	"352"	""	""	"0"	""	""	""	""
"514"	"Till last Round"	""	"3145"	"9293"	"7093"	""	"24814"	""	"35106"	""	"1808"	""	"1097"	""	"1051"	""	"1050"	""	"1017"	""	"2323"	""	"87797"	""	""	"0"	""	""	"87797"	""	""	"0"	""	""	""	""
"515"	"Grand Total"	""	"3166"	"9298"	"7104"	""	"25066"	""	"35130"	""	"1810"	""	"1106"	""	"1059"	""	"1053"	""	"1022"	""	"2335"	""	"88149"	""	""	"0"	""	""	"88149"	""	""	"0"	""	""	""	""
