"X..FORM.20...FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.194.BIKRAM.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of"	""	""	"No. of"	""	""	""	""	"No. of tendered"	""	""	""	""	""	""
"3"	"Serial no. of"	""	"ANIL"	""	""	"DEVI DAYAL"	""	""	"SHAILESH"	""	""	""	"SHYAM DEO"	""	""	"JITENDRA"	""	""	"ANIL"	""	""	"DAMYANTI"	""	""	""	"BHUSHAN"	""	""	"MUNNA"	""	""	""	""	"RAGHUNANDAN"	""	""	"RAMESH"	""	""	""	"Valid Votes"	""	""	"votes"	""	""	""	""	"votes"	""	""	""	""	""	""
"248"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"249"	"147"	""	"246"	""	""	"8"	""	""	"159"	""	""	"45"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"14"	""	""	""	"10"	""	""	""	""	"1"	""	""	"18"	""	""	"505"	""	""	""	""	""	""	"505"	""	""	""	""	""	""	""	""
"250"	"148"	""	"98"	""	""	"3"	""	""	"121"	""	""	"183"	""	""	""	"8"	""	"10"	""	""	""	"4"	""	""	"9"	""	""	""	"5"	""	""	""	""	"10"	""	""	"17"	""	""	"468"	""	""	""	""	""	""	"468"	""	""	""	""	""	""	""	""
"251"	"149"	""	"87"	""	""	"12"	""	""	"29"	""	""	"160"	""	""	""	"7"	""	"2"	""	""	""	"0"	""	""	"4"	""	""	""	"2"	""	""	""	""	"4"	""	""	"5"	""	""	"312"	""	""	""	""	""	""	"312"	""	""	""	""	""	""	""	""
"252"	"150"	""	"183"	""	""	"5"	""	""	"45"	""	""	"77"	""	""	""	"6"	""	"6"	""	""	""	"0"	""	""	"5"	""	""	""	"4"	""	""	""	""	"5"	""	""	"10"	""	""	"346"	""	""	""	""	""	""	"346"	""	""	""	""	""	""	""	""
"253"	"151"	""	"76"	""	""	"3"	""	""	"46"	""	""	"73"	""	""	""	"8"	""	"2"	""	""	""	"5"	""	""	"15"	""	""	""	"10"	""	""	""	""	"5"	""	""	"19"	""	""	"262"	""	""	""	""	""	""	"262"	""	""	""	""	""	""	""	""
"254"	"152"	""	"263"	""	""	"6"	""	""	"107"	""	""	"25"	""	""	""	"1"	""	"1"	""	""	""	"2"	""	""	"8"	""	""	""	"6"	""	""	""	""	"4"	""	""	"19"	""	""	"442"	""	""	""	""	""	""	"442"	""	""	""	""	""	""	""	""
"255"	"153"	""	"247"	""	""	"3"	""	""	"136"	""	""	"62"	""	""	""	"5"	""	"2"	""	""	""	"7"	""	""	"12"	""	""	""	"11"	""	""	""	""	"2"	""	""	"15"	""	""	"502"	""	""	""	""	""	""	"502"	""	""	""	""	""	""	""	""
"256"	"154"	""	"167"	""	""	"33"	""	""	"161"	""	""	"40"	""	""	""	"7"	""	"3"	""	""	""	"1"	""	""	"10"	""	""	""	"14"	""	""	""	""	"14"	""	""	"39"	""	""	"489"	""	""	""	""	""	""	"489"	""	""	""	""	""	""	""	""
"257"	"155"	""	"220"	""	""	"16"	""	""	"74"	""	""	"101"	""	""	""	"3"	""	"1"	""	""	""	"0"	""	""	"2"	""	""	""	"3"	""	""	""	""	"5"	""	""	"13"	""	""	"438"	""	""	""	""	""	""	"438"	""	""	""	""	""	""	""	""
"258"	"156"	""	"243"	""	""	"13"	""	""	"58"	""	""	"43"	""	""	""	"5"	""	"1"	""	""	""	"0"	""	""	"3"	""	""	""	"3"	""	""	""	""	"0"	""	""	"7"	""	""	"376"	""	""	""	""	""	""	"376"	""	""	""	""	""	""	""	""
"259"	"157"	""	"107"	""	""	"2"	""	""	"14"	""	""	"122"	""	""	""	"4"	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	""	"2"	""	""	"7"	""	""	"260"	""	""	""	""	""	""	"260"	""	""	""	""	""	""	""	""
"260"	"158"	""	"240"	""	""	"4"	""	""	"51"	""	""	"64"	""	""	""	"2"	""	"1"	""	""	""	"0"	""	""	"3"	""	""	""	"2"	""	""	""	""	"3"	""	""	"14"	""	""	"384"	""	""	""	""	""	""	"384"	""	""	""	""	""	""	""	""
"261"	"159"	""	"230"	""	""	"5"	""	""	"62"	""	""	"133"	""	""	""	"6"	""	"4"	""	""	""	"2"	""	""	"5"	""	""	""	"5"	""	""	""	""	"8"	""	""	"15"	""	""	"475"	""	""	""	""	""	""	"475"	""	""	""	""	""	""	""	""
"262"	"160"	""	"295"	""	""	"12"	""	""	"46"	""	""	"149"	""	""	""	"5"	""	"4"	""	""	""	"3"	""	""	"5"	""	""	""	"0"	""	""	""	""	"5"	""	""	"12"	""	""	"536"	""	""	""	""	""	""	"536"	""	""	""	""	""	""	""	""
"263"	"Total"	""	"2702"	""	""	"125"	""	""	"1109"	""	""	"1277"	""	""	""	"69"	""	"39"	""	""	""	"25"	""	""	"96"	""	""	""	"75"	""	""	""	""	"68"	""	""	"210"	""	""	"5795"	""	""	""	""	""	""	"5795"	""	"0"	""	""	""	""	""	""
"264"	"Till Last Round"	""	"28718"	""	""	"1502"	""	""	"10328"	""	""	"15949"	""	""	""	"1074"	""	"265"	""	""	""	"219"	""	""	"713"	""	""	""	"588"	""	""	""	""	"513"	""	""	"1958"	""	""	"61827"	""	""	""	"0"	""	""	"61827"	""	"0"	""	""	""	""	""	""
"265"	"Grand Total"	""	"31420"	""	""	"1627"	""	""	"11437"	""	""	"17226"	""	""	""	"1143"	""	"304"	""	""	""	"244"	""	""	"809"	""	""	""	"663"	""	""	""	""	"581"	""	""	"2168"	""	""	"67622"	""	""	""	"0"	""	""	"67622"	""	"0"	""	""	""	""	""	""
"266"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-13
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"271"	"161"	""	"332"	""	""	"2"	""	""	"8"	""	""	"20"	""	""	""	"2"	""	"2"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	""	"1"	""	""	"3"	""	""	"371"	""	""	""	""	""	""	"371"	""	""	""	""	""	""	""	""
"272"	"162"	""	"195"	""	""	"18"	""	""	"59"	""	""	"85"	""	""	""	"5"	""	"1"	""	""	""	"2"	""	""	"9"	""	""	""	"6"	""	""	""	""	"5"	""	""	"3"	""	""	"388"	""	""	""	""	""	""	"388"	""	""	""	""	""	""	""	""
"273"	"163"	""	"174"	""	""	"5"	""	""	"28"	""	""	"71"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"5"	""	""	""	"2"	""	""	""	""	"8"	""	""	"6"	""	""	"303"	""	""	""	""	""	""	"303"	""	""	""	""	""	""	""	""
"274"	"164"	""	"36"	""	""	"2"	""	""	"48"	""	""	"69"	""	""	""	"3"	""	"2"	""	""	""	"2"	""	""	"3"	""	""	""	"3"	""	""	""	""	"2"	""	""	"13"	""	""	"183"	""	""	""	""	""	""	"183"	""	""	""	""	""	""	""	""
"275"	"165"	""	"206"	""	""	"23"	""	""	"45"	""	""	"151"	""	""	""	"6"	""	"1"	""	""	""	"2"	""	""	"8"	""	""	""	"3"	""	""	""	""	"8"	""	""	"13"	""	""	"466"	""	""	""	""	""	""	"466"	""	""	""	""	""	""	""	""
"276"	"166"	""	"317"	""	""	"15"	""	""	"90"	""	""	"74"	""	""	""	"9"	""	"3"	""	""	""	"3"	""	""	"11"	""	""	""	"8"	""	""	""	""	"4"	""	""	"12"	""	""	"546"	""	""	""	""	""	""	"546"	""	""	""	""	""	""	""	""
"277"	"167"	""	"199"	""	""	"0"	""	""	"79"	""	""	"42"	""	""	""	"4"	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	"5"	""	""	""	""	"2"	""	""	"91"	""	""	"425"	""	""	""	""	""	""	"425"	""	""	""	""	""	""	""	""
"278"	"168"	""	"281"	""	""	"24"	""	""	"31"	""	""	"222"	""	""	""	"3"	""	"3"	""	""	""	"4"	""	""	"7"	""	""	""	"4"	""	""	""	""	"6"	""	""	"15"	""	""	"600"	""	""	""	""	""	""	"600"	""	""	""	""	""	""	""	""
"279"	"169"	""	"291"	""	""	"40"	""	""	"29"	""	""	"131"	""	""	""	"6"	""	"2"	""	""	""	"4"	""	""	"3"	""	""	""	"1"	""	""	""	""	"5"	""	""	"13"	""	""	"525"	""	""	""	""	""	""	"525"	""	""	""	""	""	""	""	""
"280"	"170"	""	"212"	""	""	"19"	""	""	"6"	""	""	"109"	""	""	""	"1"	""	"1"	""	""	""	"2"	""	""	"1"	""	""	""	"4"	""	""	""	""	"6"	""	""	"13"	""	""	"374"	""	""	""	""	""	""	"374"	""	""	""	""	""	""	""	""
"281"	"171"	""	"15"	""	""	"0"	""	""	"0"	""	""	"419"	""	""	""	"3"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"4"	""	""	"441"	""	""	""	""	""	""	"441"	""	""	""	""	""	""	""	""
"282"	"172"	""	"18"	""	""	"0"	""	""	"15"	""	""	"101"	""	""	""	"6"	""	"0"	""	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	""	""	"2"	""	""	"1"	""	""	"145"	""	""	""	""	""	""	"145"	""	""	""	""	""	""	""	""
"283"	"173"	""	"186"	""	""	"1"	""	""	"10"	""	""	"78"	""	""	""	"0"	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	"281"	""	""	""	""	""	""	"281"	""	""	""	""	""	""	""	""
"284"	"174"	""	"131"	""	""	"38"	""	""	"82"	""	""	"200"	""	""	""	"6"	""	"2"	""	""	""	"2"	""	""	"8"	""	""	""	"3"	""	""	""	""	"8"	""	""	"7"	""	""	"487"	""	""	""	""	""	""	"487"	""	""	""	""	""	""	""	""
"285"	"Total"	""	"2593"	""	""	"187"	""	""	"530"	""	""	"1772"	""	""	""	"56"	""	"20"	""	""	""	"25"	""	""	"58"	""	""	""	"40"	""	""	""	""	"59"	""	""	"195"	""	""	"5535"	""	""	""	""	""	""	"5535"	""	"0"	""	""	""	""	""	""
"286"	"Till Last Round"	""	"31420"	""	""	"1627"	""	""	"11437"	""	""	"17226"	""	""	""	"1143"	""	"304"	""	""	""	"244"	""	""	"809"	""	""	""	"663"	""	""	""	""	"581"	""	""	"2168"	""	""	"67622"	""	""	""	"0"	""	""	"67622"	""	"0"	""	""	""	""	""	""
"287"	"Grand Total"	""	"34013"	""	""	"1814"	""	""	"11967"	""	""	"18998"	""	""	""	"1199"	""	"324"	""	""	""	"269"	""	""	"867"	""	""	""	"703"	""	""	""	""	"640"	""	""	"2363"	""	""	"73157"	""	""	""	"0"	""	""	"73157"	""	"0"	""	""	""	""	""	""
"288"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-14
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	""	"SHYAM DEO SINGH"	""	""	"JITENDRA KUMAR"	""	""	"ANIL KUMAR"	""	""	"DAMYANTI DEVI"	""	""	""	"BHUSHAN PRASAD"	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	""	"Total of Valid Votes"	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"293"	"175"	""	"374"	""	""	"6"	""	""	"191"	""	""	""	"80"	""	""	"5"	""	""	"1"	""	""	"2"	""	""	""	"8"	""	""	"3"	""	""	""	""	"4"	""	""	"13"	""	""	""	"687"	""	""	""	""	""	"687"	""	""	""	""	""	""	""	""
"294"	"176"	""	"159"	""	""	"1"	""	""	"31"	""	""	""	"70"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	""	"5"	""	""	"2"	""	""	""	""	"2"	""	""	"11"	""	""	""	"286"	""	""	""	""	""	"286"	""	""	""	""	""	""	""	""
"295"	"176A"	""	"110"	""	""	"2"	""	""	"19"	""	""	""	"49"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	""	""	"2"	""	""	"4"	""	""	""	"188"	""	""	""	""	""	"188"	""	""	""	""	""	""	""	""
"296"	"177"	""	"139"	""	""	"1"	""	""	"117"	""	""	""	"145"	""	""	"5"	""	""	"3"	""	""	"5"	""	""	""	"6"	""	""	"11"	""	""	""	""	"10"	""	""	"17"	""	""	""	"459"	""	""	""	""	""	"459"	""	""	""	""	""	""	""	""
"297"	"177A"	""	"68"	""	""	"2"	""	""	"72"	""	""	""	"119"	""	""	"5"	""	""	"1"	""	""	"2"	""	""	""	"2"	""	""	"2"	""	""	""	""	"1"	""	""	"12"	""	""	""	"286"	""	""	""	""	""	"286"	""	""	""	""	""	""	""	""
"298"	"178"	""	"68"	""	""	"0"	""	""	"68"	""	""	""	"109"	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"6"	""	""	"4"	""	""	""	""	"2"	""	""	"3"	""	""	""	"264"	""	""	""	""	""	"264"	""	""	""	""	""	""	""	""
"299"	"179"	""	"9"	""	""	"0"	""	""	"187"	""	""	""	"28"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"8"	""	""	"3"	""	""	""	""	"0"	""	""	"9"	""	""	""	"246"	""	""	""	""	""	"246"	""	""	""	""	""	""	""	""
"300"	"180"	""	"193"	""	""	"18"	""	""	"51"	""	""	""	"136"	""	""	"4"	""	""	"1"	""	""	"0"	""	""	""	"6"	""	""	"3"	""	""	""	""	"0"	""	""	"13"	""	""	""	"425"	""	""	""	""	""	"425"	""	""	""	""	""	""	""	""
"301"	"181"	""	"341"	""	""	"2"	""	""	"14"	""	""	""	"19"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	""	"0"	""	""	"10"	""	""	""	"391"	""	""	""	""	""	"391"	""	""	""	""	""	""	""	""
"302"	"182"	""	"32"	""	""	"0"	""	""	"82"	""	""	""	"165"	""	""	"7"	""	""	"0"	""	""	"0"	""	""	""	"4"	""	""	"7"	""	""	""	""	"3"	""	""	"4"	""	""	""	"304"	""	""	""	""	""	"304"	""	""	""	""	""	""	""	""
"303"	"183"	""	"138"	""	""	"19"	""	""	"6"	""	""	""	"243"	""	""	"11"	""	""	"5"	""	""	"3"	""	""	""	"7"	""	""	"1"	""	""	""	""	"2"	""	""	"15"	""	""	""	"450"	""	""	""	""	""	"450"	""	""	""	""	""	""	""	""
"304"	"184"	""	"56"	""	""	"7"	""	""	"18"	""	""	""	"145"	""	""	"5"	""	""	"4"	""	""	"2"	""	""	""	"5"	""	""	"4"	""	""	""	""	"106"	""	""	"29"	""	""	""	"381"	""	""	""	""	""	"381"	""	""	""	""	""	""	""	""
"305"	"185"	""	"29"	""	""	"10"	""	""	"102"	""	""	""	"120"	""	""	"8"	""	""	"1"	""	""	"2"	""	""	""	"56"	""	""	"5"	""	""	""	""	"6"	""	""	"12"	""	""	""	"351"	""	""	""	""	""	"351"	""	""	""	""	""	""	""	""
"306"	"186"	""	"34"	""	""	"3"	""	""	"20"	""	""	""	"213"	""	""	"11"	""	""	"2"	""	""	"3"	""	""	""	"2"	""	""	"5"	""	""	""	""	"7"	""	""	"15"	""	""	""	"315"	""	""	""	""	""	"315"	""	""	""	""	""	""	""	""
"307"	"Total"	""	"1750"	""	""	"71"	""	""	"978"	""	""	""	"1641"	""	""	"66"	""	""	"22"	""	""	"24"	""	""	""	"118"	""	""	"51"	""	""	""	""	"145"	""	""	"167"	""	""	""	"5033"	""	""	""	""	""	"5033"	""	"0"	""	""	""	""	""	""
"308"	"Till Last Round"	""	"34013"	""	""	"1814"	""	""	"11967"	""	""	""	"18998"	""	""	"1199"	""	""	"324"	""	""	"269"	""	""	""	"867"	""	""	"703"	""	""	""	""	"640"	""	""	"2363"	""	""	""	"73157"	""	""	"0"	""	""	"73157"	""	"0"	""	""	""	""	""	""
"309"	"Grand Total"	""	"35763"	""	""	"1885"	""	""	"12945"	""	""	""	"20639"	""	""	"1265"	""	""	"346"	""	""	"293"	""	""	""	"985"	""	""	"754"	""	""	""	""	"785"	""	""	"2530"	""	""	""	"78190"	""	""	"0"	""	""	"78190"	""	"0"	""	""	""	""	""	""
"310"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-15
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	""	"SHYAM DEO SINGH"	""	""	"JITENDRA KUMAR"	""	""	"ANIL KUMAR"	""	""	"DAMYANTI DEVI"	""	""	""	"BHUSHAN PRASAD"	""	""	"MUNNA CHOUDHARY"	""	""	""	""	"RAGHUNANDAN PRASAD"	""	""	"RAMESH SHARMA"	""	""	""	"Total of Valid Votes"	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"315"	"187"	""	"109"	""	""	"2"	""	""	"6"	""	""	""	"243"	""	""	"7"	""	""	"1"	""	""	"1"	""	""	""	"4"	""	""	"0"	""	""	""	""	"7"	""	""	"26"	""	""	""	"406"	""	""	""	""	""	"406"	""	""	""	""	""	""	""	""
"316"	"188"	""	"87"	""	""	"1"	""	""	"4"	""	""	""	"194"	""	""	"11"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	""	"2"	""	""	""	"301"	""	""	""	""	""	"301"	""	""	""	""	""	""	""	""
"317"	"189"	""	"223"	""	""	"13"	""	""	"50"	""	""	""	"21"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"3"	""	""	"7"	""	""	""	""	"2"	""	""	"7"	""	""	""	"328"	""	""	""	""	""	"328"	""	""	""	""	""	""	""	""
"318"	"190"	""	"222"	""	""	"10"	""	""	"38"	""	""	""	"71"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"7"	""	""	"6"	""	""	""	""	"5"	""	""	"5"	""	""	""	"366"	""	""	""	""	""	"366"	""	""	""	""	""	""	""	""
"319"	"191"	""	"158"	""	""	"9"	""	""	"24"	""	""	""	"78"	""	""	"1"	""	""	"3"	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	""	""	"3"	""	""	"5"	""	""	""	"285"	""	""	""	""	""	"285"	""	""	""	""	""	""	""	""
"320"	"191a"	""	"37"	""	""	"6"	""	""	"109"	""	""	""	"15"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	""	"3"	""	""	""	"175"	""	""	""	""	""	"175"	""	""	""	""	""	""	""	""
"321"	"192"	""	"167"	""	""	"48"	""	""	"77"	""	""	""	"35"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"5"	""	""	"1"	""	""	""	""	"2"	""	""	"4"	""	""	""	"340"	""	""	""	""	""	"340"	""	""	""	""	""	""	""	""
"322"	"193"	""	"235"	""	""	"118"	""	""	"89"	""	""	""	"118"	""	""	"9"	""	""	"1"	""	""	"0"	""	""	""	"8"	""	""	"3"	""	""	""	""	"2"	""	""	"8"	""	""	""	"591"	""	""	""	""	""	"591"	""	""	""	""	""	""	""	""
"323"	"194"	""	"170"	""	""	"1"	""	""	"34"	""	""	""	"18"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	""	"2"	""	""	"4"	""	""	""	""	"6"	""	""	"16"	""	""	""	"256"	""	""	""	""	""	"256"	""	""	""	""	""	""	""	""
"324"	"195"	""	"94"	""	""	"2"	""	""	"62"	""	""	""	"363"	""	""	"8"	""	""	"3"	""	""	"1"	""	""	""	"3"	""	""	"3"	""	""	""	""	"6"	""	""	"11"	""	""	""	"556"	""	""	""	""	""	"556"	""	""	""	""	""	""	""	""
"325"	"196"	""	"43"	""	""	"0"	""	""	"81"	""	""	""	"302"	""	""	"7"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"2"	""	""	""	""	"0"	""	""	"7"	""	""	""	"445"	""	""	""	""	""	"445"	""	""	""	""	""	""	""	""
"326"	"196A"	""	"42"	""	""	"6"	""	""	"32"	""	""	""	"135"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"3"	""	""	"3"	""	""	""	"225"	""	""	""	""	""	"225"	""	""	""	""	""	""	""	""
"327"	"197"	""	"99"	""	""	"10"	""	""	"58"	""	""	""	"115"	""	""	"6"	""	""	"3"	""	""	"1"	""	""	""	"4"	""	""	"4"	""	""	""	""	"4"	""	""	"8"	""	""	""	"312"	""	""	""	""	""	"312"	""	""	""	""	""	""	""	""
"328"	"198"	""	"35"	""	""	"1"	""	""	"6"	""	""	""	"317"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"1"	""	""	"2"	""	""	""	"365"	""	""	""	""	""	"365"	""	""	""	""	""	""	""	""
"329"	"Total"	""	"1721"	""	""	"227"	""	""	"670"	""	""	""	"2025"	""	""	"58"	""	""	"16"	""	""	"10"	""	""	""	"40"	""	""	"34"	""	""	""	""	"43"	""	""	"107"	""	""	""	"4951"	""	""	""	""	""	"4951"	""	"0"	""	""	""	""	""	""
"330"	"Till Last Round"	""	"35763"	""	""	"1885"	""	""	"12945"	""	""	""	"20639"	""	""	"1265"	""	""	"346"	""	""	"293"	""	""	""	"985"	""	""	"754"	""	""	""	""	"785"	""	""	"2530"	""	""	""	"78190"	""	""	"0"	""	""	"78190"	""	"0"	""	""	""	""	""	""
